ConversationId	MessageId	MessageTimestamp	MessageFrom	MessageText	CortanaResponse	JudgedDomain	JudgedIntent	JudgedConstraints	MetaData	ConversationContext	Dataset	SampleType	Frequency	GuidelineVersion	NotCallingLU	SelectionIgnore
414c186c-9200-4cb0-ab3d-edcf893a329b	0	4/29/2020 5:07	user	Go to Ori org.	. 	TEAMSACTION	teamsuser_checkorg	Go to <contact_name>Ori</contact_name> org.	[]		Teams	Speech	1	1.13		
41518fb2-ba53-4ebb-87c6-d2a8caf81953	0	4/14/2020 20:42	user	Is Cortana better than Alexa?	unk_fv	NOTSURE	other_domain	Is Cortana better than Alexa?	[]		Teams	Speech	1	1.13		
4156bef7-86d8-46b9-a5c5-bf6928cb1a81	0	4/21/2020 7:23	user	Start adaptive guard stood.	Sorry, I don't know the answer to this one.	NOTSURE	other_domain	Start adaptive guard stood.	[]		Teams	Speech	1	1.13		
41597eb3-e149-4f7c-84fa-63358475ca0b	0	4/15/2020 23:17	user	Text everyone on the upcoming meeting I won't be able to join this meeting.	unk_fv	COMMUNICATION	send_text_meeting	Text everyone on the <order_ref>upcoming</order_ref> meeting <message>I won't be able to join this meeting</message>.	[]		Teams	Speech	1	1.13		
4169feac-8480-4e6d-b4d8-de6d9255c7a6	0	4/14/2020 21:06	user	Hey Cortana when is my next meeting.		CALENDAR	find_calendar_when	Hey Cortana when is my <start_time>next</start_time> meeting.	[]		Teams	Speech	5	1.13		
4169feac-8480-4e6d-b4d8-de6d9255c7a6	1	4/14/2020 21:06	user_other		OK.				[]		Teams	Speech	5	1.13		
4169feac-8480-4e6d-b4d8-de6d9255c7a6	2	4/14/2020 21:06	user_other		Next up, , at 3:00 PM, Windows.				[]		Teams	Speech	5	1.13		
416ea25c-bb65-4b2a-9e44-3a819db6a177	0	4/6/2020 10:28	user	Skip.	I'm working on it	NOTSURE	other_domain	Skip.	[]		Teams	Speech	2	1.13		
417c91f1-3e5f-4778-8105-f8db39e6d329	0	4/14/2020 14:02	user	Join my meeting tomorrow 10:00 AM meeting.		CALENDAR	connect_to_meeting	Join my meeting <start_date>tomorrow</start_date> <start_time>10:00 AM</start_time> meeting.	[]		Teams	Speech	1	1.13		
417c91f1-3e5f-4778-8105-f8db39e6d329	1	4/14/2020 14:02	user_other		OK.				[]		Teams	Speech	1	1.13		
417c91f1-3e5f-4778-8105-f8db39e6d329	2	4/14/2020 14:02	user_other		Actually, I can't find that meeting.				[]		Teams	Speech	1	1.13		
417d9b99-1763-495f-a5c7-1f0eb056e3c5	0	4/2/2020 0:34	user	Call 206-310-1922.	Calling (206) 310-1922	COMMUNICATION	make_call	Call <phone_number>206-310-1922</phone_number>.	[]		Teams	Speech	1	1.13		
41804f5f-5143-45ed-a127-3b633ede8a50	0	4/29/2020 22:48	user	When is the next meeting with Carter?	Error.	CALENDAR	find_calendar_when	When is the <start_time>next</start_time> meeting with <contact_name>Carter</contact_name>?	[]		Teams	Speech	1	1.13		
41804f5f-5143-45ed-a127-3b633ede8a50	1	4/29/2020 22:48	user_other		Canceled.				[]		Teams	Speech	1	1.13		
4195450b-c97f-41a0-b569-ee428453cb26	0	4/6/2020 8:04	user	Message Shwetambari.	Alright, what's your message?	COMMUNICATION	send_text	Message <contact_name>Shwetambari</contact_name>.	[]		Teams	Speech	1	1.13		
4196a6ac-d331-4473-81fc-3a68806377bb	0	4/3/2020 22:28	user	Cortana interesting Cortana scenarios.	Sorry, I'm not able to help with this one.	NOTSURE	other_domain	Cortana interesting Cortana scenarios.	[]		Teams	Speech	1	1.13		
41b60bb0-895b-4e58-9fa0-211616d86248	0	4/1/2020 18:06	user	What are some other things you can do?	I'm sorry, but I can't help with that.	NOTSURE	other_domain	What are some other things you can do?	[]		Teams	Speech	1	1.13		
41b975bb-b427-401f-a3ae-d3d94d6ec5e7	0	4/3/2020 20:29	user	Is there anything else you can do?	Sorry, I'm not able to help with this one.	NOTSURE	other_domain	Is there anything else you can do?	[]		Teams	Speech	2	1.13		
41becc05-996f-4963-b481-8615e961eca8	0	4/14/2020 16:31	user	Transfer the call to Ana's teams.	unk_fv	COMMUNICATION	transfer	Transfer the call to <contact_name>Ana</contact_name>'s <destination_platform>teams</destination_platform>.	[]		Teams	Speech	1	1.13		
41c5473b-78b3-4e62-85a5-1300ade26e81	0	4/14/2020 22:32	user	Hey Cortana send message to Carrie Parker.	unk_fv	COMMUNICATION	send_text	Hey Cortana send message to <contact_name>Carrie Parker</contact_name>.	[]		Teams	Speech	1	1.13		
41c617e4-1f8a-4c48-930f-511efdd3a0a7	0	4/10/2020 19:27	user	Start my 2:30 PM.	unk_fv	CALENDAR	connect_to_meeting	Start my <start_time>2:30 PM</start_time>.	[]		Teams	Speech	1	1.13		
41ccd71e-dc89-40cb-9b53-31c3328c9af0	0	4/9/2020 19:19	user	Send a message to ROSHIN.	Which one do you wanna message?	COMMUNICATION	send_text	Send a message to <contact_name>ROSHIN</contact_name>.	[]		Teams	Speech	1	1.13		
41d0a338-896a-4f0f-a0b1-5f8605dc2946	0	4/13/2020 23:26	user	Cancel my meeting with Cruise.	Alright, Which Cruise would you like?	CALENDAR	delete_calendar_entry	Cancel my meeting with <contact_name>Cruise</contact_name>.	[]		Teams	Speech	1	1.13		
41d0a338-896a-4f0f-a0b1-5f8605dc2946	1	4/13/2020 23:26	user	Tom Cruise.		CALENDAR	delete_calendar_entry	<contact_name>Tom Cruise</contact_name>.	[]	{"PreviousTurnDomain": ["calendar"], "PreviousTurnIntent": ["delete_calendar_entry"], "TaskFrameGUID": ["ContactResolutionGUID"], "TaskFrameStatus": ["InProgress"]}	Teams	Speech	1	1.13		
41d0a338-896a-4f0f-a0b1-5f8605dc2946	2	4/13/2020 23:26	user_other		Alright.				[]		Teams	Speech	1	1.13		
41d0a338-896a-4f0f-a0b1-5f8605dc2946	3	4/13/2020 23:26	user_other		Which one of your events should I remove?				[]		Teams	Speech	1	1.13		
41d0a338-896a-4f0f-a0b1-5f8605dc2946	4	4/13/2020 23:26	user	Last one.	Alright, I sent a cancellation.	CALENDAR	delete_calendar_entry	<position_ref>Last</position_ref> one.	[]	{"PreviousTurnDomain": ["calendar"], "PreviousTurnIntent": ["delete_calendar_entry"], "TaskFrameGUID": ["CalendarReviewCancelApptFollowUpGUID"], "TaskFrameStatus": ["InProgress"]}	Teams	Speech	1	1.13		1
41dbc22e-3a0f-4a0c-934a-286bfeca52b5	0	4/24/2020 3:32	user	So I think.	I'm sorry, but I can't help with that.	NOTSURE	other_domain	So I think.	[]		Teams	Speech	1	1.13		
41dc01bd-96c3-4289-8d75-d4d46de5fe62	0	4/16/2020 23:04	user	Hey Cortana show my unread activity.	. 	TEAMSACTION	teamsuser_showactivity	Hey Cortana show my <teamsuser_activitytype>unread</teamsuser_activitytype> activity.	[]		Teams	Speech	1	1.13		
41df1022-680a-4cec-b00c-8f5da5665fc3	0	4/8/2020 20:02	user	Join my meeting.		CALENDAR	connect_to_meeting	Join my meeting.	[]		Teams	Speech	1	1.13		
41df1022-680a-4cec-b00c-8f5da5665fc3	1	4/8/2020 20:02	user_other		Alright.				[]		Teams	Speech	1	1.13		
41df1022-680a-4cec-b00c-8f5da5665fc3	2	4/8/2020 20:02	user_other		Which meeting would you like to join?				[]		Teams	Speech	1	1.13		
41df1022-680a-4cec-b00c-8f5da5665fc3	3	4/8/2020 20:02	user_other		Which meeting did you wanna join?				[]		Teams	Speech	1	1.13		
41df1022-680a-4cec-b00c-8f5da5665fc3	4	4/8/2020 20:03	user	The second one.	. 	CALENDAR	connect_to_meeting	The <position_ref>second</position_ref> one.	[]	{"PreviousTurnDomain": ["calendar"], "PreviousTurnIntent": ["connect_to_meeting"], "TaskFrameGUID": ["CalendarReviewJoinMeetingFollowUpGUID"], "TaskFrameStatus": ["InProgress"]}	Teams	Speech	1	1.13		1
41e20489-1f08-483e-a350-9beff47a7e9c	0	4/13/2020 20:36	user	Hey Cortana send a message to A.J.	unk_fv	COMMUNICATION	send_text	Hey Cortana send a message to <contact_name>A.J</contact_name>.	[]		Teams	Speech	2	1.13		
41e2f986-56a6-42ed-a21c-4d0c612b9401	0	4/2/2020 23:38	user	Hey Cortana send a message to Sha Li that this is a test.	Which one do you wanna message?	COMMUNICATION	send_text	Hey Cortana send a message to <contact_name>Sha Li</contact_name> that <message>this is a test</message>.	[]		Teams	Speech	1	1.13		
41ec0cb4-8941-4430-89f9-aac6bba4baf0	0	4/27/2020 22:00	user	Join the current meeting.		CALENDAR	connect_to_meeting	Join the <start_time>current</start_time> meeting.	[]		Teams	Speech	1	1.13		
41ec0cb4-8941-4430-89f9-aac6bba4baf0	1	4/27/2020 22:00	user_other		Alright.				[]		Teams	Speech	1	1.13		
41ec0cb4-8941-4430-89f9-aac6bba4baf0	2	4/27/2020 22:00	user_other		Which meeting would you like to join?				[]		Teams	Speech	1	1.13		
41ec0cb4-8941-4430-89f9-aac6bba4baf0	3	4/27/2020 22:00	user	Web OPS standup.	. 	CALENDAR	connect_to_meeting	<title>Web OPS standup</title>.	[]	{"PreviousTurnDomain": ["calendar"], "PreviousTurnIntent": ["connect_to_meeting"], "TaskFrameGUID": ["CalendarReviewJoinMeetingFollowUpGUID"], "TaskFrameStatus": ["InProgress"]}	Teams	Speech	1	1.13		
41f9dec0-50bd-4194-a750-451bf7a57df4	0	4/9/2020 4:38	user	Open Shifts.	Sorry, I'm not able to help with this one.	NOTSURE	other_domain	Open Shifts.	[]		Teams	Speech	1	1.13		
41fd7aa0-26c7-4fc0-878f-77a7bf1cc268	0	4/2/2020 6:22	user	Go to my calendars.		CALENDAR	navigate_calendar	Go to my calendars.	[]		Teams	Speech	1	1.13		
41fd7aa0-26c7-4fc0-878f-77a7bf1cc268	1	4/2/2020 6:22	user_other		Sorry, scenario is disabled.				[]		Teams	Speech	1	1.13		
42173364-1388-46b1-a1b3-3ca18c1a632c	0	4/1/2020 3:05	user	Hey Cortana what do I have today.	I'm finding 4 events for today.	CALENDAR	find_calendar_entry	Hey Cortana what do I have <start_date>today</start_date>.	[]		Teams	Speech	5	1.13		
42176b7d-0de0-48de-a836-5f0461c9ecdf	0	4/30/2020 4:11	user	Navigate to teams team.	I couldn't find that team.	TEAMSACTION	teamspace_navigate	Navigate to <teamspace_team>teams</teamspace_team> team.	[]		Teams	Speech	1	1.13		
4218e657-80a8-4924-b703-cbf7a9130168	0	4/16/2020 9:57	user	Show me meeting after 8:00 o'clock.	I see 4 events today after 8:00.	CALENDAR	navigate_calendar	Show me meeting <start_time>after 8:00</start_time> o'clock.	[]		Teams	Speech	1	1.13		
421dcd3c-154f-4f99-a7ee-812dd215beb2	0	4/20/2020 13:16	user	Start test adaptive cards too.	I'm sorry, but I can't help with that.	NOTSURE	other_domain	Start test adaptive cards too.	[]		Teams	Speech	1	1.13		
423c89d7-c434-44c3-a54f-e4659042e088	0	4/16/2020 8:49	user	Add +86015.	I'm sorry, but I can't help with that.	NOTSURE	other_domain	Add +86015.	[]		Teams	Speech	1	1.13		
42402486-8729-4f81-b4c4-c9eb7cdcb120	0	4/7/2020 1:40	user	Add Jose Gomez-Angulo to my call.	OK, Add Jose, is that right?	COMMUNICATION	add_to_call	Add <contact_name>Jose Gomez-Angulo</contact_name> to my call.	[]		Teams	Speech	1	1.13		
424bcb2e-149e-4c18-8beb-b6ff382f8425	0	4/13/2020 19:16	user	Remove my meeting at.		CALENDAR	delete_calendar_entry	Remove my meeting at.	[]		Teams	Speech	1	1.13		
424bcb2e-149e-4c18-8beb-b6ff382f8425	1	4/13/2020 19:16	user_other		Alright.				[]		Teams	Speech	1	1.13		
424bcb2e-149e-4c18-8beb-b6ff382f8425	2	4/13/2020 19:16	user_other		Sorry, there are lots of events like that. Try again with a specific time if you know it.				[]		Teams	Speech	1	1.13		
424f0044-87c5-4b33-8d87-d2c42123f578	0	4/21/2020 11:59	user	Calendar insights.	Sorry, I'm not able to help with this one.	NOTSURE	other_domain	Calendar insights.	[]		Teams	Speech	2	1.13		
42528eef-408c-4627-b326-59c99b8b4804	0	4/22/2020 6:24	user	What meetings do I have on February 27th?	You don't have anything scheduled for Saturday, February 27th, 2021.	CALENDAR	find_calendar_entry	What meetings do I have on <start_date>February 27th</start_date>?	[]		Teams	Speech	1	1.13		
425f2573-f47b-453a-bc7a-cff27b7c0b60	0	4/30/2020 20:43	user	Tell everyone on my 2:30 PM meeting that I won't be able to join this meeting.	Alright, Message everyone... on which meeting?	COMMUNICATION	send_text_meeting	Tell everyone on my <time>2:30 PM</time> meeting that <message>I won't be able to join this meeting</message>.	[]		Teams	Speech	1	1.13		
42683329-0929-436a-8f5d-3a917c69bbf8	0	4/15/2020 16:19	user	Start my distribution meeting.		CALENDAR	connect_to_meeting	Start my <title>distribution meeting</title>.	[]		Teams	Speech	1	1.13		
42683329-0929-436a-8f5d-3a917c69bbf8	1	4/15/2020 16:19	user_other		Alright.				[]		Teams	Speech	1	1.13		
42683329-0929-436a-8f5d-3a917c69bbf8	2	4/15/2020 16:19	user_other		Joining your 10:00 AM. 				[]		Teams	Speech	1	1.13		
42718e72-7fcf-4a5f-804f-5f81a8a0f44d	0	4/22/2020 7:53	user	Share Cortana tell with Rose.	Sorry, I'm not able to help with this one.	NOTSURE	other_domain	Share Cortana tell with Rose.	[]		Teams	Speech	1	1.13		
42734330-bd43-4b55-bc6c-b9f16dfc318a	0	4/1/2020 14:45	user	Go to the problem slide.		INMEETING	goto_slide	Go to the <slide_name>problem</slide_name> slide.	[]		Teams	Speech	2	1.13		
428621cd-0fa9-46aa-959e-2b01ceae0f7c	0	4/24/2020 0:47	user	Hey Cortana what's on my calendar.		CALENDAR	find_calendar_entry	Hey Cortana what's on my calendar.	[]		Teams	Speech	1	1.13		
42870b15-5c44-4295-8cff-13508f5c8566	0	4/21/2020 9:02	user	Kinder messages to busy.	I'm sorry, but I can't help with that.	NOTSURE	notsure_other	Kinder messages to busy.	[]		Teams	Speech	1	1.13		
42884a2a-66ed-4959-b714-17170cb29f09	0	4/17/2020 5:39	user	What's the weather now?	Sorry, I don't know the answer to this one.	NOTSURE	other_domain	What's the weather now?	[]		Teams	Speech	1	1.13		
429e7d47-9a7b-4783-ae67-c46ee969aa2f	0	4/6/2020 10:52	user	Send a message to Shankha.	OK, what's your message?	COMMUNICATION	send_text	Send a message to <contact_name>Shankha</contact_name>.	[]		Teams	Speech	1	1.13		
42a88880-fd5c-416f-8f33-23456d59b1b5	0	4/1/2020 7:01	user	Try meeting.		CALENDAR	find_calendar_entry	Try meeting.	[]		Teams	Speech	1	1.13		
42a88880-fd5c-416f-8f33-23456d59b1b5	1	4/1/2020 7:01	user_other		I see 1 event for today.				[]		Teams	Speech	1	1.13		
42abf09a-8902-4c8e-b06d-a6d542681a57	0	4/1/2020 18:22	user	At 917-318-8122 to this call.	I'm sorry, but I can't help with that.	COMMUNICATION	add_to_call	At <phone_number>917-318-8122</phone_number> to this call.	[]		Teams	Speech	3	1.13		
42b732a8-f0ca-4c68-a658-45db83419b73	0	4/22/2020 17:08	user	Which is?	Sorry, I don't know the answer to this one.	NOTSURE	notsure_other	Which is?	[]		Teams	Speech	1	1.13		
42bc1319-b890-451a-aaac-02c263ee78ef	0	4/9/2020 4:12	user	My meeting.		CALENDAR	find_calendar_entry	My meeting.	[]		Teams	Speech	3	1.13		
42bc1319-b890-451a-aaac-02c263ee78ef	1	4/9/2020 4:12	user_other		Alright.				[]		Teams	Speech	3	1.13		
42bc1319-b890-451a-aaac-02c263ee78ef	2	4/9/2020 4:12	user_other		I see 5 events for today.				[]		Teams	Speech	3	1.13		
42be1f58-da9c-457e-aa45-060af840efe0	0	4/28/2020 20:32	user	Hey Cortana join my next meeting.		CALENDAR	connect_to_meeting	Hey Cortana join my <start_time>next</start_time> meeting.	[]		Teams	Speech	1	1.13		
42be1f58-da9c-457e-aa45-060af840efe0	1	4/28/2020 20:32	user_other		OK.				[]		Teams	Speech	1	1.13		
42be1f58-da9c-457e-aa45-060af840efe0	2	4/28/2020 20:32	user_other		Which meeting would you like to join?				[]		Teams	Speech	1	1.13		
42be1f58-da9c-457e-aa45-060af840efe0	3	4/28/2020 20:32	user	Weekly one on one.	. 	CALENDAR	connect_to_meeting	<title>Weekly one on one</title>.	[]	{"PreviousTurnDomain": ["calendar"], "PreviousTurnIntent": ["connect_to_meeting"], "TaskFrameGUID": ["CalendarReviewJoinMeetingFollowUpGUID"], "TaskFrameStatus": ["InProgress"]}	Teams	Speech	1	1.13		
42cdc741-9bed-44ed-82df-ff2b6bb736f2	0	4/15/2020 6:31	user	Cancel my next meeting.		CALENDAR	delete_calendar_entry	Cancel my <start_time>next</start_time> meeting.	[]		Teams	Speech	1	1.13		
42cdc741-9bed-44ed-82df-ff2b6bb736f2	1	4/15/2020 6:31	user_other		Which one of your events should I remove?				[]		Teams	Speech	1	1.13		
42cdc741-9bed-44ed-82df-ff2b6bb736f2	2	4/15/2020 6:31	user	The second one.	Sorry, I've hit a snag accessing your calendar. Try again in a bit.	CALENDAR	delete_calendar_entry	The <position_ref>second</position_ref> one.	[]	{"PreviousTurnDomain": ["calendar"], "PreviousTurnIntent": ["delete_calendar_entry"], "TaskFrameGUID": ["CalendarReviewCancelApptFollowUpGUID"], "TaskFrameStatus": ["InProgress"]}	Teams	Speech	1	1.13		1
42dbeeca-ecfd-40a8-9919-a8fd60540352	0	4/24/2020 6:53	user	Show Flowers boots.	I'm sorry, but I can't help with that.	NOTSURE	other_domain	Show Flowers boots.	[]		Teams	Speech	1	1.13		
42fbdf13-f21b-4210-b5fa-7c71d40d6426	0	4/7/2020 6:55	user	Join my tetete meeting.		CALENDAR	connect_to_meeting	Join my <title>tetete</title> meeting.	[]		Teams	Speech	1	1.13		
42fbdf13-f21b-4210-b5fa-7c71d40d6426	1	4/7/2020 6:55	user_other		Actually, I can't find that meeting.				[]		Teams	Speech	1	1.13		
42fc29fd-2602-428f-8eed-57fa7c21edcc	0	4/21/2020 0:44	user	Share the reference PPT with Li.	Alright, which PowerPoint should I share?	FILES	file_share	Share the <file_keyword>reference</file_keyword> <file_type>PPT</file_type> with <to_contact_name>Li</to_contact_name>.	[]		Teams	Speech	1	1.13		
42fd2208-ec5b-40e9-b820-8aef43b9c9ba	0	4/1/2020 19:02	user	Open GG's activity.	Sorry, I couldn't find anyone called GG.	TEAMSACTION	teamsuser_showactivity	Open <contact_name>GG</contact_name>'s activity.	[]		Teams	Speech	2	1.13		
4308e816-0645-43fa-8b87-f9abb10193e5	0	4/1/2020 22:34	user	Go to my chat with Lisa.	. 	TEAMSACTION	teamsuser_openchat	Go to my chat with <contact_name>Lisa</contact_name>.	[]		Teams	Speech	1	1.13		
432042f6-2c89-4642-aef8-be0d54b1c74b	0	4/13/2020 5:47	user	Message the 8:30 AM meeting.	unk_fv	COMMUNICATION	send_text_meeting	Message the <time>8:30 AM</time> meeting.	[]		Teams	Speech	1	1.13		
43241a2f-d15c-42ac-8263-f3bbe2d9f1cd	0	4/6/2020 10:31	user	Search for query.	I'll look up '%SearchString%'.	TEAMSACTION	teamspace_search	Search for <teamspace_keyword>query</teamspace_keyword>.	[]		Teams	Speech	3	1.13		
4324876f-4d5c-492d-ac72-fa415e2fa0ba	0	4/28/2020 20:04	user	Do you know how to open files?	Alright, which file should I open?	NOTSURE	other_domain	Do you know how to open files?	[]		Teams	Speech	1	1.13		
433c1202-a4f7-4998-9af0-8d29b2098d9c	0	4/13/2020 13:55	user	Look at my calendar.		CALENDAR	find_calendar_entry	Look at my calendar.	[]		Teams	Speech	1	1.13		
433c1202-a4f7-4998-9af0-8d29b2098d9c	1	4/13/2020 13:55	user_other		OK.				[]		Teams	Speech	1	1.13		
433c1202-a4f7-4998-9af0-8d29b2098d9c	2	4/13/2020 13:55	user_other		I'm finding 15 events for today.				[]		Teams	Speech	1	1.13		
434db186-be68-4a29-9e86-679a9975a651	0	4/13/2020 23:23	user	Cancel my next meeting with Nick.	OK, Which Nick would you like?	CALENDAR	delete_calendar_entry	Cancel my <order_ref>next</order_ref> meeting with <contact_name>Nick</contact_name>.	[]		Teams	Speech	1	1.13		
434db186-be68-4a29-9e86-679a9975a651	1	4/13/2020 23:23	user	Second one.		CALENDAR	delete_calendar_entry	<position_ref>Second</position_ref> one.	[]	{"PreviousTurnDomain": ["calendar"], "PreviousTurnIntent": ["delete_calendar_entry"], "TaskFrameGUID": ["ContactResolutionGUID"], "TaskFrameStatus": ["InProgress"]}	Teams	Speech	1	1.13		1
434db186-be68-4a29-9e86-679a9975a651	2	4/13/2020 23:23	user_other		OK.				[]		Teams	Speech	1	1.13		1
434db186-be68-4a29-9e86-679a9975a651	3	4/13/2020 23:23	user_other		Alright, today at 4:30 PM you have TCX New Suites. Should I cancel this?				[]		Teams	Speech	1	1.13		1
4354e39b-9865-43ef-a108-ae7d308bffb0	0	4/2/2020 21:58	user	Go to my feet.	I'm sorry, but I can't help with that.	TEAMSACTION	teamspace_navigate	Go to <teamspace_keyword>my feet</teamspace_keyword>.	[]		Teams	Speech	2	1.13		
435500cf-8353-426c-96ec-5007abb7b92f	0	4/15/2020 19:29	user	Jump to slide 10.	unk_fv	INMEETING	goto_slide	Jump to slide <slide_number>10</slide_number>.	[]		Teams	Speech	1	1.13		
4375133d-7ab2-4a1e-a229-67ebc9e053eb	0	4/26/2020 17:32	user	Message Thursday's meeting.	Message everyone... on which meeting?	COMMUNICATION	send_text_meeting	Message <time>Thursday</time>'s meeting.	[]		Teams	Speech	1	1.13		
437677c5-1c24-4347-9e96-726311a27ada	0	4/27/2020 8:46	user	What meetings do I have this?		CALENDAR	find_calendar_entry	What meetings do I have this?	[]		Teams	Speech	1	1.13		
437677c5-1c24-4347-9e96-726311a27ada	1	4/27/2020 8:46	user_other		OK.				[]		Teams	Speech	1	1.13		
437677c5-1c24-4347-9e96-726311a27ada	2	4/27/2020 8:46	user_other		I see 5 events for today.				[]		Teams	Speech	1	1.13		
437a1533-2e3a-4b33-8a86-19dd9a347842	0	4/30/2020 20:39	user	Tell a know that this is short test message.	OK, who's the message going to?	COMMUNICATION	send_text	Tell a know that <message>this is short test message</message>.	[]		Teams	Speech	1	1.13		
43880882-e163-4dba-af00-fdc04bb5ce6b	0	4/14/2020 7:49	user	Am I available tomorrow 3:00 PM.		CALENDAR	check_availability	Am I <availability>available</availability> <start_date>tomorrow</start_date> <start_time>3:00 PM</start_time>.	[]		Teams	Speech	1	1.13		
43880882-e163-4dba-af00-fdc04bb5ce6b	1	4/14/2020 7:49	user_other		Alright.				[]		Teams	Speech	1	1.13		
43880882-e163-4dba-af00-fdc04bb5ce6b	2	4/14/2020 7:49	user_other		I'm finding 3 events for tomorrow at 3:00 PM.				[]		Teams	Speech	1	1.13		
4393cc1a-4731-4ff5-9918-822a528547b0	0	4/14/2020 21:18	user	Hey Cortana show me my files.	unk_fv	FILES	file_search	Hey Cortana show me <contact_name>my</contact_name> files.	[]		Teams	Speech	1	1.13		
4394fa11-4a8d-4e54-bbd5-4903d779f1a9	0	4/29/2020 6:23	user	But.	I'm sorry, but I can't help with that.	NOTSURE	other_domain	But.	[]		Teams	Speech	1	1.13		
4398ea63-8136-4a6b-874c-e5b69ab7776c	0	4/1/2020 6:29	user	Cancel my 4:00 PM meeting.	I see test test test test test test test today at 4:00 PM. Should I cancel this?	CALENDAR	delete_calendar_entry	Cancel my <start_time>4:00 PM</start_time> meeting.	[]		Teams	Speech	2	1.13		
43afafa3-8e0b-43ae-a3db-b9ad96195c4f	0	4/29/2020 22:04	user	Open food for life tippity.	I'm sorry, but I can't help with that.	NOTSURE	other_domain	Open food for life tippity.	[]		Teams	Speech	1	1.13		
43b7a0ca-0560-4ed1-8b45-2402397801be	0	4/28/2020 20:03	user	Can you make calls to people?	Sorry, I'm not able to help with this one.	COMMUNICATION	make_call	Can you make calls to people?	[]		Teams	Speech	2	1.13		
43bc1b9e-b5ec-45af-a9fc-33de6417e527	0	4/8/2020 18:15	user	When is my Update meet meeting?		CALENDAR	find_calendar_when	When is my <title>Update meet</title> meeting?	[]		Teams	Speech	1	1.13		
43bc1b9e-b5ec-45af-a9fc-33de6417e527	1	4/8/2020 18:15	user_other		OK.				[]		Teams	Speech	1	1.13		
43bc1b9e-b5ec-45af-a9fc-33de6417e527	2	4/8/2020 18:15	user_other		Alright.				[]		Teams	Speech	1	1.13		
43bc1b9e-b5ec-45af-a9fc-33de6417e527	3	4/8/2020 18:15	user_other		OK.				[]		Teams	Speech	1	1.13		
43bc1b9e-b5ec-45af-a9fc-33de6417e527	4	4/8/2020 18:15	user_other		OK.				[]		Teams	Speech	1	1.13		
43bc1b9e-b5ec-45af-a9fc-33de6417e527	5	4/8/2020 18:15	user_other		I see 1 event that has Update meet in the title.				[]		Teams	Speech	1	1.13		
43bd17d6-9971-4f17-a379-24f661033ee2	0	4/21/2020 7:31	user	Hey Cortana what's my next meeting.		CALENDAR	find_calendar_entry	Hey Cortana what's my <start_time>next</start_time> meeting.	[]		Teams	Speech	1	1.13		
43bd17d6-9971-4f17-a379-24f661033ee2	1	4/21/2020 7:31	user_other		OK.				[]		Teams	Speech	1	1.13		
43bd17d6-9971-4f17-a379-24f661033ee2	2	4/21/2020 7:31	user_other		Here's what's next.				[]		Teams	Speech	1	1.13		
43bedc0b-9fc8-415d-961c-cdecc55445eb	0	4/15/2020 6:30	user	And.	unk_fv	NOTSURE	other_domain	And.	[]		Teams	Speech	3	1.13		
43c153cd-b5ed-4e49-9f0a-8e0ef39560a0	0	4/1/2020 18:21	user	So back to Grady Pace.	Sorry, I don't know the answer to this one.	NOTSURE	other_domain	So back to Grady Pace.	[]		Teams	Speech	1	1.13		
43c61565-67de-4f42-8d1f-74fafa09a178	0	4/22/2020 18:21	user	Hey Cortana what's on my calendar.	OK.	CALENDAR	find_calendar_entry	Hey Cortana what's on my calendar.	[]		Teams	Speech	1	1.13		
43c61565-67de-4f42-8d1f-74fafa09a178	1	4/22/2020 18:22	user_other		OK.				[]		Teams	Speech	1	1.13		
43c61565-67de-4f42-8d1f-74fafa09a178	2	4/22/2020 18:22	user_other		OK.				[]		Teams	Speech	1	1.13		
43c61565-67de-4f42-8d1f-74fafa09a178	3	4/22/2020 18:22	user_other		OK.				[]		Teams	Speech	1	1.13		
43c61565-67de-4f42-8d1f-74fafa09a178	4	4/22/2020 18:22	user_other		I see 11 events for today.				[]		Teams	Speech	1	1.13		
43c9c7a8-0125-4d48-ac9b-25223979f743	0	4/15/2020 6:13	user	Cancel my meeting with Rose.		CALENDAR	delete_calendar_entry	Cancel my meeting with <contact_name>Rose</contact_name>.	[]		Teams	Speech	1	1.13		
43c9c7a8-0125-4d48-ac9b-25223979f743	1	4/15/2020 6:13	user_other		OK, today at 2:30 PM you have test read. Should I cancel this?				[]		Teams	Speech	1	1.13		
43c9c7a8-0125-4d48-ac9b-25223979f743	2	4/15/2020 6:13	user	No.	. 	CALENDAR	reject	No.	[]	{"PreviousTurnDomain": ["calendar"], "PreviousTurnIntent": ["delete_calendar_entry"], "TaskFrameGUID": ["CalendarReviewCancelApptFollowUpGUID"], "TaskFrameStatus": ["PromptedForConfirmation"]}	Teams	Speech	1	1.13		
43d1ae9f-7636-4bc6-8a81-5c231ed26b5c	0	4/27/2020 17:57	user	Call Lisa.	Which one would you like to call?	COMMUNICATION	make_call	Call <contact_name>Lisa</contact_name>.	[]		Teams	Speech	3	1.13		
43dd0784-3b62-48b7-bce0-0502a2bf8d5c	0	4/2/2020 6:41	user	Message heroes.	Which one do you wanna message?	COMMUNICATION	send_text	Message <contact_name>heroes</contact_name>.	[]		Teams	Speech	1	1.13		
