ConversationId	MessageId	MessageTimestamp	MessageFrom	MessageText	JudgedDomain	JudgedIntent	JudgedConstraints	MetaData	ConversationContext	Frequency	Dataset	SampleType
179422994	0		user	privacy breach	NOTSURE	other_domain	privacy breach	[]		1	outlook	Donated
179421510	0		user	dwight lucia	NOTSURE	other_domain	dwight lucia	[]		1	outlook	Donated
179422509	0		user	Please stop using the existing email data	NOTSURE	other_domain	Please stop using the existing email data	[]		1	outlook	Donated
179423134	0		user	monitor work	NOTSURE	other_domain	monitor work	[]		1	outlook	Donated
179422198	0		user	mark knight victr	NOTSURE	other_domain	mark knight victr	[]		1	outlook	Donated
179422127	0		user	substrate ml heron	NOTSURE	other_domain	substrate ml heron	[]		1	outlook	Donated
179421590	0		user	tony t	NOTSURE	other_domain	tony t	[]		1	outlook	Donated
179422887	0		user	holiday party	NOTSURE	other_domain	holiday party	[]		1	outlook	Donated
179420997	0		user	oof message	NOTSURE	other_domain	oof message	[]		1	outlook	Donated
179421372	0		user	byungki feature	NOTSURE	other_domain	byungki feature	[]		1	outlook	Donated
179422491	0		user	jiji bodymediatype 3s	NOTSURE	other_domain	jiji bodymediatype 3s	[]		1	outlook	Donated
179422830	0		user	security of fidelity site	NOTSURE	other_domain	security of fidelity site	[]		1	outlook	Donated
179420868	0		user	Chi ma	NOTSURE	other_domain	Chi ma	[]		1	outlook	Donated
179422968	0		user	ye-yi python	NOTSURE	other_domain	ye-yi python	[]		1	outlook	Donated
179421997	0		user	search relevance recommendation	NOTSURE	other_domain	search relevance recommendation	[]		1	outlook	Donated
179422895	0		user	ann query rewrite	NOTSURE	other_domain	ann query rewrite	[]		1	outlook	Donated
179423204	0		user	levi avocado	NOTSURE	other_domain	levi avocado	[]		1	outlook	Donated
179423116	0		user	product pillars	NOTSURE	other_domain	product pillars	[]		1	outlook	Donated
179422343	0		user	taso contractor	NOTSURE	other_domain	taso contractor	[]		1	outlook	Donated
179420856	0		user	rahul gaurav	NOTSURE	other_domain	rahul gaurav	[]		1	outlook	Donated
179422874	0		user	rahul index	NOTSURE	other_domain	rahul index	[]		1	outlook	Donated
179422182	0		user	Delete Old Cortana Aliases	NOTSURE	other_domain	Delete Old Cortana Aliases	[]		1	outlook	Donated
179421011	0		user	treatment 16	NOTSURE	other_domain	treatment 16	[]		1	outlook	Donated
179420844	0		user	omar status repo	NOTSURE	other_domain	omar status repo	[]		1	outlook	Donated
179420755	0		user	rui gao	NOTSURE	other_domain	rui gao	[]		1	outlook	Donated
179422918	0		user	Exchange Sources RW	NOTSURE	other_domain	Exchange Sources RW	[]		1	outlook	Donated
179421123	0		user	ivan codeflow tao	NOTSURE	other_domain	ivan codeflow tao	[]		1	outlook	Donated
179421721	0		user	codeflow warmup stevenson	NOTSURE	other_domain	codeflow warmup stevenson	[]		1	outlook	Donated
179420815	0		user	microsoft us immigration questionnaire	NOTSURE	other_domain	microsoft us immigration questionnaire	[]		1	outlook	Donated
179421282	0		user	action required	NOTSURE	other_domain	action required	[]		1	outlook	Donated
179421012	0		user	ivan precision	NOTSURE	other_domain	ivan precision	[]		1	outlook	Donated
179422729	0		user	yguu pull	NOTSURE	other_domain	yguu pull	[]		1	outlook	Donated
179421757	0		user	omar senior ruhi	NOTSURE	other_domain	omar senior ruhi	[]		1	outlook	Donated
179422203	0		user	flight sdfv2	NOTSURE	other_domain	flight sdfv2	[]		1	outlook	Donated
179422380	0		user	joji oshima	NOTSURE	other_domain	joji oshima	[]		1	outlook	Donated
179422279	0		user	feedback interview	NOTSURE	other_domain	feedback interview	[]		1	outlook	Donated
179423192	0		user	kris approvers	NOTSURE	other_domain	kris approvers	[]		1	outlook	Donated
179421040	0		user	vijay certificate salil	NOTSURE	other_domain	vijay certificate salil	[]		1	outlook	Donated
179421970	0		user	suggestions providers	NOTSURE	other_domain	suggestions providers	[]		1	outlook	Donated
179421893	0		user	abhishek divya	NOTSURE	other_domain	abhishek divya	[]		1	outlook	Donated
179421959	0		user	tenant idf	NOTSURE	other_domain	tenant idf	[]		1	outlook	Donated
179421554	0		user	aaron diffeo	NOTSURE	other_domain	aaron diffeo	[]		1	outlook	Donated
179421813	0		user	joji o	NOTSURE	other_domain	joji o	[]		1	outlook	Donated
179421176	0		user	amex card	NOTSURE	other_domain	amex card	[]		1	outlook	Donated
179422588	0		user	griffin 2	NOTSURE	other_domain	griffin 2	[]		1	outlook	Donated
179422154	0		user	yan yao	NOTSURE	other_domain	yan yao	[]		1	outlook	Donated
179420986	0		user	matrix tensorboard	NOTSURE	other_domain	matrix tensorboard	[]		1	outlook	Donated
179420777	0		user	shamrock montessori	NOTSURE	other_domain	shamrock montessori	[]		1	outlook	Donated
179422985	0		user	cosmos file under folder	NOTSURE	other_domain	cosmos file under folder	[]		1	outlook	Donated
179423180	0		user	machine learning	NOTSURE	other_domain	machine learning	[]		1	outlook	Donated
179422188	0		user	andras csehi	NOTSURE	other_domain	andras csehi	[]		1	outlook	Donated
179423208	0		user	divya vipindeep	NOTSURE	other_domain	divya vipindeep	[]		1	outlook	Donated
179422327	0		user	l1 b	NOTSURE	other_domain	l1 b	[]		1	outlook	Donated
179420901	0		user	fan siddarth byungki	NOTSURE	other_domain	fan siddarth byungki	[]		1	outlook	Donated
179422959	0		user	Sathiya Keerthi	NOTSURE	other_domain	Sathiya Keerthi	[]		1	outlook	Donated
179423052	0		user	SR-LU integration	NOTSURE	other_domain	SR-LU integration	[]		1	outlook	Donated
179423141	0		user	eric hor	NOTSURE	other_domain	eric hor	[]		1	outlook	Donated
179420885	0		user	tina ogimachi	NOTSURE	other_domain	tina ogimachi	[]		1	outlook	Donated
179421855	0		user	Daniela Mauler	NOTSURE	other_domain	Daniela Mauler	[]		1	outlook	Donated
179420965	0		user	Moving data from Cosmos to ADL-S	NOTSURE	other_domain	Moving data from Cosmos to ADL-S	[]		1	outlook	Donated
179421630	0		user	stella word breaker	NOTSURE	other_domain	stella word breaker	[]		1	outlook	Donated
179421190	0		user	people segment	NOTSURE	other_domain	people segment	[]		1	outlook	Donated
179422180	0		user	ankur sip	NOTSURE	other_domain	ankur sip	[]		1	outlook	Donated
179421684	0		user	ajoy nana	NOTSURE	other_domain	ajoy nana	[]		1	outlook	Donated
179421029	0		user	git substrate utah dpk	NOTSURE	other_domain	git substrate utah dpk	[]		1	outlook	Donated
179423148	0		user	people index console	NOTSURE	other_domain	people index console	[]		1	outlook	Donated
179421807	0		user	searchgold permission	NOTSURE	other_domain	searchgold permission	[]		1	outlook	Donated
179421685	0		user	Nick Cipollone	NOTSURE	other_domain	Nick Cipollone	[]		1	outlook	Donated
179421448	0		user	dsat matching	NOTSURE	other_domain	dsat matching	[]		1	outlook	Donated
179421643	0		user	bill g	NOTSURE	other_domain	bill g	[]		1	outlook	Donated
179422454	0		user	Cortana scra	NOTSURE	other_domain	Cortana scra	[]		1	outlook	Donated
179423091	0		user	focus test	NOTSURE	other_domain	focus test	[]		1	outlook	Donated
179421671	0		user	substrate day	NOTSURE	other_domain	substrate day	[]		1	outlook	Donated
179421432	0		user	Action items from Mid-point OKR meeting	NOTSURE	other_domain	Action items from Mid-point OKR meeting	[]		1	outlook	Donated
179421529	0		user	add new rule	NOTSURE	other_domain	add new rule	[]		1	outlook	Donated
179421949	0		user	no access to ANID	NOTSURE	other_domain	no access to ANID	[]		1	outlook	Donated
179422226	0		user	restore OdinSubstrateHelper	NOTSURE	other_domain	restore OdinSubstrateHelper	[]		1	outlook	Donated
179421261	0		user	omar zia	NOTSURE	other_domain	omar zia	[]		1	outlook	Donated
179422791	0		user	msra-edi-1 power bi	NOTSURE	other_domain	msra-edi-1 power bi	[]		1	outlook	Donated
179422922	0		user	machine learning university page	NOTSURE	other_domain	machine learning university page	[]		1	outlook	Donated
179422208	0		user	flight settings	NOTSURE	other_domain	flight settings	[]		1	outlook	Donated
179422187	0		user	avadhoot tasun	NOTSURE	other_domain	avadhoot tasun	[]		1	outlook	Donated
179421989	0		user	hisami suzuki	NOTSURE	other_domain	hisami suzuki	[]		1	outlook	Donated
179422265	0		user	ben postman	NOTSURE	other_domain	ben postman	[]		1	outlook	Donated
179421241	0		user	jasteve checkin	NOTSURE	other_domain	jasteve checkin	[]		1	outlook	Donated
179421697	0		user	evaluation pipeline one page	NOTSURE	other_domain	evaluation pipeline one page	[]		1	outlook	Donated
179421547	0		user	scale jasteve	NOTSURE	other_domain	scale jasteve	[]		1	outlook	Donated
179422234	0		user	ananth gaurav	NOTSURE	other_domain	ananth gaurav	[]		1	outlook	Donated
179421509	0		user	invoking l	NOTSURE	other_domain	invoking l	[]		1	outlook	Donated
179422635	0		user	samuel observe	NOTSURE	other_domain	samuel observe	[]		1	outlook	Donated
179421342	0		user	dan + eric	NOTSURE	other_domain	dan + eric	[]		1	outlook	Donated
179422287	0		user	consume next	NOTSURE	other_domain	consume next	[]		1	outlook	Donated
179421729	0		user	codeflow Yaohong	NOTSURE	other_domain	codeflow Yaohong	[]		1	outlook	Donated
179421199	0		user	tao scorecard automatic	NOTSURE	other_domain	tao scorecard automatic	[]		1	outlook	Donated
179421910	0		user	Final Assignment_Part2_Memo	NOTSURE	other_domain	Final Assignment_Part2_Memo	[]		1	outlook	Donated
179420800	0		user	my analy	NOTSURE	other_domain	my analy	[]		1	outlook	Donated
179422020	0		user	iris pull	NOTSURE	other_domain	iris pull	[]		1	outlook	Donated
179421429	0		user	folder bug	NOTSURE	other_domain	folder bug	[]		1	outlook	Donated
179422536	0		user	girish sno	NOTSURE	other_domain	girish sno	[]		1	outlook	Donated
179421302	0		user	subho muk	NOTSURE	other_domain	subho muk	[]		1	outlook	Donated
179422272	0		user	Retryable transaction error in KSM	NOTSURE	other_domain	Retryable transaction error in KSM	[]		1	outlook	Donated
179421061	0		user	'richest man'	NOTSURE	other_domain	&apos;richest man&apos;	[]		1	outlook	Donated
179422583	0		user	Nuget package sptag	NOTSURE	other_domain	Nuget package sptag	[]		1	outlook	Donated
179421583	0		user	exchange datacenter research access	NOTSURE	other_domain	exchange datacenter research access	[]		1	outlook	Donated
179421193	0		user	brian vanover	NOTSURE	other_domain	brian vanover	[]		1	outlook	Donated
179421097	0		user	steven edward	NOTSURE	other_domain	steven edward	[]		1	outlook	Donated
179422201	0		user	speed bump	NOTSURE	other_domain	speed bump	[]		1	outlook	Donated
179422346	0		user	pull request query substrate	NOTSURE	other_domain	pull request query substrate	[]		1	outlook	Donated
179423161	0		user	marat deepak	NOTSURE	other_domain	marat deepak	[]		1	outlook	Donated
179422733	0		user	chunker sai	NOTSURE	other_domain	chunker sai	[]		1	outlook	Donated
179422531	0		user	IcM Incident Management	NOTSURE	other_domain	IcM Incident Management	[]		1	outlook	Donated
179422505	0		user	divya jetley one pager proposal	NOTSURE	other_domain	divya jetley one pager proposal	[]		1	outlook	Donated
179422124	0		user	Teams R0	NOTSURE	other_domain	Teams R0	[]		1	outlook	Donated
179422055	0		user	dll deploy	NOTSURE	other_domain	dll deploy	[]		1	outlook	Donated
179421511	0		user	self serve	NOTSURE	other_domain	self serve	[]		1	outlook	Donated
179422138	0		user	l1 checkin	NOTSURE	other_domain	l1 checkin	[]		1	outlook	Donated
179423125	0		user	codeflow jasteve	NOTSURE	other_domain	codeflow jasteve	[]		1	outlook	Donated
179422746	0		user	preethi vassilis	NOTSURE	other_domain	preethi vassilis	[]		1	outlook	Donated
179423087	0		user	byungki long	NOTSURE	other_domain	byungki long	[]		1	outlook	Donated
179423184	0		user	brian teams	NOTSURE	other_domain	brian teams	[]		1	outlook	Donated
179421782	0		user	Universal text classifier	NOTSURE	other_domain	Universal text classifier	[]		1	outlook	Donated
179421347	0		user	Your Relocation to Bellevue	NOTSURE	other_domain	Your Relocation to Bellevue	[]		1	outlook	Donated
179421166	0		user	scope jobs	NOTSURE	other_domain	scope jobs	[]		1	outlook	Donated
179422105	0		user	tudor + conti	NOTSURE	other_domain	tudor + conti	[]		1	outlook	Donated
179421994	0		user	tier-1 divya anthony	NOTSURE	other_domain	tier-1 divya anthony	[]		1	outlook	Donated
179422103	0		user	query viewer module	NOTSURE	other_domain	query viewer module	[]		1	outlook	Donated
179421649	0		user	dashboard yong tasun	NOTSURE	other_domain	dashboard yong tasun	[]		1	outlook	Donated
179421599	0		user	paper 918	NOTSURE	other_domain	paper 918	[]		1	outlook	Donated
179422341	0		user	sadhika scraper	NOTSURE	other_domain	sadhika scraper	[]		1	outlook	Donated
179421140	0		user	git find build number of commit	NOTSURE	other_domain	git find build number of commit	[]		1	outlook	Donated
179423157	0		user	qi lu	NOTSURE	other_domain	qi lu	[]		1	outlook	Donated
179422353	0		user	from specified code page to Unicode	NOTSURE	other_domain	from specified code page to Unicode	[]		1	outlook	Donated
179422449	0		user	sdfv2 users	NOTSURE	other_domain	sdfv2 users	[]		1	outlook	Donated
179422962	0		user	aayush garg	NOTSURE	other_domain	aayush garg	[]		1	outlook	Donated
179422324	0		user	anthony amatino	NOTSURE	other_domain	anthony amatino	[]		1	outlook	Donated
179422500	0		user	chris cj	NOTSURE	other_domain	chris cj	[]		1	outlook	Donated
179421399	0		user	frugal tip managers	NOTSURE	other_domain	frugal tip managers	[]		1	outlook	Donated
179422898	0		user	jian wu	NOTSURE	other_domain	jian wu	[]		1	outlook	Donated
179422389	0		user	metadata allbehaviors	NOTSURE	other_domain	metadata allbehaviors	[]		1	outlook	Donated
179422122	0		user	all alarms doesnt give the all quantifier	NOTSURE	other_domain	all alarms doesnt give the all quantifier	[]		1	outlook	Donated
179421194	0		user	ling yin teams voice	NOTSURE	other_domain	ling yin teams voice	[]		1	outlook	Donated
179422379	0		user	Source code link and location for checkin	NOTSURE	other_domain	Source code link and location for checkin	[]		1	outlook	Donated
179423085	0		user	morden history	NOTSURE	other_domain	morden history	[]		1	outlook	Donated
179421246	0		user	sukwon annotat	NOTSURE	other_domain	sukwon annotat	[]		1	outlook	Donated
179422259	0		user	nitin rathee	NOTSURE	other_domain	nitin rathee	[]		1	outlook	Donated
179421127	0		user	rex xiong	NOTSURE	other_domain	rex xiong	[]		1	outlook	Donated
179420915	0		user	codeflow warmup	NOTSURE	other_domain	codeflow warmup	[]		1	outlook	Donated
179422290	0		user	mujtaba + status	NOTSURE	other_domain	mujtaba + status	[]		1	outlook	Donated
179422080	0		user	ankita sharma	NOTSURE	other_domain	ankita sharma	[]		1	outlook	Donated
179420937	0		user	merge duplicate mitaylor bybyun	NOTSURE	other_domain	merge duplicate mitaylor bybyun	[]		1	outlook	Donated
179421476	0		user	car loan	NOTSURE	other_domain	car loan	[]		1	outlook	Donated
179421151	0		user	The reason I closed the incidents is	NOTSURE	other_domain	The reason I closed the incidents is	[]		1	outlook	Donated
179422013	0		user	arlo hart	NOTSURE	other_domain	arlo hart	[]		1	outlook	Donated
179422384	0		user	shobana abhishek	NOTSURE	other_domain	shobana abhishek	[]		1	outlook	Donated
179421098	0		user	Substrate Signal Service	NOTSURE	other_domain	Substrate Signal Service	[]		1	outlook	Donated
179421829	0		user	yammer gr	NOTSURE	other_domain	yammer gr	[]		1	outlook	Donated
179421181	0		user	knowledge mining	NOTSURE	other_domain	knowledge mining	[]		1	outlook	Donated
179423243	0		user	detect handwritten circles	NOTSURE	other_domain	detect handwritten circles	[]		1	outlook	Donated
179421445	0		user	eric li meed	NOTSURE	other_domain	eric li meed	[]		1	outlook	Donated
179422974	0		user	yeyi ku	NOTSURE	other_domain	yeyi ku	[]		1	outlook	Donated
179423040	0		user	emily bender	NOTSURE	other_domain	emily bender	[]		1	outlook	Donated
179421672	0		user	messageid itemid	NOTSURE	other_domain	messageid itemid	[]		1	outlook	Donated
179422754	0		user	substrate.office.com files	NOTSURE	other_domain	substrate.office.com files	[]		1	outlook	Donated
179422548	0		user	Frisbee impression v	NOTSURE	other_domain	Frisbee impression v	[]		1	outlook	Donated
179422979	0		user	marat tasun	NOTSURE	other_domain	marat tasun	[]		1	outlook	Donated
179422352	0		user	gilad halperin dmitrij	NOTSURE	other_domain	gilad halperin dmitrij	[]		1	outlook	Donated
179423025	0		user	weekly meeting	NOTSURE	other_domain	weekly meeting	[]		1	outlook	Donated
179422950	0		user	missing items	NOTSURE	other_domain	missing items	[]		1	outlook	Donated
179421575	0		user	personal page	NOTSURE	other_domain	personal page	[]		1	outlook	Donated
179421661	0		user	python u-sql	NOTSURE	other_domain	python u-sql	[]		1	outlook	Donated
179422313	0		user	cosmos file folder	NOTSURE	other_domain	cosmos file folder	[]		1	outlook	Donated
179422801	0		user	odb aria	NOTSURE	other_domain	odb aria	[]		1	outlook	Donated
179421064	0		user	good morning	NOTSURE	other_domain	good morning	[]		1	outlook	Donated
179422108	0		user	sangam expired	NOTSURE	other_domain	sangam expired	[]		1	outlook	Donated
179422074	0		user	Shruti Jindal	NOTSURE	other_domain	Shruti Jindal	[]		1	outlook	Donated
179421820	0		user	brian residents	NOTSURE	other_domain	brian residents	[]		1	outlook	Donated
179422540	0		user	Good m	NOTSURE	other_domain	Good m	[]		1	outlook	Donated
179421519	0		user	FakeOutput for Native Account	NOTSURE	other_domain	FakeOutput for Native Account	[]		1	outlook	Donated
179421360	0		user	action view	NOTSURE	other_domain	action view	[]		1	outlook	Donated
179422636	0		user	ravi entity divya ankur	NOTSURE	other_domain	ravi entity divya ankur	[]		1	outlook	Donated
179421712	0		user	oivic adam troy	NOTSURE	other_domain	oivic adam troy	[]		1	outlook	Donated
179421370	0		user	ben sick	NOTSURE	other_domain	ben sick	[]		1	outlook	Donated
179421067	0		user	Applying for Job	NOTSURE	other_domain	Applying for Job	[]		1	outlook	Donated
179421570	0		user	sr lu	NOTSURE	other_domain	sr lu	[]		1	outlook	Donated
179420982	0		user	bin wang	NOTSURE	other_domain	bin wang	[]		1	outlook	Donated
179422299	0		user	alan thomas	NOTSURE	other_domain	alan thomas	[]		1	outlook	Donated
179421597	0		user	lync function	NOTSURE	other_domain	lync function	[]		1	outlook	Donated
179421065	0		user	yeyi gayathri	NOTSURE	other_domain	yeyi gayathri	[]		1	outlook	Donated
179420954	0		user	ikea modu	NOTSURE	other_domain	ikea modu	[]		1	outlook	Donated
179421086	0		user	Failed to download the latest QuickBuild	NOTSURE	other_domain	Failed to download the latest QuickBuild	[]		1	outlook	Donated
179422805	0		user	Y le	NOTSURE	other_domain	Y le	[]		1	outlook	Donated
179421430	0		user	mcgovern tax	NOTSURE	other_domain	mcgovern tax	[]		1	outlook	Donated
179422516	0		user	Data pipeline and metrics dashboard presentation	NOTSURE	other_domain	Data pipeline and metrics dashboard presentation	[]		1	outlook	Donated
179421912	0		user	bearer divya tool	NOTSURE	other_domain	bearer divya tool	[]		1	outlook	Donated
179422519	0		user	Anuradha Sayanna Kotwal	NOTSURE	other_domain	Anuradha Sayanna Kotwal	[]		1	outlook	Donated
179421148	0		user	feedback provide	NOTSURE	other_domain	feedback provide	[]		1	outlook	Donated
179421287	0		user	wkw bug	NOTSURE	other_domain	wkw bug	[]		1	outlook	Donated
179422240	0		user	chris levi	NOTSURE	other_domain	chris levi	[]		1	outlook	Donated
179421130	0		user	edward guo	NOTSURE	other_domain	edward guo	[]		1	outlook	Donated
179421975	0		user	substratesearch 948241	NOTSURE	other_domain	substratesearch 948241	[]		1	outlook	Donated
179421105	0		user	Padma Ramanujam	NOTSURE	other_domain	Padma Ramanujam	[]		1	outlook	Donated
179421389	0		user	Meeting between alarm/timer skill team and LU modeling team	NOTSURE	other_domain	Meeting between alarm/timer skill team and LU modeling team	[]		1	outlook	Donated
179422481	0		user	diffeo jason	NOTSURE	other_domain	diffeo jason	[]		1	outlook	Donated
179422012	0		user	tag streams	NOTSURE	other_domain	tag streams	[]		1	outlook	Donated
179422883	0		user	smart building	NOTSURE	other_domain	smart building	[]		1	outlook	Donated
179421396	0		user	yong yaoyao privacy	NOTSURE	other_domain	yong yaoyao privacy	[]		1	outlook	Donated
179422133	0		user	coral harry	NOTSURE	other_domain	coral harry	[]		1	outlook	Donated
179421981	0		user	install aether	NOTSURE	other_domain	install aether	[]		1	outlook	Donated
179421651	0		user	local tool	NOTSURE	other_domain	local tool	[]		1	outlook	Donated
179421540	0		user	pr fepan get	NOTSURE	other_domain	pr fepan get	[]		1	outlook	Donated
179421444	0		user	gilad sampling	NOTSURE	other_domain	gilad sampling	[]		1	outlook	Donated
179421545	0		user	OIVIC meed	NOTSURE	other_domain	OIVIC meed	[]		1	outlook	Donated
179422612	0		user	visa stamping fee	NOTSURE	other_domain	visa stamping fee	[]		1	outlook	Donated
179420827	0		user	cortana.token efesa	NOTSURE	other_domain	cortana.token efesa	[]		1	outlook	Donated
179421879	0		user	Offline annotation	NOTSURE	other_domain	Offline annotation	[]		1	outlook	Donated
179422214	0		user	Cosmos 11 streams migration	NOTSURE	other_domain	Cosmos 11 streams migration	[]		1	outlook	Donated
179422289	0		user	spec review	NOTSURE	other_domain	spec review	[]		1	outlook	Donated
179421952	0		user	ImpressionView dai	NOTSURE	other_domain	ImpressionView dai	[]		1	outlook	Donated
179422969	0		user	aaron diffeo azure	NOTSURE	other_domain	aaron diffeo azure	[]		1	outlook	Donated
179421000	0		user	Repeated user queries	NOTSURE	other_domain	Repeated user queries	[]		1	outlook	Donated
179422899	0		user	meed oivic	NOTSURE	other_domain	meed oivic	[]		1	outlook	Donated
179420758	0		user	my analytics	NOTSURE	other_domain	my analytics	[]		1	outlook	Donated
179420898	0		user	handle oof	NOTSURE	other_domain	handle oof	[]		1	outlook	Donated
179423281	0		user	steve lijing	NOTSURE	other_domain	steve lijing	[]		1	outlook	Donated
179422304	0		user	taso contrac	NOTSURE	other_domain	taso contrac	[]		1	outlook	Donated
179421842	0		user	Pre-Departure Consultation Summary	NOTSURE	other_domain	Pre-Departure Consultation Summary	[]		1	outlook	Donated
179421853	0		user	health club	NOTSURE	other_domain	health club	[]		1	outlook	Donated
179422779	0		user	entity representation	NOTSURE	other_domain	entity representation	[]		1	outlook	Donated
179421892	0		user	sqi tds	NOTSURE	other_domain	sqi tds	[]		1	outlook	Donated
179420743	0		user	Ivan arbitration	NOTSURE	other_domain	Ivan arbitration	[]		1	outlook	Donated
179422252	0		user	connectors leadership	NOTSURE	other_domain	connectors leadership	[]		1	outlook	Donated
179422258	0		user	anthony divya nitin gaurav	NOTSURE	other_domain	anthony divya nitin gaurav	[]		1	outlook	Donated
179423227	0		user	bala TEE stamp	NOTSURE	other_domain	bala TEE stamp	[]		1	outlook	Donated
179421616	0		user	eric li	NOTSURE	other_domain	eric li	[]		1	outlook	Donated
179422907	0		user	divya andi	NOTSURE	other_domain	divya andi	[]		1	outlook	Donated
179422102	0		user	Gilsinia Lopez	NOTSURE	other_domain	Gilsinia Lopez	[]		1	outlook	Donated
179422088	0		user	byungki xc	NOTSURE	other_domain	byungki xc	[]		1	outlook	Donated
179421941	0		user	icm sangam	NOTSURE	other_domain	icm sangam	[]		1	outlook	Donated
179422288	0		user	experiment analysis	NOTSURE	other_domain	experiment analysis	[]		1	outlook	Donated
179422070	0		user	meed expire	NOTSURE	other_domain	meed expire	[]		1	outlook	Donated
179421604	0		user	who wor	NOTSURE	other_domain	who wor	[]		1	outlook	Donated
179423117	0		user	shared parental	NOTSURE	other_domain	shared parental	[]		1	outlook	Donated
179421950	0		user	hero skills	NOTSURE	other_domain	hero skills	[]		1	outlook	Donated
179421126	0		user	debash resharper	NOTSURE	other_domain	debash resharper	[]		1	outlook	Donated
179421687	0		user	matrix Gpus	NOTSURE	other_domain	matrix Gpus	[]		1	outlook	Donated
179422618	0		user	joe shi	NOTSURE	other_domain	joe shi	[]		1	outlook	Donated
179422424	0		user	giza feature management	NOTSURE	other_domain	giza feature management	[]		1	outlook	Donated
179420870	0		user	user anid access	NOTSURE	other_domain	user anid access	[]		1	outlook	Donated
179422331	0		user	425 628	NOTSURE	other_domain	425 628	[]		1	outlook	Donated
179421216	0		user	cosmin radu	NOTSURE	other_domain	cosmin radu	[]		1	outlook	Donated
179422689	0		user	turn off history	NOTSURE	other_domain	turn off history	[]		1	outlook	Donated
179421856	0		user	omar gaurav flight rahul	NOTSURE	other_domain	omar gaurav flight rahul	[]		1	outlook	Donated
179421816	0		user	ankur gupta	NOTSURE	other_domain	ankur gupta	[]		1	outlook	Donated
179423267	0		user	Instant pot Duo mini	NOTSURE	other_domain	Instant pot Duo mini	[]		1	outlook	Donated
179422334	0		user	edward guo	NOTSURE	other_domain	edward guo	[]		1	outlook	Donated
179421304	0		user	applying stochastic	NOTSURE	other_domain	applying stochastic	[]		1	outlook	Donated
179421933	0		user	SR columns	NOTSURE	other_domain	SR columns	[]		1	outlook	Donated
179423041	0		user	open source	NOTSURE	other_domain	open source	[]		1	outlook	Donated
179422737	0		user	angelina core pipeline	NOTSURE	other_domain	angelina core pipeline	[]		1	outlook	Donated
179420839	0		user	add new	NOTSURE	other_domain	add new	[]		1	outlook	Donated
179422563	0		user	Jay Teams	NOTSURE	other_domain	Jay Teams	[]		1	outlook	Donated
179422705	0		user	machine learning	NOTSURE	other_domain	machine learning	[]		1	outlook	Donated
179422364	0		user	omar status	NOTSURE	other_domain	omar status	[]		1	outlook	Donated
179422669	0		user	byungki aether	NOTSURE	other_domain	byungki aether	[]		1	outlook	Donated
179421350	0		user	share file tds	NOTSURE	other_domain	share file tds	[]		1	outlook	Donated
179421679	0		user	ahmed hassan	NOTSURE	other_domain	ahmed hassan	[]		1	outlook	Donated
179423057	0		user	what is the temparature of room 2105	NOTSURE	other_domain	what is the temparature of room 2105	[]		1	outlook	Donated
179423014	0		user	sarunas spec	NOTSURE	other_domain	sarunas spec	[]		1	outlook	Donated
179421252	0		user	outlook commute	NOTSURE	other_domain	outlook commute	[]		1	outlook	Donated
179423206	0		user	user curated	NOTSURE	other_domain	user curated	[]		1	outlook	Donated
179421580	0		user	machine functions	NOTSURE	other_domain	machine functions	[]		1	outlook	Donated
179421940	0		user	tip queries list	NOTSURE	other_domain	tip queries list	[]		1	outlook	Donated
179423008	0		user	odin long byungki	NOTSURE	other_domain	odin long byungki	[]		1	outlook	Donated
179423110	0		user	Exchange Datacenter Basic expire	NOTSURE	other_domain	Exchange Datacenter Basic expire	[]		1	outlook	Donated
179420882	0		user	Enabling GASv2 For Arbitration Mailboxe	NOTSURE	other_domain	Enabling GASv2 For Arbitration Mailboxe	[]		1	outlook	Donated
179422818	0		user	automatically reply	NOTSURE	other_domain	automatically reply	[]		1	outlook	Donated
179420959	0		user	ahmed hindam	NOTSURE	other_domain	ahmed hindam	[]		1	outlook	Donated
179421042	0		user	scope studio 2019	NOTSURE	other_domain	scope studio 2019	[]		1	outlook	Donated
179421380	0		user	key vault sa	NOTSURE	other_domain	key vault sa	[]		1	outlook	Donated
179421557	0		user	angelina rules	NOTSURE	other_domain	angelina rules	[]		1	outlook	Donated
179422360	0		user	cscerror CS2001	NOTSURE	other_domain	cscerror CS2001	[]		1	outlook	Donated
179423032	0		user	graph token	NOTSURE	other_domain	graph token	[]		1	outlook	Donated
179423196	0		user	compliant ngrams	NOTSURE	other_domain	compliant ngrams	[]		1	outlook	Donated
179422270	0		user	simplified module deployment	NOTSURE	other_domain	simplified module deployment	[]		1	outlook	Donated
179420928	0		user	jiji bodymediatype	NOTSURE	other_domain	jiji bodymediatype	[]		1	outlook	Donated
179423194	0		user	david honghao	NOTSURE	other_domain	david honghao	[]		1	outlook	Donated
179422064	0		user	press drive full tds	NOTSURE	other_domain	press drive full tds	[]		1	outlook	Donated
179420861	0		user	SR impact on LU	NOTSURE	other_domain	SR impact on LU	[]		1	outlook	Donated
179421592	0		user	left time	NOTSURE	other_domain	left time	[]		1	outlook	Donated
179420993	0		user	cairo grill	NOTSURE	other_domain	cairo grill	[]		1	outlook	Donated
179422106	0		user	task comment	NOTSURE	other_domain	task comment	[]		1	outlook	Donated
