ConversationId	MessageId	MessageTimestamp	MessageFrom	MessageText	JudgedDomain	JudgedIntent	JudgedConstraints	ConversationContext	MetaData	Frequency
BVT-196	0		user	Share the Food Dupes PPT with Idan Haim	FILES	file_share	Share the <file_keyword>Food Dupes</file_keyword> <file_type>PPT</file_type> with <to_contact_name>Idan Haim</to_contact_name>		[]	1
BVT-197	0		user	Share the PPT I was working on with Bob Smith	FILES	file_share	Share the <file_type>PPT</file_type> <contact_name>I</contact_name> was <file_action>working</file_action> on with <to_contact_name>Bob Smith</to_contact_name>		[]	1
BVT-198	0		user	Share the Reference PPT with Trigger Tech meeting	FILES	file_share	Share the <file_keyword>Reference</file_keyword> <file_type>PPT</file_type> with <sharetarget_name>Trigger Tech</sharetarget_name> <sharetarget_type>meeting</sharetarget_type>		[]	1
BVT-199	0		user	Share the PPT I was working on with Virtual Reality Forum meeting	FILES	file_share	Share the <file_type>PPT</file_type> <contact_name>I</contact_name> was <file_action>working</file_action> on with <sharetarget_name>Virtual Reality Forum</sharetarget_name> <sharetarget_type>meeting</sharetarget_type>		[]	1
BVT-200	0		user	Share the Food Dupes doc with Adi Miller	FILES	file_share	Share the <file_keyword>Food Dupes</file_keyword> <file_type>doc</file_type> with <to_contact_name>Adi Miller</to_contact_name>		[]	1
BVT-201	0		user	Share the Gun Smoke doc with Enoch Johnson	FILES	file_share	Share the <file_keyword>Gun Smoke</file_keyword> <file_type>doc</file_type> with <to_contact_name>Enoch Johnson</to_contact_name>		[]	1
BVT-202	0		user	Share the doc I was working on with John Giorgianni	FILES	file_share	Share the <file_type>doc</file_type> <contact_name>I</contact_name> was <file_action>working</file_action> on with <to_contact_name>John Giorgianni</to_contact_name>		[]	1
BVT-203	0		user	Share the Reference doc with Business Plan Review meeting	FILES	file_share	Share the <file_keyword>Reference</file_keyword> <file_type>doc</file_type> with <sharetarget_name>Business Plan Review</sharetarget_name> <sharetarget_type>meeting</sharetarget_type>		[]	1
BVT-204	0		user	Share the doc I was working on with Cortana Vacation meeting	FILES	file_share	Share the <file_type>doc</file_type> <contact_name>I</contact_name> was <file_action>working</file_action> on with <sharetarget_name>Cortana Vacation</sharetarget_name> <sharetarget_type>meeting</sharetarget_type>		[]	1
BVT-205	0		user	Share the First Lady PPT with Inside Sales Summary	FILES	file_share	Share the <file_keyword>First Lady</file_keyword> <file_type>PPT</file_type> with <sharetarget_name>Inside Sales Summary</sharetarget_name>		[]	1
BVT-206	0		user	Share the Happy Home PPT with Cortana Testing	FILES	file_share	Share the <file_keyword>Happy Home</file_keyword> <file_type>PPT</file_type> with <sharetarget_name>Cortana Testing</sharetarget_name>		[]	1
BVT-207	0		user	Share the Word List presentation with Haim Somech	FILES	file_share	Share the <file_keyword>Word List</file_keyword> <file_type>presentation</file_type> with <to_contact_name>Haim Somech</to_contact_name>		[]	1
BVT-208	0		user	Share the Radical presentation with Tom Cruise	FILES	file_share	Share the <file_keyword>Radical</file_keyword> <file_type>presentation</file_type> with <to_contact_name>Tom Cruise</to_contact_name>		[]	1
BVT-209	0		user	Share the presentation I was working on with Ana Carolina de Sousa Mendes	FILES	file_share	Share the <file_type>presentation</file_type> <contact_name>I</contact_name> was <file_action>working</file_action> on with <to_contact_name>Ana Carolina de Sousa Mendes</to_contact_name>		[]	1
BVT-210	0		user	Share the Free Sample doc with Popsicle or Cord	FILES	file_share	Share the <file_keyword>Free Sample</file_keyword> <file_type>doc</file_type> with <sharetarget_name>Popsicle or Cord</sharetarget_name>		[]	1
BVT-211	0		user	Share the Quiet doc with Magical Freedom Galaxy meeting	FILES	file_share	Share the <file_keyword>Quiet</file_keyword> <file_type>doc</file_type> with <sharetarget_name>Magical Freedom Galaxy</sharetarget_name> <sharetarget_type>meeting</sharetarget_type>		[]	1
BVT-212	0		user	Share the doc I was working on with Virtual Reality Forum meeting	FILES	file_share	Share the <file_type>doc</file_type> <contact_name>I</contact_name> was <file_action>working</file_action> on with <sharetarget_name>Virtual Reality Forum</sharetarget_name> <sharetarget_type>meeting</sharetarget_type>		[]	1
BVT-213	0		user	Share the Reference presentation with Magical Freedom Galaxy meeting	FILES	file_share	Share the <file_keyword>Reference</file_keyword> <file_type>presentation</file_type> with <sharetarget_name>Magical Freedom Galaxy</sharetarget_name> <sharetarget_type>meeting</sharetarget_type>		[]	1
BVT-214	0		user	Share the Happy presentation with Testing is My Favorite meeting	FILES	file_share	Share the <file_keyword>Happy</file_keyword> <file_type>presentation</file_type> with <sharetarget_name>Testing is My Favorite</sharetarget_name> <sharetarget_type>meeting</sharetarget_type>		[]	1
BVT-215	0		user	Share the presentation I was working on with Virtual Reality Forum meeting	FILES	file_share	Share the <file_type>presentation</file_type> <contact_name>I</contact_name> was <file_action>working</file_action> on with <sharetarget_name>Virtual Reality Forum</sharetarget_name> <sharetarget_type>meeting</sharetarget_type>		[]	1
BVT-216	0		user	Share the Best Lady document with Flossie Koreski	FILES	file_share	Share the <file_keyword>Best Lady</file_keyword> document with <to_contact_name>Flossie Koreski</to_contact_name>		[]	1
BVT-217	0		user	Share the Radical document with Jesse Jones	FILES	file_share	Share the <file_keyword>Radical</file_keyword> document with <to_contact_name>Jesse Jones</to_contact_name>		[]	1
BVT-218	0		user	Share the document I was working on with Abraham Jacob	FILES	file_share	Share the document <contact_name>I</contact_name> was <file_action>working</file_action> on with <to_contact_name>Abraham Jacob</to_contact_name>		[]	1
BVT-219	0		user	Share the Reference document with Cortana Testing	FILES	file_share	Share the <file_keyword>Reference</file_keyword> document with <sharetarget_name>Cortana Testing</sharetarget_name>		[]	1
BVT-220	0		user	Share the Free Sample document with Cortana Vacation	FILES	file_share	Share the <file_keyword>Free Sample</file_keyword> document with <sharetarget_name>Cortana Vacation</sharetarget_name>		[]	1
BVT-221	0		user	Share the document I was working on with Meeting for Cool and Attractive People	FILES	file_share	Share the document <contact_name>I</contact_name> was <file_action>working</file_action> on with <sharetarget_type>Meeting</sharetarget_type> <sharetarget_name>for Cool and Attractive People</sharetarget_name>		[]	1
BVT-222	0		user	Share the Happy Home for Cats deck with Carrie Parker	FILES	file_share	Share the <file_keyword>Happy Home for Cats</file_keyword> <file_type>deck</file_type> with <to_contact_name>Carrie Parker</to_contact_name>		[]	1
BVT-223	0		user	Share the Nintendo deck with Carrie Parker	FILES	file_share	Share the <file_keyword>Nintendo</file_keyword> <file_type>deck</file_type> with <to_contact_name>Carrie Parker</to_contact_name>		[]	1
BVT-224	0		user	Share the deck I was working on with Nick Cruise	FILES	file_share	Share the <file_type>deck</file_type> <contact_name>I</contact_name> was <file_action>working</file_action> on with <to_contact_name>Nick Cruise</to_contact_name>		[]	1
BVT-225	0		user	Share the Microsoft Best Practices deck with Ramma Lamma Ding Dong	FILES	file_share	Share the <file_keyword>Microsoft Best Practices</file_keyword> <file_type>deck</file_type> with <sharetarget_name>Ramma Lamma Ding Dong</sharetarget_name>		[]	1
BVT-226	0		user	Share the Fat deck with Number Twenty	FILES	file_share	Share the <file_keyword>Fat</file_keyword> <file_type>deck</file_type> with <sharetarget_name>Number Twenty</sharetarget_name>		[]	1
BVT-227	0		user	Share the deck I was working on with Flower, Bird, Wind, and Moon	FILES	file_share	Share the <file_type>deck</file_type> <contact_name>I</contact_name> was <file_action>working</file_action> on with <sharetarget_name>Flower, Bird, Wind, and Moon</sharetarget_name>		[]	1
BVT-228	0		user	Share the Food for Special People file with Adi Miller	FILES	file_share	Share the <file_keyword>Food for Special People</file_keyword> file with <to_contact_name>Adi Miller</to_contact_name>		[]	1
BVT-229	0		user	Share the First file with Enoch Johnson	FILES	file_share	Share the <file_keyword>First</file_keyword> file with <to_contact_name>Enoch Johnson</to_contact_name>		[]	1
BVT-230	0		user	Share the file I was working on with Jotham McGillicuddy	FILES	file_share	Share the file <contact_name>I</contact_name> was <file_action>working</file_action> on with <to_contact_name>Jotham McGillicuddy</to_contact_name>		[]	1
BVT-231	0		user	Share the Food for file with Flower, Bird, Wind, and Moon	FILES	file_share	Share the <file_keyword>Food for</file_keyword> file with <sharetarget_name>Flower, Bird, Wind, and Moon</sharetarget_name>		[]	1
BVT-232	0		user	Share the file I was working on with Meet Jose Lamma	FILES	file_share	Share the file <contact_name>I</contact_name> was <file_action>working</file_action> on with <sharetarget_name>Meet Jose Lamma</sharetarget_name>		[]	1
BVT-233	0		user	Share the Best Lady file with Cap'n Crunch Time	FILES	file_share	Share the <file_keyword>Best Lady</file_keyword> file with<sharetarget_name>Cap'n Crunch Time</sharetarget_name>		[]	1
BVT-234	0		user	Share the Reference doc with Carrie	FILES	file_share	Share the <file_keyword>Reference</file_keyword> <file_type>doc</file_type> with <to_contact_name>Carrie</to_contact_name>		[]	1
BVT-235	0		user	Share the Microsoft Power EXCEL with Jotham	FILES	file_share	Share the <file_keyword>Microsoft Power</file_keyword> <file_type>EXCEL</file_type> with <to_contact_name>Jotham</to_contact_name>		[]	1
BVT-236	0		user	Share the Gunsmoke Alpha document with Fred	FILES	file_share	Share the <file_keyword>Gunsmoke Alpha</file_keyword> document with <to_contact_name>Fred</to_contact_name>		[]	1
BVT-237	0		user	Share the Pappy Holmes Forecast PPT with Flossie	FILES	file_share	Share the <file_keyword>Pappy Holmes Forecast</file_keyword> <file_type>PPT</file_type> with <to_contact_name>Flossie</to_contact_name>		[]	1
BVT-238	0		user	Share the Diet Brian presentation with Fred	FILES	file_share	Share the <file_keyword>Diet Brian</file_keyword> <file_type>presentation</file_type> with <to_contact_name>Fred</to_contact_name>		[]	1
BVT-239	0		user	Share the Free Sample deck with Karl	FILES	file_share	Share the <file_keyword>Free Sample</file_keyword> <file_type>deck</file_type> with <to_contact_name>Karl</to_contact_name>		[]	1
BVT-240	0		user	Share the Gun Smoke file with Chris	FILES	file_share	Share the <file_keyword>Gun Smoke</file_keyword> file with <to_contact_name>Chris</to_contact_name>		[]	1
BVT-241	0		user	Share the doc I was working on with Cortana Vacation	FILES	file_share	Share the <file_type>doc</file_type> <contact_name>I</contact_name> was <file_action>working</file_action> on with <sharetarget_name>Cortana Vacation</sharetarget_name>		[]	1
BVT-242	0		user	Share the Food Groups PPT with this chat	FILES	file_share	Share the <file_keyword>Food Groups</file_keyword> <file_type>PPT</file_type> with <sharetarget_name>this</sharetarget_name> <sharetarget_type>chat</sharetarget_type>		[]	1
BVT-243	0		user	Share the Reference PPT with this chat	FILES	file_share	Share the <file_keyword>Reference</file_keyword> <file_type>PPT</file_type> with <sharetarget_name>this</sharetarget_name> <sharetarget_type>chat</sharetarget_type>		[]	1
BVT-245	0		user	Share the Happy Home for Cats doc with this chat	FILES	file_share	Share the <file_keyword>Happy Home for Cats</file_keyword> <file_type>doc</file_type> with <sharetarget_name>this</sharetarget_name> <sharetarget_type>chat</sharetarget_type>		[]	1
BVT-246	0		user	Share the Reference doc with this chat	FILES	file_share	Share the <file_keyword>Reference</file_keyword> <file_type>doc</file_type> with <sharetarget_name>this</sharetarget_name> <sharetarget_type>chat</sharetarget_type>		[]	1
BVT-247	0		user	Share the doc I was working on with this chat.	FILES	file_share	Share the <file_type>doc</file_type> <contact_name>I</contact_name> was <file_action>working</file_action> on with <sharetarget_name>this</sharetarget_name> <sharetarget_type>chat</sharetarget_type>.		[]	1
BVT-248	0		user	Share the Gunsmoke Alpha presentation with this chat	FILES	file_share	Share the <file_keyword>Gunsmoke Alpha</file_keyword> <file_type>presentation</file_type> with <sharetarget_name>this</sharetarget_name> <sharetarget_type>chat</sharetarget_type>		[]	1
BVT-249	0		user	Share the Best presentation with this chat	FILES	file_share	Share the <file_keyword>Best</file_keyword> <file_type>presentation</file_type> with <sharetarget_name>this</sharetarget_name> <sharetarget_type>chat</sharetarget_type>		[]	1
BVT-250	0		user	Share the presentation I was working on with this chat.	FILES	file_share	Share the <file_type>presentation</file_type> <contact_name>I</contact_name> was <file_action>working</file_action> on with <sharetarget_name>this</sharetarget_name> <sharetarget_type>chat</sharetarget_type>.		[]	1
BVT-251	0		user	Share the Pappy Holmes Forecast document with this chat	FILES	file_share	Share the <file_keyword>Pappy Holmes Forecast</file_keyword> document with <sharetarget_name>this</sharetarget_name> <sharetarget_type>chat</sharetarget_type>		[]	1
BVT-252	0		user	Share the Gunsmoke Alpha document with this chat	FILES	file_share	Share the <file_keyword>Gunsmoke Alpha</file_keyword> document with <sharetarget_name>this</sharetarget_name> <sharetarget_type>chat</sharetarget_type>		[]	1
BVT-253	0		user	Share the document I was working on with this chat.	FILES	file_share	Share the document <contact_name>I</contact_name> was <file_action>working</file_action> on with <sharetarget_name>this</sharetarget_name> <sharetarget_type>chat</sharetarget_type>.		[]	1
BVT-254	0		user	Share the Happy Home for Cats deck with this chat	FILES	file_share	Share the <file_keyword>Happy Home for Cats</file_keyword> <file_type>deck</file_type> with <sharetarget_name>this</sharetarget_name> <sharetarget_type>chat</sharetarget_type>		[]	1
BVT-255	0		user	Share the Quiet deck with this chat	FILES	file_share	Share the <file_keyword>Quiet</file_keyword> <file_type>deck</file_type> with <sharetarget_name>this</sharetarget_name> <sharetarget_type>chat</sharetarget_type>		[]	1
BVT-256	0		user	Share the deck I was working on with this chat.	FILES	file_share	Share the <file_type>deck</file_type> <contact_name>I</contact_name> was <file_action>working</file_action> on with <sharetarget_name>this</sharetarget_name> <sharetarget_type>chat</sharetarget_type>.		[]	1
BVT-257	0		user	Share the Quiet Ryan file with this chat	FILES	file_share	Share the <file_keyword>Quiet Ryan</file_keyword> file with <sharetarget_name>this</sharetarget_name> <sharetarget_type>chat</sharetarget_type>		[]	1
BVT-258	0		user	Share the First file with this chat	FILES	file_share	Share the <file_keyword>First</file_keyword> file with <sharetarget_name>this</sharetarget_name> <sharetarget_type>chat</sharetarget_type>		[]	1
BVT-259	0		user	Share the file I was working on with this chat.	FILES	file_share	Share the file <contact_name>I</contact_name> was <file_action>working</file_action> on with <sharetarget_name>this</sharetarget_name> <sharetarget_type>chat</sharetarget_type>.		[]	1
BVT-260	0		user	Transfer call to 425-421-1650	COMMUNICATION	transfer	Transfer call to <phone_number>425-421-1650</phone_number>		[]	1
BVT-261	0		user	Transfer call to Fred Rogers	COMMUNICATION	transfer	Transfer call to <contact_name>Fred Rogers</contact_name>		[]	1
BVT-262	0		user	Transfer call to Abraham	COMMUNICATION	transfer	Transfer call to <contact_name>Abraham</contact_name>		[]	1
BVT-263	0		user	Transfer call to Parker	COMMUNICATION	transfer	Transfer call to <contact_name>Parker</contact_name>		[]	1
BVT-264	0		user	Transfer call to Enoch	COMMUNICATION	transfer	Transfer call to <contact_name>Enoch</contact_name>		[]	1
BVT-265	0		user	Transfer call to Bob Smith's Teams	COMMUNICATION	transfer	Transfer call to <contact_name>Bob Smith</contact_name>'s <destination_platform>Teams</destination_platform>		[]	1
BVT-266	0		user	Transfer call to Ana's Teams	COMMUNICATION	transfer	Transfer call to <contact_name>Ana</contact_name>'s <destination_platform>Teams</destination_platform>		[]	1
BVT-267	0		user	Transfer call to Johnson's Teams	COMMUNICATION	transfer	Transfer call to <contact_name>Johnson</contact_name>'s <destination_platform>Teams</destination_platform>		[]	1
BVT-268	0		user	Transfer call to Tom's Teams	COMMUNICATION	transfer	Transfer call to <contact_name>Tom</contact_name>'s <destination_platform>Teams</destination_platform>		[]	1
BVT-269	0		user	Transfer call to Flossie Koreski's mobile	COMMUNICATION	transfer	Transfer call to <contact_name>Flossie Koreski</contact_name>'s <destination_platform>mobile</destination_platform>		[]	1
BVT-270	0		user	Transfer call to Jose's mobile	COMMUNICATION	transfer	Transfer call to <contact_name>Jose</contact_name>'s <destination_platform>mobile</destination_platform>		[]	1
BVT-271	0		user	Transfer call to Duff's mobile	COMMUNICATION	transfer	Transfer call to <contact_name>Duff</contact_name>'s <destination_platform>mobile</destination_platform>		[]	1
BVT-272	0		user	Transfer call to Shwetambari's mobile	COMMUNICATION	transfer	Transfer call to <contact_name>Shwetambari</contact_name>'s <destination_platform>mobile</destination_platform>		[]	1
BVT-273	0		user	Transfer call	COMMUNICATION	transfer	Transfer call		[]	1
BVT-274	0		user	Transfer the call	COMMUNICATION	transfer	Transfer the call		[]	1
BVT-275	0		user	Transfer the call to 4254211650	COMMUNICATION	transfer	Transfer the call to <phone_number>4254211650</phone_number>		[]	1
BVT-276	0		user	Transfer the call to Jesse Jones	COMMUNICATION	transfer	Transfer the call to <contact_name>Jesse Jones</contact_name>		[]	1
BVT-277	0		user	Transfer the call to Hilary	COMMUNICATION	transfer	Transfer the call to <contact_name>Hilary</contact_name>		[]	1
BVT-278	0		user	Transfer the call to Haim	COMMUNICATION	transfer	Transfer the call to <contact_name>Haim</contact_name>		[]	1
BVT-279	0		user	Transfer the call to Jotham	COMMUNICATION	transfer	Transfer the call to <contact_name>Jotham</contact_name>		[]	1
BVT-280	0		user	Transfer the call to Ana Carolina de Sousa Mendes's Teams	COMMUNICATION	transfer	Transfer the call to <contact_name>Ana Carolina de Sousa Mendes</contact_name>'s <destination_platform>Teams</destination_platform>		[]	1
BVT-281	0		user	Transfer the call to Haim's Teams	COMMUNICATION	transfer	Transfer the call to <contact_name>Haim</contact_name>'s <destination_platform>Teams</destination_platform>		[]	1
BVT-282	0		user	Transfer the call to Cruise's Teams	COMMUNICATION	transfer	Transfer the call to <contact_name>Cruise</contact_name>'s <destination_platform>Teams</destination_platform>		[]	1
BVT-283	0		user	Transfer the call to Shwetambari's Teams	COMMUNICATION	transfer	Transfer the call to <contact_name>Shwetambari</contact_name>'s <destination_platform>Teams</destination_platform>		[]	1
BVT-284	0		user	Transfer the call to Enoch Johnson's mobile	COMMUNICATION	transfer	Transfer the call to <contact_name>Enoch Johnson</contact_name>'s <destination_platform>mobile</destination_platform>		[]	1
BVT-285	0		user	Transfer the call to Adi's mobile	COMMUNICATION	transfer	Transfer the call to <contact_name>Adi</contact_name>'s <destination_platform>mobile</destination_platform>		[]	1
BVT-286	0		user	Transfer the call to Henry's mobile	COMMUNICATION	transfer	Transfer the call to <contact_name>Henry</contact_name>'s <destination_platform>mobile</destination_platform>		[]	1
BVT-287	0		user	Transfer the call to Carl's mobile	COMMUNICATION	transfer	Transfer the call to <contact_name>Carl</contact_name>'s <destination_platform>mobile</destination_platform>		[]	1
BVT-288	0		user	Dial me into my meeting with Johnson	CALENDAR	connect_to_meeting	Dial me into my meeting with <contact_name>Johnson</contact_name>		[]	1
BVT-289	0		user	Dial me into my meeting with John Giorgianni	CALENDAR	connect_to_meeting	Dial me into my meeting with <contact_name>John Giorgianni</contact_name>		[]	1
BVT-290	0		user	Start my next meeting	CALENDAR	connect_to_meeting	Start my <start_time>next</start_time> meeting		[]	1
BVT-291	0		user	Start my meeting right now	CALENDAR	connect_to_meeting	Start my meeting right <start_time>now</start_time>		[]	1
BVT-292	0		user	Start my meeting	CALENDAR	connect_to_meeting	Start my meeting		[]	1
BVT-293	0		user	Start my upcoming meeting	CALENDAR	connect_to_meeting	Start my <start_time>upcoming</start_time> meeting		[]	1
BVT-294	0		user	Start the meeting	CALENDAR	connect_to_meeting	Start the meeting		[]	1
BVT-295	0		user	Start my 6am meeting	CALENDAR	connect_to_meeting	Start my <start_time>6am</start_time> meeting		[]	1
BVT-296	0		user	Start my Meet Jose Lamma meeting	CALENDAR	connect_to_meeting	Start my <title>Meet Jose Lamma</title> meeting		[]	1
BVT-297	0		user	Start my Great meeting	CALENDAR	connect_to_meeting	Start my <title>Great</title> meeting		[]	1
BVT-298	0		user	Start my meeting with Jesse Jones	CALENDAR	connect_to_meeting	Start my meeting with <contact_name>Jesse Jones</contact_name>		[]	1
BVT-299	0		user	Start my meeting with Chris	CALENDAR	connect_to_meeting	Start my meeting with <contact_name>Chris</contact_name>		[]	1
BVT-300	0		user	Patch me into my meeting	CALENDAR	connect_to_meeting	Patch me into my meeting		[]	1
BVT-301	0		user	Patch me into my upcoming meeting	CALENDAR	connect_to_meeting	Patch me into my <start_time>upcoming</start_time> meeting		[]	1
BVT-302	0		user	Start my meeting with Parker	CALENDAR	connect_to_meeting	Start my meeting with <contact_name>Parker</contact_name>		[]	1
BVT-303	0		user	Patch me into my next meeting	CALENDAR	connect_to_meeting	Patch me into my <start_time>next</start_time> meeting		[]	1
BVT-304	0		user	Join my 5am meeting	CALENDAR	connect_to_meeting	Join my <start_time>5am</start_time> meeting		[]	1
BVT-305	0		user	Join my meeting with Fred	CALENDAR	connect_to_meeting	Join my meeting with <contact_name>Fred</contact_name>		[]	1
BVT-306	0		user	Join my Virtual Reality Forum meeting	CALENDAR	connect_to_meeting	Join my <title>Virtual Reality Forum</title> meeting		[]	1
BVT-307	0		user	Dial me into my meeting with Enoch	CALENDAR	connect_to_meeting	Dial me into my meeting with <contact_name>Enoch</contact_name>		[]	1
BVT-308	0		user	Join my News Recap meeting	CALENDAR	connect_to_meeting	Join my <title>News Recap</title> meeting		[]	1
BVT-309	0		user	Join my meeting with Bob Smith	CALENDAR	connect_to_meeting	Join my meeting with <contact_name>Bob Smith</contact_name>		[]	1
BVT-310	0		user	Join my next meeting	CALENDAR	connect_to_meeting	Join my <start_time>next</start_time> meeting		[]	1
BVT-311	0		user	Join my meeting right now	CALENDAR	connect_to_meeting	Join my meeting right <start_time>now</start_time>		[]	1
BVT-312	0		user	Join my meeting	CALENDAR	connect_to_meeting	Join my meeting		[]	1
BVT-313	0		user	Dial me into the meeting	CALENDAR	connect_to_meeting	Dial me into the meeting		[]	1
BVT-314	0		user	Dial me into my 3pm meeting	CALENDAR	connect_to_meeting	Dial me into my <start_time>3pm</start_time> meeting		[]	1
BVT-315	0		user	Join my upcoming meeting	CALENDAR	connect_to_meeting	Join my <start_time>upcoming</start_time> meeting		[]	1
BVT-316	0		user	Join the meeting	CALENDAR	connect_to_meeting	Join the meeting		[]	1
BVT-317	0		user	Join my meeting with Burton	CALENDAR	connect_to_meeting	Join my meeting with <contact_name>Burton</contact_name>		[]	1
BVT-318	0		user	Dial me into my Jello Quarterly Sales meeting	CALENDAR	connect_to_meeting	Dial me into my <title>Jello Quarterly Sales</title> meeting		[]	1
BVT-319	0		user	Dial me into my TechLink meeting	CALENDAR	connect_to_meeting	Dial me into my <title>TechLink</title> meeting		[]	1
BVT-320	0		user	Dial me into my next meeting	CALENDAR	connect_to_meeting	Dial me into my <start_time>next</start_time> meeting		[]	1
BVT-321	0		user	Dial me into my meeting right now	CALENDAR	connect_to_meeting	Dial me into my meeting right <start_time>now</start_time>		[]	1
BVT-322	0		user	Dial me into my meeting	CALENDAR	connect_to_meeting	Dial me into my meeting		[]	1
BVT-323	0		user	Dial me into my upcoming meeting	CALENDAR	connect_to_meeting	Dial me into my <start_time>upcoming</start_time> meeting		[]	1
BVT-324	0		user	Patch me into my meeting with Nick	CALENDAR	connect_to_meeting	Patch me into my meeting with <contact_name>Nick</contact_name>		[]	1
BVT-325	0		user	Patch me into my meeting with Jonas	CALENDAR	connect_to_meeting	Patch me into my meeting with <contact_name>Jonas</contact_name>		[]	1
BVT-326	0		user	Patch me into my meeting right now	CALENDAR	connect_to_meeting	Patch me into my meeting right <start_time>now</start_time>		[]	1
BVT-327	0		user	Patch me into the meeting	CALENDAR	connect_to_meeting	Patch me into the meeting		[]	1
BVT-328	0		user	Connect my next meeting	CALENDAR	connect_to_meeting	Connect my <start_time>next</start_time> meeting		[]	1
BVT-329	0		user	Connect my meeting right now	CALENDAR	connect_to_meeting	Connect my meeting right <start_time>now</start_time>		[]	1
BVT-330	0		user	Connect my meeting	CALENDAR	connect_to_meeting	Connect my meeting		[]	1
BVT-331	0		user	Patch me into my meeting with Karl Johnson	CALENDAR	connect_to_meeting	Patch me into my meeting with <contact_name>Karl Johnson</contact_name>		[]	1
BVT-332	0		user	Connect my upcoming meeting	CALENDAR	connect_to_meeting	Connect my <start_time>upcoming</start_time> meeting		[]	1
BVT-333	0		user	Connect the meeting	CALENDAR	connect_to_meeting	Connect the meeting		[]	1
BVT-334	0		user	Connect my 8am meeting	CALENDAR	connect_to_meeting	Connect my <start_time>8am</start_time> meeting		[]	1
BVT-335	0		user	Connect my Great Places for Dogs meeting	CALENDAR	connect_to_meeting	Connect my <title>Great Places for Dogs</title> meeting		[]	1
BVT-336	0		user	Patch me into my 6am meeting	CALENDAR	connect_to_meeting	Patch me into my <start_time>6am</start_time> meeting		[]	1
BVT-337	0		user	Patch me into my Business Plan Review meeting	CALENDAR	connect_to_meeting	Patch me into my <title>Business Plan Review</title> meeting		[]	1
BVT-338	0		user	Patch me into my Jello Quarterly meeting	CALENDAR	connect_to_meeting	Patch me into my <title>Jello Quarterly Sales</title> meeting		[]	1
BVT-339	0		user	Connect my Cortana meeting	CALENDAR	connect_to_meeting	Connect my <title>Cortana</title> meeting		[]	1
BVT-340	0		user	Connect my meeting with John Giorgianni	CALENDAR	connect_to_meeting	Connect my meeting with <contact_name>John Giorgianni</contact_name>		[]	1
BVT-341	0		user	Connect my meeting with John	CALENDAR	connect_to_meeting	Connect my meeting with <contact_name>John</contact_name>		[]	1
BVT-342	0		user	Connect my meeting with Hoffman	CALENDAR	connect_to_meeting	Connect my meeting with <contact_name>Hoffman</contact_name>		[]	1
BVT-343	0		user	Connect me to my next meeting	CALENDAR	connect_to_meeting	Connect me to my <start_time>next</start_time> meeting		[]	1
BVT-344	0		user	Connect me to my meeting right now	CALENDAR	connect_to_meeting	Connect me to my meeting right <start_time>now</start_time>		[]	1
BVT-345	0		user	Connect me to my meeting	CALENDAR	connect_to_meeting	Connect me to my meeting		[]	1
BVT-346	0		user	Connect me to my upcoming meeting	CALENDAR	connect_to_meeting	Connect me to my <start_time>upcoming</start_time> meeting		[]	1
BVT-347	0		user	Connect me to the meeting	CALENDAR	connect_to_meeting	Connect me to the meeting		[]	1
BVT-348	0		user	Connect me to my 9am meeting	CALENDAR	connect_to_meeting	Connect me to my <start_time>9am</start_time> meeting		[]	1
BVT-349	0		user	Connect me to my Cap'n Crunch Time meeting	CALENDAR	connect_to_meeting	Connect me to my <title>Cap'n Crunch Time</title> meeting		[]	1
BVT-350	0		user	Connect me to my Ramma Lamma Ding Dong meeting	CALENDAR	connect_to_meeting	Connect me to my <title>Ramma Lamma Ding Dong</title> meeting		[]	1
BVT-351	0		user	Connect me to my meeting with Jesse Jones	CALENDAR	connect_to_meeting	Connect me to my meeting with <contact_name>Jesse Jones</contact_name>		[]	1
BVT-352	0		user	Connect me to my meeting with Chris	CALENDAR	connect_to_meeting	Connect me to my meeting with <contact_name>Chris</contact_name>		[]	1
BVT-353	0		user	Connect me to my meeting with O'Rourke	CALENDAR	connect_to_meeting	Connect me to my meeting with <contact_name>O'Rourke</contact_name>		[]	1
BVT-354	0		user	Start my upcoming meeting	CALENDAR	connect_to_meeting	Start my <start_time>upcoming</start_time> meeting		[]	1
BVT-355	0		user	Present the Gunsmoke Alpha deck	INMEETING	start_presenting	Present the <deck_name>Gunsmoke Alpha</deck_name> deck		[]	1
BVT-356	0		user	Present the Pappy Holmes Forecast presentation	INMEETING	start_presenting	Present the <deck_name>Pappy Holmes Forecast</deck_name> presentation		[]	1
BVT-357	0		user	Share the Nintendo Power presentation	FILES	file_share	Share the <file_keyword>Nintendo Power</file_keyword> <file_type>presentation</file_type>		[]	1
BVT-358	0		user	Share the Amelia Earhart deck	FILES	file_share	Share the <file_keyword>Amelia Earhart</file_keyword> <file_type>deck</file_type>		[]	1
BVT-359	0		user	Share the Radical presentation	FILES	file_share	Share the <file_keyword>Radical</file_keyword> <file_type>presentation</file_type>		[]	1
BVT-360	0		user	Present the Quiet Ryan powerpoint	INMEETING	start_presenting	Present the <deck_name>Quiet Ryan</deck_name> powerpoint		[]	1
BVT-361	0		user	Share the Fat Catapult powerpoint	FILES	file_share	Share the <file_keyword>Fat Catapult</file_keyword> <file_type>powerpoint</file_type>		[]	1
