ConversationId	MessageId	MessageTimestamp	MessageFrom	MessageText	CortanaResponse	JudgedDomain	JudgedIntent	JudgedConstraints	MetaData	ConversationContext	Dataset	SampleType	Frequency	GuidelineVersion
cdcbab41-7bf6-40d4-a745-174ceecbf9cc	0	11/26/2019 22:00	user	Share Jeepers XL S with Ana.	Sorry, I'm not able to help with this one.	NOTSURE	ambiguous	Share Jeepers XL S with Ana.	[]		Teams	Speech	3	19.17
c395bae8-27db-4dc7-8c97-7aae39323d27	0	11/6/2019 22:53	user	Hey Cortana share the Reference 4 point.	I'm sorry, I don't know the answer to that one yet, but I'm always learning.	NOTSURE	ambiguous	Hey Cortana share the Reference 4 point.	[]		Teams	Speech	3	19.17
090492ed-e37c-4626-8db4-bd8e4a1efa26	0	11/26/2019 3:48	user	Leave words.	I'm sorry, but I can't help with that.	NOTSURE	ambiguous	Leave words.	[]		Teams	Speech	3	19.17
824fe4b7-104b-4360-a39a-8a7e7e5ec384	0	11/11/2019 23:47	user	Hey Cortana present the.	Sorry, I'm not able to help with this one.	NOTSURE	ambiguous	Hey Cortana present the.	[]		Teams	Speech	3	19.17
5b8a3a6c-20cf-454a-a7a7-7971d3d15e48	0	11/12/2019 5:31	user	2		NOTSURE	ambiguous	2	[]		Teams	Speech	3	19.17
9386c56a-c598-452b-97f9-90c0706a7ba1	0	11/20/2019 22:13	user	Dial in my 12:00 o'clock.	Sorry, I don't know the answer to this one.	NOTSURE	ambiguous	Dial in my 12:00 o&apos;clock.	[]		Teams	Speech	3	19.17
e50f9adf-c557-4392-b189-dc86e54d980b	0	11/13/2019 19:50	user	Open Running Experiments - Advanced.	I couldn't find a file with '%FileNameQueried%' in the name.	NOTSURE	ambiguous	Open Running Experiments - Advanced.	[]		Teams	Speech	3	19.17
6ee92f0c-b505-492f-8a30-e7dea8f26f48	0	11/14/2019 0:33	user	Open analysis and data.	Here's the settings page.	NOTSURE	ambiguous	Open analysis and data.	[]		Teams	Speech	3	19.17
9409f066-4f61-45d5-9cac-cc33098e3815	0	11/27/2019 0:31	user	Hey Cortana what is the main airport in Beijing.		PEOPLE	search_people_attribute	Hey Cortana what is the main airport in Beijing.	[]		Teams	Speech	3	19.17
e256eeee-0fec-49fc-b98d-18bcb96d8113	0	11/17/2019 6:48	user	Add to the call.		COMMUNICATION	add_to_call	Add to the call.	[]		Teams	Speech	3	19.17
9880b507-e4bb-4067-ab18-4c94b05bffa3	0	11/25/2019 6:32	user	Hey Cortana add jungle to the call.	Which one should I add?	COMMUNICATION	add_to_call	Hey Cortana add <contact_name>jungle</contact_name> to the call.	[]		Teams	Speech	3	19.17
599c0d45-5ebb-497f-89b0-639d724aa60b	0	11/8/2019 21:26	user	Hey Cortana add Tom to the call.	Which one should I add?	COMMUNICATION	add_to_call	Hey Cortana add <contact_name>Tom</contact_name> to the call.	[]		Teams	Speech	3	19.17
c3b34fb8-330c-4546-be55-9c57d8582940	0	11/13/2019 15:00	user	Hey Cortana add 1592 this call.		COMMUNICATION	add_to_call	Hey Cortana add <phone_number>1592</phone_number> this call.	[]		Teams	Speech	3	19.17
adfd65a4-2423-4afe-925f-6bca8144cafc	0	11/22/2019 1:46	user	Hey Cortana add Cruise to this call.	Which one should I add?	COMMUNICATION	add_to_call	Hey Cortana add <contact_name>Cruise</contact_name> to this call.	[]		Teams	Speech	3	19.17
d084cd6a-7a43-4cdf-8b5b-5b446e8bf281	0	11/4/2019 18:47	user	Hey Cortana add Tom Cruise to the call.	I'm sorry, I'm having trouble doing that right now.	COMMUNICATION	add_to_call	Hey Cortana add <contact_name>Tom Cruise</contact_name> to the call.	[]		Teams	Speech	3	19.17
d327406e-fedf-4c23-8c4c-020d89b053f1	0	11/20/2019 23:50	user	Adi to the call.		COMMUNICATION	add_to_call	<contact_name>Adi</contact_name> to the call.	[]		Teams	Speech	3	19.17
fa5813d2-2d1c-464b-8894-71ec0252b9d5	0	11/5/2019 3:24	user	Add 1-565-234-9667 to the call.	Add %ContactNumber%, is that right?	COMMUNICATION	add_to_call	Add <phone_number>1-565-234-9667</phone_number> to the call.	[]		Teams	Speech	3	19.17
d4d97bea-b581-4650-9b1c-c344a75c09b7	0	11/5/2019 20:40	user	Add Jotham Parker to the call.	Add %ContactName%, %FinalAddressType%, is that right?	COMMUNICATION	add_to_call	Add <contact_name>Jotham Parker</contact_name> to the call.	[]		Teams	Speech	3	19.17
fb791237-8729-40ab-bcfa-7cac23681d6a	0	11/7/2019 2:40	user	Hey Cortana add Adi to this call.	Which %NameSubString% should I add?	COMMUNICATION	add_to_call	Hey Cortana add <contact_name>Adi</contact_name> to this call.	[]		Teams	Speech	3	19.17
27ab2559-3c95-423f-af65-10f3734aa254	0	11/3/2019 9:53	user	Hey Cortana add Ori to the call.	Add %ContactName%, %FinalAddressType%, is that right?	COMMUNICATION	add_to_call	Hey Cortana add <contact_name>Ori</contact_name> to the call.	[]		Teams	Speech	3	19.17
dfe05d5f-286f-435a-8d1c-a3ea577e145d	0	11/13/2019 11:46	user	Add Shai to the call.		COMMUNICATION	add_to_call	Add <contact_name>Shai</contact_name> to the call.	[]		Teams	Speech	3	19.17
5133d236-6e76-45d4-9d55-8f6daf03d149	0	11/4/2019 18:55	user	Hey Cortana add Ana Mendes to the call.	Add %ContactName%, %FinalAddressType%, is that right?	COMMUNICATION	add_to_call	Hey Cortana add <contact_name>Ana Mendes</contact_name> to the call.	[]		Teams	Speech	3	19.17
4ea2beec-66b9-4d34-b0ee-4c1ee7139220	0	11/25/2019 8:53	user	Present my deck.	Which presentation?	INMEETING	start_presenting	Present my deck.	[]		Teams	Speech	3	19.17
60567bd4-a5ee-4521-a09e-093bdc946e16	0	11/25/2019 21:48	user	Cortana present the Gunsmoke deck.	Sorry, but something's gone wrong, and to fix it you'll need to set up your device again. Please hold down the microphone button for 5 seconds.	INMEETING	start_presenting	Cortana present the <deck_name>Gunsmoke</deck_name> deck.	[]		Teams	Speech	3	19.17
a22f6347-6449-449d-9f81-75a2d8304bab	0	11/22/2019 16:00	user	Hey Cortana present the unique presentation.	Sorry, try back in a few.	INMEETING	start_presenting	Hey Cortana present the <deck_name>unique</deck_name> presentation.	[]		Teams	Speech	3	19.17
339a997d-310c-47e9-a54c-48a9c9c710fc	0	11/23/2019 0:52	user	Hey Cortana present the food presentation.	Want to bring up this presentation?	INMEETING	start_presenting	Hey Cortana present the <deck_name>food</deck_name> presentation.	[]		Teams	Speech	3	19.17
5775b7aa-717b-4ced-abb8-8031043dc3b0	0	11/22/2019 17:02	user	Hey Cortana share the attached presentation.	I'll pull up the presentation.Sorry, I couldn't pull up the presentation.	FILES	file_share	Hey Cortana share the <attachment>attached</attachment> <file_type>presentation</file_type>.	[]		Teams	Speech	3	19.17
6b5ebc80-cec9-4dbe-bc51-360367e3a351	0	11/25/2019 15:57	user	Present eyelevel deck.	I couldn't find a presentation called '%FileNameString%'.	INMEETING	start_presenting	Present <deck_name>eyelevel</deck_name> deck.	[]		Teams	Speech	3	19.17
d352d773-307c-473b-b2dc-40ce973ebe12	0	11/8/2019 12:11	user	Go to teams.		TEAMSACTION	teamspace_navigate	Go to teams.	[]		Teams	Speech	3	19.17
9738bb7d-3b20-4d72-b019-78860d7fb4dd	0	11/23/2019 0:05	user	Go to Kohl's.	I'm sorry, but I can't help with that.	TEAMSACTION	teamspace_navigate	Go to <teamspace_keyword>Kohl&apos;s</teamspace_keyword>.	[]		Teams	Speech	3	19.17
4b575d77-150f-4a92-9e35-b012e38ef2d6	0	11/13/2019 9:34	user	Go to slide.	Sorry, I don't know the answer to this one.	INMEETING	goto_slide	Go to slide.	[]		Teams	Speech	3	19.17
f608dc1f-3665-4b70-9fc7-10d252bd8a38	0	11/4/2019 6:19	user	Hey Cortana go to slide 3.		INMEETING	goto_slide	Hey Cortana go to slide <slide_number>3</slide_number>.	[]		Teams	Speech	3	19.17
8d7bb951-cb00-4f78-bb94-bc34f0351f09	0	11/4/2019 15:16	user	Go to slide 6.	There's no slide %queriedSlideNumber%.	INMEETING	goto_slide	Go to slide <slide_number>6</slide_number>.	[]		Teams	Speech	3	19.17
39bc282d-59c9-4476-9213-1579b9ffb677	0	11/13/2019 12:22	user	Go to last slide.	There's no slide %queriedSlideNumber%.	INMEETING	goto_slide	Go to <slide_number>last</slide_number> slide.	[]		Teams	Speech	3	19.17
665e52eb-2548-43ff-9340-66eb6e4239e1	0	11/4/2019 19:57	user	Put the call on hold.	You can't put this call on hold.	COMMUNICATION	hold	Put the call on hold.	[]		Teams	Speech	3	19.17
457ee0e7-efde-475c-9c51-4a3b398e10fe	0	11/14/2019 9:39	user	Sure.	Sorry, I don't know the answer to this one.	COMMON	confirm	Sure.	[]		Teams	Speech	3	19.17
a1398a52-3702-447a-9693-ed10e356b855	0	11/19/2019 3:26	user	Search for ABC.	Sorry, I don't know the answer to this one.	TEAMSACTION	teamspace_search	Search for <teamspace_keyword>ABC</teamspace_keyword>.	[]		Teams	Speech	3	19.17
e1d95bf3-89e6-42ea-a6fb-f3234a7a413f	0	11/12/2019 13:23	user	Search for QS.	I'll look up '%SearchString%'.	TEAMSACTION	teamspace_search	Search for <teamspace_keyword>QS</teamspace_keyword>.	[]		Teams	Speech	3	19.17
b4c1e7b1-52e9-48c3-b131-b5b437686202	0	11/27/2019 1:58	user	Search word.	I'll look up '%SearchString%'.	TEAMSACTION	teamspace_search	Search <teamspace_keyword>word</teamspace_keyword>.	[]		Teams	Speech	3	19.17
c0b908e0-146e-4184-9688-c18ba3bcfc08	0	11/26/2019 9:19	user	Who is the director of C Yahoo?	Sorry, I don't know the answer to this one.	PEOPLE	search_people_by_attribute	Who is the <job_title>director</job_title> of <org_name>C Yahoo</org_name>?	[]		Teams	Speech	3	19.17
44a29f37-ea27-4aab-a80c-a3b16fa2cce6	0	11/6/2019 9:31	user	Go to recent files.	Here are your recent files.	FILES	file_navigate	Go to <file_recency>recent</file_recency> files.	[]		Teams	Speech	3	19.17
87731a9c-9d93-46a6-85df-8875573a39cd	0	11/27/2019 23:56	user	Open chat with Jody.	I couldn't find anyone called '%PersonNameQueried%'.	TEAMSACTION	teamsuser_openchat	Open chat with <contact_name>Jody</contact_name>.	[]		Teams	Speech	3	19.17
45b601a4-e79a-42f5-bd1e-b0646989bfc8	0	11/14/2019 0:10	user	Open chat with Talon.	Here's your chat with %PersonName%.	TEAMSACTION	teamsuser_openchat	Open chat with <contact_name>Talon</contact_name>.	[]		Teams	Speech	3	19.17
c037bccd-93e9-4bbe-9681-aed59f1ff032	0	11/13/2019 2:46	user	Go to chat with Paul.	Which one?	TEAMSACTION	teamsuser_openchat	Go to chat with <contact_name>Paul</contact_name>.	[]		Teams	Speech	3	19.17
8744161f-5379-440e-85e6-cd651c417851	0	11/14/2019 10:17	user	Open chat with those.	I couldn't find anyone called '%PersonNameQueried%'.	TEAMSACTION	teamsuser_openchat	Open chat with <contact_name>those</contact_name>.	[]		Teams	Speech	3	19.17
c038c927-d904-4471-b947-7adaaa456770	0	11/14/2019 10:11	user	Open chat.	Which chat do you want to pull up?	TEAMSACTION	teamsuser_openchat	Open chat.	[]		Teams	Speech	3	19.17
f13fe0ff-e56f-4b6d-81d8-f829c00d5865	0	11/13/2019 23:42	user	Open chat with Jason Voldseth.	Here's your chat with %PersonName%.	TEAMSACTION	teamsuser_openchat	Open chat with <contact_name>Jason Voldseth</contact_name>.	[]		Teams	Speech	3	19.17
b5e81277-c14a-4f9d-ab54-dc17f34a628b	0	11/15/2019 5:06	user	Cortana go to chat with Cortana.	Which %PersonNameQueried%?	TEAMSACTION	teamsuser_openchat	<contact_name>Cortana</contact_name> go to chat with <contact_name>Cortana</contact_name>.	[]		Teams	Speech	3	19.17
9ae10a73-0727-4e61-9b72-73c38683793e	0	11/12/2019 23:05	user	Hey Cortana transfer the call to Ryan.	Which number for %ContactName%?	COMMUNICATION	transfer	Hey Cortana transfer the call to <contact_name>Ryan</contact_name>.	[]		Teams	Speech	3	19.17
4fa2afe9-a43b-4e69-abdf-362d156f6d63	0	11/21/2019 8:33	user	Transfer call.	You're not on a call right now.	COMMUNICATION	transfer	Transfer call.	[]		Teams	Speech	3	19.17
75f29b7e-ea73-43d9-b0a7-76437e1e7a1e	0	11/6/2019 7:13	user	Hey Cortana transfer call to Ming Yang.	Which one would you like to transfer the call to?	COMMUNICATION	transfer	Hey Cortana transfer call to <contact_name>Ming Yang</contact_name>.	[]		Teams	Speech	3	19.17
2a318ebc-31d8-47ea-b872-a437c32fbae3	0	11/6/2019 7:07	user	Hey Cortana transfer the call to Rose.	Which number for %ContactName%?	COMMUNICATION	transfer	Hey Cortana transfer the call to <contact_name>Rose</contact_name>.	[]		Teams	Speech	3	19.17
d7c20627-79e4-425b-972e-4cac47ac95d5	0	11/6/2019 7:33	user	Hey Cortana resume.		COMMUNICATION	resume	Hey Cortana resume.	[]		Teams	Speech	3	19.17
19f4ea94-89d7-465d-951a-7befde476b98	0	11/12/2019 4:22	user	Resume the call.	You're back on the call.	COMMUNICATION	resume	Resume the call.	[]		Teams	Speech	3	19.17
b6e1b8b7-45e3-447a-a9f0-135172596896	0	11/4/2019 11:07	user	Cortana resume call.	You're back on the call.	COMMUNICATION	resume	Cortana resume call.	[]		Teams	Speech	3	19.17
2db3b100-4471-4f32-bcbc-25260ed3b7b2	0	11/29/2019 8:15	user	Go to next slide.	I can't go to the next slide.	INMEETING	next_slide	Go to next slide.	[]		Teams	Speech	3	19.17
e75aada2-ed22-4f12-946a-856c05e9aa0a	0	11/26/2019 10:56	user	Cortana previous slide.		INMEETING	previous_slide	Cortana previous slide.	[]		Teams	Speech	3	19.17
35c4b591-0356-432d-9cbb-7bdfc77ed504	0	11/21/2019 22:07	user	Previous slide.		INMEETING	previous_slide	Previous slide.	[]		Teams	Speech	3	19.17
76a4d9d0-d814-4fa1-8f51-b15fee97acb3	0	11/26/2019 22:46	user	Hey Cortana show me my files.	Here are your recent files.	FILES	file_search	Hey Cortana show me <contact_name>my</contact_name> files.	[]		Teams	Speech	3	19.17
f4d2d58b-c001-4386-8488-b97a09a44ded	0	11/26/2019 6:15	user	Am I available at 5:00 PM.		CALENDAR	check_availability	Am I <availability>available</availability> at <start_time>5:00 PM</start_time>.	[]		Teams	Speech	3	19.17
21c1558d-6a09-469e-83a9-d3833198ecb6	0	11/21/2019 17:56	user	Hey Cortana unfollow free food channel.	Sorry, I'm not able to help with this one.	TEAMSACTION	teamspace_unfollow	Hey Cortana unfollow <teamspace_channel>free food</teamspace_channel> channel.	[]		Teams	Speech	3	19.17
99daf47b-43f4-4174-9af2-83ee3287ba08	0	11/21/2019 21:57	user	What meetings do I have on Sunday?		CALENDAR	find_calendar_entry	What meetings do I have on <start_date>Sunday</start_date>?	[]		Teams	Speech	2	19.17
729ac8cb-49af-4b1c-aded-594144bd0d97	0	11/11/2019 23:51	user	Hey Cortana what do I have on my calendar on Monday.		CALENDAR	find_calendar_entry	Hey Cortana what do I have on my calendar on <start_date>Monday</start_date>.	[]		Teams	Speech	2	19.17
af351a75-359f-446a-bf13-242887e1a597	0	11/4/2019 11:25	user	Hey Cortana my meetings today.		CALENDAR	find_calendar_entry	Hey Cortana my meetings <start_date>today</start_date>.	[]		Teams	Speech	2	19.17
6702d49b-ee19-46ae-9a92-9151d181142f	0	11/7/2019 10:28	user	My meetings tomorrow.		CALENDAR	find_calendar_entry	My meetings <start_date>tomorrow</start_date>.	[]		Teams	Speech	2	19.17
5110c603-6c95-476b-92b3-bbd81d0f5da8	0	11/13/2019 7:51	user	Cortana what's my next meeting.	Here's what's next.	CALENDAR	find_calendar_entry	Cortana what&apos;s my <start_time>next</start_time> meeting.	[]		Teams	Speech	2	19.17
12dd0829-65f4-4bcb-83f5-2c5eaac8d6a9	0	11/14/2019 19:46	user	Hey Cortana what do I have at 3:00 PM.	I don't see any events for today starting at %StartTimeQueried%.	CALENDAR	find_calendar_entry	Hey Cortana what do I have at <start_time>3:00 PM</start_time>.	[]		Teams	Speech	2	19.17
5bff304d-014a-4f4b-90cc-4a45d1985390	0	11/19/2019 0:15	user	What's on my schedule tomorrow through Friday?		CALENDAR	find_calendar_entry	What&apos;s on my schedule <start_date>tomorrow</start_date> through <end_date>Friday</end_date>?	[]		Teams	Speech	2	19.17
37169536-027a-44f6-9894-083bd58ceea0	0	11/20/2019 0:43	user	Boy my 4:00 o'clock meeting.	You don't have anything scheduled for tomorrow.	CALENDAR	find_calendar_entry	Boy my <start_time>4:00</start_time> o&apos;clock meeting.	[]		Teams	Speech	2	19.17
ad6401f9-b0d7-4f0e-9b60-dd947ba4670e	0	11/18/2019 6:55	user	How many meetings in recent days?		CALENDAR	find_calendar_entry	How many meetings in <start_date>recent days</start_date>?	[]		Teams	Speech	2	19.17
02f3302f-068c-43dd-b0f3-02a1a0c11d95	0	11/27/2019 19:44	user	What meetings do I have next?		CALENDAR	find_calendar_entry	What meetings do I have <start_time>next</start_time>?	[]		Teams	Speech	2	19.17
8f385198-5cb5-49a9-aa7c-b30bf2537ec3	0	11/20/2019 12:56	user	Digni my next meeting.	Here's what's next.	CALENDAR	find_calendar_entry	Digni my <start_time>next</start_time> meeting.	[]		Teams	Speech	2	19.17
a166bc74-d6c5-4871-8641-1f5bf959d860	0	11/11/2019 19:13	user	Cortana what do I have at 11:30.		CALENDAR	find_calendar_entry	Cortana what do I have at <start_time>11:30</start_time>.	[]		Teams	Speech	2	19.17
100c7d81-d582-4fb3-baed-be6780dc5a42	0	11/22/2019 0:32	user	What do I have right now?		CALENDAR	find_calendar_entry	What do I have right <start_time>now</start_time>?	[]		Teams	Speech	2	19.17
5879e7a5-3b43-4025-a16c-65fb08c78a5f	0	11/7/2019 16:30	user	Hey Cortana what do I have at 4.		CALENDAR	find_calendar_entry	Hey Cortana what do I have at <start_time>4</start_time>.	[]		Teams	Speech	2	19.17
5f2c192d-a2c5-4084-a8ee-c36379f940fc	0	11/21/2019 0:29	user	Meetings do I have on Monday.	You don't have anything scheduled for %DayOfWeek(param)%.	CALENDAR	find_calendar_entry	Meetings do I have on <start_date>Monday</start_date>.	[]		Teams	Speech	2	19.17
d584ee29-820d-4cf4-bc14-87b5593b8fd1	0	11/9/2019 0:07	user	What meetings do I have on Monday?		CALENDAR	find_calendar_entry	What meetings do I have on <start_date>Monday</start_date>?	[]		Teams	Speech	2	19.17
b9c102ff-60df-4012-86b8-497c2abbbcc0	0	11/15/2019 4:19	user	Hey Cortana check my calendar.		CALENDAR	find_calendar_entry	Hey Cortana check my calendar.	[]		Teams	Speech	2	19.17
104a0f78-2e71-4b45-9b2e-e45f7df4d8e5	0	11/4/2019 6:57	user	What do I have on Friday?		CALENDAR	find_calendar_entry	What do I have on <start_date>Friday</start_date>?	[]		Teams	Speech	2	19.17
5c73dbf9-02a7-487c-b09e-f5f31e7a2845	0	11/22/2019 3:47	user	How many meetings in next week?		CALENDAR	find_calendar_entry	How many meetings in <start_date>next week</start_date>?	[]		Teams	Speech	2	19.17
e02fc854-e0be-40df-b640-1c112f13aaca	0	11/25/2019 22:46	user	What do I have on my calendar right now?		CALENDAR	find_calendar_entry	What do I have on my calendar right <start_time>now</start_time>?	[]		Teams	Speech	2	19.17
c58f3d4b-902b-4f62-9f53-f87280d70086	0	11/18/2019 22:37	user	A meeting.		CALENDAR	find_calendar_entry	A meeting.	[]		Teams	Speech	2	19.17
6cbbb379-8f7a-4d0d-9c1f-b4c9772ad585	0	11/6/2019 6:49	user	What meetins do I have today?		CALENDAR	find_calendar_entry	What meetins do I have <start_date>today</start_date>?	[]		Teams	Speech	2	19.17
19a6e2cc-938e-4ea9-81e6-8ade52991ba6	0	11/7/2019 22:52	user	Hey Cortana what is my next meeting with Jotham.		CALENDAR	find_calendar_entry	Hey Cortana what is my <start_time>next</start_time> meeting with <contact_name>Jotham</contact_name>.	[]		Teams	Speech	2	19.17
36b9ac77-ab33-46d2-b47f-5f2db1be74e7	0	11/14/2019 19:51	user	Hey Cortana what do I have on my calendar in 30 minutes.	I'm finding %NumberOfResults% event for today around %StartTimeQueried%.	CALENDAR	find_calendar_entry	Hey Cortana what do I have on my calendar <start_time>in 30 minutes</start_time>.	[]		Teams	Speech	2	19.17
883b8310-4d97-4b19-900b-78edff14c70e	0	11/7/2019 4:15	user	What is my meeting schedule?		CALENDAR	find_calendar_entry	What is my meeting schedule?	[]		Teams	Speech	2	19.17
4cbfb033-5bba-4371-af31-630b2afd6b4d	0	11/11/2019 23:51	user	Hey Cortana what do I have on my calendar at 4:00 PM.		CALENDAR	find_calendar_entry	Hey Cortana what do I have on my calendar at <start_time>4:00 PM</start_time>.	[]		Teams	Speech	2	19.17
1f83ace0-10b7-425f-929f-584c188f4fb7	0	11/4/2019 6:55	user	What do I have on November 5th?		CALENDAR	find_calendar_entry	What do I have on <start_date>November 5th</start_date>?	[]		Teams	Speech	2	19.17
704f1f97-8b99-410a-9400-c8838781db78	0	11/15/2019 5:52	user	Hey Cortana what meetings do I have on Wednesday.	I'm finding %NumberOfResults% events for %DayOfWeek(param)%.	CALENDAR	find_calendar_entry	Hey Cortana what meetings do I have on <start_date>Wednesday</start_date>.	[]		Teams	Speech	2	19.17
7d1f2eff-2a61-4151-8e16-f852bd8919a7	0	11/20/2019 0:29	user	Thanks everyone on meeting.	I found %NumberOfResults% events for today.	CALENDAR	find_calendar_entry	Thanks everyone on meeting.	[]		Teams	Speech	2	19.17
bf1fd0ab-673c-4128-8147-22334bd19a82	0	11/25/2019 22:41	user	What do I have on my calendar in 30 minutes?		CALENDAR	find_calendar_entry	What do I have on my calendar <start_time>in 30 minutes</start_time>?	[]		Teams	Speech	2	19.17
8420b255-052d-4249-b11e-e8797cf07fa3	0	11/12/2019 3:49	user	What's my meeting in the afternoon?		CALENDAR	find_calendar_entry	What&apos;s my meeting in the <start_time>afternoon</start_time>?	[]		Teams	Speech	2	19.17
309e5544-a115-4c6a-8696-df070aed5e5c	0	11/22/2019 6:06	user	What are my meetings for tomorrow?		CALENDAR	find_calendar_entry	What are my meetings for <start_date>tomorrow</start_date>?	[]		Teams	Speech	2	19.17
b8028d68-a45d-4b6c-933b-1cbcd2447945	0	11/6/2019 8:16	user	Crispex file with current meeting.		CALENDAR	find_calendar_entry	<title>Crispex file</title> with <contact_name>current</contact_name> meeting.	[]		Teams	Speech	2	19.17
25950113-8beb-46a9-bb05-27e75ebf812c	0	11/17/2019 6:07	user	What's on my calendar next week?		CALENDAR	find_calendar_entry	What&apos;s on my calendar <start_date>next week</start_date>?	[]		Teams	Speech	2	19.17
4f537e49-0824-48bc-948f-b2953cc4bcae	0	11/23/2019 1:40	user	What meetings do I have on Tuesday?		CALENDAR	find_calendar_entry	What meetings do I have on <start_date>Tuesday</start_date>?	[]		Teams	Speech	2	19.17
82cd87da-9e13-481f-af34-7b44316a9c20	0	11/3/2019 8:37	user	What do I have today at 5:00 PM?		CALENDAR	find_calendar_entry	What do I have <start_date>today</start_date> at <start_time>5:00 PM</start_time>?	[]		Teams	Speech	2	19.17
213a640e-3177-4cef-b30f-0925737b02e6	0	11/5/2019 22:30	user	Hey Cortana what do I have on my calendar right now.		CALENDAR	find_calendar_entry	Hey Cortana what do I have on my calendar right <start_time>now</start_time>.	[]		Teams	Speech	2	19.17
a2fbc313-85d1-4c46-a0d5-ccd3a18555a2	0	11/20/2019 11:35	user	Hey Cortana my meetings tomorrow.	I found %NumberOfResults% events for tomorrow.	CALENDAR	find_calendar_entry	Hey Cortana my meetings <start_date>tomorrow</start_date>.	[]		Teams	Speech	2	19.17
f98d3e87-c146-4791-9dbb-029c4cbc22fc	0	11/29/2019 8:16	user	Hold a meeting.		CALENDAR	find_calendar_entry	Hold a meeting.	[]		Teams	Speech	2	19.17
0748bd4e-5282-44a8-a221-65b1f232912f	0	11/8/2019 5:48	user	Show me next week meetings.		CALENDAR	find_calendar_entry	Show me <start_date>next week</start_date> meetings.	[]		Teams	Speech	2	19.17
6555aa17-57c4-4ffd-95a3-fa32338b7dbb	0	11/11/2019 13:16	user	What's my meeting this evening?		CALENDAR	find_calendar_entry	What&apos;s my meeting <start_time>this evening</start_time>?	[]		Teams	Speech	2	19.17
1484cc10-fd71-4596-9ae3-f763bc35f5c6	0	11/26/2019 21:15	user	What do I have at 3?		CALENDAR	find_calendar_entry	What do I have at <start_time>3</start_time>?	[]		Teams	Speech	2	19.17
3c0e9cbf-4cf0-4c2e-aedb-0497c3009e16	0	11/21/2019 0:31	user	What meetings do I have tomorrow morning?	I'm finding %NumberOfResults% event for tomorrow morning.	CALENDAR	find_calendar_entry	What meetings do I have <start_date>tomorrow</start_date> <start_time>morning</start_time>?	[]		Teams	Speech	2	19.17
4fc0ddcf-facc-43ab-87b9-05ca1355d0f5	0	11/6/2019 21:49	user	Show me my next meeting.	Here's your schedule for today.	CALENDAR	find_calendar_entry	Show me my <start_time>next</start_time> meeting.	[]		Teams	Speech	2	19.17
d0eb2aa6-9456-4e7e-8416-5e5fc01f74c0	0	11/13/2019 6:53	user	Hey Cortana what meetings do I have on November 25.	I see %NumberOfResults% events for %DayOfWeek(param)%, the %DayOfMonth_Ordinal(param)%.	CALENDAR	find_calendar_entry	Hey Cortana what meetings do I have on <start_date>November 25</start_date>.	[]		Teams	Speech	2	19.17
c08939cf-2759-4710-9310-d78da3123fd7	0	11/7/2019 8:48	user	Do I have meeting this afternoon?		CALENDAR	find_calendar_entry	Do I have meeting <start_time>this afternoon</start_time>?	[]		Teams	Speech	2	19.17
c96dc793-c46c-4835-b15c-e5b66c0ee82a	0	11/25/2019 3:18	user	My meetings today.		CALENDAR	find_calendar_entry	My meetings <start_date>today</start_date>.	[]		Teams	Speech	2	19.17
df07e100-78b3-4b22-a2d1-0ffd36b89ada	0	11/22/2019 0:46	user	What do I have on my calendar at 7:50?		CALENDAR	find_calendar_entry	What do I have on my calendar at <start_time>7:50</start_time>?	[]		Teams	Speech	2	19.17
ecb1911f-5fa3-4e25-8a53-0c501e6e90a8	0	11/12/2019 19:27	user	Hey Cortana go to my feed.	Here's your recent activity.	TEAMSACTION	teamsuser_showactivity	Hey Cortana go to my <teamsuser_activitytype>feed</teamsuser_activitytype>.	[]		Teams	Speech	2	19.17
59795acd-7a84-4020-8dd5-28d50ee14631	0	11/19/2019 22:12	user	Hey Cortana show me my unread activity.	Here's where unread activity goes.	TEAMSACTION	teamsuser_showactivity	Hey Cortana show me my <teamsuser_activitytype>unread</teamsuser_activitytype> activity.	[]		Teams	Speech	2	19.17
c512bea1-787f-456e-9f86-2168009bd890	0	11/26/2019 7:41	user	Go to Ahmed activity.	Here is %PersonName%'s activity.	TEAMSACTION	teamsuser_showactivity	Go to <contact_name>Ahmed</contact_name> activity.	[]		Teams	Speech	2	19.17
3d5eb8dc-c8e1-4d0c-b3d1-f2a41bb261b6	0	11/19/2019 22:11	user	Hey Cortana show me where I have mentioned.	Here's your recent activity.	TEAMSACTION	teamsuser_showactivity	Hey Cortana show me where I <teamsuser_activitytype>have mentioned</teamsuser_activitytype>.	[]		Teams	Speech	2	19.17
63c1ae64-de9e-4711-9c06-12f071e984b0	0	11/18/2019 17:29	user	Hey Cortana go to my unread activity.	Here's where unread activity goes.	TEAMSACTION	teamsuser_showactivity	Hey Cortana go to my <teamsuser_activitytype>unread</teamsuser_activitytype> activity.	[]		Teams	Speech	2	19.17
d54aac5d-f11f-43a9-b4ff-54763a83d291	0	11/28/2019 7:46	user	Go to Satya Nadella's activity.	Here is %PersonName%'s activity.	TEAMSACTION	teamsuser_showactivity	Go to <contact_name>Satya Nadella</contact_name>&apos;s activity.	[]		Teams	Speech	2	19.17
