MessageText	JudgedDomain	JudgedConstraints	JudgedIntent
remind me to 2019-11 MSAI IL Research - Task Modeling Overview with Nitin every tuesday in evening	REMINDER	remind me to <reminder_text> 2019-11 MSAI IL Research - Task Modeling Overview with Nitin </reminder_text> <start_date> every tuesday </start_date> in <start_time> evening </start_time>	create_single_reminder
my meetings with tony	CALENDAR	my meetings with <contact_name> tony </contact_name>	find_calendar_entry
remind me to SubstrateSearchWorkingSession-Jan2020 tomorrow	REMINDER	remind me to <reminder_text> SubstrateSearchWorkingSession-Jan2020 </reminder_text> <start_date> tomorrow </start_date>	create_single_reminder
נסיעה לסיאטל excel by ashuthosh	FILES	<file_keyword> נסיעה לסיאטל </file_keyword> <file_type> excel </file_type> by <contact_name> ashuthosh </contact_name>	file_search
find shwetambaris Kingston-WorkingDeck info	PEOPLE	find <contact_name> shwetambari </contact_name> s <people_attribute> Kingston-WorkingDeck </people_attribute> info	search_people_attribute
Search and Assistant in Outlook Mobile - Quarterly Plan Checkpoint - October 30th event	CALENDAR	<title> Search and Assistant in Outlook Mobile - Quarterly Plan Checkpoint - October 30th </title> event	find_calendar_entry
open rest_trace document by suman	FILES	open <file_keyword> rest_trace </file_keyword> document by <contact_name> suman </contact_name>	file_open
add Team organization to my calendar for tomorrow at 200 pm	CALENDAR	add <title> Team organization </title> to my calendar for <start_date> tomorrow </start_date> at <start_time> 200 pm </start_time>	create_calendar_entry
file for Manganese-Search	FILES	file for <file_keyword> Manganese-Search </file_keyword>	file_search
can you find Toads Awesome(1) docx by venkata	FILES	can you find <file_keyword> Toads Awesome(1) </file_keyword> <file_type> docx </file_type> by <contact_name> venkata </contact_name>	file_search
messages by mary in planning channel	TEAMSMESSAGE	messages by <contact_name_from> mary </contact_name_from> in <channel> planning </channel> channel	search_message
open Science_Shiproom_Aug28 docx	FILES	open <file_keyword> Science_Shiproom_Aug28 </file_keyword> <file_type> docx </file_type>	file_open
send mail to nitin that Consumption Science - Support Impact	EMAIL	send <message_type> mail </message_type> to <contact_name> nitin </contact_name> that <message> Consumption Science - Support Impact </message>	send_email
show me Mouth Guard for Teeth Grinding file	FILES	show me <file_keyword> Mouth Guard for Teeth Grinding </file_keyword> file	file_search
set a reminder to Nov -Dec update	REMINDER	set a reminder to <reminder_text> Nov -Dec update </reminder_text>	create_single_reminder
what is charles riccardis MSAI Universal Search and Recommendations	PEOPLE	what is <contact_name> charles riccardi </contact_name> s <people_attribute> MSAI Universal Search and Recommendations </people_attribute>	search_people_attribute
email titled Cortana UWP app - skill readiness	EMAIL	email titled <email_subject> Cortana UWP app - skill readiness </email_subject>	send_email
2 pm	CALENDAR	<start_time> 2 </start_time> pm	create_calendar_entry
whens my next AI in M365 for MSAI Customer Deck with allison	CALENDAR	whens my <start_time> next </start_time> <title> AI in M365 for MSAI Customer Deck </title> with <contact_name> allison </contact_name>	find_calendar_when
find me MSAI - CSI Work List excel by ashuthosh upadhyaya	FILES	find me <file_keyword> MSAI - CSI Work List </file_keyword> <file_type> excel </file_type> by <contact_name> ashuthosh upadhyaya </contact_name>	file_search
remind me to image00001 s at 1238 pm	REMINDER	remind me to <reminder_text> image00001 </reminder_text> s at <start_time> 1238 pm </start_time>	create_single_reminder
find vteams GCS-Overview	PEOPLE	find <org_name> vteam </org_name> s <people_attribute> GCS-Overview </people_attribute>	search_people_attribute
reschedule 博彦资产统计 for 830 am two	CALENDAR	reschedule <title> 博彦资产统计 </title> for <original_start_time> 830 am </original_start_time> two	change_calendar_entry
file for VST Funnel document	FILES	file for <file_keyword> VST Funnel </file_keyword> document	file_search
show david stewarts Set Up Compliant Cortana for Android Teams App	PEOPLE	show <contact_name> david stewart </contact_name> s <people_attribute> Set Up Compliant Cortana for Android Teams App </people_attribute>	search_people_attribute
1555	REMINDER	<start_time> 1555 </start_time>	create_single_reminder
send a mail to andrew that People Also Ask	EMAIL	send a <message_type> mail </message_type> to <contact_name> andrew </contact_name> that <message> People Also Ask </message>	send_email
open Product AI investments - FY19 xlsx by upadhyaya	FILES	open <file_keyword> Product AI investments - FY19 </file_keyword> <file_type> xlsx </file_type> by <contact_name> upadhyaya </contact_name>	file_open
find me GroupsvNextShipRoom_20200123 docx by venkata suman yaram	FILES	find me <file_keyword> GroupsvNextShipRoom_20200123 </file_keyword> <file_type> docx </file_type> by <contact_name> venkata suman yaram </contact_name>	file_search
100 pm	CALENDAR	<start_time> 100 pm </start_time>	create_calendar_entry
when was my last meeting with gaurav	CALENDAR	when was my <order_ref> last </order_ref> meeting with <contact_name> gaurav </contact_name>	find_calendar_when
docx by venkata about תוכניה ומפה	FILES	<file_type> docx </file_type> by <contact_name> venkata </contact_name> about <file_keyword> תוכניה ומפה </file_keyword>	file_search
add baking powder salt and Team Mobile Search - 3S dependency list to my baking list pancake list	NOTE	add <note_text> Team Mobile Search - 3S dependency list </note_text> and <note_text> Team Mobile Search - 3S dependency list </note_text> to my <title> baking </title> <data_type> list </data_type> <title> pancake </title> <data_type> list </data_type>	add_to_note
send email to craig that New Section 4	EMAIL	send <message_type> email </message_type> to <contact_name> craig </contact_name> that <message> New Section 4 </message>	send_email
find shwetambari mokadam Endpoints Table information	PEOPLE	find <contact_name> shwetambari mokadam </contact_name> <people_attribute> Endpoints Table </people_attribute> information	search_people_attribute
find jose General info	PEOPLE	find <contact_name> jose </contact_name> <people_attribute> General </people_attribute> info	search_people_attribute
add Spec for Accept-Decline my pancake list	NOTE	add <note_text> Spec for Accept-Decline </note_text> my <title> pancake </title> <data_type> list </data_type>	add_to_note
send an email to jose	EMAIL	send an <message_type> email </message_type> to <contact_name> jose </contact_name>	send_email
powerpoint deck on Dictate Punctuation - Translated Ranked List	FILES	<file_type> powerpoint deck </file_type> on <file_keyword> Dictate Punctuation - Translated Ranked List </file_keyword>	file_search
xlsx by ashuthosh upadhyaya called SubstratePartnerDiscussion_Cortana_2019Sep30	FILES	<file_type> xlsx </file_type> by <contact_name> ashuthosh upadhyaya </contact_name> called <file_name> SubstratePartnerDiscussion_Cortana_2019Sep30 </file_name>	file_search
open Beyondsoft-Resume 马楠 xlsx by ashuthosh	FILES	open <file_keyword> Beyondsoft-Resume 马楠 </file_keyword> <file_type> xlsx </file_type> by <contact_name> ashuthosh </contact_name>	file_open
yaram venkatas doc files shared with me	FILES	<contact_name> yaram venkata </contact_name> s <file_type> doc </file_type> files <file_action> shared </file_action> with <to_contact_name> me </to_contact_name>	file_search
find Client Network Resiliency Grading document	FILES	find <file_keyword> Client Network Resiliency Grading </file_keyword> document	file_search
twenty 2040	REMINDER	<start_date> twenty 2040 </start_date>	create_single_reminder
who knows about ml	PEOPLE	who knows about <skill_name> ml </skill_name>	search_people_by_attribute
what is UWP Skill roundup - Privacy Security Compliance tracking of dexter	PEOPLE	what is <people_attribute> UWP Skill roundup - Privacy Security Compliance tracking </people_attribute> of <contact_name> dexter </contact_name>	search_people_attribute
send mail to satya that Cortana Experience Overview - Offsite	EMAIL	send <message_type> mail </message_type> to <contact_name> satya </contact_name> that <message> Cortana Experience Overview - Offsite </message>	send_email
open Substrate Overview excel by upadhyaya	FILES	open <file_keyword> Substrate Overview </file_keyword> <file_type> excel </file_type> by <contact_name> upadhyaya </contact_name>	file_open
remind me to PeopleSearchInTeams at 700 pm	REMINDER	remind me to <reminder_text> PeopleSearchInTeams </reminder_text> at <start_time> 700 pm </start_time>	create_single_reminder
sven arne gylterud	PEOPLE	<contact_name> sven arne gylterud </contact_name>	search_people_by_name
can you find LU enablement of S+A NL search scenarios - V2 document by usman	FILES	can you find <file_keyword> LU enablement of S+A NL search scenarios - V2 </file_keyword> document by <contact_name> usman </contact_name>	file_search
can you book a meeting with multiple participants	CALENDAR	can you book a meeting with multiple participants	create_calendar_entry
200 pm tuesday	CALENDAR	<start_time> 200 pm </start_time> <start_date> tuesday </start_date>	create_calendar_entry
what is beryls AlternationsWithQuestionsAndAnswers	PEOPLE	what is <contact_name> beryl </contact_name> s <people_attribute> AlternationsWithQuestionsAndAnswers </people_attribute>	search_people_attribute
where is dwights CompetitorStudyforNLIntentService	PEOPLE	where is <contact_name> dwight </contact_name> s <people_attribute> CompetitorStudyforNLIntentService </people_attribute>	search_people_attribute
email beryl Analyzing Experiments - Advanced	EMAIL	email <contact_name> beryl </contact_name> <message> Analyzing Experiments - Advanced </message>	send_email
send an email to beryl that Product AI Investments Final list - FY19	EMAIL	send an <message_type> email </message_type> to <contact_name> beryl </contact_name> that <message> Product AI Investments Final list - FY19 </message>	send_email
SAP - M365 Core Manganese Review - 2019-12 file shared by vivek	FILES	<file_keyword> SAP - M365 Core Manganese Review - 2019-12 </file_keyword> file <file_action> shared </file_action> by <contact_name> vivek </contact_name>	file_search
mail satya	EMAIL	mail <contact_name> satya </contact_name>	send_email
docx by venkata suman yaram	FILES	<file_type> docx </file_type> by <contact_name> venkata suman yaram </contact_name>	file_search
xls by upadhyaya named Compliant AI in M365 - Rajesh Review - 01-24-2020	FILES	<file_type> xls </file_type> by <contact_name> upadhyaya </contact_name> named <file_name> Compliant AI in M365 - Rajesh Review - 01-24-2020 </file_name>	file_search
join Introduction to MSAI 031819 tomorrow	CALENDAR	join <title> Introduction to MSAI 031819 </title> <start_date> tomorrow </start_date>	connect_to_meeting
open Communications Intelligence Manganese Planning word by yaram	FILES	open <file_keyword> Communications Intelligence Manganese Planning </file_keyword> <file_type> word </file_type> by <contact_name> yaram </contact_name>	file_open
what is shwetambari mokadams Cortana in Teams FAQ	PEOPLE	what is <contact_name> shwetambari mokadam </contact_name> s <people_attribute> Cortana in Teams FAQ </people_attribute>	search_people_attribute
nidhi send_message	CALENDAR	<contact_name> nidhi </contact_name> <title> send_message </title>	find_calendar_entry
set up a meeting with vanshika to Nov -Dec update	CALENDAR	set up a meeting with <contact_name> vanshika </contact_name> to <title> Nov -Dec update </title>	create_calendar_entry
xlsx by ashuthosh named Highlights extraction from meeting transcript - Jan 20	FILES	<file_type> xlsx </file_type> by <contact_name> ashuthosh </contact_name> named <file_name> Highlights extraction from meeting transcript - Jan 20 </file_name>	file_search
when is calendar Presentation Skills Workshop	CALENDAR	when is calendar <title> Presentation Skills Workshop </title>	find_calendar_when
doc modified by yaram venkata	FILES	<file_type> doc </file_type> <file_action> modified </file_action> by <contact_name> yaram venkata </contact_name>	file_search
can you show me richs Voice Skills BVT Manual Test Cases (Core)	PEOPLE	can you show me <contact_name> rich </contact_name> s <people_attribute> Voice Skills BVT Manual Test Cases (Core) </people_attribute>	search_people_attribute
make Flyer-20331-58th-LN-NE-Kenmore-WA-98028 with kalyan	CALENDAR	make <title> Flyer-20331-58th-LN-NE-Kenmore-WA-98028 </title> with <contact_name> kalyan </contact_name>	create_calendar_entry
send a mail to nitin that Enteprise QF	EMAIL	send a <message_type> mail </message_type> to <contact_name> nitin </contact_name> that <message> Enteprise QF </message>	send_email
whats jons Cortana on Windows December Update	PEOPLE	whats <contact_name> jon </contact_name> s <people_attribute> Cortana on Windows December Update </people_attribute>	search_people_attribute
mail craig	EMAIL	mail <contact_name> craig </contact_name>	send_email
reschedule Extended logging support for MSFT employees for 830 am two	CALENDAR	reschedule <title> Extended logging support for MSFT employees </title> for <original_start_time> 830 am </original_start_time> two	change_calendar_entry
when is my next Contract Deal Owner Responsibilities with vijay	CALENDAR	when is my <start_time> next </start_time> <title> Contract Deal Owner Responsibilities </title> with <contact_name> vijay </contact_name>	find_calendar_when
Cortana Deprecations Tracker xls by upadhyay	FILES	<file_keyword> Cortana Deprecations Tracker </file_keyword> <file_type> xls </file_type> by <contact_name> upadhyay </contact_name>	file_search
docx named Cortana UWP app - skill readiness	FILES	<file_type> docx </file_type> named <file_name> Cortana UWP app - skill readiness </file_name>	file_search
remind me to Overview_AzureCompliance_Tracker_Current at today at 3230 pm	REMINDER	remind me to <reminder_text> Overview_AzureCompliance_Tracker_Current </reminder_text> at <start_date> today </start_date> at <start_time> 3230 pm </start_time>	create_single_reminder
chats about FHL-Fix with no attachments	TEAMSMESSAGE	chats about <keyword> FHL-Fix </keyword> with <no_attachment> no attachments </no_attachment>	search_message
find my Jatayu Rock and Water Park  - Adventue Activities_ files	FILES	find <contact_name> my </contact_name> <file_keyword> Jatayu Rock and Water Park  - Adventue Activities_ </file_keyword> files	file_search
whats 20200204_24h for diego	PEOPLE	whats <people_attribute> 20200204_24h </people_attribute> for <contact_name> diego </contact_name>	search_people_attribute
find Alerts xls	FILES	find <file_keyword> Alerts </file_keyword> <file_type> xls </file_type>	file_search
am i free in 23 mins	CALENDAR	am <relationship_name> i </relationship_name> <availability> free </availability> <start_time> in 23 mins </start_time>	check_availability
when was my last meeting with allison	CALENDAR	when was my <order_ref> last </order_ref> meeting with <contact_name> allison </contact_name>	find_calendar_when
cancel my Android Core skills+Extras 14th Jan meeting	CALENDAR	cancel my <title> Android Core skills+Extras 14th Jan </title> meeting	delete_calendar_entry
add Visual Disc Concept_April2019 to my personal work list	NOTE	add <note_text> Visual Disc Concept_April2019 </note_text> to my <title> personal work </title> <data_type> list </data_type>	add_to_note
xls by upadhyaya about Deprecation Deck v2	FILES	<file_type> xls </file_type> by <contact_name> upadhyaya </contact_name> about <file_keyword> Deprecation Deck v2 </file_keyword>	file_search
show Meetings - Capture and Share Feedback excel	FILES	show <file_keyword> Meetings - Capture and Share Feedback </file_keyword> <file_type> excel </file_type>	file_search
send a note to allison PM	EMAIL	send a <message_type> note </message_type> to <contact_name> allison </contact_name> <message> PM </message>	send_email
send a mail to allison that Coronavirus Outbreak - ERT List (during CNY)	EMAIL	send a <message_type> mail </message_type> to <contact_name> allison </contact_name> that <message> Coronavirus Outbreak - ERT List (during CNY) </message>	send_email
find katrina	PEOPLE	find <contact_name> katrina </contact_name>	search_people_by_name
what is jasons S+A OM focused Shiproom 01142020	PEOPLE	what is <contact_name> jason </contact_name> s <people_attribute> S+A OM focused Shiproom 01142020 </people_attribute>	search_people_attribute
open Mobile shiproom - Q2 xlsx	FILES	open <file_keyword> Mobile shiproom - Q2 </file_keyword> <file_type> xlsx </file_type>	file_open
docx by suman venkata about Communication and Collaboration - Post Wave 1	FILES	<file_type> docx </file_type> by <contact_name> suman venkata </contact_name> about <file_keyword> Communication and Collaboration - Post Wave 1 </file_keyword>	file_search
open Cortana_Assistance_RajeshMPR_Jan2020_Deck spreadsheet	FILES	open <file_keyword> Cortana_Assistance_RajeshMPR_Jan2020_Deck </file_keyword> <file_type> spreadsheet </file_type>	file_open
files from maggie	FILES	files from <contact_name> maggie </contact_name>	file_search
yarams docx files shared with me	FILES	<contact_name> yaram </contact_name> s <file_type> docx </file_type> files <file_action> shared </file_action> with <to_contact_name> me </to_contact_name>	file_search
open SM FY20 _ full context document by yaram	FILES	open <file_keyword> SM FY20 _ full context </file_keyword> document by <contact_name> yaram </contact_name>	file_open
find me Jim-MSAI excel by ashuthosh upadhyaya	FILES	find me <file_keyword> Jim-MSAI </file_keyword> <file_type> excel </file_type> by <contact_name> ashuthosh upadhyaya </contact_name>	file_search
remind me to MLADS2019Link on sunday	REMINDER	remind me to <reminder_text> MLADS2019Link </reminder_text> on <start_date> sunday </start_date>	create_single_reminder
what is yvonnes G+E 2019-01-29	PEOPLE	what is <contact_name> yvonne </contact_name> s <people_attribute> G+E 2019-01-29 </people_attribute>	search_people_attribute
shwetambari mokadam 1_捐助物资要求以及常见问题汇总	PEOPLE	<contact_name> shwetambari mokadam </contact_name> <people_attribute> 1_捐助物资要求以及常见问题汇总 </people_attribute>	search_people_attribute
send mail to allison that 10_26	EMAIL	send <message_type> mail </message_type> to <contact_name> allison </contact_name> that <message> 10_26 </message>	send_email
open kusto lecture xls by ashuthosh upadhyaya	FILES	open <file_keyword> kusto lecture </file_keyword> <file_type> xls </file_type> by <contact_name> ashuthosh upadhyaya </contact_name>	file_open
remind me to Consumer Group at 700 pm	REMINDER	remind me to <reminder_text> Consumer Group </reminder_text> at <start_time> 700 pm </start_time>	create_single_reminder
Spring2020-MLADS-Reviewers meeting	CALENDAR	<title> Spring2020-MLADS-Reviewers </title> meeting	find_calendar_entry
dwight krugers Microsoft Search User Job Framework	PEOPLE	<contact_name> dwight kruger </contact_name> s <people_attribute> Microsoft Search User Job Framework </people_attribute>	search_people_attribute
reminder to reference(12) at 600 pm	REMINDER	reminder to <reminder_text> reference(12) </reminder_text> at <start_time> 600 pm </start_time>	create_single_reminder
what is jasons Calendar Service Work Tracking	PEOPLE	what is <contact_name> jason </contact_name> s <people_attribute> Calendar Service Work Tracking </people_attribute>	search_people_attribute
open Substrate Perf Shiproom - 2020-1-08 word by venkata	FILES	open <file_keyword> Substrate Perf Shiproom - 2020-1-08 </file_keyword> <file_type> word </file_type> by <contact_name> venkata </contact_name>	file_open
what is richs LU Brownbag v1	PEOPLE	what is <contact_name> rich </contact_name> s <people_attribute> LU Brownbag v1 </people_attribute>	search_people_attribute
send an email to beryl that LU enablement of S+A NL search scenarios - V2	EMAIL	send an <message_type> email </message_type> to <contact_name> beryl </contact_name> that <message> LU enablement of S+A NL search scenarios - V2 </message>	send_email
where is sundars MTIS Overview	PEOPLE	where is <contact_name> sundar </contact_name> s <people_attribute> MTIS Overview </people_attribute>	search_people_attribute
docx by suman about Calendar Schedule Time skill-FY20H1	FILES	<file_type> docx </file_type> by <contact_name> suman </contact_name> about <file_keyword> Calendar Schedule Time skill-FY20H1 </file_keyword>	file_search
can you find LanguageFactory docx by suman venkata	FILES	can you find <file_keyword> LanguageFactory </file_keyword> <file_type> docx </file_type> by <contact_name> suman venkata </contact_name>	file_search
send mail to perry that Lens Jump Start	EMAIL	send <message_type> mail </message_type> to <contact_name> perry </contact_name> that <message> Lens Jump Start </message>	send_email
what is jose M365 Search - 3S Instrumentation - Client Contracts	PEOPLE	what is <contact_name> jose </contact_name> <people_attribute> M365 Search - 3S Instrumentation - Client Contracts </people_attribute>	search_people_attribute
where is my next Cortana in Teams - Working Session - 2020-01-20 meeting with tony	CALENDAR	where is my <start_time> next </start_time> <title> Cortana in Teams - Working Session - 2020-01-20 </title> meeting with <contact_name> tony </contact_name>	find_calendar_where
what is Spring2020-MLADS-Reviewers for allison	PEOPLE	what is <people_attribute> Spring2020-MLADS-Reviewers </people_attribute> for <contact_name> allison </contact_name>	search_people_attribute
remind me to PELS Shiproom everyday at 900 pm	REMINDER	remind me to <reminder_text> PELS Shiproom </reminder_text> <start_date> everyday </start_date> at <start_time> 900 pm </start_time>	create_single_reminder
email ashok	EMAIL	email <contact_name> ashok </contact_name>	send_email
docx by yaram called Performance Data	FILES	<file_type> docx </file_type> by <contact_name> yaram </contact_name> called <file_name> Performance Data </file_name>	file_search
xlsx upadhyaya shared about S+A Platform updates for UXO and Speech - 3Feb2020	FILES	<file_type> xlsx </file_type> <contact_name> upadhyaya </contact_name> <file_action> shared </file_action> about <file_keyword> S+A Platform updates for UXO and Speech - 3Feb2020 </file_keyword>	file_search
send a mail to andrew that Overview_AzureCompliance_Tracker_Current	EMAIL	send a <message_type> mail </message_type> to <contact_name> andrew </contact_name> that <message> Overview_AzureCompliance_Tracker_Current </message>	send_email
what is dexters Cortana PM intern home assignment - Elad Ben Arie	PEOPLE	what is <contact_name> dexter </contact_name> s <people_attribute> Cortana PM intern home assignment - Elad Ben Arie </people_attribute>	search_people_attribute
who is my l4 manager	PEOPLE	who is my <relationship_name> l4 manager </relationship_name>	search_people_by_attribute
send an email to craig that Flight reviews	EMAIL	send an <message_type> email </message_type> to <contact_name> craig </contact_name> that <message> Flight reviews </message>	send_email
can you find ~$rtana in Group concept study plan word by venkata	FILES	can you find <file_keyword> ~$rtana in Group concept study plan </file_keyword> <file_type> word </file_type> by <contact_name> venkata </contact_name>	file_search
yarams files	FILES	<contact_name> yaram </contact_name> s files	file_search
what are sumits working SDF2MSIT_Bugbash	PEOPLE	what are <contact_name> sumit </contact_name> s <attribute_type> working </attribute_type> <people_attribute> SDF2MSIT_Bugbash </people_attribute>	search_people_attribute
schedule for MM Shiproom Special Topics Schedule	CALENDAR	schedule for <title> MM Shiproom Special Topics Schedule </title>	find_calendar_entry
send a note to andrew FY20 Q3 OKRs - Ian's Team	EMAIL	send a <message_type> note </message_type> to <contact_name> andrew </contact_name> <message> FY20 Q3 OKRs - Ian's Team </message>	send_email
document suman venkata shared about Cortana in Teams R2 Weekly Shiproom	FILES	document <contact_name> suman venkata </contact_name> <file_action> shared </file_action> about <file_keyword> Cortana in Teams R2 Weekly Shiproom </file_keyword>	file_search
can you find Microsoft Search User Job Framework document by yaram venkata	FILES	can you find <file_keyword> Microsoft Search User Job Framework </file_keyword> document by <contact_name> yaram venkata </contact_name>	file_search
find MA_ContextualModel xls by upadhyaya	FILES	find <file_keyword> MA_ContextualModel </file_keyword> <file_type> xls </file_type> by <contact_name> upadhyaya </contact_name>	file_search
excel modified by upadhyaya	FILES	<file_type> excel </file_type> <file_action> modified </file_action> by <contact_name> upadhyaya </contact_name>	file_search
when is my Dev Monthly Plan appointment	CALENDAR	when is my <title> Dev Monthly Plan </title> appointment	find_calendar_when
ashuthoshs excel files shared with me	FILES	<contact_name> ashuthosh </contact_name> s <file_type> excel </file_type> files <file_action> shared </file_action> with <to_contact_name> me </to_contact_name>	file_search
delete Perf Dependencies &amp; Contracts meeting for tomorrow	CALENDAR	delete <title> Perf Dependencies &amp; Contracts </title> meeting for <start_date> tomorrow </start_date>	delete_calendar_entry
delete this saturdays event MM Team Shiproom New Format at 200 pm	CALENDAR	delete <start_date> this saturday </start_date> s event <title> MM Team Shiproom New Format </title> at <start_time> 200 pm </start_time>	delete_calendar_entry
docx by suman venkata about GRC Review Office Hours Sign-Up Sheet	FILES	<file_type> docx </file_type> by <contact_name> suman venkata </contact_name> about <file_keyword> GRC Review Office Hours Sign-Up Sheet </file_keyword>	file_search
meetings with jennifer	CALENDAR	meetings with <contact_name> jennifer </contact_name>	find_calendar_entry
can you fin GAPON_SPO_Sites_VM02_Output.SiteCollectionReport.16Jan2020-181101 word by yaram venkata	FILES	can you fin <file_keyword> GAPON_SPO_Sites_VM02_Output.SiteCollectionReport.16Jan2020-181101 </file_keyword> <file_type> word </file_type> by <contact_name> yaram venkata </contact_name>	file_search
when is my Running Feature Rollouts with kalyan	CALENDAR	when is my <title> Running Feature Rollouts </title> with <contact_name> kalyan </contact_name>	find_calendar_when
New Section 1 2 document	FILES	<file_keyword> New Section 1 2 </file_keyword> document	file_search
my next Cortana on Windows January 2020 Working Session meeting	CALENDAR	my <start_time> next </start_time> <title> Cortana on Windows January 2020 Working Session </title> meeting	find_calendar_entry
find me SIGS Architecture Discussion docx by venkata	FILES	find me <file_keyword> SIGS Architecture Discussion </file_keyword> <file_type> docx </file_type> by <contact_name> venkata </contact_name>	file_search
doc yaram venkata shared about Substrate Perf Shiproom - 2020-1-08	FILES	<file_type> doc </file_type> <contact_name> yaram venkata </contact_name> <file_action> shared </file_action> about <file_keyword> Substrate Perf Shiproom - 2020-1-08 </file_keyword>	file_search
S+A OM focused Shiproom 02042020 excel	FILES	<file_keyword> S+A OM focused Shiproom 02042020 </file_keyword> <file_type> excel </file_type>	file_search
ashoks Set up Cortana for Gmail account	PEOPLE	<contact_name> ashok </contact_name> s <people_attribute> Set up Cortana for Gmail account </people_attribute>	search_people_attribute
find me VST AA Onboard word by suman venkata	FILES	find me <file_keyword> VST AA Onboard </file_keyword> <file_type> word </file_type> by <contact_name> suman venkata </contact_name>	file_search
what is shumans Teams Insight	PEOPLE	what is <contact_name> shuman </contact_name> s <people_attribute> Teams Insight </people_attribute>	search_people_attribute
remind me to Read Act Compose Framing 10 days from now at 1000 pm	REMINDER	remind me to <reminder_text> Read Act Compose Framing </reminder_text> <start_date> 10 days from now </start_date> at <start_time> 1000 pm </start_time>	create_single_reminder
what is harriss 后端接口分配	PEOPLE	what is <contact_name> harris </contact_name> s <people_attribute> 后端接口分配 </people_attribute>	search_people_attribute
add Voice Skills BVT Manual Test Cases (Core) to my packing list	NOTE	add <note_text> Voice Skills BVT Manual Test Cases (Core) </note_text> to my <title> packing </title> <data_type> list </data_type>	add_to_note
can you try to help me find word S+A OM focused Shiproom 01212020 in this email i have open	EMAIL	can you try to help me find word <keyword> S+A OM focused Shiproom 01212020 </keyword> in this <message_type> email </message_type> i have open	search_email
remind me to talk to bala tonight Consuming new Hx API to power People Search through 3S	REMINDER	remind me to <reminder_text> Consuming new Hx API to power People Search through 3S </reminder_text> <start_time> tonight </start_time> <reminder_text> Consuming new Hx API to power People Search through 3S </reminder_text>	create_single_reminder
change name to 2019-11-20到2019-12-30请假统计	CALENDAR	change name to <title> 2019-11-20到2019-12-30请假统计 </title>	create_calendar_entry
what is shumans Nov -Dec update	PEOPLE	what is <contact_name> shuman </contact_name> s <people_attribute> Nov -Dec update </people_attribute>	search_people_attribute
send an email to rajesh that Running Feature Rollouts	EMAIL	send an <message_type> email </message_type> to <contact_name> rajesh </contact_name> that <message> Running Feature Rollouts </message>	send_email
document by yaram venkata called Designers	FILES	document by <contact_name> yaram venkata </contact_name> called <file_name> Designers </file_name>	file_search
docx by suman named Enterprise Data Taxonomy (Asset Classification Standard)	FILES	<file_type> docx </file_type> by <contact_name> suman </contact_name> named <file_name> Enterprise Data Taxonomy (Asset Classification Standard) </file_name>	file_search
remind me to Dev_Agility_And_RH_S2S_Weekly_Current on last friday of this month	REMINDER	remind me to <reminder_text> Dev_Agility_And_RH_S2S_Weekly_Current </reminder_text> on <start_date> last friday of this month </start_date>	create_single_reminder
spreadsheet ashuthosh shared	FILES	<file_type> spreadsheet </file_type> <contact_name> ashuthosh </contact_name> <file_action> shared </file_action>	file_search
venkatas files	FILES	<contact_name> venkata </contact_name> s files	file_search
what is chads FY21 Substrate Budget Planning	PEOPLE	what is <contact_name> chad </contact_name> s <people_attribute> FY21 Substrate Budget Planning </people_attribute>	search_people_attribute
upadhyaya xls	FILES	<contact_name> upadhyaya </contact_name> <file_type> xls </file_type>	file_search
remind me at 130 that Search and Assistant in Outlook Mobile - Quarterly Plan Checkpoint - October 30th	REMINDER	remind me at <start_time> 130 </start_time> that <reminder_text> Search and Assistant in Outlook Mobile - Quarterly Plan Checkpoint - October 30th </reminder_text>	create_single_reminder
what is ashoks GRC Review Office Hours Sign-Up Sheet	PEOPLE	what is <contact_name> ashok </contact_name> aposs <people_attribute> GRC Review Office Hours Sign-Up Sheet </people_attribute>	search_people_attribute
send a note to chad Cortana IQ Managed Services SOW 2020 (update).docx	EMAIL	send a <message_type> note </message_type> to <contact_name> chad </contact_name> <message> Cortana IQ Managed Services SOW 2020 (update).docx </message>	send_email
excel ashuthosh shared about New Hire General App  - Facilitators Guide	FILES	<file_type> excel </file_type> <contact_name> ashuthosh </contact_name> <file_action> shared </file_action> about <file_keyword> New Hire General App  - Facilitators Guide </file_keyword>	file_search
what is shravan kumar chavas Steps to follow before writing bug with an example	PEOPLE	what is <contact_name> shravan kumar chava </contact_name> s <people_attribute> Steps to follow before writing bug with an example </people_attribute>	search_people_attribute
what is noels Latest_SERP_POR_2019_04_14	PEOPLE	what is <contact_name> noel </contact_name> s <people_attribute> Latest_SERP_POR_2019_04_14 </people_attribute>	search_people_attribute
when is APIs meeting	CALENDAR	when is <title> APIs </title> meeting	find_calendar_when
meeting some servers	CALENDAR	meeting some servers	find_calendar_entry
remove 02-06-2020 Calendar Answer in 3S - Full from my baking list	NOTE	remove <note_text> 02-06-2020 Calendar Answer in 3S - Full </note_text> from my <title> baking </title> <data_type> list </data_type>	delete_note_item
open my Food for special people file	FILES	open <contact_name> my </contact_name> <file_keyword> Food for special people </file_keyword> file	file_open
email nitin General	EMAIL	email <contact_name> nitin </contact_name> <message> General </message>	send_email
