MessageText	JudgedDomain	JudgedConstraints	JudgedIntent
there is some attachments to this files	EMAILSEARCH	there is some <attachment> attachments </attachment> to this  files 	search_email
attachments from preceding month	EMAILSEARCH	<attachment> attachments </attachment> from <start_date> preceding month </start_date>	search_email
attachments in my files	EMAILSEARCH	<attachment> attachments </attachment> in my  files 	search_email
files with attachments from month of february	EMAILSEARCH	 files  with <attachment> attachments </attachment> from <start_date> month of february </start_date>	search_email
files to lara with attachment	EMAILSEARCH	 files  to <contact_name_to> lara </contact_name_to> with <attachment> attachment </attachment>	search_email
vstm attachment from dad	EMAILSEARCH	<attachment_type> vstm </attachment_type> <attachment> attachment </attachment> from <relationship_name_from> dad </relationship_name_from>	search_email
show me files from files with decks	EMAILSEARCH	show me  files  from  files  with <attachment_type> decks </attachment_type>	search_email
search for files to jim two months ago that had an attachment	EMAILSEARCH	search for  files  to <contact_name_to> jim </contact_name_to> <start_date> two months ago </start_date> that had an <attachment> attachment </attachment>	search_email
files from someone with attachment	EMAILSEARCH	 files  from someone with <attachment> attachment </attachment>	search_email
docx attachment from han zhang	EMAILSEARCH	<attachment_type> docx </attachment_type> <attachment> attachment </attachment> from <contact_name_from> han zhang </contact_name_from>	search_email
find onenote budget review attachment sent to liam jones	EMAILSEARCH	find <attachment_type> onenote </attachment_type> <keyword> budget review </keyword> <attachment> attachment </attachment> sent to <contact_name_to> liam jones </contact_name_to>	search_email
attachments in files from peter	EMAILSEARCH	<attachment> attachments </attachment> in  files  from <contact_name_from> peter </contact_name_from>	search_email
with attachment from ollie	EMAILSEARCH	with <attachment> attachment </attachment> from <contact_name_from> ollie </contact_name_from>	search_email
show me attachment ppts with tim	EMAILSEARCH	show me <attachment> attachment </attachment> <attachment_type> ppts </attachment_type> with <contact_name> tim </contact_name>	search_email
show me file from saku with attachments	EMAILSEARCH	show me  file  from <contact_name_from> saku </contact_name_from> with <attachment> attachments </attachment>	search_email
tracy has attachment	EMAILSEARCH	<contact_name> tracy </contact_name> has <attachment> attachment </attachment>	search_email
files sent from anna on march 18th with attachment	EMAILSEARCH	 files  sent from <contact_name_from> anna </contact_name_from> on <start_date> march 18th </start_date> with <attachment> attachment </attachment>	search_email
file containing attachments	EMAILSEARCH	 file  containing <attachment> attachments </attachment>	search_email
pull up all file that have an attachment	EMAILSEARCH	pull up all  file  that have an <attachment> attachment </attachment>	search_email
contain attachment	EMAILSEARCH	contain <attachment> attachment </attachment>	search_email
attachment in outbox	EMAILSEARCH	<attachment> attachment </attachment> in <destination_folder> outbox </destination_folder>	search_email
docs attachment from january	EMAILSEARCH	<attachment_type> docs </attachment_type> <attachment> attachment </attachment> from <start_date> january </start_date>	search_email
from john msg attachments	EMAILSEARCH	from <contact_name_from> john </contact_name_from> <attachment_type> msg </attachment_type> <attachment> attachments </attachment>	search_email
show me file from sonia with excel attachments	EMAILSEARCH	show me  file  from <contact_name_from> sonia </contact_name_from> with <attachment_type> excel </attachment_type> attachments	search_email
find file with resume attachments	EMAILSEARCH	find  file  with <keyword> resume </keyword> <attachment> attachments </attachment>	search_email
file with attachment from ben in last week	EMAILSEARCH	 file  with <attachment> attachment </attachment> from <contact_name_from> ben </contact_name_from> in <start_date> last week </start_date>	search_email
tax form file with pptx attachment	EMAILSEARCH	<keyword> tax form </keyword>  file  with <attachment_type> pptx </attachment_type> <attachment> attachment </attachment>	search_email
vstx attachment girls trip	EMAILSEARCH	<attachment_type> vstx </attachment_type> <attachment> attachment </attachment> <keyword> girls trip </keyword>	search_email
file from dwight kruger with documents attachments	EMAILSEARCH	 file  from <contact_name_from> dwight kruger </contact_name_from> with <attachment_type> documents </attachment_type> <attachment> attachments </attachment>	search_email
attachment power point from mingzhu	EMAILSEARCH	<attachment> attachment </attachment> <attachment_type> power point </attachment_type> from <contact_name_from> mingzhu </contact_name_from>	search_email
files from juniper to george with attachment from last week	EMAILSEARCH	 files  from <contact_name_from> juniper </contact_name_from> to <contact_name_to> george </contact_name_to> with <attachment> attachment </attachment> from <start_date> last week </start_date>	search_email
file received in february with an attachment	EMAILSEARCH	 file  received in <start_date> february </start_date> with an <attachment> attachment </attachment>	search_email
from liza attachment onenote	EMAILSEARCH	from <contact_name_from> liza </contact_name_from> <attachment> attachment </attachment> <attachment_type> onenote </attachment_type>	search_email
attachment with vcs	EMAILSEARCH	<attachment> attachment </attachment> with <attachment_type> vcs </attachment_type>	search_email
attachment in an files	EMAILSEARCH	<attachment> attachment </attachment> in an  files 	search_email
files from last year with attachment from cindy	EMAILSEARCH	 files  from <start_date> last year </start_date> with <attachment> attachment </attachment> from <contact_name_from> cindy </contact_name_from>	search_email
files with attachment from last june	EMAILSEARCH	 files  with <attachment> attachment </attachment> from <start_date> last june </start_date>	search_email
file with attachment on basketball	EMAILSEARCH	 file  with <attachment> attachment </attachment> on <keyword> basketball </keyword>	search_email
file from penny with dog vcs attachment from december	EMAILSEARCH	 file  from <contact_name_from> penny </contact_name_from> with <keyword> dog </keyword> <attachment_type> vcs </attachment_type> <attachment> attachment </attachment> from <start_date> december </start_date>	search_email
sundays file with attachment on park onenotes	EMAILSEARCH	<start_date> sunday </start_date> s  file  with <attachment> attachment </attachment> on <keyword> park </keyword> <attachment_type> onenotes </attachment_type>	search_email
files containing new edition blueprint attachment sent from jed	EMAILSEARCH	 files  containing <keyword> new edition blueprint </keyword> <attachment> attachment </attachment> sent from <contact_name_from> jed </contact_name_from>	search_email
file with attachment on scheduling	EMAILSEARCH	 file  with <attachment> attachment </attachment> on <keyword> scheduling </keyword>	search_email
search for files from thomas with an attachment	EMAILSEARCH	search for  files  from <contact_name_from> thomas </contact_name_from> with an <attachment> attachment </attachment>	search_email
photography club files with attachments sent from ben to ruth	EMAILSEARCH	<keyword> photography club </keyword>  files  with <attachment> attachments </attachment> sent from <contact_name_from> ben </contact_name_from> to <contact_name_to> ruth </contact_name_to>	search_email
files sent between july 2015 and june 2016 from mary to edith with attachments about mr pamuke	EMAILSEARCH	 files  sent between <start_date> july 2015 </start_date> and <end_date> june 2016 </end_date> from <contact_name_from> mary </contact_name_from> to <contact_name_to> edith </contact_name_to> with <attachment> attachments </attachment> about <keyword> mr pamuke </keyword>	search_email
view files with words attachments sent to amanda	EMAILSEARCH	view  files  with <attachment_type> words </attachment_type> <attachment> attachments </attachment> sent to <contact_name_to> amanda </contact_name_to>	search_email
recent file with attachments	EMAILSEARCH	<order_ref> recent </order_ref>  file  with <attachment> attachments </attachment>	search_email
show me file from malik with attachments	EMAILSEARCH	show me  file  from <contact_name_from> malik </contact_name_from> with <attachment> attachments </attachment>	search_email
look for file received from connor with a presentation attachment	EMAILSEARCH	look for  file  received from <contact_name_from> connor </contact_name_from> with a <attachment_type> presentation </attachment_type> <attachment> attachment </attachment>	search_email
sending some attachment from last night program	EMAILSEARCH	sending some <attachment> attachment </attachment> from <start_time> last night </start_time> <keyword> program </keyword>	search_email
files from ana with attachments	EMAILSEARCH	 files  from <contact_name_from> ana </contact_name_from> with <attachment> attachments </attachment>	search_email
files me information of birthday celebrate with some attachment	EMAILSEARCH	 files  me <keyword> information of birthday celebrate </keyword> with some <attachment> attachment </attachment>	search_email
files from anthony with attachment from september	EMAILSEARCH	 files  from <contact_name_from> anthony </contact_name_from> with <attachment> attachment </attachment> from <start_date> september </start_date>	search_email
to jim attachment presentationn	EMAILSEARCH	to <contact_name_to> jim </contact_name_to> <attachment> attachment </attachment> <keyword> presentationn </keyword>	search_email
attachments opened with received files	EMAILSEARCH	<attachment> attachments </attachment> opened with received  files 	search_email
files from joe pdf attachment	EMAILSEARCH	 files  from <contact_name_from> joe </contact_name_from> <attachment_type> pdf </attachment_type> <attachment> attachment </attachment>	search_email
tax form file with msg attachment	EMAILSEARCH	<keyword> tax form </keyword>  file  with <attachment_type> msg </attachment_type> <attachment> attachment </attachment>	search_email
files that has vdw attachments	EMAILSEARCH	 files  that has <attachment_type> vdw </attachment_type> <attachment> attachments </attachment>	search_email
files from greg to ellen with attachment about tigers	EMAILSEARCH	 files  from <contact_name_from> greg </contact_name_from> to <contact_name_to> ellen </contact_name_to> with <attachment> attachment </attachment> about <keyword> tigers </keyword>	search_email
look for messages with workbook attachments	EMAILSEARCH	look for messages with <attachment_type> workbook </attachment_type> <attachment> attachments </attachment>	search_email
office party file with attachment	EMAILSEARCH	<keyword> office party </keyword>  file  with <attachment> attachment </attachment>	search_email
file from jon hamaker with vssx attachments	EMAILSEARCH	 file  from <contact_name_from> jon hamaker </contact_name_from> with <attachment_type> vssx </attachment_type> <attachment> attachments </attachment>	search_email
mias files with tsv attachments	EMAILSEARCH	<contact_name> mia </contact_name> s  files  with <attachment_type> tsv </attachment_type> <attachment> attachments </attachment>	search_email
file received containing attachment	EMAILSEARCH	 file  received containing <attachment> attachment </attachment>	search_email
file with attachment between october and december	EMAILSEARCH	 file  with <attachment> attachment </attachment> between <start_date> october </start_date> and <end_date> december </end_date>	search_email
vsdx attachment from dad	EMAILSEARCH	<attachment_type> vsdx </attachment_type> <attachment> attachment </attachment> from <relationship_name_from> dad </relationship_name_from>	search_email
file with slide attachments	EMAILSEARCH	 file  with <attachment_type> slide </attachment_type> <attachment> attachments </attachment>	search_email
files with attachments from february 4th to may 6th about movies	EMAILSEARCH	 files  with <attachment> attachments </attachment> from <start_date> february 4th </start_date> to <end_date> may 6th </end_date> about <keyword> movies </keyword>	search_email
find msg budget review attachment sent to liam jones	EMAILSEARCH	find <attachment_type> msg </attachment_type> <keyword> budget review </keyword> <attachment> attachment </attachment> sent to <contact_name_to> liam jones </contact_name_to>	search_email
files from lizzie to sally re resignation with spreadsheets attachment	EMAILSEARCH	 files  from <contact_name_from> lizzie </contact_name_from> to <contact_name_to> sally </contact_name_to> re <keyword> resignation </keyword> with <attachment_type> spreadsheets </attachment_type> <attachment> attachment </attachment>	search_email
file from malik with attachments last week	EMAILSEARCH	 file  from <contact_name_from> malik </contact_name_from> with <attachment> attachments </attachment> <start_date> last week </start_date>	search_email
file from robert to cora re chamberlain visit with vcs attachments july 2015 to august 2015	EMAILSEARCH	 file  from <contact_name_from> robert </contact_name_from> to <contact_name_to> cora </contact_name_to> re <keyword> chamberlain visit </keyword> with <attachment_type> vcs </attachment_type> <attachment> attachments </attachment> <start_date> july 2015 </start_date> to <end_date> august 2015 </end_date>	search_email
excels attachment	EMAILSEARCH	<attachment_type> excels </attachment_type> <attachment> attachment </attachment>	search_email
files from john with tsv attachments	EMAILSEARCH	 files  from <contact_name_from> john </contact_name_from> with <attachment_type> tsv </attachment_type> <attachment> attachments </attachment>	search_email
find excel budget review attachment sent to liam jones	EMAILSEARCH	find <attachment_type> excel </attachment_type> <keyword> budget review </keyword> <attachment> attachment </attachment> sent to <contact_name_to> liam jones </contact_name_to>	search_email
files from quinn to jen with attachment	EMAILSEARCH	 files  from <contact_name_from> quinn </contact_name_from> to <contact_name_to> jen </contact_name_to> with <attachment> attachment </attachment>	search_email
file from ufcu with attachment mortgage statement	EMAILSEARCH	 file  from <contact_name_from> ufcu </contact_name_from> with <attachment> attachment </attachment> <keyword> mortgage statement </keyword>	search_email
powerpoints was included on attachment	EMAILSEARCH	<attachment_type> powerpoints </attachment_type> was included on <attachment> attachment </attachment>	search_email
show me attachment pdfs with tim	EMAILSEARCH	show me <attachment> attachment </attachment> <attachment_type> pdfs </attachment_type> with <contact_name> tim </contact_name>	search_email
open up files from bob with attachment	EMAILSEARCH	open up  files  from <contact_name_from> bob </contact_name_from> with <attachment> attachment </attachment>	search_email
cooking class file with attachments sent from angela between may 5 and may 20	EMAILSEARCH	<keyword> cooking class </keyword>  file  with <attachment> attachments </attachment> sent from <contact_name_from> angela </contact_name_from> between <start_date> may 5 </start_date> and <end_date> may 20 </end_date>	search_email
file from july with presentations attachments	EMAILSEARCH	 file  from <start_date> july </start_date> with <attachment_type> presentations </attachment_type> <attachment> attachments </attachment>	search_email
file received from sylvia with attachment	EMAILSEARCH	 file  received from <contact_name_from> sylvia </contact_name_from> with <attachment> attachment </attachment>	search_email
files from robert to cora with attachment	EMAILSEARCH	 files  from <contact_name_from> robert </contact_name_from> to <contact_name_to> cora </contact_name_to> with <attachment> attachment </attachment>	search_email
search for message from paul to riley with fall trip itinerary attachment	EMAILSEARCH	search for message from <contact_name_from> paul </contact_name_from> to <contact_name_to> riley </contact_name_to> with <keyword> fall trip itinerary </keyword> <attachment> attachment </attachment>	search_email
file from bob with attachments about party	EMAILSEARCH	 file  from <contact_name_from> bob </contact_name_from> with <attachment> attachments </attachment> about <keyword> party </keyword>	search_email
from malik with ppt attachment	EMAILSEARCH	from <contact_name_from> malik </contact_name_from> with <attachment_type> ppt </attachment_type> <attachment> attachment </attachment>	search_email
show me my recent files that have attachments linked	EMAILSEARCH	show me my <order_ref> recent </order_ref>  files  that have <attachment> attachments </attachment> linked	search_email
files with attachment about credit card receipts from brenda	EMAILSEARCH	 files  with <attachment> attachment </attachment> about <keyword> credit card receipts </keyword> from <contact_name_from> brenda </contact_name_from>	search_email
from lia pptx attachment	EMAILSEARCH	from <contact_name_from> lia </contact_name_from> <attachment_type> pptx </attachment_type> <attachment> attachment </attachment>	search_email
show me files with attachments from may	EMAILSEARCH	show me  files  with <attachment> attachments </attachment> from <start_date> may </start_date>	search_email
files stan sent me with some attachments	EMAILSEARCH	 files  <contact_name_from> stan </contact_name_from> sent me with some <attachment> attachments </attachment>	search_email
find attachment from christen slides	EMAILSEARCH	find <attachment> attachment </attachment> from <contact_name_from> christen </contact_name_from> <attachment_type> slides </attachment_type>	search_email
to gina with attachment png	EMAILSEARCH	to <contact_name_to> gina </contact_name_to> with <attachment> attachment </attachment> <attachment_type> png </attachment_type>	search_email
any files with attachments about movies dated in may	EMAILSEARCH	any  files  with <attachment> attachments </attachment> about <keyword> movies </keyword> dated in <start_date> may </start_date>	search_email
attachments in files	EMAILSEARCH	<attachment> attachments </attachment> in  files 	search_email
office party attachments from last tuesday	EMAILSEARCH	<keyword> office party </keyword> <attachment> attachments </attachment> from <start_date> last tuesday </start_date>	search_email
from cindy attachment spreadsheets	EMAILSEARCH	from <contact_name_from> cindy </contact_name_from> <attachment> attachment </attachment> <attachment_type> spreadsheets </attachment_type>	search_email
files on vacation with attachment	EMAILSEARCH	 files  on <keyword> vacation </keyword> with <attachment> attachment </attachment>	search_email
excel was included on attachment	EMAILSEARCH	<attachment_type> excel </attachment_type> was included on <attachment> attachment </attachment>	search_email
to jim attachment funny meme	EMAILSEARCH	to <contact_name_to> jim </contact_name_to> <attachment> attachment </attachment> <keyword> funny meme </keyword>	search_email
attachment to tulsi	EMAILSEARCH	<attachment> attachment </attachment> to <contact_name_to> tulsi </contact_name_to>	search_email
to john onenotes attachments	EMAILSEARCH	to <contact_name_to> john </contact_name_to> <attachment_type> onenotes </attachment_type> <attachment> attachments </attachment>	search_email
files with attachments please	EMAILSEARCH	 files  with <attachment> attachments </attachment> please	search_email
files from jo this week with attachment	EMAILSEARCH	 files  from <contact_name_from> jo </contact_name_from> <start_date> this week </start_date> with <attachment> attachment </attachment>	search_email
closing cost paper attachment	EMAILSEARCH	<keyword> closing cost paper </keyword> <attachment> attachment </attachment>	search_email
george files with attachment	EMAILSEARCH	<contact_name> george </contact_name>  files  with <attachment> attachment </attachment>	search_email
attachments to nancy	EMAILSEARCH	<attachment> attachments </attachment> to <contact_name_to> nancy </contact_name_to>	search_email
attachment file about math homework	EMAILSEARCH	<attachment> attachment </attachment>  file  about <keyword> math homework </keyword>	search_email
find jims file attachment	EMAILSEARCH	find <contact_name> jim </contact_name> s  file  <attachment> attachment </attachment>	search_email
files from july with excels attachments	EMAILSEARCH	 files  from <start_date> july </start_date> with <attachment_type> excels </attachment_type> <attachment> attachments </attachment>	search_email
find file for ppt attachments	EMAILSEARCH	find  file  for <attachment_type> ppt </attachment_type> <attachment> attachments </attachment>	search_email
show me file from jon with attachments last week	EMAILSEARCH	show me  file  from <contact_name_from> jon </contact_name_from> with <attachment> attachments </attachment> <start_date> last week </start_date>	search_email
attachment to pam	EMAILSEARCH	<attachment> attachment </attachment> to <contact_name_to> pam </contact_name_to>	search_email
i want to see files with attachments	EMAILSEARCH	i want to see  files  with <attachment> attachments </attachment>	search_email
file from yesterday with attachments	EMAILSEARCH	 file  from <start_date> yesterday </start_date> with <attachment> attachments </attachment>	search_email
i need to see my files with attachments	EMAILSEARCH	i need to see my  files  with <attachment> attachments </attachment>	search_email
file from john with office work attachment	EMAILSEARCH	 file  from <contact_name_from> john </contact_name_from> with <keyword> office work </keyword> <attachment> attachment </attachment>	search_email
look for files received from connor with a vstm attachment	EMAILSEARCH	look for  files  received from <contact_name_from> connor </contact_name_from> with a <attachment_type> vstm </attachment_type> <attachment> attachment </attachment>	search_email
files with an attachment	EMAILSEARCH	 files  with an <attachment> attachment </attachment>	search_email
some attachment was files ed to me	EMAILSEARCH	some <attachment> attachment </attachment> was  files  ed to me	search_email
files from susanne to nancy with attachment	EMAILSEARCH	 files  from <contact_name_from> susanne </contact_name_from> to <contact_name_to> nancy </contact_name_to> with <attachment> attachment </attachment>	search_email
files attachment from guillermo	EMAILSEARCH	 files  <attachment> attachment </attachment> from <contact_name_from> guillermo </contact_name_from>	search_email
file for march hiking trip with attachments	EMAILSEARCH	 file  for <keyword> march hiking trip </keyword> with <attachment> attachments </attachment>	search_email
file from lizzie to sally re resignation with pptx attachment	EMAILSEARCH	 file  from <contact_name_from> lizzie </contact_name_from> to <contact_name_to> sally </contact_name_to> re <keyword> resignation </keyword> with <attachment_type> pptx </attachment_type> <attachment> attachment </attachment>	search_email
attachment from work files	EMAILSEARCH	<attachment> attachment </attachment> from <keyword> work </keyword>  files 	search_email
file to david with attachments	EMAILSEARCH	 file  to <contact_name_to> david </contact_name_to> with <attachment> attachments </attachment>	search_email
april 2019 file with attachments	EMAILSEARCH	<start_date> april 2019 </start_date>  file  with <attachment> attachments </attachment>	search_email
files to john with attachment that i sent today	EMAILSEARCH	 files  to <contact_name_to> john </contact_name_to> with <attachment> attachment </attachment> that <contact_name> i </contact_name> sent <start_date> today </start_date>	search_email
find attachment from christen ppts	EMAILSEARCH	find <attachment> attachment </attachment> from <contact_name_from> christen </contact_name_from> <attachment_type> ppts </attachment_type>	search_email
files attachment from steve to jackie	EMAILSEARCH	 files  <attachment> attachment </attachment> from <contact_name_from> steve </contact_name_from> to <contact_name_to> jackie </contact_name_to>	search_email
files i got from jill with attachment	EMAILSEARCH	 files  i got from <contact_name_from> jill </contact_name_from> with <attachment> attachment </attachment>	search_email
poker file attachment	EMAILSEARCH	<keyword> poker </keyword>  file  <attachment> attachment </attachment>	search_email
attachment docx file	EMAILSEARCH	<attachment> attachment </attachment> <attachment_type> docx </attachment_type>  file 	search_email
file with youtube decks attachments between april and may	EMAILSEARCH	 file  with <keyword> youtube </keyword> <attachment_type> decks </attachment_type> <attachment> attachments </attachment> between <start_date> april </start_date> and <end_date> may </end_date>	search_email
excels sent attachments	EMAILSEARCH	<attachment_type> excels </attachment_type> sent <attachment> attachments </attachment>	search_email
vinces mail to me on february 22 2019 with attachments	EMAILSEARCH	<contact_name_from> vince </contact_name_from> s mail to <relationship_name_to> me </relationship_name_to> on <start_date> february 22 2019 </start_date> with <attachment> attachments </attachment>	search_email
which files contain csv attachments	EMAILSEARCH	which  files  contain <attachment_type> csv </attachment_type> <attachment> attachments </attachment>	search_email
file to sara with attachment	EMAILSEARCH	 file  to <contact_name_to> sara </contact_name_to> with <attachment> attachment </attachment>	search_email
project attachment	EMAILSEARCH	<keyword> project </keyword> <attachment> attachment </attachment>	search_email
files with png attachment	EMAILSEARCH	 files  with <attachment_type> png </attachment_type> <attachment> attachment </attachment>	search_email
recent attachments	EMAILSEARCH	<order_ref> recent </order_ref> <attachment> attachments </attachment>	search_email
file from this week with attachment	EMAILSEARCH	 file  from <start_date> this week </start_date> with <attachment> attachment </attachment>	search_email
find file from tony with attachment	EMAILSEARCH	find  file  from <contact_name_from> tony </contact_name_from> with <attachment> attachment </attachment>	search_email
large attachment	EMAILSEARCH	<emailsearch_other> large </emailsearch_other> <attachment> attachment </attachment>	search_email
attachment renovation file	EMAILSEARCH	<attachment> attachment </attachment> <keyword> renovation </keyword>  file 	search_email
show me any file with attachments	EMAILSEARCH	show me any  file  with <attachment> attachments </attachment>	search_email
file that contain attachments	EMAILSEARCH	 file  that contain <attachment> attachments </attachment>	search_email
provide results of sent files with attachments	EMAILSEARCH	provide results of <email_state> sent </email_state>  files  with <attachment> attachments </attachment>	search_email
from tim slide attachments	EMAILSEARCH	from <contact_name_from> tim </contact_name_from> <attachment_type> slide </attachment_type> <attachment> attachments </attachment>	search_email
find file with an attachment	EMAILSEARCH	find  file  with an <attachment> attachment </attachment>	search_email
files with attachment from october 2008	EMAILSEARCH	 files  with <attachment> attachment </attachment> from <start_date> october 2008 </start_date>	search_email
file that includes attachments	EMAILSEARCH	 file  that includes <attachment> attachments </attachment>	search_email
file from bob with an attachment	EMAILSEARCH	 file  from <contact_name_from> bob </contact_name_from> with an <attachment> attachment </attachment>	search_email
file from tom about telephone with attachment	EMAILSEARCH	 file  from <contact_name_from> tom </contact_name_from> about <keyword> telephone </keyword> with <attachment> attachment </attachment>	search_email
file with attachment in date range june to july 2019	EMAILSEARCH	 file  with <attachment> attachment </attachment> in date range <start_date> june </start_date> to <end_date> july 2019 </end_date>	search_email
files from march with attachment	EMAILSEARCH	 files  from <start_date> march </start_date> with <attachment> attachment </attachment>	search_email
homework attachment from dylan	EMAILSEARCH	<keyword> homework </keyword> <attachment> attachment </attachment> from <contact_name_from> dylan </contact_name_from>	search_email
attachment from mary anne sheets	EMAILSEARCH	<attachment> attachment </attachment> from <contact_name_from> mary anne </contact_name_from> <attachment_type> sheets </attachment_type>	search_email
tim with excel attachments	EMAILSEARCH	<contact_name> tim </contact_name> with <attachment_type> excel </attachment_type> <attachment> attachments </attachment>	search_email
file from joe with pdf attachment	EMAILSEARCH	 file  from <contact_name_from> joe </contact_name_from> with <attachment_type> pdf </attachment_type> <attachment> attachment </attachment>	search_email
butters sent me an attachment regarding tomorrows festivity	EMAILSEARCH	<contact_name_from> butters </contact_name_from> sent <relationship_name_to> me </relationship_name_to> an <attachment> attachment </attachment> regarding <keyword> tomorrows festivity </keyword>	search_email
birthday file containing attachment	EMAILSEARCH	<keyword> birthday </keyword>  file  containing <attachment> attachment </attachment>	search_email
onenotes attachments sent to jim	EMAILSEARCH	<attachment_type> onenotes </attachment_type> <attachment> attachments </attachment> sent to <contact_name_to> jim </contact_name_to>	search_email
look for messages with ppt attachments	EMAILSEARCH	look for messages with <attachment_type> ppt </attachment_type> <attachment> attachments </attachment>	search_email
attachment vssm from mingzhu	EMAILSEARCH	<attachment> attachment </attachment> <attachment_type> vssm </attachment_type> from <contact_name_from> mingzhu </contact_name_from>	search_email
file from june 1st to june 3rd with attachments	EMAILSEARCH	 file  from <start_date> june 1st </start_date> to <end_date> june 3rd </end_date> with <attachment> attachments </attachment>	search_email
vst attachment in files	EMAILSEARCH	<attachment_type> vst </attachment_type> <attachment> attachment </attachment> in  files 	search_email
files with attachment on dancing	EMAILSEARCH	 files  with <attachment> attachment </attachment> on <keyword> dancing </keyword>	search_email
files about big dig with attachment	EMAILSEARCH	 files  about <keyword> big dig </keyword> with <attachment> attachment </attachment>	search_email
attachments in files work workbook	EMAILSEARCH	<attachment> attachments </attachment> in  files  <keyword> work </keyword> <attachment_type> workbook </attachment_type>	search_email
look for files that have attachments	EMAILSEARCH	look for  files  that have <attachment> attachments </attachment>	search_email
let me see lauras files that has spec attachment	EMAILSEARCH	let me see <contact_name> laura </contact_name> s  files  that has <attachment_type> spec </attachment_type> <attachment> attachment </attachment>	search_email
files received in january with insurance attachment	EMAILSEARCH	 files  received in <start_date> january </start_date> with <keyword> insurance </keyword> <attachment> attachment </attachment>	search_email
look for file with attachments sent last week	EMAILSEARCH	look for  file  with <attachment> attachments </attachment> sent <start_date> last week </start_date>	search_email
pull up files with attachment	EMAILSEARCH	pull up  files  with <attachment> attachment </attachment>	search_email
file with attachment from lou from last friday	EMAILSEARCH	 file  with <attachment> attachment </attachment> from <contact_name_from> lou </contact_name_from> from <start_date> last friday </start_date>	search_email
decks attachment from goku	EMAILSEARCH	<attachment_type> decks </attachment_type> <attachment> attachment </attachment> from <contact_name_from> goku </contact_name_from>	search_email
locate files with data sweep attachment	EMAILSEARCH	locate  files  with <keyword> data sweep </keyword> <attachment> attachment </attachment>	search_email
xls attachments from lia	EMAILSEARCH	<attachment_type> xls </attachment_type> <attachment> attachments </attachment> from <contact_name_from> lia </contact_name_from>	search_email
funny cat documents attachment in files	EMAILSEARCH	<keyword> funny cat </keyword> <attachment_type> documents </attachment_type> <attachment> attachment </attachment> in  files 	search_email
sundays file with attachment on park spreadsheet	EMAILSEARCH	<start_date> sunday </start_date> s  file  with <attachment> attachment </attachment> on <keyword> park </keyword> <attachment_type> spreadsheet </attachment_type>	search_email
from susan to ruben with attachment	EMAILSEARCH	from <contact_name_from> susan </contact_name_from> to <contact_name_to> ruben </contact_name_to> with <attachment> attachment </attachment>	search_email
files from january to don with attachment vsdx	EMAILSEARCH	 files  from <start_date> january </start_date> to <contact_name_to> don </contact_name_to> with <attachment> attachment </attachment> <attachment_type> vsdx </attachment_type>	search_email
ppt attachments from last week	EMAILSEARCH	<attachment_type> ppt </attachment_type> <attachment> attachments </attachment> from <start_date> last week </start_date>	search_email
files from wife with attachment	EMAILSEARCH	 files  from <relationship_name_from> wife </relationship_name_from> with <attachment> attachment </attachment>	search_email
file with invoice attachments	EMAILSEARCH	 file  with <keyword> invoice </keyword> <attachment> attachments </attachment>	search_email
vdw attachments file	EMAILSEARCH	<attachment_type> vdw </attachment_type> <attachment> attachments </attachment>  file 	search_email
show files with word attachments from marie	EMAILSEARCH	show  files  with <attachment_type> word </attachment_type> <attachment> attachments </attachment> from <contact_name_from> marie </contact_name_from>	search_email
file from siri with attachments	EMAILSEARCH	 file  from <contact_name_from> siri </contact_name_from> with <attachment> attachments </attachment>	search_email
file from paul with vstx attachments	EMAILSEARCH	 file  from <contact_name_from> paul </contact_name_from> with <attachment_type> vstx </attachment_type> <attachment> attachments </attachment>	search_email
search for an files with an attachment sent by barb	EMAILSEARCH	search for an  files  with an <attachment> attachment </attachment> sent by <contact_name_from> barb </contact_name_from>	search_email
search for all files with doc attachments	EMAILSEARCH	search for <emailsearch_other> all </emailsearch_other>  files  with <attachment_type> doc </attachment_type> <attachment> attachments </attachment>	search_email
view file with tsv attachments sent to amanda	EMAILSEARCH	view  file  with <attachment_type> tsv </attachment_type> <attachment> attachments </attachment> sent to <contact_name_to> amanda </contact_name_to>	search_email
look up files from walter to vera with quarterly report attachment	EMAILSEARCH	look up  files  from <contact_name_from> walter </contact_name_from> to <contact_name_to> vera </contact_name_to> with <keyword> quarterly report </keyword> <attachment> attachment </attachment>	search_email
i need to see my files from december that have attachments	EMAILSEARCH	i need to see my  files  from <start_date> december </start_date> that have <attachment> attachments </attachment>	search_email
find davids file with attachment	EMAILSEARCH	find <contact_name> david </contact_name> s  file  with <attachment> attachment </attachment>	search_email
george file with attachment	EMAILSEARCH	<contact_name> george </contact_name>  file  with <attachment> attachment </attachment>	search_email
file with large attachments	EMAILSEARCH	 file  with <keyword> large </keyword> <attachment> attachments </attachment>	search_email
show me attachment vst with tim	EMAILSEARCH	show me <attachment> attachment </attachment> <attachment_type> vst </attachment_type> with <contact_name> tim </contact_name>	search_email
i need to see my file from tammy with photo attachments	EMAILSEARCH	i need to see my  file  from <contact_name_from> tammy </contact_name_from> with <attachment> photo attachments </attachment>	search_email
file with attachments from work	EMAILSEARCH	 file  with <attachment> attachments </attachment> from <relationship_name_from> work </relationship_name_from>	search_email
