TurnNumber	PreviousTurnIntent	query	intent	PreviousTurnDomain
0		sharefile with my meeting attendees in 10 pm on Wednesday	file_share	
0		sharefile with my 10 pm on Wednesday meeting participants	file_share	
0		Sharefile preview test plan document in voice skills stand up meeting attendees	file_share	
0		sharefile skills with mohit	file_share	
0		sharefile skills with mohit	file_share	
0		Sharefile most recently used in shiproom meeting	file_share	
0		sharefile with my meeting participants in 11AM	file_share	
0		sharefile with meeting 11AM	file_share	
0		Sharefile deployment timeline in shiproom chat	file_share	
0		Sharefile that of design sync meeting participants	file_share	
0		Sharefile preview test plan document using design sync meeting attendees	file_share	
0		Sharefile brownbag to design sync meeting	file_share	
0		sharefile with my conversation at 10 pm on Wednesday	file_share	
0		sharefile with my meeting attendees in 11AM	file_share	
0		Sharefile lt review with shiproom meeting participants	file_share	
0		sharefile with meeting 11AM	file_share	
0		Sharefile specs with Jay.	file_share	
0		sharefile with Jacob	file_share	
0		Sharefile that I created with this chat	file_share	
0		sharefile with alice	file_share	
0		Sharefile insurance of shiproom meeting participants	file_share	
0		sharefile with my chat in 10 pm on Wednesday	file_share	
0		Sharefile payroll with this meeting attendees	file_share	
0		sharefile with my meeting participants in 10 pm on Wednesday	file_share	
0		sharefile with my meeting attendees at 11AM	file_share	
0		sharefile with my meeting in tomorrow	file_share	
0		sharefile with my 10 pm on Wednesday meeting	file_share	
0		sharefile with my tomorrow meeting	file_share	
0		Sharefile LT review discussion to shiproom meeting participants	file_share	
0		sharefile with meeting participants 10 pm on Wednesday	file_share	
0		Sharefile LT review discussion with this meeting	file_share	
0		sharefile with my meeting attendees at 11AM	file_share	
0		Sharefile brownbag to shiproom conversation	file_share	
0		sharefile skills with mohit	file_share	
0		sharefile with roger	file_share	
0		sharefile with Jacob	file_share	
0		sharefile with meeting 11AM	file_share	
0		Sharefile most recently used using design sync chat	file_share	
0		Sharefile tax using design sync meeting participants	file_share	
0		Sharefile this to voice skills stand up meeting participants	file_share	
0		Sharefile brownbag to shiproom conversation	file_share	
0		sharefile specs with mohit	file_share	
0		Sharefile most recently used in shiproom meeting	file_share	
0		sharefile with meeting tomorrow	file_share	
0		sharefile skills with mohit	file_share	
0		sharefile skills with mohit	file_share	
0		sharefile with Anna Green	file_share	
0		sharefile with my conversation at next	file_share	
0		sharefile with Jacob	file_share	
0		sharefile with my 10 pm on Wednesday meeting participants	file_share	
0		sharefile with roger	file_share	
0		sharefile with chat tomorrow	file_share	
0		Sharefile LT review discussion with this meeting	file_share	
0		sharefile with my next meeting participants	file_share	
0		Sharefile that I created with shiproom conversation	file_share	
0		Sharefile deployment timeline of shiproom meeting attendees	file_share	
0		sharefile with meeting participants tomorrow	file_share	
0		Sharefile that I created in voice skills stand up meeting	file_share	
0		sharefile with my meeting attendees at 11AM	file_share	
0		sharefile with roger	file_share	
0		sharefile with my 10 pm on Wednesday meeting	file_share	
0		Sharefile sex with this chat.	file_share	
0		sharefile with my conversation at 10 pm on Wednesday	file_share	
0		sharefile with my meeting attendees in next	file_share	
0		Sharefile the in shiproom meeting attendees	file_share	
0		Sharefile that I created with shiproom conversation	file_share	
0		sharefile with my conversation at next	file_share	
0		Sharefile voice skills of this meeting	file_share	
0		sharefile with my meeting attendees at tomorrow	file_share	
0		Sharefile LT review discussion to voice skills stand up meeting	file_share	
0		Sharefile preview test plan document with design sync chat	file_share	
0		sharefile with my chat at tomorrow	file_share	
0		Sharefile that I created with this chat	file_share	
0		sharefile with roger	file_share	
0		Sharefile voice skills of this conversation	file_share	
0		sharefile with roger	file_share	
0		sharefile with my meeting attendees at 11AM	file_share	
0		Sharefile that I created in voice skills stand up meeting	file_share	
0		Sharefile preview test plan document in voice skills stand up meeting attendees	file_share	
0		Sharefile speaks with this chat.	file_share	
0		sharefile with my meeting participants in 10 pm on Wednesday	file_share	
0		Sharefile workplace using this chat	file_share	
0		sharefile with Anna Green	file_share	
0		sharefile with meeting 10 pm on Wednesday	file_share	
0		sharefile with conversation tomorrow	file_share	
0		sharefile with my tomorrow chat	file_share	
0		Sharefile with next meeting.	file_share	
0		Sharefile payroll using this conversation	file_share	
0		sharefile with my 10 pm on Wednesday meeting	file_share	
0		sharefile with my 11AM conversation	file_share	
0		sharefile with my meeting at tomorrow	file_share	
0		Sharefile payroll with this chat	file_share	
0		sharefile with chat 11AM	file_share	
0		Sharefile lt review with shiproom meeting participants	file_share	
0		sharefile with my 11AM meeting participants	file_share	
0		sharefile with meeting tomorrow	file_share	
0		sharefile with my 10 pm on Wednesday meeting	file_share	
0		Sharefile LT review discussion with this meeting	file_share	
0		sharefile with my conversation at tomorrow	file_share	
0		sharefile with my meeting attendees at 11AM	file_share	
0		sharefile with my meeting attendees at tomorrow	file_share	
0		Sharefile the of design sync chat	file_share	
0		sharefile with my meeting participants in 11AM	file_share	
0		sharefile with my meeting in 11AM	file_share	
0		Sharefile brownbag of design sync meeting attendees	file_share	
0		sharefile with my 10 pm on Wednesday meeting participants	file_share	
0		sharefile with my 11AM meeting participants	file_share	
0		sharefile with meeting attendees 11AM	file_share	
0		Sharefile speaks with this chat.	file_share	
0		sharefile skills with mohit	file_share	
0		sharefile with this chat	file_share	
0		Sharefile the to voice skills stand up meeting	file_share	
0		sharefile with my 11AM chat	file_share	
0		Sharefile this to voice skills stand up meeting participants	file_share	
0		sharefile skills with mohit	file_share	
0		sharefile skills with mohit	file_share	
0		sharefile with John	file_share	
0		Sharefile workplace using this chat	file_share	
0		sharefile with my 10 pm on Wednesday meeting	file_share	
0		sharefile with my meeting attendees in 10 pm on Wednesday	file_share	
0		sharefile with conversation 10 pm on Wednesday	file_share	
0		sharefile with my 11AM meeting participants	file_share	
0		sharefile with this chat	file_share	
0		sharefile with my 10 pm on Wednesday meeting participants	file_share	
0		Sharefile LT review discussion with this meeting	file_share	
0		Sharefile deployment timeline using this chat	file_share	
0		sharefile with meeting 11AM	file_share	
0		sharefile with my meeting participants in 11AM	file_share	
0		sharefile with my meeting participants in 11AM	file_share	
0		Sharefile sex with this chat.	file_share	
0		sharefile with my conversation at 11AM	file_share	
0		Sharefile LT review discussion in design sync meeting	file_share	
0		Sharefile lt review with shiproom meeting participants	file_share	
0		sharefile with roger	file_share	
0		sharefile with my tomorrow meeting	file_share	
0		sharefile with my 10 pm on Wednesday meeting	file_share	
0		sharefile with meeting participants 10 pm on Wednesday	file_share	
0		sharefile with roger	file_share	
0		Sharefile voice skills of this conversation	file_share	
0		sharefile with my meeting attendees at tomorrow	file_share	
0		sharefile with chat 10 pm on Wednesday	file_share	
0		Sharefile that I created to voice skills stand up chat	file_share	
0		Sharefile brownbag using this conversation	file_share	
0		sharefile skills with mohit	file_share	
0		Sharefile voice skills of this meeting attendees	file_share	
0		sharefile with meeting participants 10 pm on Wednesday	file_share	
0		Sharefile that I created to voice skills stand up chat	file_share	
0		sharefile with Jacob	file_share	
0		Sharefile speaks with this chat.	file_share	
0		sharefile with my chat in next	file_share	
0		Sharefile LT review discussion with this meeting	file_share	
0		sharefile with conversation 10 pm on Wednesday	file_share	
0		sharefile with my meeting attendees at next	file_share	
0		sharefile with John	file_share	
0		Sharefile specs with Jay.	file_share	
0		sharefile with my chat at tomorrow	file_share	
0		Sharefile payroll with shiproom meeting attendees	file_share	
0		sharefile with chat tomorrow	file_share	
0		sharefile with meeting 10 pm on Wednesday	file_share	
0		sharefile with my meeting participants in 10 pm on Wednesday	file_share	
0		sharefile with my conversation at 10 pm on Wednesday	file_share	
0		sharefile with meeting participants tomorrow	file_share	
0		sharefile with alice	file_share	
0		sharefile with my 11AM chat	file_share	
0		sharefile with my tomorrow meeting participants	file_share	
0		Sharefile lt review with this meeting attendees	file_share	
0		Sharefile most recently used to voice skills stand up meeting participants	file_share	
0		sharefile with my chat at tomorrow	file_share	
0		sharefile with Anna Green	file_share	
0		Sharefile deployment timeline of shiproom meeting attendees	file_share	
0		Sharefile workplace to this conversation	file_share	
0		Sharefile workplace to this conversation	file_share	
0		sharefile with alice	file_share	
0		Sharefile brownbag with design sync chat	file_share	
0		sharefile with my meeting attendees at 11AM	file_share	
0		Sharefile sex with this chat.	file_share	
0		sharefile with roger	file_share	
0		Sharefile that to design sync meeting participants	file_share	
0		Sharefile tax using design sync meeting participants	file_share	
0		sharefile with conversation 10 pm on Wednesday	file_share	
0		sharefile with Jacob	file_share	
0		sharefile with roger	file_share	
0		sharefile with my meeting attendees at tomorrow	file_share	
0		sharefile with conversation 10 pm on Wednesday	file_share	
0		sharefile with conversation 11AM	file_share	
0		Sharefile this to voice skills stand up meeting participants	file_share	
0		sharefile with my meeting attendees at tomorrow	file_share	
0		Sharefile the of design sync chat	file_share	
0		Sharefile specs with addictive.	file_share	
0		Sharefile that of shiproom chat	file_share	
0		sharefile with jay	file_share	
0		sharefile with my chat in 11AM	file_share	
0		Sharefile payroll with this chat	file_share	
0		Sharefile the of design sync chat	file_share	
0		Sharefile deployment timeline using this chat	file_share	
0		sharefile with meeting tomorrow	file_share	
0		Sharefile brownbag of design sync meeting attendees	file_share	
0		Sharefile most recently used using design sync chat	file_share	
0		Sharefile the of design sync chat	file_share	
0		Sharefile specs with next meeting.	file_share	
0		Sharefile that I created in voice skills stand up meeting attendees	file_share	
0		sharefile with Anna Green	file_share	
0		Sharefile that to design sync meeting participants	file_share	
0		sharefile with my 10 pm on Wednesday meeting participants	file_share	
0		sharefile with my meeting in 11AM	file_share	
0		sharefile with my meeting participants at 10 pm on Wednesday	file_share	
0		sharefile with conversation tomorrow	file_share	
0		sharefile with meeting tomorrow	file_share	
0		sharefile with meeting attendees tomorrow	file_share	
0		sharefile with my 11AM meeting participants	file_share	
0		sharefile with Jacob	file_share	
0		sharefile with John	file_share	
0		Sharefile brownbag to shiproom conversation	file_share	
0		sharefile with roger	file_share	
0		sharefile with my chat at tomorrow	file_share	
0		Sharefile that I created with design sync conversation	file_share	
0		sharefile with my meeting participants in tomorrow	file_share	
0		sharefile with my conversation at tomorrow	file_share	
0		sharefile with roger	file_share	
0		Sharefile preview test plan document with design sync chat	file_share	
0		Sharefile with next meeting.	file_share	
0		sharefile with conversation 10 pm on Wednesday	file_share	
0		Sharefile LT review discussion with this meeting	file_share	
0		Sharefile LT review discussion with this meeting	file_share	
0		sharefile specs with mohit	file_share	
0		sharefile with my meeting attendees in 10 pm on Wednesday	file_share	
0		sharefile with chat 10 pm on Wednesday	file_share	
0		sharefile with conversation tomorrow	file_share	
0		Sharefile with next meeting.	file_share	
0		sharefile with my tomorrow meeting attendees	file_share	
0		sharefile with my 10 pm on Wednesday meeting participants	file_share	
0		Sharefile specs with addictive.	file_share	
0		sharefile skills with mohit	file_share	
0		sharefile with my next meeting	file_share	
0		sharefile with my conversation at tomorrow	file_share	
0		sharefile with my conversation at tomorrow	file_share	
0		sharefile with Anna Green	file_share	
0		sharefile with my next meeting participants	file_share	
0		Sharefile specs with Jay.	file_share	
0		sharefile with Jacob	file_share	
0		Sharefile the in shiproom meeting attendees	file_share	
0		Sharefile LT review discussion in voice skills stand up meeting attendees	file_share	
0		sharefile with my conversation at next	file_share	
0		sharefile with my conversation at 11AM	file_share	
0		sharefile with my conversation at tomorrow	file_share	
0		Sharefile brownbag using this conversation	file_share	
0		sharefile with Jacob	file_share	
0		Sharefile brownbag using this conversation	file_share	
0		Sharefile brownbag using this conversation	file_share	
0		Sharefile sex with this chat.	file_share	
0		Sharefile workplace to this conversation	file_share	
0		Sharefile preview test plan document with design sync chat	file_share	
0		sharefile with conversation tomorrow	file_share	
0		sharefile with my meeting participants in 11AM	file_share	
0		sharefile with my 10 pm on Wednesday meeting	file_share	
0		sharefile with alice	file_share	
0		Sharefile payroll with this chat	file_share	
0		Sharefile the in shiproom meeting attendees	file_share	
0		sharefile with my meeting participants in 11AM	file_share	
0		Sharefile that to design sync meeting participants	file_share	
0		sharefile with chat 11AM	file_share	
0		Sharefile that I created with design sync conversation	file_share	
0		sharefile with my chat in next	file_share	
0		Sharefile deployment timeline using this chat	file_share	
0		sharefile skills with mohit	file_share	
0		sharefile with my tomorrow meeting	file_share	
0		sharefile with conversation 10 pm on Wednesday	file_share	
0		Sharefile the to voice skills stand up meeting	file_share	
0		sharefile with my conversation at 11AM	file_share	
0		Sharefile specs with next meeting.	file_share	
0		sharefile with meeting tomorrow	file_share	
0		sharefile with my meeting attendees in next	file_share	
0		sharefile with my 10 pm on Wednesday meeting participants	file_share	
0		Sharefile that I created in voice skills stand up meeting	file_share	
0		sharefile with my meeting participants in 11AM	file_share	
0		Sharefile this to voice skills stand up meeting participants	file_share	
0		Sharefile LT review discussion with this meeting	file_share	
0		sharefile with my meeting attendees at tomorrow	file_share	
0		Sharefile LT review discussion in design sync meeting	file_share	
0		sharefile with my meeting participants in 11AM	file_share	
0		sharefile with my tomorrow chat	file_share	
0		sharefile with Anna Green	file_share	
0		Sharefile that to design sync meeting participants	file_share	
0		sharefile with my conversation at tomorrow	file_share	
0		sharefile with my meeting attendees in 10 pm on Wednesday	file_share	
0		Sharefile tax in design sync chat	file_share	
0		sharefile with my chat in next	file_share	
0		Sharefile sex with this chat.	file_share	
0		Sharefile speaks with this chat.	file_share	
0		sharefile with my conversation at tomorrow	file_share	
0		Sharefile with next meeting.	file_share	
0		Sharefile deployment timeline of shiproom meeting attendees	file_share	
0		sharefile skills with mohit	file_share	
0		Sharefile sex with this chat.	file_share	
0		sharefile with my next meeting	file_share	
0		sharefile with my 10 pm on Wednesday meeting participants	file_share	
0		Sharefile preview test plan document using design sync meeting attendees	file_share	
0		Sharefile voice skills using this meeting	file_share	
0		sharefile with my meeting attendees in 10 pm on Wednesday	file_share	
0		sharefile with my 10 pm on Wednesday meeting	file_share	
0		Sharefile the to voice skills stand up meeting	file_share	
0		sharefile with my meeting participants at next	file_share	
0		Sharefile tax in design sync chat	file_share	
0		sharefile with conversation 10 pm on Wednesday	file_share	
0		Sharefile that I created with design sync conversation	file_share	
0		sharefile with Jacob	file_share	
0		sharefile with my conversation at 11AM	file_share	
0		Sharefile that I created in voice skills stand up meeting attendees	file_share	
0		Sharefile speaks with this chat.	file_share	
0		Sharefile preview test plan document in voice skills stand up meeting attendees	file_share	
0		sharefile with meeting attendees 11AM	file_share	
0		sharefile with conversation tomorrow	file_share	
0		sharefile with my meeting attendees in 11AM	file_share	
0		sharefile skills with mohit	file_share	
0		Sharefile most recently used using shiproom meeting participants	file_share	
0		Sharefile sex with this chat.	file_share	
0		sharefile with conversation tomorrow	file_share	
0		Sharefile the to voice skills stand up meeting	file_share	
0		sharefile skills with mohit	file_share	
0		sharefile with my chat at tomorrow	file_share	
0		Sharefile deployment timeline of shiproom meeting attendees	file_share	
0		Sharefile payroll with this meeting attendees	file_share	
0		Sharefile preview test plan document with design sync chat	file_share	
0		sharefile with my 10 pm on Wednesday meeting participants	file_share	
0		sharefile with Jacob	file_share	
0		sharefile with my chat in next	file_share	
0		sharefile with my meeting attendees in next	file_share	
0		sharefile with meeting tomorrow	file_share	
0		sharefile with my meeting attendees at next	file_share	
0		Sharefile that I created with this chat	file_share	
0		sharefile with my 11AM meeting participants	file_share	
0		sharefile with Jacob	file_share	
0		sharefile with John	file_share	
0		sharefile with my 11AM meeting participants	file_share	
0		sharefile with jay	file_share	
