intent_slot_only_1	an email	send_email	EMAIL	an <message_type>email</message_type>						
intent_slot_only_3238	i need to type a letter where do i go for that	send_email	EMAIL	i need to type a letter where do i go for that						
intent_slot_only_3239	i need you email somebody something	send_email	EMAIL	i need you <message_type>email</message_type> somebody something						
intent_slot_only_3240	i wanna send a email how do i do it	send_email	EMAIL	i wanna send a <message_type>email</message_type> how do i do it						
intent_slot_only_3241	i wanna type a letter what do i do	send_email	EMAIL	i wanna type a letter what do i do						
intent_slot_only_3242	i want to compose a email	send_email	EMAIL	i want to compose a <message_type>email</message_type>						
intent_slot_only_3243	i want to write a mail	send_email	EMAIL	i want to write a <message_type>mail</message_type>						
intent_slot_only_3244	i would like to check on my email	email_other	EMAIL	i would like to check on my <message_type>email</message_type>						
intent_slot_only_3245	i'm trying to find engineer drawings in my emails	email_other	EMAIL	i&apos;m trying to find engineer drawings in my <message_type>emails</message_type>						
intent_slot_only_3246	is there mail today	email_other	EMAIL	is there <message_type>mail</message_type> today?						
intent_slot_only_3247	is there mail today	email_other	EMAIL	is there <message_type>mail</message_type> today?						
intent_slot_only_3248	letter from employee stating last day of work	email_other	EMAIL	letter from employee stating <message>last day of work</message>						
intent_slot_only_3249	mail to henry smith	send_email	EMAIL	mail to <contact_name>henry smith</contact_name>						
intent_slot_only_3250	mails	email_other	EMAIL	<message_type>mails</message_type>						
intent_slot_only_3251	me the last email you got from this man	email_other	EMAIL	me the last <message_type>email</message_type> you got from this man						
intent_slot_only_3252	my dick catch up on my emails	email_other	EMAIL	my dick catch up on my <message_type>emails</message_type>						
intent_slot_only_3253	my email	email_other	EMAIL	my <message_type>email</message_type>						
intent_slot_only_3254	my email	email_other	EMAIL	my <message_type>email</message_type>						
intent_slot_only_3255	my email	email_other	EMAIL	my <message_type>email</message_type>						
intent_slot_only_3256	my email	email_other	EMAIL	my <message_type>email</message_type>						
intent_slot_only_3257	my gmail	email_other	EMAIL	my gmail						
intent_slot_only_3258	my gmail	email_other	EMAIL	my gmail						
intent_slot_only_3259	my gmail	email_other	EMAIL	my gmail						
intent_slot_only_3260	my yahoo mail	email_other	EMAIL	my yahoo <message_type>mail</message_type>						
intent_slot_only_3261	my yahoo mail	email_other	EMAIL	my yahoo <message_type>mail</message_type>						
intent_slot_only_3262	my yahoo mail	email_other	EMAIL	my yahoo <message_type>mail</message_type>						
intent_slot_only_3263	my yahoo mail	email_other	EMAIL	my yahoo <message_type>mail</message_type>						
intent_slot_only_3264	my yahoo mail	email_other	EMAIL	my yahoo <message_type>mail</message_type>						
intent_slot_only_3265	my yahoo mail	email_other	EMAIL	my yahoo <message_type>mail</message_type>						
intent_slot_only_3266	my yahoo mail	email_other	EMAIL	my yahoo <message_type>mail</message_type>						
intent_slot_only_3267	new email	send_email	EMAIL	new <message_type>email</message_type>						
intent_slot_only_3268	new email	send_email	EMAIL	new <message_type>email</message_type>						
intent_slot_only_3269	new email	send_email	EMAIL	new <message_type>email</message_type>						
intent_slot_only_3270	new email	send_email	EMAIL	new <message_type>email</message_type>						
intent_slot_only_3271	new emails	email_other	EMAIL	new <message_type>emails</message_type>						
intent_slot_only_3272	new mail	send_email	EMAIL	new <message_type>mail</message_type>						
intent_slot_only_3273	new mail	send_email	EMAIL	new <message_type>mail</message_type>						
intent_slot_only_3274	open an email to	email_other	EMAIL	open an <message_type>email</message_type> to						
intent_slot_only_3275	open att email	email_other	EMAIL	open att <message_type>email</message_type>						
intent_slot_only_3276	open my email gmail	email_other	EMAIL	open my <message_type>email</message_type> gmail						
intent_slot_only_3277	open my emails	email_other	EMAIL	open my <message_type>emails</message_type>						
intent_slot_only_3278	open my emails	email_other	EMAIL	open my <message_type>emails</message_type>						
intent_slot_only_3279	open open frontier mail	email_other	EMAIL	open open frontier <message_type>mail</message_type>						
intent_slot_only_3280	open up my emails in outlook	email_other	EMAIL	open up my <message_type>emails</message_type> in outlook						
intent_slot_only_3281	open up my gmail account and send me a message	send_email	EMAIL	open up my gmail account and send <relationship_name>me</relationship_name> a message						
intent_slot_only_3282	open vern hacketts emails	email_other	EMAIL	open vern hacketts <message_type>emails</message_type>						
intent_slot_only_3283	open yet my new mails	email_other	EMAIL	open yet my new <message_type>mails</message_type>						
intent_slot_only_3284	play my email	email_other	EMAIL	play my <message_type>email</message_type>.						
intent_slot_only_3285	please send an email to nadia	send_email	EMAIL	please send an <message_type>email</message_type> to <contact_name>nadia</contact_name>						
intent_slot_only_3286	random email	email_other	EMAIL	random <message_type>email</message_type>						
intent_slot_only_3287	read att inbox mail	email_other	EMAIL	read att inbox <message_type>mail</message_type>						
intent_slot_only_3288	read email	email_other	EMAIL	read <message_type>email</message_type>						
intent_slot_only_3289	read last email	email_other	EMAIL	read last <message_type>email</message_type>						
intent_slot_only_3290	read my email	email_other	EMAIL	read my <message_type>email</message_type>						
intent_slot_only_3291	read my email	email_other	EMAIL	read my <message_type>email</message_type>						
intent_slot_only_3292	read my email from bonnie hudson in my outlook account	email_other	EMAIL	read my <message_type>email</message_type> from bonnie hudson in my outlook account						
intent_slot_only_3293	read my mails	email_other	EMAIL	read my <message_type>mails</message_type>						
intent_slot_only_3294	search emails for 23andme	email_other	EMAIL	search <message_type>emails</message_type> for 23andme						
intent_slot_only_3295	search for jessica email	email_other	EMAIL	search for jessica <message_type>email</message_type>						
intent_slot_only_3296	send	email_other	EMAIL	send						
intent_slot_only_3297	send	email_other	EMAIL	send						
intent_slot_only_3298	send	email_other	EMAIL	send						
intent_slot_only_3299	send	email_other	EMAIL	send						
intent_slot_only_3300	send	email_other	EMAIL	send						
intent_slot_only_3301	send	email_other	EMAIL	send						
intent_slot_only_3302	send	email_other	EMAIL	send						
intent_slot_only_3303	send	email_other	EMAIL	send						
intent_slot_only_3304	send	email_other	EMAIL	send						
intent_slot_only_3305	send a email	send_email	EMAIL	send a <message_type>email</message_type>						
intent_slot_only_3306	send an email	send_email	EMAIL	send an <message_type>email</message_type>						
intent_slot_only_3307	send an email	send_email	EMAIL	send an <message_type>email</message_type>						
intent_slot_only_3308	send an email	send_email	EMAIL	send an <message_type>email</message_type>						
intent_slot_only_3309	send an email	send_email	EMAIL	send an <message_type>email</message_type>						
intent_slot_only_3310	send an email	send_email	EMAIL	send an <message_type>email</message_type>						
intent_slot_only_3311	send an email	send_email	EMAIL	send an <message_type>email</message_type>						
intent_slot_only_3312	send an email	send_email	EMAIL	send an <message_type>email</message_type>						
intent_slot_only_3313	send an email	send_email	EMAIL	send an <message_type>email</message_type>						
intent_slot_only_3314	send an email	send_email	EMAIL	send an <message_type>email</message_type>						
intent_slot_only_3315	send an email	send_email	EMAIL	send an <message_type>email</message_type>						
intent_slot_only_3316	send an email	send_email	EMAIL	send an <message_type>email</message_type>						
intent_slot_only_3317	send an email	send_email	EMAIL	send an <message_type>email</message_type>						
intent_slot_only_3318	send an email	send_email	EMAIL	send an <message_type>email</message_type>						
intent_slot_only_3319	send an email	send_email	EMAIL	send an <message_type>email</message_type>						
intent_slot_only_3320	send an email	send_email	EMAIL	send an <message_type>email</message_type>						
intent_slot_only_3321	send an email	send_email	EMAIL	send an <message_type>email</message_type>						
intent_slot_only_3322	send an email	send_email	EMAIL	send an <message_type>email</message_type>						
intent_slot_only_3323	send an email	send_email	EMAIL	send an <message_type>email</message_type>						
intent_slot_only_3324	send an email	send_email	EMAIL	send an <message_type>email</message_type>						
intent_slot_only_3325	send an email for me	send_email	EMAIL	send an <message_type>email</message_type> for <relationship_name>me</relationship_name>.						
intent_slot_only_3326	send an email in outlook express'	send_email	EMAIL	send an <message_type>email</message_type> in outlook express&apos;						
intent_slot_only_3327	send an email to	send_email	EMAIL	send an <message_type>email</message_type> to						
intent_slot_only_3328	send an email to andrew	send_email	EMAIL	send an <message_type>email</message_type> to <contact_name>andrew</contact_name>						
intent_slot_only_3329	send an email to areyouwhotrtyyatgmail.com	send_email	EMAIL	send an <message_type>email</message_type> to <email_address>areyouwhotrtyyatgmail.com</email_address>						
intent_slot_only_3330	send an email to chris	send_email	EMAIL	send an <message_type>email</message_type> to <contact_name>chris</contact_name>						
intent_slot_only_3331	send an email to daylilygr@msn.com	send_email	EMAIL	send an <message_type>email</message_type> to <email_address>daylilygr@msn.com</email_address>						
intent_slot_only_3332	send an email to kathy	send_email	EMAIL	send an <message_type>email</message_type> to <contact_name>kathy</contact_name>						
intent_slot_only_3333	send an email to kathy	send_email	EMAIL	send an <message_type>email</message_type> to <contact_name>kathy</contact_name>						
intent_slot_only_3334	send an email to kathy	send_email	EMAIL	send an <message_type>email</message_type> to <contact_name>kathy</contact_name>						
intent_slot_only_3335	send an email to kathy	send_email	EMAIL	send an <message_type>email</message_type> to <contact_name>kathy</contact_name>						
intent_slot_only_3336	send an email to kathy	send_email	EMAIL	send an <message_type>email</message_type> to <contact_name>kathy</contact_name>						
intent_slot_only_3337	send an email to leah johnson	send_email	EMAIL	send an <message_type>email</message_type> to <contact_name>leah johnson</contact_name>						
intent_slot_only_3338	send an email to myself	send_email	EMAIL	send an <message_type>email</message_type> to <relationship_name>myself</relationship_name>						
intent_slot_only_3339	send an email to myself	send_email	EMAIL	send an <message_type>email</message_type> to <relationship_name>myself</relationship_name>						
intent_slot_only_3340	send an email to myself	send_email	EMAIL	send an <message_type>email</message_type> to <relationship_name>myself</relationship_name>						
intent_slot_only_3341	send an email to myself	send_email	EMAIL	send an <message_type>email</message_type> to <relationship_name>myself</relationship_name>						
intent_slot_only_3342	send an email to myself	send_email	EMAIL	send an <message_type>email</message_type> to <relationship_name>myself</relationship_name>						
intent_slot_only_3343	send an email to myself	send_email	EMAIL	send an <message_type>email</message_type> to <relationship_name>myself</relationship_name>						
intent_slot_only_3344	send an email to myself	send_email	EMAIL	send an <message_type>email</message_type> to <relationship_name>myself</relationship_name>						
intent_slot_only_3345	send an email to myself	send_email	EMAIL	send an <message_type>email</message_type> to <relationship_name>myself</relationship_name>						
intent_slot_only_3346	send an email to myself	send_email	EMAIL	send an <message_type>email</message_type> to <relationship_name>myself</relationship_name>						
intent_slot_only_3347	send an email to myself	send_email	EMAIL	send an <message_type>email</message_type> to <relationship_name>myself</relationship_name>						
intent_slot_only_3348	send an email to myself	send_email	EMAIL	send an <message_type>email</message_type> to <relationship_name>myself</relationship_name>						
intent_slot_only_3349	send an email to myself	send_email	EMAIL	send an <message_type>email</message_type> to <relationship_name>myself</relationship_name>						
intent_slot_only_3350	send an email to myself	send_email	EMAIL	send an <message_type>email</message_type> to <relationship_name>myself</relationship_name>						
intent_slot_only_3351	send an email to myself	send_email	EMAIL	send an <message_type>email</message_type> to <relationship_name>myself</relationship_name>						
intent_slot_only_3352	send an email to myself	send_email	EMAIL	send an <message_type>email</message_type> to <relationship_name>myself</relationship_name>						
intent_slot_only_3353	send an email to myself at aol	send_email	EMAIL	send an <message_type>email</message_type> to <relationship_name>myself</relationship_name> at <dsource_platform>aol</dsource_platform>						
intent_slot_only_3354	send an email to oliviaodonnell859atgmail.com say you are a poop face	send_email	EMAIL	send an <message_type>email</message_type> to <email_address>oliviaodonnell859atgmail.com</email_address> say <message>you are a poop face</message>						
intent_slot_only_3355	send an email to sarah	send_email	EMAIL	send an <message_type>email</message_type> to <contact_name>sarah</contact_name>						
intent_slot_only_3356	send an email to saur a/b h	send_email	EMAIL	send an <message_type>email</message_type> to <contact_name>saur a/b h</contact_name>						
intent_slot_only_3357	send email	send_email	EMAIL	send <message_type>email</message_type>						
intent_slot_only_3358	send email	send_email	EMAIL	send <message_type>email</message_type>						
intent_slot_only_3359	send email	send_email	EMAIL	send <message_type>email</message_type>						
intent_slot_only_3360	send email	send_email	EMAIL	send <message_type>email</message_type>						
intent_slot_only_3361	send email	send_email	EMAIL	send <message_type>email</message_type>						
intent_slot_only_3362	send email	send_email	EMAIL	send <message_type>email</message_type>						
intent_slot_only_3363	send email	send_email	EMAIL	send <message_type>email</message_type>						
intent_slot_only_3364	send email 108mb	send_email	EMAIL	send <message_type>email</message_type> <message>108mb</message>						
intent_slot_only_3365	send email on click outlook	send_email	EMAIL	send <message_type>email</message_type> on click outlook						
intent_slot_only_3366	send email photos	send_email	EMAIL	send <message_type>email</message_type> photos						
intent_slot_only_3367	send email with attachments	send_email	EMAIL	send <message_type>email</message_type> with attachments						
intent_slot_only_3368	send generoso mucedo in email and say its from you	send_email	EMAIL	send <contact_name>generoso mucedo</contact_name> in <message_type>email</message_type> and say <message>its from you</message>						
intent_slot_only_3369	send it	email_other	EMAIL	send it						
intent_slot_only_3370	send it	email_other	EMAIL	send it						
intent_slot_only_3371	send it	email_other	EMAIL	send it						
intent_slot_only_3372	send it	email_other	EMAIL	send it						
intent_slot_only_3373	send mail	send_email	EMAIL	send <message_type>mail</message_type>						
intent_slot_only_3374	send me an email	send_email	EMAIL	send <relationship_name>me</relationship_name> an <message_type>email</message_type>						
intent_slot_only_3375	sending email	send_email	EMAIL	sending <message_type>email</message_type>						
intent_slot_only_3376	show emails	email_other	EMAIL	show <message_type>emails</message_type>						
intent_slot_only_3377	show me emails	email_other	EMAIL	show me <message_type>emails</message_type>						
intent_slot_only_3378	show me my email	email_other	EMAIL	show me my <message_type>email</message_type>						
intent_slot_only_3379	show me my email	email_other	EMAIL	show me my <message_type>email</message_type>						
intent_slot_only_3380	show me my emails	email_other	EMAIL	show me my <message_type>emails</message_type>						
intent_slot_only_3381	show me my emails	email_other	EMAIL	show me my <message_type>emails</message_type>						
intent_slot_only_3382	show my important email	email_other	EMAIL	show my important <message_type>email</message_type>						
intent_slot_only_3383	spam email	email_other	EMAIL	spam <message_type>email</message_type>						
intent_slot_only_3384	steve and fitch send an email	send_email	EMAIL	<contact_name>steve</contact_name> and <contact_name>fitch</contact_name> send an <message_type>email</message_type>						
intent_slot_only_3385	take me to my yahoo email inbox	email_other	EMAIL	take me to my yahoo <message_type>email</message_type> inbox						
intent_slot_only_3386	text mail	send_email	EMAIL	text <message_type>mail</message_type>						
intent_slot_only_3387	the 2 year old email	email_other	EMAIL	the 2 year old <message_type>email</message_type>						
intent_slot_only_3388	verified my email	email_other	EMAIL	<email_other>verified</email_other> my <message_type>email</message_type>						
intent_slot_only_3389	w new mail	send_email	EMAIL	w new <message_type>mail</message_type>						
intent_slot_only_3390	wanna get on old email brought up	email_other	EMAIL	wanna get on old <message_type>email</message_type> brought up						
intent_slot_only_3391	want to write an email	send_email	EMAIL	want to write an <message_type>email</message_type>						
intent_slot_only_3392	what do you have in my mail	email_other	EMAIL	what do you have in my <message_type>mail</message_type>						
intent_slot_only_3393	what emails do i have	email_other	EMAIL	what <message_type>emails</message_type> do i have?						
intent_slot_only_3394	what is email	email_other	EMAIL	what is <message_type>email</message_type>						
intent_slot_only_3395	what is my email	email_other	EMAIL	what is my <message_type>email</message_type>						
intent_slot_only_3396	what is my email	email_other	EMAIL	what is my <message_type>email</message_type>						
intent_slot_only_3397	what my email	email_other	EMAIL	what my <message_type>email</message_type>						
intent_slot_only_3398	what's in my inbox	email_other	EMAIL	what's in my inbox						
intent_slot_only_3399	what's in my inbox	email_other	EMAIL	what's in my inbox						
intent_slot_only_3400	what's in my inbox	email_other	EMAIL	what's in my inbox						
intent_slot_only_3401	what's in my inbox	email_other	EMAIL	what's in my inbox						
intent_slot_only_3402	what's in my inbox	email_other	EMAIL	what's in my inbox						
intent_slot_only_3403	what's in my inbox	email_other	EMAIL	what's in my inbox						
intent_slot_only_3404	what's in my inbox	email_other	EMAIL	what's in my inbox						
intent_slot_only_3405	what's in my inbox	email_other	EMAIL	what's in my inbox						
intent_slot_only_3406	what's in my inbox	email_other	EMAIL	what's in my inbox						
intent_slot_only_3407	what's in my inbox	email_other	EMAIL	what's in my inbox						
intent_slot_only_3408	what's in my inbox	email_other	EMAIL	what's in my inbox						
intent_slot_only_3409	what's in my inbox	email_other	EMAIL	what's in my inbox						
intent_slot_only_3410	what's in my inbox	email_other	EMAIL	what's in my inbox						
intent_slot_only_3411	what's in my inbox	email_other	EMAIL	what's in my inbox						
intent_slot_only_3412	what's in my inbox	email_other	EMAIL	what's in my inbox						
intent_slot_only_3413	what's in my inbox	email_other	EMAIL	what's in my inbox						
intent_slot_only_3414	what's in my inbox	email_other	EMAIL	what's in my inbox						
intent_slot_only_3415	what's in my inbox	email_other	EMAIL	what's in my inbox						
intent_slot_only_3416	what's in my inbox	email_other	EMAIL	what's in my inbox						
intent_slot_only_3417	what's in my inbox	email_other	EMAIL	what's in my inbox						
intent_slot_only_3418	what's in my inbox	email_other	EMAIL	what's in my inbox						
intent_slot_only_3419	what's in my inbox	email_other	EMAIL	what's in my inbox						
intent_slot_only_3420	what's in my inbox	email_other	EMAIL	what's in my inbox						
intent_slot_only_3421	what's in my inbox	email_other	EMAIL	what's in my inbox						
intent_slot_only_3422	what's in my inbox	email_other	EMAIL	what's in my inbox						
intent_slot_only_3423	what's in my inbox	email_other	EMAIL	what's in my inbox						
intent_slot_only_3424	what's in my inbox	email_other	EMAIL	what's in my inbox						
intent_slot_only_3425	what's in my inbox	email_other	EMAIL	what's in my inbox						
intent_slot_only_3426	what's in my inbox	email_other	EMAIL	what's in my inbox						
intent_slot_only_3427	what's in my inbox	email_other	EMAIL	what's in my inbox						
intent_slot_only_3428	what's in my inbox	email_other	EMAIL	what's in my inbox						
intent_slot_only_3429	what's in my inbox	email_other	EMAIL	what's in my inbox						
intent_slot_only_3430	what's in my inbox	email_other	EMAIL	what's in my inbox						
intent_slot_only_3431	what's in my inbox	email_other	EMAIL	what's in my inbox						
intent_slot_only_3432	what's in my inbox	email_other	EMAIL	what's in my inbox						
intent_slot_only_3433	what's in my mailbox	email_other	EMAIL	what&apos;s in my <message_type>mail</message_type>box						
intent_slot_only_3434	what's my email	email_other	EMAIL	what&apos;s my <message_type>email</message_type>						
intent_slot_only_3435	would you check my emails	email_other	EMAIL	would you check my <message_type>emails</message_type>						
intent_slot_only_3436	write an email	send_email	EMAIL	write an <message_type>email</message_type>						
intent_slot_only_3437	write an email	send_email	EMAIL	write an <message_type>email</message_type>						
intent_slot_only_3438	write email	send_email	EMAIL	write <message_type>email</message_type>						
intent_slot_only_3439	xfinity email	email_other	EMAIL	xfinity <message_type>email</message_type>						
intent_slot_only_3440	xfinity email	email_other	EMAIL	xfinity <message_type>email</message_type>						
intent_slot_only_3441	xfinity email	email_other	EMAIL	xfinity <message_type>email</message_type>						
intent_slot_only_3442	yahoo email	email_other	EMAIL	yahoo <message_type>email</message_type>						
intent_slot_only_3443	yahoo email	email_other	EMAIL	yahoo <message_type>email</message_type>						
intent_slot_only_3444	yahoo email	email_other	EMAIL	yahoo <message_type>email</message_type>						
intent_slot_only_3445	yahoo email	email_other	EMAIL	yahoo <message_type>email</message_type>						
intent_slot_only_3446	yahoo email	email_other	EMAIL	yahoo <message_type>email</message_type>						
intent_slot_only_3447	yahoo email	email_other	EMAIL	yahoo <message_type>email</message_type>						
intent_slot_only_3448	yahoo email	email_other	EMAIL	yahoo <message_type>email</message_type>						
intent_slot_only_3449	yahoo email	email_other	EMAIL	yahoo <message_type>email</message_type>						
intent_slot_only_3450	yahoo email	email_other	EMAIL	yahoo <message_type>email</message_type>						
intent_slot_only_3451	yahoo email	email_other	EMAIL	yahoo <message_type>email</message_type>						
intent_slot_only_3452	yahoo email	email_other	EMAIL	yahoo <message_type>email</message_type>						
intent_slot_only_3453	yahoo email	email_other	EMAIL	yahoo <message_type>email</message_type>						
intent_slot_only_3454	yahoo email	email_other	EMAIL	yahoo <message_type>email</message_type>						
intent_slot_only_3455	yahoo email	email_other	EMAIL	yahoo <message_type>email</message_type>						
intent_slot_only_3456	yahoo email	email_other	EMAIL	yahoo <message_type>email</message_type>						
intent_slot_only_3457	yahoo email	email_other	EMAIL	yahoo <message_type>email</message_type>						
intent_slot_only_3458	yahoo email	email_other	EMAIL	yahoo <message_type>email</message_type>						
intent_slot_only_3459	yahoo email	email_other	EMAIL	yahoo <message_type>email</message_type>						
intent_slot_only_3460	yahoo email	email_other	EMAIL	yahoo <message_type>email</message_type>						
intent_slot_only_3461	yahoo email	email_other	EMAIL	yahoo <message_type>email</message_type>						
intent_slot_only_3462	yahoo email	email_other	EMAIL	yahoo <message_type>email</message_type>						
intent_slot_only_3463	yahoo email	email_other	EMAIL	yahoo <message_type>email</message_type>						
intent_slot_only_3464	yahoo email	email_other	EMAIL	yahoo <message_type>email</message_type>						
intent_slot_only_3465	yahoo email	email_other	EMAIL	yahoo <message_type>email</message_type>						
intent_slot_only_3466	yahoo email	email_other	EMAIL	yahoo <message_type>email</message_type>						
intent_slot_only_3467	yahoo email	email_other	EMAIL	yahoo <message_type>email</message_type>						
intent_slot_only_3468	yahoo email	email_other	EMAIL	yahoo <message_type>email</message_type>						
intent_slot_only_3469	yahoo email	email_other	EMAIL	yahoo <message_type>email</message_type>						
intent_slot_only_3470	yahoo email	email_other	EMAIL	yahoo <message_type>email</message_type>						
intent_slot_only_3471	yahoo email	email_other	EMAIL	yahoo <message_type>email</message_type>						
intent_slot_only_3472	yahoo email	email_other	EMAIL	yahoo <message_type>email</message_type>						
intent_slot_only_3473	yahoo email	email_other	EMAIL	yahoo <message_type>email</message_type>						
intent_slot_only_3474	yahoo email	email_other	EMAIL	yahoo <message_type>email</message_type>						
intent_slot_only_3475	yahoo email	email_other	EMAIL	yahoo <message_type>email</message_type>						
intent_slot_only_3476	yahoo email	email_other	EMAIL	yahoo <message_type>email</message_type>						
intent_slot_only_3477	yahoo email	email_other	EMAIL	yahoo <message_type>email</message_type>						
intent_slot_only_3478	yahoo email	email_other	EMAIL	yahoo <message_type>email</message_type>						
intent_slot_only_3479	yahoo email	email_other	EMAIL	yahoo <message_type>email</message_type>						
intent_slot_only_3480	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_3481	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_3482	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_3483	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_3484	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_3485	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_3486	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_3487	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_3488	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_3489	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_3490	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_3491	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_3492	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_3493	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_3494	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_3495	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_3496	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_3497	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_3498	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_3499	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_3500	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_3501	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_3502	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_3503	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_3504	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_3505	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_3506	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_3507	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_3508	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_3509	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_3510	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_3511	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_3512	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_3513	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_3514	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_3515	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_3516	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_3517	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_3518	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_3519	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_3520	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_3521	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_3522	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_3523	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_3524	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_3525	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_3526	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_3527	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_3528	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_3529	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_3530	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_3531	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_3532	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_3533	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_3534	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_3535	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_3536	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_3537	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_3538	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_3539	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_3540	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_3541	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_3542	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_3543	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_3544	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_3545	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_3546	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
