ConversationId	MessageId	MessageTimestamp	MessageFrom	MessageText	JudgedDomain	JudgedIntent	JudgedConstraints	MetaData	ConversationContext	Frequency	ImplicitConstraints
442|58	0		user	When is my next doctors appointment?	CALENDAR	find_calendar_when	When is my <start_time> next </start_time> <title> doctors </title> appointment	[{"slot_name":"start_time","slot_value":"next","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
460|56	0		user	When is my dentist appointment	CALENDAR	find_calendar_when	When is my <title> dentist </title> appointment	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
472|55	0		user	What time is my next meeting	CALENDAR	find_calendar_when	What time is my <start_time> next </start_time> meeting	[{"slot_name":"start_time","slot_value":"next","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
496|51	0		user	What time is my first meeting tomorrow?	CALENDAR	find_calendar_when	What time is my <order_ref> first </order_ref> meeting <start_date> tomorrow </start_date>	[{"slot_name":"order_ref","slot_value":"first","meta_data":{"CanonicalEntity":"first"}},{"slot_name":"start_date","slot_value":"tomorrow","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"2018-01-02\">tomorrow</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
599|40	0		user	When is my dentist appointment?	CALENDAR	find_calendar_when	When is my <title> dentist </title> appointment	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
762|31	0		user	What time is my appointment tomorrow	CALENDAR	find_calendar_when	What time is my appointment <start_date> tomorrow </start_date>	[{"slot_name":"start_date","slot_value":"tomorrow","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"2018-01-02\">tomorrow</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
803|29	0		user	What time is my first meeting?	CALENDAR	find_calendar_when	What time is my <order_ref> first </order_ref> meeting	[{"slot_name":"order_ref","slot_value":"first","meta_data":{"CanonicalEntity":"first"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
1131|21	0		user	What time is my first appointment tomorrow?	CALENDAR	find_calendar_when	What time is my <order_ref> first </order_ref> appointment <start_date> tomorrow </start_date>	[{"slot_name":"order_ref","slot_value":"first","meta_data":{"CanonicalEntity":"first"}},{"slot_name":"start_date","slot_value":"tomorrow","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"2018-01-02\">tomorrow</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
335|82	0		user	Where is my next meeting?	CALENDAR	find_calendar_where	Where is my <start_time> next </start_time> meeting	[{"slot_name":"start_time","slot_value":"next","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
851|27	0		user	Where is my next appointment?	CALENDAR	find_calendar_where	Where is my <start_time> next </start_time> appointment	[{"slot_name":"start_time","slot_value":"next","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
858|27	0		user	Where is my next meeting	CALENDAR	find_calendar_where	Where is my <start_time> next </start_time> meeting	[{"slot_name":"start_time","slot_value":"next","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
1319|17	0		user	Where am I doing this weekend?	CALENDAR	find_calendar_where	Where am I doing <start_date> this weekend </start_date>	[{"slot_name":"start_date","slot_value":"this weekend","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"2018-W01-WE\">this weekend</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
3783|5	0		user	Where do I have next appointment?	CALENDAR	find_calendar_where	Where do I have <start_time> next </start_time> appointment	[{"slot_name":"start_time","slot_value":"next","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
3794|5	0		user	Where am I going tomorrow?	CALENDAR	find_calendar_where	Where am I going <start_date> tomorrow </start_date>	[{"slot_name":"start_date","slot_value":"tomorrow","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"2018-01-02\">tomorrow</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
4879|4	0		user	Where's my next meeting?	CALENDAR	find_calendar_where	Where's my <start_time> next </start_time> meeting	[{"slot_name":"start_time","slot_value":"next","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
4939|4	0		user	Where do i have to do today	CALENDAR	find_calendar_where	Where do i have to do <start_date> today </start_date>	[{"slot_name":"start_date","slot_value":"today","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"2018-01-01\">today</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
7388|3	0		user	Where am I working today	CALENDAR	find_calendar_where	Where am I <title> working </title> <start_date> today </start_date>	[{"slot_name":"start_date","slot_value":"today","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"2018-01-01\">today</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
7392|3	0		user	Where is my appointment today?	CALENDAR	find_calendar_where	Where is my appointment <start_date> today </start_date>	[{"slot_name":"start_date","slot_value":"today","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"2018-01-01\">today</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
3420|6	0		user	Book a meeting room	CALENDAR	find_meeting_room	Book a meeting room	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
8029|2	0		user	available conference room	CALENDAR	find_meeting_room	available conference room	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_FindtimewithJohnDowtoday	0		user	Find time with John Dow today	CALENDAR	check_availability	Find time with <contact_name> John Dow </contact_name> <start_date> today </start_date>	[{"slot_name":"start_date","slot_value":"today","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"2018-01-01\">today</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_Bookmeeting	0		user	Book meeting	CALENDAR	create_calendar_entry	Book meeting	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_ScheduleameetingwithJohnfor2hours	0		user	Schedule a meeting with John for 2 hours	CALENDAR	create_calendar_entry	Schedule a meeting with <contact_name> John </contact_name> for <duration> 2 hours </duration>	[{"slot_name":"duration","slot_value":"2 hours","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Duration\" value=\"PT2H\">2 hours</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_SetameetingwithCarter	0		user	Set a meeting with Carter	CALENDAR	create_calendar_entry	Set a meeting with <contact_name> Carter </contact_name>	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_SetupsometimewithMing	0		user	Set up some time with Ming	CALENDAR	create_calendar_entry	Set up some time with <contact_name> Ming </contact_name>	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_Schedulea30minutesmeetingwithCarter	0		user	Schedule a 30 minutes meeting with Carter	CALENDAR	create_calendar_entry	Schedule a <duration> 30 minutes </duration> meeting with <contact_name> Carter </contact_name>	[{"slot_name":"duration","slot_value":"30 minutes","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Duration\" value=\"PT30M\">30 minutes</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_Setupa50minstimewithLing	0		user	Set up a 50 mins time with Ling	CALENDAR	create_calendar_entry	Set up a <duration> 50 mins </duration> time with <contact_name> Ling </contact_name>	[{"slot_name":"duration","slot_value":"50 mins","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Duration\" value=\"PT50M\">50 mins</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_BookaonehourtimewithZhiguo	0		user	Book a one hour time with Zhiguo	CALENDAR	create_calendar_entry	Book a <duration> one hour </duration> time with <contact_name> Zhiguo </contact_name>	[{"slot_name":"duration","slot_value":"one hour","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Duration\" value=\"PT1H\">one hour</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_SchedulemeetingwithTaoonnextTuesday	0		user	Schedule meeting with Tao on next Tuesday	CALENDAR	create_calendar_entry	Schedule meeting with <contact_name> Tao </contact_name> on <start_date> next Tuesday </start_date>	[{"slot_name":"start_date","slot_value":"next Tuesday","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"2018-01-09\">next tuesday</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_BookmeetingwithMichaelonMay16	0		user	Book meeting with Michael on May 16	CALENDAR	create_calendar_entry	Book meeting with <contact_name> Michael </contact_name> on <start_date> May 16 </start_date>	[{"slot_name":"start_date","slot_value":"May 16","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"XXXX-05-16\">may 16</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_SetuptimewithShuyinon16thofMay	0		user	Set up time with Shuyin on 16th of May	CALENDAR	create_calendar_entry	Set up time with <contact_name> Shuyin </contact_name> on <start_date> 16th of May </start_date>	[{"slot_name":"start_date","slot_value":"16th of May","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"XXXX-05-16\">16th of may</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_Cancelthe2pmmeetingwithTony	0		user	Cancel the 2pm meeting with Tony	CALENDAR	delete_calendar_entry	Cancel the <start_time> 2pm </start_time> meeting with <contact_name> Tony </contact_name>	[{"slot_name":"start_time","slot_value":"2pm","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"T14\">2 pm</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_Cancelmynextmeeting	0		user	Cancel my next meeting	CALENDAR	delete_calendar_entry	Cancel my <start_time> next </start_time> meeting	[{"slot_name":"start_time","slot_value":"next","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_FindtimewithJohntoday	0		user	Find time with John today	CALENDAR	check_availability	Find time with <contact_name> John </contact_name> <start_date> today </start_date>	[{"slot_name":"start_date","slot_value":"today","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"2018-01-01\">today</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_FindtimewithJane	0		user	Find time with Jane	CALENDAR	check_availability	Find time with <contact_name> Jane </contact_name>	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_Tony'sCalendar	0		user	Tony's Calendar	CALENDAR	check_availability	<contact_name> Tony </contact_name> 's Calendar	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_Tony'sscheduleon12thJanuary	0		user	Tony's schedule on 12th January	CALENDAR	check_availability	<contact_name> Tony </contact_name> 's schedule on <start_date> 12th January </start_date>	[{"slot_name":"start_date","slot_value":"12th January","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"XXXX-01-12\">12th january</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_mymeetingswithTony	0		user	my meetings with Tony	CALENDAR	find_calendar_entry	my meetings with <contact_name> Tony </contact_name>	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_Whenismynextmeeting?	0		user	When is my next meeting?	CALENDAR	find_calendar_when	When is my <start_time> next </start_time> meeting	[{"slot_name":"start_time","slot_value":"next","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_MynextmeetingwithTony	0		user	My next meeting with Tony	CALENDAR	find_calendar_entry	My <start_time> next </start_time> meeting with <contact_name> Tony </contact_name>	[{"slot_name":"start_time","slot_value":"next","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_Upcomingreviewmeetings	0		user	Upcoming review meetings	CALENDAR	find_calendar_entry	<start_time> Upcoming </start_time> <title> review </title> meetings	[{"slot_name":"start_time","slot_value":"Upcoming","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_Whenismynextreviewmeeting?	0		user	When is my next review meeting?	CALENDAR	find_calendar_when	When is my <start_time> next </start_time> <title> review </title> meeting	[{"slot_name":"start_time","slot_value":"next","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_Mynextreviewmeeting	0		user	My next review meeting	CALENDAR	find_calendar_entry	My <start_time> next </start_time> <title> review </title> meeting	[{"slot_name":"start_time","slot_value":"next","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_WhenismynextmeetingwithTony?	0		user	When is my next meeting with Tony?	CALENDAR	find_calendar_when	When is my <start_time> next </start_time> meeting with <contact_name> Tony </contact_name>	[{"slot_name":"start_time","slot_value":"next","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_WhenismynextreviewmeetingwithTony?	0		user	When is my next review meeting with Tony?	CALENDAR	find_calendar_when	When is my <start_time> next </start_time> <title> review </title> meeting with <contact_name> Tony </contact_name>	[{"slot_name":"start_time","slot_value":"next","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_Upcoming1:1withJoe	0		user	Upcoming 1:1 with Joe	CALENDAR	find_calendar_entry	<start_time> Upcoming </start_time> <title> 1:1 </title> with <contact_name> Joe </contact_name>	[{"slot_name":"start_time","slot_value":"Upcoming","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_myweeklymeetingswithTony	0		user	my weekly meetings with Tony	CALENDAR	find_calendar_entry	my <title> weekly </title> meetings with <contact_name> Tony </contact_name>	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_Whenismynextweeklymeeting?	0		user	When is my next weekly meeting?	CALENDAR	find_calendar_when	When is my <start_time> next </start_time> <title> weekly </title> meeting	[{"slot_name":"start_time","slot_value":"next","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_MynextweeklymeetingwithTony	0		user	My next weekly meeting with Tony	CALENDAR	find_calendar_entry	My <start_time> next </start_time> <title> weekly </title> meeting with <contact_name> Tony </contact_name>	[{"slot_name":"start_time","slot_value":"next","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_Upcomingweeklyreviewmeetings	0		user	Upcoming weekly review meetings	CALENDAR	find_calendar_entry	<start_time> Upcoming </start_time> <title> weekly review </title> meetings	[{"slot_name":"start_time","slot_value":"Upcoming","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_Whenismynextweeklyreviewmeeting?	0		user	When is my next weekly review meeting?	CALENDAR	find_calendar_when	When is my <start_time> next </start_time> <title> weekly review </title> meeting	[{"slot_name":"start_time","slot_value":"next","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_Mynextbiweeklyreviewmeeting	0		user	My next weekly review meeting	CALENDAR	find_calendar_entry	My <start_time> next </start_time> <title> weekly review </title> meeting	[{"slot_name":"start_time","slot_value":"next","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_Whenismynextbi-weeklymeetingwithTony?	0		user	When is my next weekly meeting with Tony?	CALENDAR	find_calendar_when	When is my <start_time> next </start_time> <title> weekly </title> meeting with <contact_name> Tony </contact_name>	[{"slot_name":"start_time","slot_value":"next","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_WhenismynextmonthlyreviewmeetingwithTony?	0		user	When is my next monthly review meeting with Tony?	CALENDAR	find_calendar_when	When is my <start_time> next </start_time> <title> monthly review </title> meeting with <contact_name> Tony </contact_name>	[{"slot_name":"start_time","slot_value":"next","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_Upcomingmonthly1:1withJoe	0		user	Upcoming monthly 1:1 with Joe	CALENDAR	find_calendar_entry	<start_time> Upcoming </start_time> <title> monthly 1:1 </title> with <contact_name> Joe </contact_name>	[{"slot_name":"start_time","slot_value":"Upcoming","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_WhenistheupcomingshiproommeetingswithMing	0		user	When is the upcoming shiproom meetings with Ming	CALENDAR	find_calendar_when	When is the <start_time> upcoming </start_time> <title> shiproom </title> meetings with <contact_name> Ming </contact_name>	[{"slot_name":"start_time","slot_value":"upcoming","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_Mymonthlyall-hansevents	0		user	My monthly all-hands events	CALENDAR	find_calendar_entry	My <title> monthly all-hands </title> events	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_Whereismynextreviewmeeting?	0		user	Where is my next review meeting?	CALENDAR	find_calendar_where	Where is my <start_time> next </start_time> <title> review </title> meeting	[{"slot_name":"start_time","slot_value":"next","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_Reviewmeetinglocation	0		user	Review meeting location	CALENDAR	find_calendar_where	<title> Review </title> meeting location	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_WhereismynextmeetingwithTony?	0		user	Where is my next meeting with Tony?	CALENDAR	find_calendar_where	Where is my <start_time> next </start_time> meeting with <contact_name> Tony </contact_name>	[{"slot_name":"start_time","slot_value":"next","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_Tonymeetinglocation	0		user	Tony meeting location	CALENDAR	find_calendar_where	<contact_name> Tony </contact_name> meeting location	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_WhereismynextreviewmeetingwithTony?	0		user	Where is my next review meeting with Tony?	CALENDAR	find_calendar_where	Where is my <start_time> next </start_time> <title> review </title> meeting with <contact_name> Tony </contact_name>	[{"slot_name":"start_time","slot_value":"next","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_Whereismynextweeklyreviewmeeting?	0		user	Where is my next weekly review meeting?	CALENDAR	find_calendar_where	Where is my <start_time> next </start_time> <title> weekly review </title> meeting	[{"slot_name":"start_time","slot_value":"next","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_Myupcoming1:1meetinglocation	0		user	My upcoming 1:1 meeting location	CALENDAR	find_calendar_where	My <start_time> upcoming </start_time> <title> 1:1 </title> meeting location	[{"slot_name":"start_time","slot_value":"upcoming","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_What'smynextmeeting	0		user	What's my next meeting	CALENDAR	find_calendar_entry	What's my <start_time> next </start_time> meeting	[{"slot_name":"start_time","slot_value":"next","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_Nextmeetinglocation	0		user	Next meeting location	CALENDAR	find_calendar_where	<start_time> Next </start_time> meeting location	[{"slot_name":"start_time","slot_value":"Next","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_Nextmeetingplace?	0		user	Next meeting place?	CALENDAR	find_calendar_where	<start_time> Next </start_time> meeting place	[{"slot_name":"start_time","slot_value":"Next","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_Today'sschedule	0		user	Today's schedule	CALENDAR	find_calendar_entry	<start_date> Today </start_date> 's schedule	[{"slot_name":"start_date","slot_value":"Today","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"2018-01-01\">today</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_Mymeetingstoday	0		user	My meetings today	CALENDAR	find_calendar_entry	My meetings <start_date> today </start_date>	[{"slot_name":"start_date","slot_value":"today","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"2018-01-01\">today</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_Howdoesmydaylooklike?	0		user	How does my day look like?	CALENDAR	find_calendar_entry	How does my day look like	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_WhenwasmylastmeetingwithTony?	0		user	When was my last meeting with Tony?	CALENDAR	find_calendar_when	When was my <order_ref> last </order_ref> meeting with <contact_name> Tony </contact_name>	[{"slot_name":"order_ref","slot_value":"last","meta_data":{"CanonicalEntity":"last"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_MylastMSBReviewmeetingwithJoe	0		user	My last MSB Review meeting with Joe	CALENDAR	find_calendar_entry	My <order_ref> last </order_ref> <title> MSB Review </title> meeting with <contact_name> Joe </contact_name>	[{"slot_name":"order_ref","slot_value":"last","meta_data":{"CanonicalEntity":"last"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_MypreviousMSBmeetings	0		user	My previous MSB meetings	CALENDAR	find_calendar_entry	My <order_ref> previous </order_ref> <title> MSB </title> meetings	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_MeetingswithTonynextweek?	0		user	Meetings with Tony next week?	CALENDAR	find_calendar_entry	Meetings with <contact_name> Tony </contact_name> <start_date> next week </start_date>	[{"slot_name":"start_date","slot_value":"next week","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"2018-W02\">next week</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_WhenistheMSBReviewmeetingon4thFeb?	0		user	When is the MSB Review meeting on 4th Feb?	CALENDAR	find_calendar_when	When is the <title> MSB Review </title> meeting on <start_date> 4th Feb </start_date>	[{"slot_name":"start_date","slot_value":"4th Feb","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"XXXX-02-04\">4th feb</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_Meetingson23rdJan	0		user	Meetings on 23rd Jan	CALENDAR	find_calendar_entry	Meetings on <start_date> 23rd Jan </start_date>	[{"slot_name":"start_date","slot_value":"23rd Jan","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"XXXX-01-23\">23rd jan</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_Myscheduletomorrow	0		user	My schedule tomorrow	CALENDAR	find_calendar_entry	My schedule <start_date> tomorrow </start_date>	[{"slot_name":"start_date","slot_value":"tomorrow","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"2018-01-02\">tomorrow</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_When'smyupcomingmeetingwithJoe	0		user	When's my upcoming meeting with Joe	CALENDAR	find_calendar_when	When's my <start_time> upcoming </start_time> meeting with <contact_name> Joe </contact_name>	[{"slot_name":"start_time","slot_value":"upcoming","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_MeetingwithTony	0		user	Meeting with Tony	CALENDAR	find_calendar_entry	Meeting with <contact_name> Tony </contact_name>	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_MeetingswithTony	0		user	Meetings with Tony	CALENDAR	find_calendar_entry	Meetings with <contact_name> Tony </contact_name>	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_WhereismynextMSBmeetingwithJustin	0		user	Where is my next MSB meeting with Justin	CALENDAR	find_calendar_where	Where is my <start_time> next </start_time> <title> MSB </title> meeting with <contact_name> Justin </contact_name>	[{"slot_name":"start_time","slot_value":"next","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_findameetingroomnow	0		user	find a meeting room now	CALENDAR	find_meeting_room	find a meeting room <start_time> now </start_time>	[{"slot_name":"start_time","slot_value":"now","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"PRESENT_REF\">now</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_findameetingroomat1pm	0		user	find a meeting room at 1pm	CALENDAR	find_meeting_room	find a meeting room at <start_time> 1pm </start_time>	[{"slot_name":"start_time","slot_value":"1pm","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"T13\">1 pm</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_findaroom	0		user	find a room	CALENDAR	find_meeting_room	find a room	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_Bookaroom	0		user	Book a room	CALENDAR	find_meeting_room	Book a room	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_Bookaroomfor40minutes	0		user	Book a room for 40 minutes	CALENDAR	find_meeting_room	Book a room for <duration> 40 minutes </duration>	[{"slot_name":"duration","slot_value":"40 minutes","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Duration\" value=\"PT40M\">40 minutes</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_Findameetingroom	0		user	Find a meeting room	CALENDAR	find_meeting_room	Find a meeting room	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_Meetingroom	0		user	Meeting room	CALENDAR	find_meeting_room	Meeting room	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_Findroom	0		user	Find room	CALENDAR	find_meeting_room	Find room	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
