ConversationId	MessageId	MessageTimestamp	MessageFrom	MessageText	CortanaResponse	JudgedDomain	JudgedIntent	JudgedConstraints	MetaData	ConversationContext	Dataset	SampleType	Frequency	GuidelineVersion	NotCallingLU	AppFlavor	SelectionIgnore
07306616-54ab-4ebd-ba80-58c906659bbc	0	5/9/2020 2:51:19 AM	user	Thank you.	Any time!	WEB	web_other	thank you	[]		CoW	Speech	8	1.13		uwp	
07376b40-62e0-412c-b959-7f40efc62883	0	5/5/2020 4:40:32 PM	user	Set up surface headphones.	Here’s a list from windows10pro.net for set up surface headphones.	NOTSURE	other_domain	Set up surface headphones.	[]		CoW	Speech	1	1.13		uwp	
073c6c13-cbbc-47a2-91c8-3b1269d095ed	0	5/21/2020 12:24:26 AM	user	Show my agenda for tomorrow.		CALENDAR	navigate_calendar	Show my agenda for <start_date>tomorrow</start_date>.	[]		CoW	Speech	1	1.13		uwp	
073c6c13-cbbc-47a2-91c8-3b1269d095ed	1	5/21/2020 12:24:29 AM	user_other		I found 18 events for tomorrow.				[]		CoW	Speech	1	1.13		uwp	
07438073-9dfb-4ea8-b3a7-6c7c9376ffd0	0	5/5/2020 8:49:59 AM	user	Cortana what's on my calendar for next week.		CALENDAR	find_calendar_entry	Cortana what's on my calendar for <start_date>next week</start_date>.	[]		CoW	Speech	1	1.13		uwp	
07438073-9dfb-4ea8-b3a7-6c7c9376ffd0	1	5/5/2020 8:50:00 AM	user_other		Alright.				[]		CoW	Speech	1	1.13		uwp	
07438073-9dfb-4ea8-b3a7-6c7c9376ffd0	2	5/5/2020 8:50:01 AM	user_other		I found 30 events for next week.				[]		CoW	Speech	1	1.13		uwp	
076b1f5a-f13a-45be-9285-7bfa88f4b669	0	5/13/2020 8:03:06 PM	user	Set a reminder to wash my truck on Saturday 11:00 AM.	Got it. I'll remind you  Sat, 16 May • 11:00 AM . {EarconSuccess}	REMINDER	create_single_reminder	Set a reminder to <reminder_text>wash my truck</reminder_text> on <start_date>Saturday</start_date> <start_time>11:00 AM</start_time>.	[]		CoW	Speech	1	1.13		uwp	
07710970-bdea-42a3-805e-8dce2f2f56e1	0	5/14/2020 3:55:08 AM	user	Hey Cortana Kim Kardashian news today.	I've got the latest for Kim Kardashian. From YAHOO!, Of Course Kim Kardashian West Is Wearing a Party Dress at Home. {EarconNext} From Us Weekly, Kim Kardashian Feels Like She ‘Needs Some Space’ From Kanye West During Quarantine. {EarconNext} From Entertainment Tonight, Why Amanda Knox Praises Kim Kardashian West's Criminal Justice Reform Efforts (Exclusive).	NOTSURE	other_domain	Hey Cortana Kim Kardashian news today.	[]		CoW	Speech	9	1.13		uwp	
07797124-34b7-4779-968d-d9253c3107a4	0	5/11/2020 7:01:54 PM	user	What's Aaron daddy Roy's books in order?	I'm sorry, but I can't help with that yet.	NOTSURE	non_sense	What's Aaron daddy Roy's books in order?	[]		CoW	Speech	1	1.13		uwp	
07911646-9a1c-4e0f-a662-0decfae90a51	0	5/6/2020 1:11:54 AM	user	Launch razer synapse.	Alright.	ONDEVICE	open_application	launch <app_name>razer synapse</app_name>	[]		CoW	Speech	1	1.13		uwp	
07911646-9a1c-4e0f-a662-0decfae90a51	1	5/6/2020 1:11:58 AM	user_other		I'll open Razer Synapse.				[]		CoW	Speech	1	1.13		uwp	
0792cd3c-9b6e-4d77-85dc-ef3aed868389	0	5/20/2020 7:16:27 PM	user	What do I have today?		CALENDAR	find_calendar_entry	what do i have <start_date>today</start_date>	[]		CoW	Speech	1	1.13		uwp	
07b09708-213c-40da-bfdc-cc7ee202661a	0	5/15/2020 10:45:16 PM	user	Do an impersonation?	Expecto Patronum!	WEB	web_other	do an impersonation	[]		CoW	Speech	1	1.13		uwp	
07b2ed5c-27af-4904-83eb-241be5d81176	0	5/7/2020 2:30:46 AM	user	Who is Tom Cruise according to Wikipedia?	I’ve got this for you on who is tom cruise according to wikipedia.	NOTSURE	other_domain	Who is Tom Cruise according to Wikipedia?	[]		CoW	Speech	1	1.13		uwp	
07b69551-01d3-4f5a-9a07-caff81121da7	0	5/27/2020 6:02:09 AM	user	Translate.	I can translate if you try something like, How do I say I love you in Italian?	NOTSURE	other_domain	Translate.	[]		CoW	Speech	1	1.13		uwp	
07c3dd70-48fe-4dec-a445-9e5e7ea8f6ab	0	5/20/2020 8:06:33 PM	user	Set a reminder.	OK, what do you wanna be reminded about?	REMINDER	create_single_reminder	Set a reminder.	[]		CoW	Speech	1	1.13		uwp	
07c3dd70-48fe-4dec-a445-9e5e7ea8f6ab	1	5/20/2020 8:06:39 PM	user	Go skiing.	OK, When would you like to be reminded?	REMINDER	create_single_reminder	<reminder_text>Go skiing</reminder_text>.	[]	{"PreviousTurnDomain": ["reminder"], "PreviousTurnIntent": ["create_single_reminder"], "TaskFrameGUID": ["CreateReminderActionId"], "TaskFrameStatus": ["InProgress"]}	CoW	Speech	1	1.13		uwp	
07c3dd70-48fe-4dec-a445-9e5e7ea8f6ab	2	5/20/2020 8:06:45 PM	user	Tomorrow.	Alright, what time do you want the reminder?	NOTSURE	ambiguous	Tomorrow.	[]	{"PreviousTurnDomain": ["reminder"], "PreviousTurnIntent": ["create_single_reminder"], "TaskFrameGUID": ["CreateReminderActionId"], "TaskFrameStatus": ["InProgress"]}	CoW	Speech	1	1.13		uwp	
07c3dd70-48fe-4dec-a445-9e5e7ea8f6ab	3	5/20/2020 8:06:50 PM	user	PM.	Sure, what time do you want the reminder?	NOTSURE	ambiguous	PM.	[]	{"PreviousTurnDomain": ["fallback"], "PreviousTurnIntent": ["fallback_other"], "TaskFrameGUID": ["CreateReminderActionId"], "TaskFrameStatus": ["InProgress"]}	CoW	Speech	1	1.13		uwp	
07c3dd70-48fe-4dec-a445-9e5e7ea8f6ab	4	5/20/2020 8:06:55 PM	user	PM.	Sorry, I'm just not getting it.	NOTSURE	ambiguous	PM.	[]	{"PreviousTurnDomain": ["fallback"], "PreviousTurnIntent": ["fallback_other"], "TaskFrameGUID": ["CreateReminderActionId"], "TaskFrameStatus": ["InProgress"]}	CoW	Speech	1	1.13		uwp	
07ccc54e-dcac-43f3-be6b-14478792fed4	0	5/20/2020 10:08:55 PM	user	Hey Cortana set an alarm for 3:09 PM.	Sure thing, I've turned on your alarm for  3:09 PM .	ALARM	set_alarm	Hey Cortana set an alarm for <start_time>3:09 PM</start_time>.	[]		CoW	Speech	1	1.13		uwp	
07e03b2e-6d68-45e8-a319-63a254b1f16a	0	5/22/2020 3:47:56 PM	user	What's the weather outside?	Right now, it's sunny and 75. The forecast shows rain showers with a high of 80 and a low of 66.	NOTSURE	other_domain	What's the weather outside?	[]		CoW	Speech	1	1.13		uwp	
07e8fe1e-2cd0-4bea-b10e-56d59caa67db	0	5/15/2020 5:29:15 AM	user	Join my next meeting.		CALENDAR	connect_to_meeting	Join my <start_time>next</start_time> meeting.	[]		CoW	Speech	2	1.13		uwp	
07e8fe1e-2cd0-4bea-b10e-56d59caa67db	1	5/15/2020 5:29:15 AM	user_other		Which meeting would you like to join?				[]		CoW	Speech	2	1.13		uwp	
07e8fe1e-2cd0-4bea-b10e-56d59caa67db	2	5/15/2020 5:29:22 AM	user_other	Second one.	. 				[]		CoW	Speech	2	1.13		uwp	1
080240b7-989a-4fb3-9980-b2d70f1058c5	0	5/15/2020 7:36:33 PM	user	Hey Cortana most popular comedy clubs near me.	I found  5  places matching 'comedy clubs'. There's  Jet City Improv  at  5510 University Way NE  in  Seattle . It's 8.8 miles away.	NOTSURE	other_domain	Hey Cortana most popular comedy clubs near me.	[]		CoW	Speech	6	1.13		uwp	
08102bb8-b47a-492f-9c13-3b82027fc659	0	5/19/2020 5:40:30 PM	user	Transfer music.	Here’s a list from techspirited.com for transfer music.	NOTSURE	other_domain	Transfer music.	[]		CoW	Speech	1	1.13		uwp	
0836b023-34de-42b9-a93e-61793b6cfd94	0	5/22/2020 5:15:50 PM	user	Go to Hangouts.	Alright.	WEB	web_other	go to hangouts	[]		CoW	Speech	3	1.13		uwp	
0836b023-34de-42b9-a93e-61793b6cfd94	1	5/22/2020 5:15:53 PM	user_other		Sorry, I couldn't find Hangouts for you.				[]		CoW	Speech	3	1.13		uwp	
0841a7ce-7841-444d-b2e2-c3e6757eb435	0	5/11/2020 12:39:27 PM	user	He remind me to submit my electricity bill on Sunday.	what time do you want the reminder?	REMINDER	create_single_reminder	He remind me to <reminder_text>submit my electricity bill</reminder_text> on <start_date>Sunday</start_date>.	[]		CoW	Speech	1	1.13		uwp	
0841a7ce-7841-444d-b2e2-c3e6757eb435	1	5/11/2020 12:39:32 PM	user	10 AM.	Got it. I'll remind you  Sun, 17 May • 10:00 AM . {EarconSuccess}	REMINDER	create_single_reminder	<start_time>10 AM</start_time>.	[]	{"PreviousTurnDomain": ["reminder"], "PreviousTurnIntent": ["create_single_reminder"], "TaskFrameGUID": ["CreateReminderActionId"], "TaskFrameStatus": ["InProgress"]}	CoW	Speech	1	1.13		uwp	
0869acfa-fcd6-4fe8-8dea-36f3bee0a128	0	5/4/2020 4:06:32 PM	user	Hey Cortana what temperature is it in Guam in Celsius.	Right now, it's partly cloudy and 27 in  Hagatna . The forecast shows rain showers with a high of 31 and a low of 25.	NOTSURE	other_domain	Hey Cortana what temperature is it in Guam in Celsius.	[]		CoW	Speech	1	1.13		uwp	
0888a342-976e-43d0-843e-6bb0746467ab	0	5/22/2020 4:14:15 PM	user	What is the first meeting of the day?	Here's your first event today.	CALENDAR	find_calendar_entry	What is the <order_ref>first</order_ref> meeting of the day?	[]		CoW	Speech	1	1.13		uwp	
08923192-03b0-474d-a627-b729558e52ec	0	5/14/2020 4:49:02 PM	user	Hey Cortana say goodbye.	Sorry, I can't help with that.	NOTSURE	other_domain	Hey Cortana say goodbye.	[]		CoW	Speech	8	1.13		uwp	
0894ff2b-e72e-43cf-98de-2852c8f35f4d	0	5/27/2020 4:26:39 PM	user	What do you think of Cisco Webex meetings?	Words fail me.	NOTSURE	other_domain	What do you think of Cisco Webex meetings?	[]		CoW	Speech	1	1.13		uwp	
08988fc9-4015-4f91-906b-767afdf8b92e	0	5/6/2020 10:50:52 PM	user	Retrieve timer.	How long do you want your timer?	ALARM	time_remaining	Retrieve timer.	[]		CoW	Speech	5	1.13		uwp	
08aac240-9766-45b9-bc91-6e0f5d806af9	0	5/12/2020 4:44:03 PM	user	What's the weather like tomorrow?	The forecast for tomorrow shows light rain with a high of 64 and a low of 51.	NOTSURE	other_domain	What's the weather like tomorrow?	[]		CoW	Speech	5	1.13		uwp	
08d47372-3697-4103-8531-a80ea26d02b0	0	5/28/2020 1:26:47 AM	user	How's the signal?	Sorry, I'm not able to help with this one yet.	NOTSURE	other_domain	How's the signal?	[]		CoW	Speech	1	1.13		uwp	
08f124ad-c1db-493b-9ed4-03fa38c7146c	0	5/6/2020 6:43:39 AM	user	And my task.	Sorry, I'm not able to help with this one yet.	MYSTUFF	find_my_stuff	And my <data_type>task</data_type>.	[]		CoW	Speech	1	1.13		uwp	
08f7e98a-e1f9-4d1d-b608-3cb909da8a02	0	5/27/2020 1:06:00 AM	user	Is it going to rain tomorrow?	No, don't expect rain. The forecast tomorrow shows a high of 94 and a low of 61. There's also a heat advisory in effect until 7:00 PM Thursday.	NOTSURE	other_domain	Is it going to rain tomorrow?	[]		CoW	Speech	4	1.13		uwp	
09328fa3-a295-4768-b591-313d7b07ca58	0	5/1/2020 7:05:07 PM	user	What's on my pancake list?	Sorry, it looks like something went wrong.	MYSTUFF	find_my_stuff	What's on my <keyword>pancake</keyword> <data_type>list</data_type>?	[]		CoW	Speech	7	1.13		uwp	
095c283a-6469-4801-881f-40bb5c3cb3dd	0	5/5/2020 11:18:19 PM	user	What is the weather today?	The forecast shows partly sunny skies with a high of 72 and a low of 49, with a slight chance of rain. Right now, it's partly sunny and 70.	NOTSURE	other_domain	What is the weather today?	[]		CoW	Speech	13	1.13		uwp	
096251e7-190a-4269-b02a-1ad9f5bcb49d	0	5/20/2020 7:43:16 PM	user	What's on my shopping list?	You've got one item on your Shopping list.	MYSTUFF	find_my_stuff	What's on my <keyword>shopping</keyword> <data_type>list</data_type>?	[]		CoW	Speech	1	1.13		uwp	
09668ccd-3e1f-45bc-9449-eb8d0ece6280	0	5/24/2020 8:50:15 PM	user	What are my meetings on Tuesday morning?	I'm finding 3 events for Tuesday morning.	CALENDAR	find_calendar_entry	What are my meetings on <start_date>Tuesday</start_date> <start_time>morning</start_time>?	[]		CoW	Speech	2	1.13		uwp	
097cbf6d-48d6-490e-abd4-f10a70f00287	0	5/28/2020 6:11:56 PM	user	Hi.	Hi! If you want to see what's on your schedule, just ask me.	WEB	web_other	hi	[]		CoW	Speech	7	1.13		uwp	
097d0eff-8b6c-48e3-9d98-13af0489820a	0	5/22/2020 7:29:41 PM	user	What time is it in London when it's 1:35 AM in Paris?	When it's  1:35 AM  in  Paris, France , it's  12:35 AM  in  London, United Kingdom .	NOTSURE	other_domain	What time is it in London when it's 1:35 AM in Paris?	[]		CoW	Speech	1	1.13		uwp	
097fa24b-ce51-4aaa-a34e-4cbb92279c57	0	5/5/2020 5:58:34 PM	user	Create a meeting with Saketh.	Alright, Looks like you're both free at 2:45 PM and 3:15 PM on Wednesday, May  6 . What time would you like to meet?	CALENDAR	create_calendar_entry	Create a meeting with <contact_name>Saketh</contact_name>.	[]		CoW	Speech	1	1.13		uwp	
097fa24b-ce51-4aaa-a34e-4cbb92279c57	1	5/5/2020 5:58:49 PM	user	2:45 PM on Wednesday May 6th.	Alright, Here's what I have. Should I schedule this?	CALENDAR	create_calendar_entry	<start_time>2:45 PM</start_time> on <start_date>Wednesday May 6th</start_date>.	[]	{"PreviousTurnDomain": ["calendar"], "PreviousTurnIntent": ["create_calendar_entry"], "TaskFrameGUID": ["CalendarCreateActionId"], "TaskFrameStatus": ["InProgress"]}	CoW	Speech	1	1.13		uwp	
097fa24b-ce51-4aaa-a34e-4cbb92279c57	2	5/5/2020 5:58:56 PM	user	No.	Alright, change the title, time, or attendee?	CALENDAR	reject	No.	[]	{"PreviousTurnDomain": ["calendar"], "PreviousTurnIntent": ["create_calendar_entry"], "TaskFrameGUID": ["CalendarCreateActionId"], "TaskFrameStatus": ["InProgress"]}	CoW	Speech	1	1.13		uwp	
097fa24b-ce51-4aaa-a34e-4cbb92279c57	3	5/5/2020 5:59:04 PM	user	Title.	OK, what do you wanna call your event?	CALENDAR	create_calendar_entry	<slot_attribute>Title</slot_attribute>.	[]	{"PreviousTurnDomain": ["calendar"], "PreviousTurnIntent": ["reject"], "TaskFrameGUID": ["CalendarCreateActionId"], "TaskFrameStatus": ["InProgress"]}	CoW	Speech	1	1.13		uwp	
097fa24b-ce51-4aaa-a34e-4cbb92279c57	4	5/5/2020 5:59:10 PM	user	Monica.	OK, Here's what I have. Should I schedule this?	CALENDAR	create_calendar_entry	Monica.	[]	{"PreviousTurnDomain": ["calendar"], "PreviousTurnIntent": ["create_calendar_entry"], "TaskFrameGUID": ["CalendarCreateActionId"], "TaskFrameStatus": ["InProgress"]}	CoW	Speech	1	1.13		uwp	
097fa24b-ce51-4aaa-a34e-4cbb92279c57	5	5/5/2020 5:59:17 PM	user	No cancel the meeting.	Should I add this to your calendar?	CALENDAR	delete_calendar_entry	No cancel the meeting.	[]	{"PreviousTurnDomain": ["calendar"], "PreviousTurnIntent": ["create_calendar_entry"], "TaskFrameGUID": ["CalendarCreateActionId"], "TaskFrameStatus": ["InProgress"]}	CoW	Speech	1	1.13		uwp	
097fa24b-ce51-4aaa-a34e-4cbb92279c57	6	5/5/2020 5:59:23 PM	user	No cancel the meeting.	Sorry, Should I add this to your calendar?	CALENDAR	delete_calendar_entry	No cancel the meeting.	[]	{"PreviousTurnDomain": ["calendar"], "PreviousTurnIntent": ["delete_calendar_entry"], "TaskFrameGUID": ["CalendarCreateActionId"], "TaskFrameStatus": ["InProgress"]}	CoW	Speech	1	1.13		uwp	
097fa24b-ce51-4aaa-a34e-4cbb92279c57	7	5/5/2020 5:59:28 PM	user	No cancel the meeting.	I'm sorry, I'm not getting it. Help me complete this.	CALENDAR	delete_calendar_entry	No cancel the meeting.	[]	{"PreviousTurnDomain": ["calendar"], "PreviousTurnIntent": ["delete_calendar_entry"], "TaskFrameGUID": ["CalendarCreateActionId"], "TaskFrameStatus": ["InProgress"]}	CoW	Speech	1	1.13		uwp	
09917fc5-0450-4f01-b440-a547bfab75a3	0	5/22/2020 1:39:27 PM	user	Uh.	According to wikipedia.org, The University of Houston is a public research university in Houston, Texas and the main institution of the University of Houston System.	NOTSURE	other_domain	Uh.	[]		CoW	Speech	1	1.13		uwp	
099ea21f-20c7-41b7-8c39-9a1074f54ab5	0	5/15/2020 8:11:23 PM	user	Hey Cortana what's the vocabulary size of dogs.	According to dailypuppy.com, The average dog has a vocabulary of around 165 words and can count to five.	NOTSURE	other_domain	Hey Cortana what's the vocabulary size of dogs.	[]		CoW	Speech	7	1.13		uwp	
09a4e33c-37d5-40e9-9ea1-a0830abf721a	0	5/21/2020 12:23:19 AM	user	What is COVID-19?	I'm sorry, but I can't help with that yet.	NOTSURE	other_domain	What is COVID-19?	[]		CoW	Speech	1	1.13		uwp	
09b72eb6-b2c8-406a-98b2-d4af88697f25	0	5/29/2020 3:57:15 PM	user	Hey Cortana retrieve timer.	There's already a timer going, should I restart it for?	ALARM	find_timer	Hey Cortana retrieve timer.	[]		CoW	Speech	1	1.13		uwp	
09b72eb6-b2c8-406a-98b2-d4af88697f25	1	5/29/2020 3:57:21 PM	user	Cancel.	Canceled	ALARM	cancel	Cancel.	[]	{"PreviousTurnDomain": ["alarm"], "PreviousTurnIntent": ["find_timer"], "TaskFrameGUID": ["CreateTimerActionId"], "TaskFrameStatus": ["InProgress"]}	CoW	Speech	1	1.13		uwp	
09bc79ef-18a7-48f4-abd3-ce09d98ffb0a	0	5/13/2020 7:01:21 PM	user	Latest news.	I pulled up today's top headlines. The first headline from USA Today is, Ahmaud Arbery video: Legal experts explain how key frames may be used in murder trial.	WEB	web_other	latest news	[]		CoW	Speech	2	1.13		uwp	
09beec63-bb51-4b2b-a504-a33c248e5f04	0	5/13/2020 8:40:57 PM	user	Open OneNote 2016.	Alright.	WEB	web_other	open onenote 2016	[]		CoW	Speech	1	1.13		uwp	
09beec63-bb51-4b2b-a504-a33c248e5f04	1	5/13/2020 8:41:03 PM	user_other		Sorry, I couldn't find OneNote 2016 for you.				[]		CoW	Speech	1	1.13		uwp	
09ce953b-f404-4ee9-a515-14d83b4b4c8b	0	5/8/2020 8:17:51 PM	user	Launch DVD player app.	OK.	ONDEVICE	open_application	Launch <app_name>DVD player</app_name> <media_type>app</media_type>.	[]		CoW	Speech	1	1.13		uwp	
09ce953b-f404-4ee9-a515-14d83b4b4c8b	1	5/8/2020 8:17:52 PM	user_other		I'll open DVD Player.				[]		CoW	Speech	1	1.13		uwp	
09e5501a-522d-43b2-ac42-87d56b7a7ac1	0	5/15/2020 10:16:30 PM	user	Who is Priya Sharma?	I'm working on it	PEOPLE	search_people_by_name	Who is <contact_name>Priya Sharma</contact_name>?	[]		CoW	Speech	1	1.13		uwp	
09e5501a-522d-43b2-ac42-87d56b7a7ac1	1	5/15/2020 10:16:31 PM	user_other		Which  Priya Sharma  are you looking for?				[]		CoW	Speech	1	1.13		uwp	
09e5501a-522d-43b2-ac42-87d56b7a7ac1	2	5/15/2020 10:16:41 PM	user	America.	Here's more about  Priya Sharma (HCL America Inc) .	NOTSURE	notsure_other	America.	[]	{"PreviousTurnDomain": ["people"], "PreviousTurnIntent": ["search_people_by_name"], "TaskFrameGUID": ["SearchPeopleInfoActionId"], "TaskFrameStatus": ["InProgress"]}	CoW	Speech	1	1.13		uwp	
0a149792-a5dc-49b6-8225-9deb7a6294a5	0	5/7/2020 6:26:16 PM	user	Please show me Mail I have not opened yet.	Sorry, I can't help with that.	EMAIL	search_email	Please show me <message_type>Mail</message_type> I have not opened yet.	[]		CoW	Speech	1	1.13		uwp	
0a28c9ac-872f-42ca-82bb-5fa1f6623e40	0	5/29/2020 11:06:14 PM	user	Give me directions to Starbucks.	I found  5  locations for  Starbucks  in  Seattle . There's one at  9023 25th Ave SW , 1.4 miles away. Which one do you want?	NOTSURE	other_domain	Give me directions to Starbucks.	[]		CoW	Speech	1	1.13		uwp	
0a3ec2b7-a78d-4955-b87f-7f0ddf586179	0	5/31/2020 4:47:03 AM	user	How to say hi in Arabic?	hi in Arabic is:  مرحبا	NOTSURE	other_domain	How to say hi in Arabic?	[]		CoW	Speech	1	1.13		uwp	
0a52bcaf-d613-41ce-b4d7-1102a118cf60	0	5/1/2020 3:18:34 PM	user	What do you think of Apple?	Their new headquarters looks kind of like a Halo. I'm into it.	WEB	web_other	what do you think of apple	[]		CoW	Speech	2	1.13		uwp	
0a5da24f-63bb-4c2f-b4b6-b9f110c62ca4	0	5/21/2020 10:10:26 AM	user	Cortana how's it going.	All good here. When the unexpected happens, I can cancel your next meeting. Just ask.	WEB	web_other	cortana how's it going	[]		CoW	Speech	1	1.13		uwp	
0a5df291-980b-4377-a0d2-bec150e56766	0	5/22/2020 3:55:11 PM	user	Open notepad slash paint.	Alright.	ONDEVICE	open_application	Open <app_name>notepad slash paint</app_name>.	[]		CoW	Speech	1	1.13		uwp	
0a5df291-980b-4377-a0d2-bec150e56766	1	5/22/2020 3:55:12 PM	user_other		Which notepad slash paint do you want?				[]		CoW	Speech	1	1.13		uwp	
0abd7c86-0946-469a-bd6e-de3ffeebd3b2	0	5/6/2020 1:54:11 PM	user	Cortana.		ONDEVICE	open_application	<app_name>cortana</app_name>	[]		CoW	Speech	27	1.13		uwp	
0ad4d661-9d7f-4980-a712-71e1eabafe81	0	5/20/2020 7:38:18 AM	user	When is my next meeting?	Next up, , at 2:00 PM, Calendar Skill Scrum	CALENDAR	find_calendar_when	when is my <start_time>next</start_time> meeting	[]		CoW	Speech	10	1.13		uwp	
0ae0b9da-ede0-42d7-8fbe-c9710142a986	0	5/14/2020 3:01:09 PM	user	Open the Airband Core team's site.	Sorry, I'm not able to help with this one yet.	NOTSURE	other_domain	Open the Airband Core team's site.	[]		CoW	Speech	1	1.13		uwp	
0ae15420-b9a1-454b-8955-9acb12647b25	0	5/18/2020 11:27:49 PM	user	Play the next track.	I'm sorry, I can't control your music here.	NOTSURE	other_domain	Play the next track.	[]		CoW	Speech	1	1.13		uwp	
0b01f965-8ee5-4c31-a680-966ba4bd313d	0	5/21/2020 5:03:39 PM	user	Join the meeting.	Joining your 10:00 AM. 	CALENDAR	connect_to_meeting	Join the meeting.	[]		CoW	Speech	4	1.13		uwp	
0b09b1ba-e0fe-4390-a089-ce32671805c7	0	5/12/2020 8:38:43 AM	user	Join the ship room meeting that is.		CALENDAR	connect_to_meeting	Join the <title>ship room</title> meeting that is.	[]		CoW	Speech	1	1.13		uwp	
0b09b1ba-e0fe-4390-a089-ce32671805c7	1	5/12/2020 8:38:44 AM	user_other		Which meeting would you like to join?				[]		CoW	Speech	1	1.13		uwp	
0b09b1ba-e0fe-4390-a089-ce32671805c7	2	5/12/2020 8:38:51 AM	user_other		. 				[]		CoW	Speech	1	1.13		uwp	1
0b11c487-07b5-4457-8c75-87d5ea35146a	0	5/27/2020 11:23:16 PM	user	What's a palindrome?	palindrome means   a word, phrase, or sequence that reads the same backward as forward, e.g., madam or nurses run.	NOTSURE	other_domain	What's a palindrome?	[]		CoW	Speech	1	1.13		uwp	
0b19812f-476b-4f5c-95f8-fcde099e35f1	0	5/28/2020 12:39:06 PM	user	Cortana what's the news.	I pulled up top stories for today. The first headline from USA Today is, Soldier stopped active shooter, saved 'countless lives' by striking him with car, police say.	NOTSURE	other_domain	Cortana what's the news.	[]		CoW	Speech	9	1.13		uwp	
0b1bddfb-9adf-404b-982a-353eb55feab8	0	5/15/2020 8:27:14 PM	user	Hey Cortana raise the temperature by 1 degrees.	Sorry, I can't control your home devices here.	NOTSURE	other_domain	Hey Cortana raise the temperature by 1 degrees.	[]		CoW	Speech	4	1.13		uwp	
0b1e52aa-7b3f-4022-b8e3-6d9a6109d0cf	0	5/12/2020 8:58:44 PM	user	How is traffic to the nearby Home Depot?	I'm sorry, but I can't help with that yet.	NOTSURE	other_domain	How is traffic to the nearby Home Depot?	[]		CoW	Speech	1	1.13		uwp	
0b1f47af-b1b6-4572-9e5c-2cad595982e2	0	5/26/2020 6:36:14 PM	user	Hey Cortana Amazon code.	Sorry I don't know the answer to this one, but I'm learning.	NOTSURE	other_domain	Hey Cortana Amazon code.	[]		CoW	Speech	1	1.13		uwp	
0b20cc7a-2e2b-496d-983d-87558191d780	0	5/21/2020 6:58:34 PM	user	Hey Cortana open up my visual ID presentation.		FILES	file_open	Hey Cortana open up <contact_name>my</contact_name> <file_keyword>visual ID</file_keyword> <file_type>presentation</file_type>.	[]		CoW	Speech	1	1.13		uwp	
0b2dbf89-fc38-4996-8dcf-2d0ca35675d2	0	5/18/2020 1:13:22 AM	user	Who is the manager of Dexter?	I'm working on it	PEOPLE	search_org_chart	Who is the <relationship_name>manager</relationship_name> of <contact_name>Dexter</contact_name>?	[]		CoW	Speech	2	1.13		uwp	
0b2dbf89-fc38-4996-8dcf-2d0ca35675d2	1	5/18/2020 1:13:23 AM	user_other		Dexter Qu  reports to  Gunjan Sood .				[]		CoW	Speech	2	1.13		uwp	
0b31e0a0-dd9c-4029-894c-ae93bd9223ad	0	5/8/2020 11:08:23 AM	user	Set an alarm for 6:00 PM.	Sure thing, I've turned on your alarm for  6:00 PM .	ALARM	set_alarm	set an alarm for <start_time>6:00 pm</start_time>	[]		CoW	Speech	1	1.13		uwp	
0b3abc4c-f92e-4a5d-a91d-9d0f6d6f608b	0	5/28/2020 5:20:19 PM	user	What's next on my calendar?	Sorry I don't know the answer to this one, but I'm learning.	CALENDAR	find_calendar_entry	what's <start_time>next</start_time> on my calendar	[]		CoW	Speech	10	1.13		uwp	
0b4fc655-440c-49ca-b36d-2e7252db179e	0	5/22/2020 5:57:50 PM	user	Headline news.	I pulled up today's top headlines. The first headline from FOX News on MSN.com is, GBI says neighbor who videotaped Ahmaud Arbery's killing just as responsible as shooters.	WEB	web_other	headline news	[]		CoW	Speech	8	1.13		uwp	
0b56962e-206c-4737-bcdf-361d279b0338	0	5/12/2020 10:27:13 PM	user	Remind me to close the door in one minute.	Sorry, I can't control your home devices here.	REMINDER	create_single_reminder	Remind me to <reminder_text>close the door</reminder_text> <start_time>in one minute</start_time>.	[]		CoW	Speech	2	1.13		uwp	
0b5cc395-f8d1-4476-8c52-9eaa0a818555	0	5/13/2020 8:48:02 PM	user	Open notepad slash paint.	OK.	ONDEVICE	open_application	Open <app_name>notepad slash paint</app_name>.	[]		CoW	Speech	1	1.13		uwp	
0b5cc395-f8d1-4476-8c52-9eaa0a818555	1	5/13/2020 8:48:03 PM	user_other		Which notepad slash paint do you want?				[]		CoW	Speech	1	1.13		uwp	
0b5cc395-f8d1-4476-8c52-9eaa0a818555	2	5/13/2020 8:48:08 PM	user	Holiday.	Which notepad slash paint do you want?	NOTSURE	notsure_other	Holiday.	[]	{"PreviousTurnDomain": ["ondevice"], "PreviousTurnIntent": ["open_application"], "TaskFrameGUID": ["AppCommanding_LaunchAppV2GUID"], "TaskFrameStatus": ["InProgress"]}	CoW	Speech	1	1.13		uwp	
0b5cc395-f8d1-4476-8c52-9eaa0a818555	3	5/13/2020 8:48:16 PM	user_other		Which notepad slash paint do you want?				[]		CoW	Speech	1	1.13		uwp	
0b783c1d-b614-4dc4-8bb5-170f83cb6fab	0	5/6/2020 6:53:49 PM	user	Check my calendar.	Sorry, I'm not able to help with this one yet.	CALENDAR	find_calendar_entry	check my calendar	[]		CoW	Speech	1	1.13		uwp	
