TurnNumber	PreviousTurnIntent	query	intent
0		slide files hilekoski downloaded	file_search
0		open the document I was working on today to page one.	file_open
0		Go to reading list	file_navigate
0		Find note with Bread	file_search
0		She has like you have to put in carrots probably not but they have like a special link.	file_other
0		I need this document I used most recently opened.	file_open
0		Deck for Tuesday shiproom 	file_search
0		Open file.	file_open
0		cortana show me my notes	file_search
0		What spreadsheets do I have from after July 22nd	file_search
0		Find the excel spreadsheet I worked on last Monday.	file_search
0		saving that I created file	file_download
0		Please pulling up my I worked on document	file_navigate
0		presentation file indirias dunea brewbacker created	file_search
0		Share a file on this chat	file_share
0		vdw worked by chattanooga	file_search
0		Reopen last document opened	file_open
0		return to previous document	file_navigate
0		can you find the lunch break by khiari	file_search
0		Please pulling up my recent document	file_navigate
0		re-opening the last document I was working on recently.	file_open
0		show my photos from April 2015	file_search
0		home depot shopping vst by schexnayder pujade-renaud	file_search
0		Open teams substrate PowerPoint.	file_open
0		Open my excel.	file_open
0		Open specs with addictive.	file_share
0		show me all the powerpoint presentations i created in june	file_search
0		Share lt review ppt I was composing of the conversation	file_share
0		show me pictures from dalena	file_search
0		Share that ppt	file_share
0		Show taking gres with mustalahti	file_share
0		Hey show me my I was editing modifications	file_search
0		save tax document	file_download
0		file named research appointment	file_search
0		files edited by shatterell bartar khiari braatoy	file_search
0		Cortana open the PPT document I was just working on	file_open
0		took me to the file I was creating.	file_navigate
0		sharefile skills with mohit	file_share
0		communicator.exe	file_search
0		Open the Word I uploaded	file_open
0		show with my meeting participants in 11AM	file_share
0		Open this file.	file_open
0		I was editing a document , please , open the document.	file_open
0		upload that download	file_download
0		going back to previous document	file_navigate
0		keep that document	file_download
0		I want a document to be opened where I was creating.	file_open
0		Can you please open the document I used most recently?	file_open
0		sharing files with my 11AM meeting attendees	file_share
0		Cortana bring up my lt review word.	file_navigate
0		Launch that document I compose	file_open
0		What files I need to approve 	file_search
0		Share my attached files.	file_share
0		file location settler seven	file_search
0		Open file specs.	file_open
0		Open excel ship room	file_open
0		list of my that was closed opened documents	file_navigate
0		Task review doc shared in email 	file_search
0		Cortana, Get my Cannes pictures from 15th September	file_search
0		I want the document to be opened which I was last working on.	file_open
0		Launch that document I was compose	file_open
0		Docs on 3S architecture 	file_search
0		list my recent open document	file_open
0		power point chastel ching-ray walked	file_search
0		Pull of the document I was working on recently	file_navigate
0		Hey can you please direct me to my last files I was working on?	file_navigate
0		share this file	file_share
0		I need that document newest open.	file_open
0		show me the note pic.	file_search
0		Open documents I last edited	file_open
0		what's on my shopping list?	file_search
0		go to folder	file_navigate
0		what are my recently - opened files	file_navigate
0		onenotes up by elana dental appointment	file_search
0		Can you open the my I last edited file for me	file_open
0		show documents in print queue	file_search
0		Open the paper which recent	file_open
0		Cortana display the document I worked on.	file_search
0		Hey show me my I was working on modifications	file_search
0		it is jay ongg	file_download
0		Open and paper I was using	file_open
0		share files with my meeting participants in 11AM	file_share
0		open with Jacob	file_share
0		Go of files	file_navigate
0		open the document I used most recently yesterday.	file_open
0		Navigate is my that was closed files	file_navigate
0		Retrieve what I was only working on and open it up.	file_open
0		Cortana open I was creating paper.	file_open
0		Find The item list I wrote down this morning.	file_search
0		Show movies to watch this month with dejori	file_share
0		Cortana opened my brownbag excel again	file_open
0		Show me the files that I was only	file_search
0		third one	file_download
0		Stop.	file_other
0		open with my 11AM chat	file_share
0		can you show my most recent files.	file_search
0		Please opens the last document I updated	file_open
0		save tax paper	file_download
0		Share a file on this chat	file_share
0		please put up the I uploaded document	file_navigate
0		help me find my homework please	file_search
0		open the files newest.	file_open
0		where has recent documents gone in windows ten	file_search
0		Navigate the files	file_navigate
0		aol news sports weather entertainment	file_other
0		Open file skills.	file_open
0		My photos	file_search
0		display notes with Lawrence	file_search
0		Open my latest presentation.	file_open
0		get Cortana on my phoneÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬ÃƒÂ¢Ã¢â€šÂ¬Ã‚Â¹ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬ÃƒÂ¢Ã¢â€šÂ¬Ã‚Â¹ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬ÃƒÂ¢Ã¢â€šÂ¬Ã‚Â¹ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬ÃƒÂ¢Ã¢â€šÂ¬Ã‚Â¹	file_other
0		show early shit with stixrud	file_share
0		Navigate is my I was just working on files	file_navigate
0		look for all text files created since monday	file_search
0		Where's my note about the concert tomorrow?	file_search
0		Bring up the document file that I worked on	file_navigate
0		show me the latest modified document	file_search
0		I need you to re-open the document I last edited	file_open
0		Open LT review discussion dok	file_open
0		hey cortana show me word documents that i worked on in april	file_search
0		Find files I added yesterday	file_search
0		save lt review file	file_download
0		Take me where I can see all my latest files	file_navigate
0		Can you please open your document recent?	file_open
0		find my resume I was editing between 1 am and 4am this morning 	file_search
0		Share file LT review discussion to voice skills stand up meeting	file_share
0		Bobcat	file_other
0		Show my photos from April 2017	file_search
0		Open the ppt recently	file_open
0		show me my that was closed excel archives.	file_search
0		workbook by tsekoa called english class lesson	file_search
0		Launch LT review discussion paper I had up before	file_open
0		Show this file with dejori	file_share
0		I need a document to be opened that I uploaded.	file_open
0		Cortana open my billing doucments again	file_open
0		show me your files that I created today.	file_search
0		notes for writing a narrative	file_search
0		Cortana shows the document that was closed.	file_navigate
0		list my I uploaded open documents	file_open
0		Take me where I can see all my latest files	file_navigate
0		Hey Cortana, open gif file	file_open
0		c:/program filex x86/steam/steamapps/	file_search
0		work list file of type vssx	file_search
0		find candy notes	file_search
0		Open 'LT review discussion' deck 	file_open
0		can you show my I had been working on files.	file_search
0		Tell me a joke.	file_other
0		download this downloaded files	file_download
0		Take me to YouTube	file_other
0		Open my tax details paper	file_open
0		hey cortana find a document called test	file_search
0		re-open the last document I uploaded.	file_open
0		show me my photos	file_search
0		Please open my tax document	file_open
0		what are my recently - opened files	file_navigate
0		Show group home with stixrud	file_share
0		Find my notes on Costa Rica.	file_search
0		Please opened my brownbag document	file_open
0		Show me the files that I was only use	file_search
0		Show is my I uploaded files	file_search
0		Open most recently used powerpoint deck	file_open
0		Cortana open my invoice doucments again	file_open
0		Retrieve what I only working on and open it up.	file_open
0		show with my meeting attendees at next	file_share
0		I required to view my I just edited files.	file_open
0		show me your files I was editing today.	file_search
0		going back to previous document	file_navigate
0		show me the excel I just edited	file_search
0		I want to see my I uploaded files please.	file_navigate
0		sharefile skills with mohit	file_share
0		files working by stankovic evagelio audisio ruotsalo	file_search
0		I had up before a document , please open the document.	file_open
0		powerpoint by spatsi titled margot and my lunch date	file_search
0		open the document last active last weeks.	file_open
0		file with the name of new of type vsd	file_search
0		download deployment timeline PowerPoint	file_download
0		May I see interview from onedrive?	file_navigate
0		opening the file LT review discussion	file_open
0		Open flight see PowerPoint.	file_open
0		go to factory folder	file_navigate
0		please go to my I have recently opened files.	file_navigate
0		Show me the last document I changed	file_search
0		Hey can you resume the document I previously worked for?	file_open
0		Ambulance.	file_other
0		Cortana displays the document I was creating.	file_navigate
0		ppts with the title of by legoland	file_search
0		Kevin Spotify dinner music.	file_other
0		Show is my I was composing files	file_search
0		find trans dim file	file_search
0		Doc by asimov named remember my pants	file_search
0		Go of downloaded files	file_navigate
0		save this file	file_download
0		Retrieve what I only working on and open it up.	file_open
0		cortana sharefile with John	file_share
0		Send document	file_share
0		Please bring back up the last document I has open	file_navigate
0		where's the pdf for my se taxes	file_search
0		Share the deck.	file_share
0		Cortana open last active document.	file_open
0		Share the paper I've recently used to shiproom meeting attendees	file_share
0		the first one	file_download
0		Take me where I can see all of my recent files	file_navigate
0		share files with my 10 pm on Wednesday meeting participants	file_share
0		Please bring back up the last document I had open	file_navigate
0		show me my pictures	file_search
0		Open ship room powerpoint	file_open
0		I need to see my I updated files.	file_navigate
0		could you show my recent files.	file_search
0		Mudas E classes	file_other
0		csv files harbarth ruotsalo rudeborg editing	file_search
0		open with my 11AM meeting participants	file_share
0		Go in my spreadsheet	file_navigate
0		Time.	file_other
0		Heppen and looked at him.	file_other
0		Send the document.	file_share
0		Open the paper I was working on 	file_open
0		cortana show me documents	file_search
0		Share workplace paper I was working on with the meeting	file_share
0		Where are my pictures	file_search
0		Files shared in emails last week 	file_search
0		Pull up preview test plan document dok	file_open
0		Cortana continue work on document last opened	file_open
0		new document	file_search
0		File answers presented in monthly review 	file_search
0		Show me of my files	file_search
0		file called happy hour with team of type slides editing by chuta herana-daze arako	file_search
0		file called meeting with bill whitney	file_search
0		Browse my files from yesterday	file_navigate
0		show my photos from April 2015	file_search
0		Find the OneNote files I created before today	file_search
0		open the files newest.	file_open
0		Download fire skills list.	file_download
0		Share a file on this meeting	file_share
0		File answer.docx 	file_search
0		Open deck.	file_open
0		find me itv hub	file_search
0		Cortana show my I last edited files.	file_search
0		Can hear me	file_other
0		Cortana opened my invoice doucments again	file_open
0		Find files I added yesterday.	file_search
0		Hey show me my I last edited editing	file_search
0		show me pictures	file_search
0		find note labeled movies	file_search
0		please release the document I worked on.	file_open
0		Show me my downloaded files	file_search
0		show my photos from April 2015	file_search
0		open the spreadsheet I have recently opened	file_open
0		Open the downloads I was creating	file_open
0		Hey Cortana I necessary to continue with the document I was using.	file_open
0		Hey can you resume the document I previously worked on?	file_open
0		Go for the files I uploaded.	file_navigate
0		What day is it?	file_other
0		Cortana continue work on document last opened	file_open
0		delete app	file_other
0		Navigate the files	file_navigate
0		Hey show me my I just edited changes	file_search
0		Share the paper I was creating to design sync meeting participants	file_share
0		Find a document that I was working on	file_search
0		Open LT review deck.	file_open
0		show notes on grouppost	file_search
0		search files for windows ten four oh one k assignment	file_search
0		Show specs with addictive.	file_share
0		share the preview test plan document powerpoint deck of this meeting participants	file_share
0		mpp phanzu sincat mclauren open about meet lisa	file_search
0		cortana share the title document on this channel	file_share
0		share file with this chat	file_share
0		can you show my I just edited file.	file_search
0		Hi please tell me my I was composing files	file_navigate
0		I was creating a document , then open the document.	file_open
0		Hey show me my I was editing modifications	file_search
0		Go to my recent file.	file_navigate
0		Google	file_other
0		Open today on Wednesday at 2:30	file_other
0		opening the spreadsheet I was working on recently	file_open
0		poetry slideshow	file_search
0		Share the powerpoint deck I was writing in the meeting attendees	file_share
0		Where is my music?	file_search
0		Open this doc	file_open
0		Cortana open I updated documents.	file_open
0		show me my files of today.	file_search
0		Share that I created document most recent with shiproom chat	file_share
0		Open my planning details paper	file_open
0		Share this file on this meeting attendees	file_share
0		I want to see the most recent files I you made	file_navigate
0		show me archives I was creating.	file_search
0		pdf	file_search
0		What time is the fight tonight	file_other
0		Z	file_other
0		Bring up the document file that I was using	file_navigate
0		Cortana show the document I had been working on.	file_search
0		save insurance paper	file_download
0		Cortana open newest paper.	file_open
0		Open Q for file.	file_open
0		Send me the document.	file_share
0		list of my last active opened documents	file_navigate
0		Open up I've recently used I was using paper I've recently used I was using	file_open
0		Search notes for Pigs Corner.	file_search
0		Elton john's greatest hits.	file_other
0		please raise the I just edited document	file_navigate
0		Can you opened my I just edited file for me	file_open
0		show my photos from April 2015	file_search
0		Hey would you please show me the files I was editing this week?	file_search
0		Hey show me my I was creating editions	file_search
0		car companies spreadsheet	file_search
0		newest a document , please open a document.	file_open
0		Show ressen the files.	file_share
0		Navigate of my I was creating files	file_navigate
0		I want to see what things I have scheduled for this week in my notes	file_navigate
0		Open substrate framing memo.	file_open
0		Pull on most recently used doc	file_open
0		Browse my file from yesterday	file_navigate
0		Share file preview test plan document with design sync chat	file_share
0		can you see my I just edited files.	file_navigate
0		Open the powerpoint deck newest	file_open
0		Cortana opening my the ppt again	file_open
0		opening the spreadsheet I was using	file_open
0		Share this deck with Akshay Bhat.	file_share
0		Share LT review discussion powerpoint deck using the 10 pm on Wednesday chat	file_share
0		Find a few recent file.	file_search
0		show my documents	file_search
0		Share the Some name deck	file_share
0		Sharefile deployment timeline of shiproom meeting attendees	file_share
0		my files to onedrive	file_search
0		YouTube	file_other
0		Pull on this doc	file_open
0		Show downloads	file_search
0		Hey can you resume the document I previously worked on?	file_open
0		open the file I had up before.	file_open
0		download my recent files	file_download
0		Open the document I was using	file_open
0		open the paper the last used.	file_open
0		show me your files I was just working on this last week.	file_search
0		pull up hollywood vacation.	file_navigate
0		show me my newest archives	file_search
0		onenote madhuchhanda sletbak worked	file_search
0		onenote files madhuchhanda sletbak worked	file_search
0		show me my songs	file_search
0		Share insurance PowerPoint with the 11AM meeting participants	file_share
0		Can opens the last document I was last working on	file_open
0		I need this document I was writing opened.	file_open
0		Open paper I was using	file_open
0		Share the file of this meeting attendees	file_share
0		Find the paper I had been working on	file_search
0		Open ship room powerpoint	file_open
0		Open a file so this is powered by a Mario is my understanding.	file_open
0		third one	file_download
0		Share a file on this chat	file_share
0		Please open the last paper that was closed	file_open
0		YouTube	file_other
0		I need that document I have recently opened opens.	file_open
0		Cortana open that I created document.	file_open
0		Bring up a document I updated.	file_navigate
0		Show PowerPoint.	file_search
0		I want a document to be opened that I worked on.	file_open
0		share a file with meeting participants tomorrow	file_share
0		Please pull up my I was writing paper	file_navigate
0		Show me my memos	file_search
0		Open XLT review PowerPoint.	file_open
0		I want the document to be opened that that was closed.	file_open
0		msg files parmen uploaded	file_search
0		Open my lt review details paper	file_open
0		cortana share recent file	file_share
0		open the document I was creating today.	file_open
0		Open the document I was using	file_open
0		Go for my powerpoint deck	file_navigate
0		Open files.	file_open
0		msg parmen uploaded	file_search
0		Show me my recent files.	file_search
0		files composing by brewbacker pozsgas subeiga djuri?	file_search
0		Cortana continue to work on the document last opened	file_open
0		find notes created last week	file_search
0		Go for the files I was last working on.	file_navigate
0		I need this document I uploaded opened.	file_open
0		Open the excel spreadsheet I was working on.	file_open
0		Cortana open I was working on documents.	file_open
0		share files with my chat at tomorrow	file_share
0		Please opening my preview test plan document document	file_open
0		I want a document to be opened that I was using.	file_open
0		files modified by sanegin	file_search
0		Cortana open my billing doucments again	file_open
0		hey cortana search for new gate on onedrive	file_search
0		Go to my downloads	file_navigate
0		Open my preview test plan document info paper	file_open
0		Go to my downloads	file_navigate
0		open a file workplace	file_open
0		Show me my recent files.	file_search
0		Find the document to I last edited	file_search
0		Hi please tell me my I have recently opened files	file_navigate
0		Locate the OneDrive documents I saved on Sunday	file_search
0		Open my voice skills details paper	file_open
0		share a file with my 11AM meeting attendees	file_share
0		share file with my next meeting participants	file_share
0		Go to the files I had been working on.	file_navigate
0		find my resume I was editing between 1 am and 4am this morning 	file_search
0		Go with spreadsheet	file_navigate
0		spreadsheet file felino tejfalussy bartar created	file_search
0		documents with de	file_search
0		I want to see the note I made on Tuesday.	file_navigate
0		Cortana open I was creating paper.	file_open
0		Share preview test plan document document I was using using the meeting	file_share
0		Can to open the last document I last edited	file_open
0		Cortana bring up the document I was working on before the phone call is interrupted me.	file_navigate
0		Share most recently used word recently using the meeting attendees	file_share
0		Show in my spreadsheet	file_search
0		meeting with mickey file of type decks	file_search
0		cortana share the file on this meeting attendees	file_share
0		Open preview test plan document pictures	file_open
0		Can opens the last document I updated	file_open
0		Cortana open voice skills documentation.	file_open
0		I need a document to be opened this I was last working on.	file_open
0		Share tax file about this conversation	file_share
0		Open voice kill file search spec.	file_open
0		sharefile with meeting 10 pm on Wednesday	file_share
0		The PowerPoint I was working on last.	file_navigate
0		Open payroll dr	file_open
0		Open excel ship room	file_open
0		I need a document to be opened that I was composing.	file_open
0		find document the swing	file_search
0		open the worksheet I worked on	file_open
0		Take me where I can see all of my recent files	file_navigate
0		Share voice skills document I updated with the conversation	file_share
0		Cortana bring up the document I was working on before the telephone interrupted me.	file_navigate
0		which files i open today	file_open
0		I want the document to be opened which most recent.	file_open
0		gif sarantsev writing	file_search
0		May I please view Theodore's remodeling slides?	file_open
0		Give me files.	file_navigate
0		hey cortana show me my photos	file_search
0		I want a document to be opened that I just edited.	file_open
0		opening the last document recently.	file_open
0		show my photos from April 2015	file_search
0		Share the spreadsheet I was working on with the meeting attendees	file_share
0		Pull up a document I was composing	file_navigate
0		Go of my downloads	file_navigate
0		load photos from girls weekend in vegas, october, 2013.	file_search
0		Please bring back up the last document I are open	file_navigate
0		show me the powerpoint presentation for the wedding.	file_search
0		Open a OneNote.	file_open
0		Saint Louis post dispatch sports	file_other
0		Open that I created PPT	file_open
0		files created by stiwing sturlaugson asimov	file_search
0		I need a document to be opened that I uploaded.	file_open
0		Stop.	file_other
0		Share voice skills downloaded files to the 11AM meeting	file_share
0		locate presentation 1	file_search
0		Hey can you please direct me in my last files last active?	file_navigate
0		Show this file with altnoder	file_share
0		Share my downloads	file_share
0		save LT review discussion photo	file_download
0		download the word	file_download
0		Open 'voice skills' doc	file_open
0		Open the document that I've recently used	file_open
0		yes where do i find the list	file_search
0		re-open the last document I was working on.	file_open
0		Share preview test plan document document I uploaded with shiproom meeting attendees	file_share
0		Show me notes for meetings at school this week	file_search
0		Show wake my up with chuke	file_share
0		g drive	file_search
0		available	file_download
0		evergreen hospital appointment file of type vcs	file_search
0		I required to view my I just edited files.	file_open
0		vsdm with the title of supplies item	file_search
0		tsv bizemont bellaj added	file_search
0		search for my file	file_search
0		Open the paper that I was editing	file_open
0		Hey can you resume the document I previously worked for?	file_open
0		Open insurance document I was editing	file_open
0		presentations	file_search
0		share payroll file of my next voice skills stand up chat	file_share
0		Bring up the war doc I worked on last night.	file_navigate
0		saving lt review file	file_download
0		open your spreadsheet I last edited	file_open
0		save preview test plan document file	file_download
0		Please pulling up my last active document	file_navigate
0		vcs suleimanovich fillbach morning	file_search
0		weirs' first day of school deck by monissara srikanth okwatsegue yanchun	file_search
0		tsv hobuss gruemer moondance romoni created about dana and i will be shopping	file_search
0		Cortana show the document that was closed.	file_search
0		What files I need to respond	file_search
0		documents f	file_search
0		open the document I is working on today to page one.	file_open
0		Google	file_other
0		Can go to downloads	file_navigate
0		could you show my that was closed files.	file_search
0		What is today?	file_other
0		Navigate to my I last edited files	file_navigate
0		Share file tax in design sync chat	file_share
0		Open document I've recently used	file_open
0		sharing voice skills file with roger	file_share
0		Find document I was just working on and open it please.	file_open
0		took me to the file recently.	file_navigate
0		Please open my workplace document	file_open
0		find documents I created yesterday	file_search
0		open the file I was creating.	file_open
0		Launch insurance paper recent	file_open
0		Hey Cortana, open word file	file_open
0		Navigate for files	file_navigate
0		Stop watch	file_other
0		show me my I updated archives	file_search
0		share voice skills files roger	file_share
0		Navigate to download	file_navigate
0		Open excel ship room	file_open
0		I required to view my I updated files.	file_open
0		file named singing solo of type vsd uploaded by vanderpost nagari custine iddas	file_search
0		Can you please open a document I was composing?	file_open
0		What time is it?	file_other
0		please open the document recent.	file_open
0		what is my recently opened files	file_navigate
0		powerpoints files ruotsalo mclauren edited	file_search
0		find conference notes	file_search
0		where is my re book	file_search
0		Show me all notes from this week.	file_search
0		Show is my powerpoint deck	file_search
0		vsd by aullas szmiett audisio about club	file_search
0		Hey Cortana I necessary to continue with the document recent.	file_open
0		Take me where I can see all of my latest files	file_navigate
0		share this file with my next shiproom meeting	file_share
0		I want the document to be opened that I was just working on.	file_open
0		showing me my I was working on recently word	file_navigate
0		Go in my PPT	file_navigate
0		open with Anna Green	file_share
0		hey cortana. share the workplace deck in this meeting attendees	file_share
0		Open file specs.	file_open
0		Retrieve what I was just working and open it up.	file_open
0		Open my recent word.	file_open
0		hey cortana show me my notes	file_search
0		Show me the eighth one 	file_open
0		share file with my meeting attendees at 11AM	file_share
0		Share the document I was working on using the chat	file_share
0		Start.	file_other
0		open the filename presentation	file_open
0		Show me the files that I was just using	file_search
0		Open planning document I was writing	file_open
0		Share Cortana deck template.	file_share
0		open your spreadsheet recent	file_open
0		Open the paper that I was creating	file_open
0		Pull up my cover letters created between April 12, 2012 and March 1st, 2013.	file_navigate
0		show my photos from April 2015	file_search
0		Cortana, search for every text file I made since Friday	file_search
0		Navigate with OneNote	file_navigate
0		Open powerpoint ship room	file_open
0		Share my file size shiproom tac was Michael.	file_share
0		file named paintball of type vstm open by kadriv sarantsev beverungen	file_search
0		list my I worked on opens documents	file_navigate
0		show my photos from April 2015	file_search
0		Navigate of my I worked on files	file_navigate
0		find my party note	file_search
0		send a file to john	file_share
0		cortana open with my meeting participants at 10 pm on Wednesday	file_share
0		open expense report	file_open
0		Hey can you please show me the files that was closed last weeks?	file_search
0		Go to my recent file.	file_navigate
0		file called legoland of type spec downloaded by hynaux stiwing apisa rug?vica	file_search
0		find sticky notes	file_search
0		file writing by feijo qarsimbay	file_search
0		photos from december	file_search
0		could you show my most recent files.	file_search
0		show me my I had up before files	file_search
0		opening files I just edited.	file_open
0		saving LT review discussion picture	file_download
0		Find my note about my Costco shopping trip.	file_search
0		find sticky notes	file_search
0		list my that was closed opened documents	file_navigate
0		please find pictures of christmas 2013.	file_search
0		Go to a file	file_navigate
0		Documents to read for meetings 	file_search
0		hey cortana cartoon in my stuff	file_search
0		can you find a file named dhruva	file_search
0		show my favorite list	file_search
0		list my I uploaded open documents	file_open
0		Open powerpoint ship room	file_open
0		What is the fun fact of the day?	file_other
0		Show in my I've recently used files	file_search
0		i'm trying to find a file	file_search
0		What time is it?	file_other
0		please go to my I was editing file.	file_navigate
0		Share payroll document I used most recently to the meeting	file_share
0		Please bring back up the last document I has open	file_navigate
0		files updated by middeke hobuss stanart tejfalussy	file_search
0		I need that document I was writing open.	file_open
0		I need a document to be opened that I was composing.	file_open
0		Please show me my I was working on recently file , Cortana	file_search
0		Show me the final document I made changes to	file_search
0		Show me of my files	file_search
0		files shared by chastel	file_search
0		Open my the last used last active draft the last used last active	file_open
0		Go to Google Chrome.	file_other
0		search excel file etl	file_search
0		Open Calendar Voice Skills file	file_open
0		The PowerPoint I was working on last	file_navigate
0		Reopen last documents opened	file_open
0		Show is my I was creating files	file_search
0		files downloaded by braatoy mirodarka whitecloud	file_search
0		file with the title of podcast of type excel	file_search
0		Bring up a document file that I've recently used	file_navigate
0		opens the document I was using last weeks.	file_open
0		Send me the powerpoint I saved on September 11th.	file_search
0		open the worksheet I had up before	file_open
0		Show me all of my notes from last week.	file_search
0		saving lt review file	file_download
0		Open files.	file_open
0		where is the usb drive in my documents	file_search
0		Launch that document I was to compose	file_open
0		sharing files with jay	file_share
0		re-opening the last document last active.	file_open
0		Find the document which recently	file_search
0		file titled montrose prom of type vdw	file_search
0		Go in my Excel	file_navigate
0		Launch the paper I was composing	file_open
0		vst kremastinos fraternali used	file_search
0		saving that picture	file_download
0		share file with my meeting attendees at next	file_share
0		show me word docs about claims	file_search
0		find my music	file_search
0		Share insurance download I uploaded to the conversation	file_share
0		show with chat 11AM	file_share
0		Cortana display the document most recent.	file_search
0		show my photos from April 2015	file_search
0		send the cello lesson file to tanhauser	file_share
0		find notes with guest	file_search
0		Download fire skills list.	file_download
0		Show me sexy photo	file_other
0		open the document I is working on today to page one.	file_open
0		view last saved document	file_open
0		Can opening the last document I was editing	file_open
0		Open for paper the last used	file_open
0		Show this file with szomor	file_share
0		hey cortana, share signs ship room deck.	file_share
0		Navigate in my I've recently used files	file_navigate
0		can you find the visit of my vst by subeiga middeke	file_search
0		Navigate to my I worked on files	file_navigate
0		Please open my workplace document	file_open
0		Show this file with enakshi	file_share
0		Hey can you please show me the files I used most recently last weeks?	file_search
0		Send the document.	file_share
0		Navigate to downloaded files	file_navigate
0		open your spreadsheet I've recently used	file_open
0		xls chastel shared	file_search
0		Bring of the document file that I uploaded	file_navigate
0		Share voice skills paper I updated to shiproom conversation	file_share
0		I you need to reopen the document recently	file_open
0		Recent files.	file_navigate
0		share my recent files	file_share
0		upload LT review discussion word	file_download
0		re-opening the last document that was closed.	file_open
0		hey cortana. share the file on this conversation	file_share
0		Navigate for files	file_navigate
0		upload lt review file	file_download
0		share the that I created Excel in this meeting	file_share
0		Cortana display my the last used file.	file_search
0		Open the PPT I had been working on	file_open
0		mpp file ghiteanu fogwell changed	file_search
0		Open file.	file_open
0		Open file search spec.	file_open
0		upload payroll file	file_download
0		Pull up the document I have recently opened	file_navigate
0		find the onenote I composed earlier today	file_search
0		Please locate my OneNote data from June through August.	file_search
0		file called clothe washing of type vsdx composed by drezet giovetti	file_search
0		Show me to my files	file_search
0		find documents I created yesterday	file_search
0		share lt review file using Jacob	file_share
0		show drinks with rozengol?t?s	file_share
0		YouTube	file_other
0		What was the files I was last working on	file_navigate
0		Show me my pictures from April	file_search
0		open the file I updated.	file_open
0		Specs I wrote in Dec 2016 	file_search
0		Good evening.	file_other
0		Retreive my last document	file_search
0		Yes Sir.	file_other
0		Go in my PPT	file_navigate
0		Can you please open a document I just edited?	file_open
0		Greens.	file_other
0		Share workplace paper I've recently used using design sync chat	file_share
0		Open signs ship room.	file_open
0		I need this document I was writing opened.	file_open
0		cortana Sharefile with next meeting.	file_share
0		Hey Cortana I need to continue with the document I was writing.	file_open
0		Cortana displays the document I was writing.	file_navigate
0		c:/program filex x86/steam	file_search
0		where can you take me pictures from here	file_navigate
0		Share tax deck	file_share
0		Hey Cortana I need to proceed with the document I had been working on.	file_open
0		share a file with my next conversation	file_share
0		Open Cortana debkafile.	file_open
0		show me the files I had up before last weeks.	file_search
0		show me my PPT	file_search
0		open the document I just edited today.	file_open
0		setr checklist	file_search
0		Go of files I last edited.	file_navigate
0		vssx by yanchun named helicopter lesson	file_search
0		Pull up payroll doc	file_open
0		Cortana open payroll documents.	file_open
0		Cortana open yesterday download file	file_open
0		You can turn off.	file_other
0		save most recently used file	file_download
0		Travis.	file_other
0		Launch that document I was to compose	file_open
0		Retrieve what I was just working and open it up.	file_open
0		Open file specs.	file_open
0		Open the paper that I had up before	file_open
0		Open paper newest	file_open
0		Search file Name3	file_search
0		Show this file with crystine	file_share
0		I need a document to open that I worked on.	file_open
0		Open Microsoft assistant framework file.	file_open
0		Aracuan track PPT.	file_navigate
0		Open the skills spreadsheet.	file_open
0		Cortana open workplace documentation.	file_open
0		revise grocery note	file_search
0		Open most recently used OneNote	file_open
0		open with my meeting participants in tomorrow	file_share
0		slide by horiki with the name of analog design meeting	file_search
0		Where are my party notes?	file_search
0		Share tax files on this chat	file_share
0		Cortana shows the document I last edited.	file_navigate
0		Go to a file	file_navigate
0		Hey Cortana, open Docs file	file_open
0		opened file brownbag	file_open
0		Open the file I was working on yesterday.	file_open
0		Open Cortana in team status document	file_open
0		show my photos from April 2015	file_search
0		Cortana open my the download again	file_open
0		Download file instance answers.	file_download
0		Go there.	file_other
0		Find and paper I was just working on and open it please.	file_open
0		File answer in STCI Sharepoint 	file_search
0		took me to the file I was just working on.	file_navigate
0		Show appointment for the park with sonnekson	file_share
0		four interviews file of type notebook	file_search
0		can i see the photos from keyword	file_navigate
0		share my recent file	file_share
0		save LT review discussion deck	file_download
0		open d drive	file_open
0		vsdx by hatajova bellaj ivanjcevic niesner about legoland	file_search
0		show the files recently last weeks.	file_search
0		Share planning paper I was working on in this meeting	file_share
0		keep that I created file	file_download
0		Go of the files I've recently used.	file_navigate
0		Play Kent 30 AM voice.	file_other
0		file called windows chrome	file_search
0		Hey show me my I was just working on editions	file_search
0		Share that I created document I was using in the meeting	file_share
0		Share the file to this conversation	file_share
0		Please open the my most recently used document	file_open
0		Open my latest presentation	file_open
0		Cortana bring up the document I was working on before the telephone call interrupted me.	file_navigate
0		file with the name of financing and appraisal opened by checiulescu rudeborg cetywayo sustacek	file_search
0		Go for files	file_navigate
0		Please opening the last document I was creating	file_open
0		Hey could you please direct me to the my last files recent?	file_navigate
0		can you show me recent files.	file_search
0		Hey Cortana I need to continue with the paper I just edited.	file_open
0		Sharefile specs with addictive.	file_share
0		I was composing a document , please open a document.	file_open
0		How many meters to an inch	file_other
0		Cortana open most recently used documentation.	file_open
