TurnNumber	PreviousTurnIntent	query	domain	PreviousTurnDomain	TaskFrameStatus	TaskFrameEntityStates	TaskFrameGUID	SpeechPeopleDisambiguationGrammarMatches	ConversationalContext	Source
0		anniversary documents with attachments between june and july	files							AttachmentData_modifiy.tsv
0		document containing attachments	files							AttachmentData_modifiy.tsv
0		find document from last fall with an attachment about concert tickets	files							AttachmentData_modifiy.tsv
0		bring up files with xls attachments	files							AttachmentData_modifiy.tsv
0		graduation documents with attachment	files							AttachmentData_modifiy.tsv
0		file about wedding announcement with attachment	files							AttachmentData_modifiy.tsv
0		document attachments vons market	files							AttachmentData_modifiy.tsv
0		office party attachments from last tuesday	files							AttachmentData_modifiy.tsv
0		document from last month that have an attachment	files							AttachmentData_modifiy.tsv
0		files from jack that includes an attachment	files							AttachmentData_modifiy.tsv
0		documents attachment form msrobinson	files							AttachmentData_modifiy.tsv
0		from liza attachment words	files							AttachmentData_modifiy.tsv
0		spreadsheet attachment girls trip	files							AttachmentData_modifiy.tsv
0		stacey hot chocolate pastry sent to document onenote attachment	files							AttachmentData_modifiy.tsv
0		file with attachment that relate to available job openings	files							AttachmentData_modifiy.tsv
0		attachments in file from sue	files							AttachmentData_modifiy.tsv
0		what are my recent files with attachments	files							AttachmentData_modifiy.tsv
0		retirement party document with attachments sent in december	files							AttachmentData_modifiy.tsv
0		sundays documents with attachment on park vsdm	files							AttachmentData_modifiy.tsv
0		files to sara with attachment	files							AttachmentData_modifiy.tsv
0		document with attachment between june and november	files							AttachmentData_modifiy.tsv
0		attachment document from goku deck	files							AttachmentData_modifiy.tsv
0		look for an document from barb that included an attachment	files							AttachmentData_modifiy.tsv
0		files with attachment from november 1st	files							AttachmentData_modifiy.tsv
0		steve csv attachments	files							AttachmentData_modifiy.tsv
0		documents with vsd attachments re bills from june 2016 to july 2017	files							AttachmentData_modifiy.tsv
0		documents from last week with an attachment	files							AttachmentData_modifiy.tsv
0		file with attachments from work	files							AttachmentData_modifiy.tsv
0		there is some attachments to this file	files							AttachmentData_modifiy.tsv
0		bring up all documents that have an attachment	files							AttachmentData_modifiy.tsv
0		from shuyin about planning with attachment last week	files							AttachmentData_modifiy.tsv
0		attachments within file	files							AttachmentData_modifiy.tsv
0		documents about office party attachment	files							AttachmentData_modifiy.tsv
0		document from wayne to nadeska with attachment from last week	files							AttachmentData_modifiy.tsv
0		document from paul with xlsx attachments	files							AttachmentData_modifiy.tsv
0		from tao file with attachment	files							AttachmentData_modifiy.tsv
0		look for document received from connor with a presentation attachment	files							AttachmentData_modifiy.tsv
0		find new files from allison with attachments	files							AttachmentData_modifiy.tsv
0		find vss attachment	files							AttachmentData_modifiy.tsv
0		find document in inbox with attachment	files							AttachmentData_modifiy.tsv
0		files from sophie with attachment from august	files							AttachmentData_modifiy.tsv
0		documents from tim with attachment	files							AttachmentData_modifiy.tsv
0		attachments that are with an document	files							AttachmentData_modifiy.tsv
0		show file with powerpoints attachment	files							AttachmentData_modifiy.tsv
0		from last years document with attachment from nicole	files							AttachmentData_modifiy.tsv
0		document received between january 1 and march 1 with attachments	files							AttachmentData_modifiy.tsv
0		tax form files with vstm attachment	files							AttachmentData_modifiy.tsv
0		documents with attachment of png	files							AttachmentData_modifiy.tsv
0		last weeks files with attachments	files							AttachmentData_modifiy.tsv
0		i want to see wes attachments with tsv	files							AttachmentData_modifiy.tsv
0		file from malik with attachments	files							AttachmentData_modifiy.tsv
0		show me recent docs attachments	files							AttachmentData_modifiy.tsv
0		find me an document from barb that included an attachment	files							AttachmentData_modifiy.tsv
0		show me recent pdfs attachments	files							AttachmentData_modifiy.tsv
0		birthday document with attachments between july and august 2018	files							AttachmentData_modifiy.tsv
0		could you show me files that have an ppt attachment	files							AttachmentData_modifiy.tsv
0		onenote attachment from january	files							AttachmentData_modifiy.tsv
0		documents about xrays with attachments	files							AttachmentData_modifiy.tsv
0		which file contain pdfs attachments	files							AttachmentData_modifiy.tsv
0		let me see document with spreadsheets attachments	files							AttachmentData_modifiy.tsv
0		what is last attachment shwetambari sent me	files							AttachmentData_modifiy.tsv
0		attachment to mark	files							AttachmentData_modifiy.tsv
0		find document with attachments for today	files							AttachmentData_modifiy.tsv
0		george documents with attachment	files							AttachmentData_modifiy.tsv
0		find file to meghan with an attachment	files							AttachmentData_modifiy.tsv
0		file with surgeon update word attachment	files							AttachmentData_modifiy.tsv
0		george file with attachment	files							AttachmentData_modifiy.tsv
0		i want to see wes attachments with ppt	files							AttachmentData_modifiy.tsv
0		file from jen with appliance attachment	files							AttachmentData_modifiy.tsv
0		file with attachment from lazlo	files							AttachmentData_modifiy.tsv
0		files with an attachment	files							AttachmentData_modifiy.tsv
0		document from bob with attachments about party	files							AttachmentData_modifiy.tsv
0		show me document from jordan with onenote attachments	files							AttachmentData_modifiy.tsv
0		document from jon with attachments	files							AttachmentData_modifiy.tsv
0		documents featuring multiple attachments	files							AttachmentData_modifiy.tsv
0		only documents s that have attachments	files							AttachmentData_modifiy.tsv
0		files received in february with an attachment	files							AttachmentData_modifiy.tsv
0		show me document from saku with attachments	files							AttachmentData_modifiy.tsv
0		find holiday vst attachments from brad	files							AttachmentData_modifiy.tsv
0		files that contain attachments from lydia	files							AttachmentData_modifiy.tsv
0		give me documents to paul with an attachment	files							AttachmentData_modifiy.tsv
0		to david with attachment	files							AttachmentData_modifiy.tsv
0		documents s with attachment in them	files							AttachmentData_modifiy.tsv
0		show attachment documents	files							AttachmentData_modifiy.tsv
0		file on vacation with attachment	files							AttachmentData_modifiy.tsv
0		documents from joe with presentations attachment	files							AttachmentData_modifiy.tsv
0		karas document containing thank you note attachment	files							AttachmentData_modifiy.tsv
0		find document from adam blassie with attachments	files							AttachmentData_modifiy.tsv
0		documents with an attachment from last week	files							AttachmentData_modifiy.tsv
0		file to burnhai quarma but only if they have attachments and are from june 1 through june 9	files							AttachmentData_modifiy.tsv
0		look for file that have attachments	files							AttachmentData_modifiy.tsv
0		file from stacey to carrie with a weather attachment for july	files							AttachmentData_modifiy.tsv
0		document from lou to claudia about orchestra concert with attachment	files							AttachmentData_modifiy.tsv
0		document attachment form msrobinson	files							AttachmentData_modifiy.tsv
0		file with attachments from february 4th to may 6th about movies	files							AttachmentData_modifiy.tsv
0		messages from dave with spreadsheets attachments	files							AttachmentData_modifiy.tsv
0		file with attachment sent between august and september 2019 about jewelry	files							AttachmentData_modifiy.tsv
0		open documents from sarah containing attachment	files							AttachmentData_modifiy.tsv
0		attachment to documents from ben	files							AttachmentData_modifiy.tsv
0		all files with schedule attachments	files							AttachmentData_modifiy.tsv
0		find all documents attachments	files							AttachmentData_modifiy.tsv
0		documents to jimmy and nate with attachment	files							AttachmentData_modifiy.tsv
0		file with attachments sent from james to monica about girl scouts from november 2019 to december 2019	files							AttachmentData_modifiy.tsv
0		from tao with attachments from 9/1 to 9/31	files							AttachmentData_modifiy.tsv
0		show document to matt with attachment	files							AttachmentData_modifiy.tsv
0		birthday file with attachment from andrea	files							AttachmentData_modifiy.tsv
0		vsdm attachment in document	files							AttachmentData_modifiy.tsv
0		files with attachment on basketball	files							AttachmentData_modifiy.tsv
0		retirement party file with attachments sent in december	files							AttachmentData_modifiy.tsv
0		document from glenn to cherie with attachment from last month	files							AttachmentData_modifiy.tsv
0		documents from jon hamaker with attachments	files							AttachmentData_modifiy.tsv
0		file with surgeon update doc attachment	files							AttachmentData_modifiy.tsv
0		file that has attachments from july 2nd to july 10th	files							AttachmentData_modifiy.tsv
0		document from tamitha with attachment	files							AttachmentData_modifiy.tsv
0		documents containing new edition blueprint attachment sent from jed	files							AttachmentData_modifiy.tsv
0		to jim attachment onenotes	files							AttachmentData_modifiy.tsv
0		find file from adam blassie with attachments	files							AttachmentData_modifiy.tsv
0		give me documents with pdf attachments	files							AttachmentData_modifiy.tsv
0		attachments was sent my director though document	files							AttachmentData_modifiy.tsv
0		documents with attachment from june about musicerwr rerewr wrwe	files							AttachmentData_modifiy.tsv
0		document with attachment from october 2008	files							AttachmentData_modifiy.tsv
0		files with attachment from michael to jude	files							AttachmentData_modifiy.tsv
0		document from march with attachments	files							AttachmentData_modifiy.tsv
0		jim documents with attachment	files							AttachmentData_modifiy.tsv
0		attachment sent csv	files							AttachmentData_modifiy.tsv
0		document about renovation project from michael with attachment	files							AttachmentData_modifiy.tsv
0		file received between march 1 and march 15 with attachments	files							AttachmentData_modifiy.tsv
0		show me files from ashok with attachments	files							AttachmentData_modifiy.tsv
0		document with attachment from may 6th to may 8th	files							AttachmentData_modifiy.tsv
0		look for attachments in file from nancy	files							AttachmentData_modifiy.tsv
0		find file attachments from jean	files							AttachmentData_modifiy.tsv
0		documents from doctor sofia with attachment about health between january and march	files							AttachmentData_modifiy.tsv
0		documents about movie with attachment	files							AttachmentData_modifiy.tsv
0		files with attachments that i have	files							AttachmentData_modifiy.tsv
0		attachment about product instructions	files							AttachmentData_modifiy.tsv
0		attachment sheets files	files							AttachmentData_modifiy.tsv
0		tsv attachment from dad	files							AttachmentData_modifiy.tsv
0		document received from march with attachments	files							AttachmentData_modifiy.tsv
0		attachments from january 2 and january 9	files							AttachmentData_modifiy.tsv
0		sheet attachment from ken files	files							AttachmentData_modifiy.tsv
0		documents attachment from joseph	files							AttachmentData_modifiy.tsv
0		document from stacey to carrie with a weather attachment for july	files							AttachmentData_modifiy.tsv
0		file from last month containing an attachment about a party	files							AttachmentData_modifiy.tsv
0		document from greg with attachment about part	files							AttachmentData_modifiy.tsv
0		file about bears with attachment	files							AttachmentData_modifiy.tsv
0		june 16th documents with attachment	files							AttachmentData_modifiy.tsv
0		files to burnhai quarma but only if they have attachments and are from june 1 through june 9	files							AttachmentData_modifiy.tsv
0		kellys files with updated project attachment	files							AttachmentData_modifiy.tsv
0		files to dave with attachment	files							AttachmentData_modifiy.tsv
0		files from robert with attachment about office party	files							AttachmentData_modifiy.tsv
0		files from bob to jack last week with attachments	files							AttachmentData_modifiy.tsv
0		work tracker file from team with attachments	files							AttachmentData_modifiy.tsv
0		message from carly with an attachment	files							AttachmentData_modifiy.tsv
0		jim files with attachment	files							AttachmentData_modifiy.tsv
0		list of document that has attachments included	files							AttachmentData_modifiy.tsv
0		files to me with an attachment	files							AttachmentData_modifiy.tsv
0		to megan with attachment	files							AttachmentData_modifiy.tsv
0		documents from joe with attachments	files							AttachmentData_modifiy.tsv
0		attachments included with file	files							AttachmentData_modifiy.tsv
0		opened files with an attachment	files							AttachmentData_modifiy.tsv
0		file from tristan with attachment	files							AttachmentData_modifiy.tsv
0		new work schedules file from management with attachments	files							AttachmentData_modifiy.tsv
0		from florence file with attachment to uma	files							AttachmentData_modifiy.tsv
0		files with attachment from jayson to anthon	files							AttachmentData_modifiy.tsv
0		last weeks messages with attachments	files							AttachmentData_modifiy.tsv
0		file from saturday with attachment	files							AttachmentData_modifiy.tsv
0		attachment document from january	files							AttachmentData_modifiy.tsv
0		document from jorge with attachment	files							AttachmentData_modifiy.tsv
0		attachment was not included on document	files							AttachmentData_modifiy.tsv
0		documents from jen with attachment from last year	files							AttachmentData_modifiy.tsv
0		files with slide attachments	files							AttachmentData_modifiy.tsv
0		document from february 28th to march 1st with attachments	files							AttachmentData_modifiy.tsv
0		document sent to jason with attachments	files							AttachmentData_modifiy.tsv
0		files from bill with attachment	files							AttachmentData_modifiy.tsv
0		sundays files with attachment on park vsdx	files							AttachmentData_modifiy.tsv
0		document that has ics attachments	files							AttachmentData_modifiy.tsv
0		show me documents from viv with an attachment	files							AttachmentData_modifiy.tsv
0		attachment documents from goku onenotes	files							AttachmentData_modifiy.tsv
0		file with attachment received between august 3 and august 14	files							AttachmentData_modifiy.tsv
0		csv attachment from ken files	files							AttachmentData_modifiy.tsv
0		attachments for trader joes in file	files							AttachmentData_modifiy.tsv
0		file on octopodes with attachment from august 1 to august 4	files							AttachmentData_modifiy.tsv
0		file from may with music work attachment	files							AttachmentData_modifiy.tsv
0		attachments documents	files							AttachmentData_modifiy.tsv
0		files with attachment from june about music birthdaay files with attachments between august and october	files							AttachmentData_modifiy.tsv
0		document from supervisor with attachment	files							AttachmentData_modifiy.tsv
0		documents in accounting with attachment	files							AttachmentData_modifiy.tsv
0		docs attachment girls trip	files							AttachmentData_modifiy.tsv
0		documents from trisha with attachment from last year	files							AttachmentData_modifiy.tsv
0		show documents with diego send me last week with attachments in where town was on it	files							AttachmentData_modifiy.tsv
0		file from mark with attachment from last month	files							AttachmentData_modifiy.tsv
0		party document with attachments from yannick from last december	files							AttachmentData_modifiy.tsv
0		view june documents with attachments	files							AttachmentData_modifiy.tsv
0		vacation planning file from tori with attachments sent from last month	files							AttachmentData_modifiy.tsv
0		to vanessa with attachment	files							AttachmentData_modifiy.tsv
0		documents from lizzie to sally re resignation with vst attachment	files							AttachmentData_modifiy.tsv
0		that is show me documents with attachments	files							AttachmentData_modifiy.tsv
0		slides attachments from lia	files							AttachmentData_modifiy.tsv
0		files from ellen with attachments about birthday party	files							AttachmentData_modifiy.tsv
0		show documents with attachments received from lilttle horse pony farm received in march	files							AttachmentData_modifiy.tsv
0		show me documents from saku with attachments	files							AttachmentData_modifiy.tsv
0		search for all documents that have an attachment to them	files							AttachmentData_modifiy.tsv
0		file with attachment from crisco	files							AttachmentData_modifiy.tsv
0		file from tamitha with attachment	files							AttachmentData_modifiy.tsv
0		document stan sent me with some attachments	files							AttachmentData_modifiy.tsv
0		documents with attachments received between may 5 2019 and may 20 2019	files							AttachmentData_modifiy.tsv
0		xls hasattachmentstrue	files							AttachmentData_modifiy.tsv
0		search document containing attachment	files							AttachmentData_modifiy.tsv
0		from cindy attachment word	files							AttachmentData_modifiy.tsv
0		files from john with attachment from april	files							AttachmentData_modifiy.tsv
0		attachment from mary anne powerpoints	files							AttachmentData_modifiy.tsv
0		view file with excel attachments sent to amanda	files							AttachmentData_modifiy.tsv
0		documents with attachment from last two weeks	files							AttachmentData_modifiy.tsv
0		documents from greg to ellen with attachment about tigers	files							AttachmentData_modifiy.tsv
0		documents with attachments in my inbox	files							AttachmentData_modifiy.tsv
0		file containing attachment	files							AttachmentData_modifiy.tsv
0		document for march hiking trip with attachments	files							AttachmentData_modifiy.tsv
0		foster pet coordination from november to december last year with attachment	files							AttachmentData_modifiy.tsv
0		document with attachment for emi and stacey	files							AttachmentData_modifiy.tsv
0		documents attachments vons market	files							AttachmentData_modifiy.tsv
0		file i got from jill with attachment	files							AttachmentData_modifiy.tsv
0		business files with attachment from sydney to luke	files							AttachmentData_modifiy.tsv
0		look for file from connie with a vstx attachment	files							AttachmentData_modifiy.tsv
0		what are my recent document with attachments	files							AttachmentData_modifiy.tsv
0		show me my recent document that have attachments linked	files							AttachmentData_modifiy.tsv
0		kellys file with updated project attachment	files							AttachmentData_modifiy.tsv
0		documents in thesis with attachment	files							AttachmentData_modifiy.tsv
0		documents from john with vsd attachments	files							AttachmentData_modifiy.tsv
0		from lia slide attachment	files							AttachmentData_modifiy.tsv
0		attachment file messages	files							AttachmentData_modifiy.tsv
0		anniversary files with attachments between june and july	files							AttachmentData_modifiy.tsv
0		documents to ray and carol about boat accident with attachments	files							AttachmentData_modifiy.tsv
0		files from idan with attachment	files							AttachmentData_modifiy.tsv
0		mb assignment file from gayatri with vstx attachments	files							AttachmentData_modifiy.tsv
0		cynthia document attachments	files							AttachmentData_modifiy.tsv
0		file from mom with attachments about coronavirus	files							AttachmentData_modifiy.tsv
0		find documents from malik with attachments in december	files							AttachmentData_modifiy.tsv
0		file to ray and carol about boat accident with attachments	files							AttachmentData_modifiy.tsv
0		show documents with attachments	files							AttachmentData_modifiy.tsv
0		documents to fiona with attachment	files							AttachmentData_modifiy.tsv
0		attachment pdfs from youngs	files							AttachmentData_modifiy.tsv
0		attachment file about math homework	files							AttachmentData_modifiy.tsv
0		file from lou to claudia about orchestra concert with attachment	files							AttachmentData_modifiy.tsv
0		documents about dogs on march 5th and 6th with an attachment	files							AttachmentData_modifiy.tsv
0		from tao with attachment	files							AttachmentData_modifiy.tsv
0		davids project update file with attachments	files							AttachmentData_modifiy.tsv
0		document to me with an attachment	files							AttachmentData_modifiy.tsv
0		spreadsheet attachment from ken document	files							AttachmentData_modifiy.tsv
0		funny cat spec attachment in files	files							AttachmentData_modifiy.tsv
0		file from anna to bates about engagement with tsv attachments from june 2015	files							AttachmentData_modifiy.tsv
0		to lia vsdx attachment	files							AttachmentData_modifiy.tsv
0		from david to harry with attachment	files							AttachmentData_modifiy.tsv
0		kellys document with updated project attachment	files							AttachmentData_modifiy.tsv
0		josh with attachment workbook	files							AttachmentData_modifiy.tsv
0		files containing an attachment	files							AttachmentData_modifiy.tsv
0		attachment to file from jo	files							AttachmentData_modifiy.tsv
0		documents from john with decks attachments	files							AttachmentData_modifiy.tsv
0		documents attachment from tyrone	files							AttachmentData_modifiy.tsv
0		ms parker sent an files to john regarding attachments	files							AttachmentData_modifiy.tsv
0		find jims documents attachment	files							AttachmentData_modifiy.tsv
0		play documents from allison with vcs attachment	files							AttachmentData_modifiy.tsv
0		list out all file that have attachments on them	files							AttachmentData_modifiy.tsv
0		files received with attachments from jan 1 to jan 7 2020	files							AttachmentData_modifiy.tsv
0		last week documents with attachment	files							AttachmentData_modifiy.tsv
0		deck attachment	files							AttachmentData_modifiy.tsv
0		csv attachment girls trip	files							AttachmentData_modifiy.tsv
0		document sent from luke last month with attachments	files							AttachmentData_modifiy.tsv
0		files received from march with attachments	files							AttachmentData_modifiy.tsv
0		files from doctor sofia with attachment about health between january and march	files							AttachmentData_modifiy.tsv
0		sent to joe with power point attachments	files							AttachmentData_modifiy.tsv
0		documents sent from shwetambari recently with attachment	files							AttachmentData_modifiy.tsv
0		search for an files with an attachment sent by barb	files							AttachmentData_modifiy.tsv
0		documents with attachment of vst	files							AttachmentData_modifiy.tsv
0		files attachment from june about party	files							AttachmentData_modifiy.tsv
0		documents work photo documents with attachment	files							AttachmentData_modifiy.tsv
0		attachment file emily	files							AttachmentData_modifiy.tsv
0		recent attachment in inbox	files							AttachmentData_modifiy.tsv
0		document received between march 1 and march 15 with attachments	files							AttachmentData_modifiy.tsv
0		to gina with attachment spreadsheet	files							AttachmentData_modifiy.tsv
0		find all file to reggie with any attachments	files							AttachmentData_modifiy.tsv
0		file with attachments dated november 2019	files							AttachmentData_modifiy.tsv
0		attachments that are in my files	files							AttachmentData_modifiy.tsv
0		document with attachment between february 9 and february 15	files							AttachmentData_modifiy.tsv
0		attachments in documents	files							AttachmentData_modifiy.tsv
0		find file from jennifer containing attachment	files							AttachmentData_modifiy.tsv
0		file sent from ana to rigel 7005 booking group with attachments	files							AttachmentData_modifiy.tsv
0		campfire song attachments to document for june trip	files							AttachmentData_modifiy.tsv
0		powerpoint attachments from last week	files							AttachmentData_modifiy.tsv
0		view file with attachments	files							AttachmentData_modifiy.tsv
0		document from belle from september with attachment	files							AttachmentData_modifiy.tsv
0		file with attachment about biology	files							AttachmentData_modifiy.tsv
0		what is last attachment that shwetambari sent me	files							AttachmentData_modifiy.tsv
0		show me documents from malik with attachments in december	files							AttachmentData_modifiy.tsv
0		stacey hot chocolate pastry sent to documents spec attachment	files							AttachmentData_modifiy.tsv
0		file received in february with an attachment	files							AttachmentData_modifiy.tsv
0		files with attachments last week on hiking	files							AttachmentData_modifiy.tsv
0		attachment from john	files							AttachmentData_modifiy.tsv
0		document from terry to mia with attachment	files							AttachmentData_modifiy.tsv
0		files from bishop with attachments from december	files							AttachmentData_modifiy.tsv
0		ryan work xls attachment	files							AttachmentData_modifiy.tsv
0		find vcs budget review attachment sent to liam jones	files							AttachmentData_modifiy.tsv
0		find vivs files with spreadsheets attachment	files							AttachmentData_modifiy.tsv
0		file from edith to berty about engagement with attachments about food	files							AttachmentData_modifiy.tsv
0		to hilary pdfs attachment	files							AttachmentData_modifiy.tsv
0		documents on physics with attachment from august	files							AttachmentData_modifiy.tsv
0		show files from andrew with power point attachments	files							AttachmentData_modifiy.tsv
0		attachments from jason voldseth	files							AttachmentData_modifiy.tsv
0		document sent from a long march 18th with attachment	files							AttachmentData_modifiy.tsv
0		documents messages from danny powers but only if they have attachments	files							AttachmentData_modifiy.tsv
0		documents received between august 1st and august 30th with attachments	files							AttachmentData_modifiy.tsv
0		files from penny with attachments	files							AttachmentData_modifiy.tsv
0		document from penny with dog excels attachment from december	files							AttachmentData_modifiy.tsv
0		lindas file from september with attachments	files							AttachmentData_modifiy.tsv
0		find new files from james with attachments	files							AttachmentData_modifiy.tsv
0		attachment from tim	files							AttachmentData_modifiy.tsv
0		attachment documents messages	files							AttachmentData_modifiy.tsv
0		december document with presentation attachment	files							AttachmentData_modifiy.tsv
0		dementia attachment	files							AttachmentData_modifiy.tsv
0		all document with schedule attachments	files							AttachmentData_modifiy.tsv
0		document from jim boyle with ppt attachments	files							AttachmentData_modifiy.tsv
0		document from anthony with attachment from september	files							AttachmentData_modifiy.tsv
0		find files from jennifer containing attachment	files							AttachmentData_modifiy.tsv
0		file from joe docs attachment	files							AttachmentData_modifiy.tsv
0		attachment to files from jo	files							AttachmentData_modifiy.tsv
0		doc attachments in documents	files							AttachmentData_modifiy.tsv
0		files sent from abraham jacob on 21st in january with attachments	files							AttachmentData_modifiy.tsv
0		files from robert with attachments from june 2015 to july 2016	files							AttachmentData_modifiy.tsv
0		im trying to find any file with attachments	files							AttachmentData_modifiy.tsv
0		document attachment from tyrone	files							AttachmentData_modifiy.tsv
0		show me any document with attachments	files							AttachmentData_modifiy.tsv
0		attachment file from january	files							AttachmentData_modifiy.tsv
0		documents from danny to keith with attachment	files							AttachmentData_modifiy.tsv
0		file with attachment about pop singers	files							AttachmentData_modifiy.tsv
0		file from last year with attachment from cindy	files							AttachmentData_modifiy.tsv
0		april 2019 documents with attachments	files							AttachmentData_modifiy.tsv
0		tsv attachment to jack	files							AttachmentData_modifiy.tsv
0		documents to joe with attachment	files							AttachmentData_modifiy.tsv
0		files from anna to bates about engagement with sheet attachments from june 2015	files							AttachmentData_modifiy.tsv
0		files from jane with attachment about cats form may	files							AttachmentData_modifiy.tsv
0		to dad with png attachment	files							AttachmentData_modifiy.tsv
0		message from randy about corporate planning with attachment	files							AttachmentData_modifiy.tsv
0		doc attachment from january	files							AttachmentData_modifiy.tsv
0		files with attachment to jon snow	files							AttachmentData_modifiy.tsv
0		attachments file from june 5	files							AttachmentData_modifiy.tsv
0		cleaning schedule files with attachments from june to july	files							AttachmentData_modifiy.tsv
0		sent document with attachments	files							AttachmentData_modifiy.tsv
0		documents from lizzie to sally re resignation with vdw attachment	files							AttachmentData_modifiy.tsv
0		document with attachments from lisa to oliver from january	files							AttachmentData_modifiy.tsv
0		vacation leave request file from eric with attachment from june	files							AttachmentData_modifiy.tsv
0		document with attachment from kennedy about vacation	files							AttachmentData_modifiy.tsv
0		document from mark to ned with attachments	files							AttachmentData_modifiy.tsv
0		files sent to other teachers with attachment	files							AttachmentData_modifiy.tsv
0		files from malik with attachments last week	files							AttachmentData_modifiy.tsv
0		all files with attachments	files							AttachmentData_modifiy.tsv
0		show documents with attachments from july	files							AttachmentData_modifiy.tsv
0		files sent to john with presentation attachment	files							AttachmentData_modifiy.tsv
0		vinces files  to me on february 22 2019 with attachments	files							AttachmentData_modifiy.tsv
0		documents from mom with attachments about coronavirus	files							AttachmentData_modifiy.tsv
0		vsdm attachment	files							AttachmentData_modifiy.tsv
0		show document with attachments	files							AttachmentData_modifiy.tsv
0		files from saurabh with attachments	files							AttachmentData_modifiy.tsv
0		documents re october to november budget plus attachments	files							AttachmentData_modifiy.tsv
0		show me file from file with png	files							AttachmentData_modifiy.tsv
0		file with attachment from august	files							AttachmentData_modifiy.tsv
0		files with an attachment from colin	files							AttachmentData_modifiy.tsv
0		files from lijah to leah with doc attachments	files							AttachmentData_modifiy.tsv
0		documents from jorge with attachment	files							AttachmentData_modifiy.tsv
0		attachment file from goku xlsx	files							AttachmentData_modifiy.tsv
0		attachment from sara	files							AttachmentData_modifiy.tsv
0		from mariam to cole attachment documents	files							AttachmentData_modifiy.tsv
0		file jared sent with product comparison attachment	files							AttachmentData_modifiy.tsv
0		appliances files with attachment	files							AttachmentData_modifiy.tsv
0		joes attachment documents to bill	files							AttachmentData_modifiy.tsv
0		file from bates to anna with attachments from november 2014	files							AttachmentData_modifiy.tsv
0		document received between march 1 and march 15 with attachments trtyreruer	files							AttachmentData_modifiy.tsv
0		docx attachment from dad	files							AttachmentData_modifiy.tsv
0		last weeks document with attachments	files							AttachmentData_modifiy.tsv
0		walmart document with attachments from sally from may 2019 to february 2020	files							AttachmentData_modifiy.tsv
0		files with attachments from january 1 through march 3	files							AttachmentData_modifiy.tsv
0		documents attachment re edith	files							AttachmentData_modifiy.tsv
0		files from joe with vsdx attachment	files							AttachmentData_modifiy.tsv
0		find documents with an attachment	files							AttachmentData_modifiy.tsv
0		im looking for document with an attachment	files							AttachmentData_modifiy.tsv
0		files with attachments received last month	files							AttachmentData_modifiy.tsv
0		pull up all file that have an attachment	files							AttachmentData_modifiy.tsv
0		files attachment from joseph	files							AttachmentData_modifiy.tsv
0		file from jason with attachments	files							AttachmentData_modifiy.tsv
0		documents from alex with attachment from yesterday	files							AttachmentData_modifiy.tsv
0		documents to lisa from oliver with attachment about pancakes from june 2016 to july 2017	files							AttachmentData_modifiy.tsv
0		documents to someonewith attachment	files							AttachmentData_modifiy.tsv
0		vinces document  to me on february 22 2019 with attachments	files							AttachmentData_modifiy.tsv
0		document to lara with attachment	files							AttachmentData_modifiy.tsv
0		documents from siri with attachments	files							AttachmentData_modifiy.tsv
0		from tim presentation attachments	files							AttachmentData_modifiy.tsv
0		find attachments from jerry	files							AttachmentData_modifiy.tsv
0		funny jokes files from george which contains attachment	files							AttachmentData_modifiy.tsv
0		view files from jerry with vss attachment	files							AttachmentData_modifiy.tsv
0		documents with attachments between january and march	files							AttachmentData_modifiy.tsv
0		show any documents that have an attachment	files							AttachmentData_modifiy.tsv
0		from yeyi with attachment	files							AttachmentData_modifiy.tsv
0		vss attachments from joshua	files							AttachmentData_modifiy.tsv
0		files with attachments received between may 5 2019 and may 20 2019	files							AttachmentData_modifiy.tsv
0		documents with attachment on scheduling	files							AttachmentData_modifiy.tsv
0		documents from amy with attachments	files							AttachmentData_modifiy.tsv
0		files to lara with attachment	files							AttachmentData_modifiy.tsv
0		attachments to fishing document	files							AttachmentData_modifiy.tsv
0		sunday document with attachment	files							AttachmentData_modifiy.tsv
0		project attachments to jeff	files							AttachmentData_modifiy.tsv
0		messages from dave with sheets attachments	files							AttachmentData_modifiy.tsv
0		attachments received in june	files							AttachmentData_modifiy.tsv
0		documents that has six attachments	files							AttachmentData_modifiy.tsv
0		attachment sent by brother	files							AttachmentData_modifiy.tsv
0		files with attachment from mary re fishing	files							AttachmentData_modifiy.tsv
0		document with attachment was incomplete	files							AttachmentData_modifiy.tsv
0		document from this week with attachment	files							AttachmentData_modifiy.tsv
0		find vivs document with vdw attachment	files							AttachmentData_modifiy.tsv
0		documents from tamitha with attachment	files							AttachmentData_modifiy.tsv
0		attachments from febrauary	files							AttachmentData_modifiy.tsv
0		search for all documents with csv attachments	files							AttachmentData_modifiy.tsv
0		show me recent pdf attachments	files							AttachmentData_modifiy.tsv
0		ruths files from june with attachments	files							AttachmentData_modifiy.tsv
0		attachment deck from mingzhu	files							AttachmentData_modifiy.tsv
0		photography club document with attachments sent from ben to ruth	files							AttachmentData_modifiy.tsv
0		greeting files with attachment	files							AttachmentData_modifiy.tsv
0		attachment files from pam	files							AttachmentData_modifiy.tsv
0		sunday file with attachment	files							AttachmentData_modifiy.tsv
0		files with youtube sheet attachments between april and may	files							AttachmentData_modifiy.tsv
0		documents from idan with attachment	files							AttachmentData_modifiy.tsv
0		ppt attachments in file from january	files							AttachmentData_modifiy.tsv
