ConversationId	MessageId	MessageTimestamp	MessageFrom	MessageText	JudgedDomain	JudgedIntent	JudgedConstraints	MetaData	ConversationContext	Frequency	Date
eb2cd67c5fba4d459e083a034aeed98b	0		user	Was my last meeting?	CALENDAR	find_calendar_entry	Was my <order_ref>last</order_ref> meeting?	[]		1	April
eb953295ccca4859a25ef1677757f954	0		user	What's my next meeting?	CALENDAR	find_calendar_entry	what's my <start_time>next</start_time> meeting	[]		1	April
ebd739468bca487785c8dd5a76ee1b42	0		user	What's on my calendar tomorrow?	CALENDAR	find_calendar_entry	what's on my calendar <start_date>tomorrow</start_date>	[]		1	April
ebdd13a7ce8e42da820a4b5b57acdf01	0		user	10 minutes timer.	ALARM	alarm_not_judged	10 minutes timer.	[]		1	April
ec2d645f3cc849309e85bfb95647bcc4	0		user	Remind meeting.	REMINDER	create_single_reminder	Remind <reminder_text>meeting</reminder_text>.	[]		1	April
ec4acebd1929430495f40fc89ff3b989	0		user	Open fail.	WEB	web_not_judged	Open fail.	[]		1	April
ec61b738cafb4b5f9f9321724e6ea2dd	0		user	When can you meet me next week?	WEB	web_not_judged	When can you meet me next week?	[]		1	April
ec7f52da7cb9491e85fe5738a7d8050d	0		user	Team teams meeting.	CALENDAR	create_calendar_entry	<title>Team teams meeting</title>.	[]		1	April
ec8653451c8b4dedaf832aeed94cbfc6	0		user	Open a PowerPoint I was working on.	TEAMS	file_open	Open a <file_filetype>PowerPoint</file_filetype> <file_filerecency>I was working on</file_filerecency>.	[]		1	April
ecc1f6c38dd346af9bebb8f0082a331c	0		user	Present the deck.	TEAMS	start_presenting	Present the deck.	[]		1	April
ecd8070e78d0496889600202ba52eafe	0		user	Go to my calendar.	ONDEVICE	open_application	Go to my <app_name>calendar</app_name>.	[]		1	April
ece656422f5f43959f4a205bd96d00cc	0		user	Open chess Brown bag.	WEB	web_not_judged	Open chess Brown bag.	[]		1	April
edab56f1ad97439abbd7e5d0cdee72e0	0		user	Go to team metallogenic applications.	TEAMS	teamspace_navigate	Go to team <teamspace_team>metallogenic applications</teamspace_team>.	[]		1	April
edb72f50a28a4a1f813da19b7e632f30	0		user	Send a message.	COMMUNICATION	send_text	Send a message.	[]		1	April
ede6ef344da04918bab83bccef114cb8	0		user	Show my calendar.	CALENDAR	navigate_calendar	Show my calendar.	[]		1	April
ee16c660a7b04a87a9edd4907ab91a4f	0		user	Call YIWEN.	COMMUNICATION	make_call	Call <contact_name>YIWEN</contact_name>.	[]		1	April
ee494e9be7b2449ca2c2bfb0c33dfb72	0		user	Check my calendar.	CALENDAR	find_calendar_entry	Check my calendar.	[]		1	April
ee8de095db344e8fb5e09e50180b9ab8	0		user	Call Boaz Sapir.	COMMUNICATION	make_call	Call <contact_name>Boaz Sapir</contact_name>.	[]		1	April
ee973551826a4bdfb9bbf3f6740db69b	0		user	Join my next meeting.	CALENDAR	connect_to_meeting	join my <start_time>next</start_time> meeting	[]		1	April
eec8026c44ea4492ab37e950ab046527	0		user	Call Amy.	COMMUNICATION	make_call	Call <contact_name>Amy</contact_name>.	[]		1	April
ef531d3e925a4bcd9632724a3c698910	0		user	Check my calendar.	CALENDAR	find_calendar_entry	Check my calendar.	[]		1	April
ef7c905d95f5440996a27d31241cb220	0		user	End call.	COMMUNICATION	end_call	End call.	[]		1	April
efc0e02597e34615b8be35d50e0df8b3	0		user	Join my 2 PM meeting.	CALENDAR	connect_to_meeting	Join my <start_time>2 PM</start_time> meeting.	[]		1	April
efcb6b997eb94c91b3b37580076f6839	0		user	Add Jae Kim to the call.	COMMUNICATION	add_to_call	Add <contact_name>Jae Kim</contact_name> to the call.	[]		1	April
efd0d65e5f9a4fa89dfe70d9f9b86f95	0		user	Go to saved items.	TEAMS	teamsuser_showactivity	Go to <teamsuser_activitytype>saved items</teamsuser_activitytype>.	[]		1	April
eff44b06914440d88cdf0fdccfd5f0b7	0		user	Call Darren.	COMMUNICATION	make_call	Call <contact_name>Darren</contact_name>.	[]		1	April
efff274bbabf44859177686e2baa6e61	0		user	Message.	COMMUNICATION	send_text	Message.	[]		1	April
f00fb2fb5fb046eba3a0384d74c9bafd	0		user	Go to Leo organization.	TEAMS	teamsuser_checkorg	Go to <teamsuser_contactname>Leo</teamsuser_contactname> organization.	[]		1	April
f02e264162f14832a5c637cabf5fc39b	0		user	Call rauzer car.	COMMUNICATION	make_call	Call <contact_name>rauzer car</contact_name>.	[]		1	April
f0d6a1b0e7584802886b9093ecdd4dd0	0		user	Close meeting.	CALENDAR	disconnect_from_meeting	Close meeting.	[]		1	April
f1032bfca49240c2a12d50e4da57c620	0		user	Can you send me the document?	TEAMS	file_share	Can you send me the document?	[]		1	April
f1507fd2f60648c1be82ac9b85e922ae	0		user	Join Apple meeting.	CALENDAR	connect_to_meeting	Join <title>Apple</title> meeting.	[]		1	April
f15f944ec89d46ff8bc2c86e27b878a4	0		user	Call bushwhack.	COMMUNICATION	make_call	Call <contact_name>bushwhack</contact_name>.	[]		1	April
f1805df928b24d08b3a76415a3554633	0		user	Message everyone on the 9 AM meeting I'll be late.	COMMUNICATION	send_text_meeting	Message everyone on the <time>9 AM</time> meeting <message>I'll be late</message>.	[]		1	April
f18a718bbdb445aaad6f78802bbfd5e5	0		user	Open ship room PPD.	TEAMS	file_open	Open <file_title>ship room</file_title> <file_filetype>PPD</file_filetype>.	[]		1	April
f1ad75c80bb54e4b8ad05a41cacfb38e261	0		user	Send a message to the meeting her there.	COMMUNICATION	send_text_meeting	Send a message to the meeting <message>her there</message>.	[]		1	April
f1aefe56bb1c4b1cbd289bf90a6ccaba	0		user	Call him.	COMMUNICATION	make_call	Call <contact_name>him</contact_name>.	[]		1	April
f1c86c20d64d45d78edfaa5b2ab280b6	0		user	Forward my 4 PM meeting for Carter.	CALENDAR	add_attendee	Forward my <start_time>4 PM</start_time> meeting for <contact_name>Carter</contact_name>.	[]		1	April
f1e2a60d2bdd47db9a32d1b884e30954	0		user	Photos settings.	ONDEVICE	open_setting	<app_name>Photos</app_name> settings.	[]		1	April
f1ea0f2b5a964c54ba0a54c9dae517fe	0		user	Send a message to Tom Nof.	COMMUNICATION	send_text	Send a message to <contact_name>Tom Nof</contact_name>.	[]		1	April
f200ff7b622e4c1b965aad89f3f9dfa3	0		user	Go to the contact always dimitra.	TEAMS	teamspace_navigate	Go to the <teamspace_unclearkeyword>contact always dimitra</teamspace_unclearkeyword>.	[]		1	April
f21f894043444b839d0d496d3a70d0b7	0		user	Show me my PPT.	TEAMS	file_navigate	Show me my <file_filetype>PPT</file_filetype>.	[]		1	April
f249fad8f4b9414ebf75eb8f571f8717	0		user	Open fires.	MYSTUFF	transform_my_stuff	<transform_action>Open</transform_action> <keyword>fires</keyword>.	[]		1	April
f251d39644d24700b0acd966007926e5	0		user	Send MATIKA message.	COMMUNICATION	send_text	Send <contact_name>MATIKA</contact_name> message.	[]		1	April
f35e463e9d0a486fa9d0318da3e0e7a7	0		user	Open Spotify.	MEDIACONTROL	mediacontrol_not_judged	Open Spotify.	[]		1	April
f3ddcc5790034d67bc707a2ecc8bb7fe	0		user	Open the file I was working on.	TEAMS	file_open	Open the file <file_filerecency>I was working on</file_filerecency>.	[]		1	April
f41cde2240dd409e88dbb11bf514f401	0		user	Teletha meeting.	CALENDAR	find_calendar_entry	<title>Teletha</title> meeting.	[]		1	April
f4714f94b0d6427e873c3912147e6e5e	0		user	Read my last mail.	EMAIL	search_email	Read my <order_ref>last</order_ref> <message_type>mail</message_type>.	[]		1	April
f471f21f6c2445d7be16e4a5666c018b	0		user	Where is my first meeting tomorrow?	CALENDAR	find_calendar_where	Where is my <order_ref>first</order_ref> meeting <start_date>tomorrow</start_date>?	[]		1	April
f47a1f76c90848d9a9ed1b3ab642838d	0		user	Send a message to Kiira Schoessler.	COMMUNICATION	send_text	Send a message to <contact_name>Kiira Schoessler</contact_name>.	[]		1	April
f4f9df6991ae417686c32968984ec5a8	0		user	Join my 5 o'clock meeting.	CALENDAR	connect_to_meeting	Join my <start_time>5</start_time> o'clock meeting.	[]		1	April
f59907a9db43498f8b267d9c75fcd576	0		user	Join the meeting.	CALENDAR	connect_to_meeting	Join the meeting.	[]		1	April
f59c55796c2c4849a296b9a63cad75ae	0		user	Send a message to my next meeting.	COMMUNICATION	send_text_meeting	Send a message to my <order_ref>next</order_ref> meeting.	[]		1	April
f65820d1aff24b19bb32ec4840f0ddf3	0		user	Send a message to everyone on the next meeting.	COMMUNICATION	send_text_meeting	Send a message to everyone on the <order_ref>next</order_ref> meeting.	[]		1	April
f71e0464aa7c4da9b4dbdfbbc803b3c6	0		user	Prezent Cortana outlook add in wireframes deck.	TEAMS	start_presenting	Prezent <deck_name>Cortana outlook add in wireframes</deck_name> deck.	[]		1	April
f7524d509e1b4c15b57a724a9d21a700	0		user	Close this presentation.	TEAMS	stop_presenting	Close this presentation.	[]		1	April
f77a3f5dd71e40239324caf6074a8c7b	0		user	Call ADI.	COMMUNICATION	make_call	Call <contact_name>Adi</contact_name>.	[]		1	April
f82b64827a3a46e4a319ab9acd59d0d7	0		user	Message everyone when my next meeting I'm going to be late.	COMMUNICATION	send_text_meeting	Message everyone when my <order_ref>next</order_ref> meeting <message>I'm going to be late</message>.	[]		1	April
f831be4ca61947fdaf6ba0ff425e7180	0		user	Call Val.	COMMUNICATION	make_call	Call <contact_name>Val</contact_name>.	[]		1	April
f8be7029d85946939d4da66cab57c132	0		user	What do I have next?	CALENDAR	find_calendar_entry	what do i have <start_time>next</start_time>	[]		1	April
f8d5fd4086ae4b93a1146e530f521f89	0		user	Write a message.	COMMUNICATION	send_text	Write a message.	[]		1	April
f8e0cc4f735742858ac8a709afdcb809	0		user	Go to the slide dimension.	TEAMS	goto_slide	Go to the slide <slide_name>dimension</slide_name>.	[]		1	April
f9c0732391e34691b3b3dc648cafc19f	0		user	Make a call.	COMMUNICATION	make_call	Make a call.	[]		1	April
f9e8bf77e3c4404a84cf161451925fdd	0		user	Go to Jason organization.	TEAMS	teamsuser_checkorg	Go to <teamsuser_contactname>Jason</teamsuser_contactname> organization.	[]		1	April
fa0e0513abd74796844199dab4ac469c	0		user	Join my next meeting.	CALENDAR	connect_to_meeting	join my <start_time>next</start_time> meeting	[]		1	April
fa88c0976faa4becb3696019f6c69527	0		user	Show my calendars.	CALENDAR	navigate_calendar	Show my calendars.	[]		1	April
fae0ae7fc39f4699bfeca05d797bc0e2	0		user	Open first party diafiltration file.	TEAMS	file_open	Open <file_title>first party diafiltration</file_title> file.	[]		1	April
fb3d9b6d22014860a31031394e82b761	0		user	Join my meeting with Alok.	CALENDAR	connect_to_meeting	Join my meeting with <contact_name>Alok</contact_name>.	[]		1	April
fb4906e55de44d14938bb83c727936a7	0		user	Send text to Tom I'll be late.	COMMUNICATION	send_text	Send text to <contact_name>Tom</contact_name> <message>I'll be late</message>.	[]		1	April
fb58a89a86534c50b027728fdf9844a2	0		user	Go to unread activity.	TEAMS	teamsuser_showactivity	Go to <teamsuser_activitytype>unread</teamsuser_activitytype> activity.	[]		1	April
fb64d631ffdb44c78fb09d5f39c8f2e5	0		user	Open calendar.	ONDEVICE	open_application	Open <app_name>calendar</app_name>.	[]		1	April
fbf24996c5d240db90c48546d8df970f	0		user	Unfollow company app channel.	TEAMS	teamspace_unfollow	Unfollow <teamspace_channel>company app</teamspace_channel> channel.	[]		1	April
fc002a674c2d4cfab9779b50df5a9dab	0		user	Turn my next meeting on Loma.	CALENDAR	connect_to_meeting	Turn my <start_time>next</start_time> meeting on Loma.	[]		1	April
fc77698233934a6e98604804e9dc965f	0		user	Join my next meeting.	CALENDAR	connect_to_meeting	join my <start_time>next</start_time> meeting	[]		1	April
fc779bdd46584e4eb0bd0634ccba0fcb	0		user	Unfollow this channel.	TEAMS	teamspace_unfollow	Unfollow <teamspace_channel>this</teamspace_channel> channel.	[]		1	April
fcac6b90cacc4e119a95f68bed9f0f23	0		user	Call Mbowe.	COMMUNICATION	make_call	Call <contact_name>Mbowe</contact_name>.	[]		1	April
fd0a85656dcf45a7ab4a39dcdd6a58e6	0		user	Add Quan to test meeting.	CALENDAR	add_attendee	Add <contact_name>Quan</contact_name> to <title>test</title> meeting.	[]		1	April
fd1c44340af049ff95bd375f67a340d1	0		user	Join banana meeting.	CALENDAR	connect_to_meeting	Join <title>banana</title> meeting.	[]		1	April
fd25584df16a4e92973b333cfe68c492	0		user	Join my next meeting.	CALENDAR	connect_to_meeting	join my <start_time>next</start_time> meeting	[]		1	April
fd41c6b4b9a5497d813d81c2081e2d40	0		user	Play.	MEDIACONTROL	mediacontrol_not_judged	Play.	[]		1	April
fd732925406c4832ac28af0981d45e65	0		user	Send the deck.	TEAMS	file_share	Send the <file_filetype>deck</file_filetype>.	[]		1	April
fd90bcefcdc14e5f90a28c7ddbd0aeb5	0		user	Do I have any meeting list Emily?	CALENDAR	find_calendar_entry	Do I have <quantifier>any</quantifier> meeting list Emily?	[]		1	April
fdc72fff265341c1b4a3edfaf14b4a12	0		user	Join banana meeting.	CALENDAR	connect_to_meeting	Join <title>banana</title> meeting.	[]		1	April
fdcc9af72d91462c9c457de5cbef8e9d	0		user	Go to saved items.	TEAMS	teamsuser_showactivity	Go to <teamsuser_activitytype>saved items</teamsuser_activitytype>.	[]		1	April
fddcac506fea4eaa87a0a94d36294a15	0		user	Check my calendar.	CALENDAR	find_calendar_entry	Check my calendar.	[]		1	April
fe536b99cefe46be83e20afb844c5231	0		user	Join 5:30 PM meeting.	CALENDAR	connect_to_meeting	Join <start_time>5:30 PM</start_time> meeting.	[]		1	April
feab276cb8d04d3b9e145704367824c8	0		user	Call it didn't heal.	COMMUNICATION	make_call	Call it didn't heal.	[]		1	April
fec446fa9e9347ba821ec00d3f43bdcd	0		user	Join banana meeting.	CALENDAR	connect_to_meeting	Join <title>banana</title> meeting.	[]		1	April
fef7b39a1795484393f4a17b5f8338ad	0		user	Calendar.	ONDEVICE	open_application	<app_name>Calendar</app_name>.	[]		1	April
ff51264fa12447c1b736ed6dfd9f6bc5	0		user	Join my next meeting.	CALENDAR	connect_to_meeting	join my <start_time>next</start_time> meeting	[]		1	April
ff62fdf6f4a643e98ec8251a44501458	0		user	Navigate to files.	TEAMS	file_navigate	Navigate to files.	[]		1	April
ffa9af2c4db8413c93b9522f9f0896fb	0		user	Droma next meeting.	CALENDAR	find_calendar_entry	Droma <start_time>next</start_time> meeting.	[]		1	April
ffc2808b05864792bd07a52263a34e37	0		user	Join next meeting.	CALENDAR	connect_to_meeting	Join <start_time>next</start_time> meeting.	[]		1	April
00077dfb7067411f9599510e8f430bc7	0		user	Add 469-275-3993 to the meeting.	COMMUNICATION	add_to_call	Add <phone_number>469-275-3993</phone_number> to the meeting.	[]		1	April
003377211f8940fb97208dc35a7973f5	0		user	What's my next meeting?	CALENDAR	find_calendar_entry	what's my <start_time>next</start_time> meeting	[]		1	April
00675fa330fe4a1aa348b2a7f80bf8b2	0		user	Call Harris Syed.	COMMUNICATION	make_call	Call <contact_name>Harris Syed</contact_name>.	[]		1	April
008fe3fcbcb34a7a8b6f6debadd1659d	0		user	Send a message to John.	COMMUNICATION	send_text	Send a message to <contact_name>John</contact_name>.	[]		1	April
00a384e0779b417b81afd41381e95349	0		user	Message a deysel a hello.	COMMUNICATION	send_text	Message <contact_name>a deysel</contact_name> a <message>hello</message>.	[]		1	April
00ac9c4fc23947e6854ff439d4b97202	0		user	Open size ship room ppt.	TEAMS	file_open	Open <file_title>size ship room</file_title> <file_filetype>ppt</file_filetype>.	[]		1	April
00c36c54076a402ab2865881c365c37b	0		user	Join the next meeting.	CALENDAR	connect_to_meeting	Join the <start_time>next</start_time> meeting.	[]		1	April
014679dd51044082a3cc865e262ae1b8	0		user	Set my status.	TEAMS	teamsuser_setstatus	Set my status.	[]		1	April
01d3c7b2b8254776a0376a467e163d19	0		user	What can you do?	TEAMS	teamspace_help	What can you do?	[]		1	April
01ec1cf1b3264cb989a1847b4b0e415b	0		user	Join my 6:30 PM meeting.	CALENDAR	connect_to_meeting	Join my <start_time>6:30 PM</start_time> meeting.	[]		1	April
021e59242b994ca6b8e64fbebb4229d4	0		user	Message everyone on my next meeting Hey there.	COMMUNICATION	send_text_meeting	Message everyone on my <order_ref>next</order_ref> meeting Hey there.	[]		1	April
0229bc43c71c49a3879d04ed2270ab07	0		user	End call.	COMMUNICATION	end_call	End call.	[]		1	April
0250da61b2c140a0bb803e45a2fbc0c6	0		user	Send message to Adi.	COMMUNICATION	send_text	Send message to <contact_name>ADI</contact_name>.	[]		1	April
02a3da62e1574cf28bd8cfd6f41e1638	0		user	Share the file.	TEAMS	file_share	Share the file.	[]		1	April
02b0f5e8d9064994bf1ce8cfd2ab24a8	0		user	Join my next meeting.	CALENDAR	connect_to_meeting	join my <start_time>next</start_time> meeting	[]		1	April
03201dfa998849889fb676572a266da5	0		user	Open settings.	ONDEVICE	open_setting	Open settings.	[]		1	April
034f9da140f8468e848c9b4b7daa78b1	0		user	Join my next meeting.	CALENDAR	connect_to_meeting	join my <start_time>next</start_time> meeting	[]		1	April
038764848dc441e4860f09bdaecc5406	0		user	Send message to Adi.	COMMUNICATION	send_text	Send message to <contact_name>ADI</contact_name>.	[]		1	April
0388e575ea8d4af08658494bfc1ffdd2	0		user	Send a message to mom.	COMMUNICATION	send_text	send a message to <relationship_name>mom</relationship_name>	[]		1	April
038fe24753af4128ae3abc80368f0a34	0		user	Send message.	COMMUNICATION	send_text	Send message.	[]		1	April
03bcbd39b6a84b3ab93bc1b932692668	0		user	Send pie.	ORDERFOOD	orderfood_not_judged	Send pie.	[]		1	April
041c2428033044af9ce3fafaf5c1ec43	0		user	Go to settings.	ONDEVICE	open_setting	Go to settings.	[]		1	April
041c795a5b3a42adbcee6c0d69cae70b	0		user	Call sohail.	COMMUNICATION	make_call	Call <contact_name>sohail</contact_name>.	[]		1	April
04512c2b808b4e75adff1fffd1ff6e3d	0		user	What Indian do I have on April 18th?	WEB	web_not_judged	What Indian do I have on April 18th?	[]		1	April
04597c3940514faab28d0fc637449a82	0		user	Go to slide 3.	TEAMS	goto_slide	Go to slide <slide_number>3</slide_number>.	[]		1	April
04801ad1ac18417bb6d9fac45058981b	0		user	Travel time.	PLACES	places_not_judged	Travel time.	[]		1	April
0500e3b5ba6f48ff8d5584a6ec3d3ab4	0		user	What's your name?	WEB	web_not_judged	What's your name?	[]		1	April
05420ed30910493989e155ca7d2fcc7c	0		user	Send feedback.	FEEDBACK	feedback_not_judged	Send feedback.	[]		1	April
06009c65b83641bfbca6042f56b6fe54	0		user	Join the meeting.	CALENDAR	connect_to_meeting	Join the meeting.	[]		1	April
0641d65f50e04746b2a00598cb5ba5c4	0		user	Cancel my testes meeting.	CALENDAR	delete_calendar_entry	Cancel my <title>testes meeting</title>.	[]		1	April
068a959c0bde4cc686993bfec18004c2	0		user	Call 253-442-3994.	COMMUNICATION	make_call	Call <phone_number>253-442-3994</phone_number>.	[]		1	April
06952b21d305468d90d1dbbd2f563c19	0		user	Show my calendar.	CALENDAR	navigate_calendar	Show my calendar.	[]		1	April
06c4528f27ce4b80819c6d965d7ffc81	0		user	Read messages.	COMMUNICATION	query_message	Read messages.	[]		1	April
06c4d4cfb9924232ad5da56c5e16f309	0		user	Call Elizabeth Krawczyk.	COMMUNICATION	make_call	Call <contact_name>Elizabeth Krawczyk</contact_name>.	[]		1	April
06dd4779733e455ca067dc9ba4c5e44d	0		user	Go to calendar.	ONDEVICE	open_application	Go to <app_name>calendar</app_name>.	[]		1	April
0790c8819663476ba58e515a0d773964	0		user	Read job thumbs reply.	COMMUNICATION	query_message	Read <from_contact_name>job thumbs</from_contact_name> reply.	[]		1	April
080f65ba716f418fb1eb131a1bb1aa6a	0		user	Present the deck.	TEAMS	start_presenting	Present the deck.	[]		1	April
0823a2726c2f4c3a9c3f183accbf29bf	0		user	Present the deck.	TEAMS	start_presenting	Present the deck.	[]		1	April
0846b9c94b2644b0a4e816c78156e29b	0		user	Call John.	COMMUNICATION	make_call	call <contact_name>john</contact_name>	[]		1	April
08ab909ebc09474baf2eff274e4feaed	0		user	Add 469.	WEB	web_not_judged	Add 469.	[]		1	April
09114c3b7327481eaac55338bc265854	0		user	Join 10 AM meeting.	CALENDAR	connect_to_meeting	Join <start_time>10 AM</start_time> meeting.	[]		1	April
093713b03bdb47d68f98e25ce00defa3	0		user	Go to the team intelligent communications.	TEAMS	teamspace_navigate	Go to the team <teamspace_team>intelligent communications</teamspace_team>.	[]		1	April
09772b20b0ce4b28807c28ef284265e9	0		user	Send a message to Aman Verma.	COMMUNICATION	send_text	Send a message to <contact_name>Aman Verma</contact_name>.	[]		1	April
09c1df1d658a467d865c4505263e5db8	0		user	Call Michael.	COMMUNICATION	make_call	call <contact_name>michael</contact_name>	[]		1	April
09e595995d424a9e918675ffad51690d	0		user	Join my 4 PM meeting.	CALENDAR	connect_to_meeting	Join my <start_time>4 PM</start_time> meeting.	[]		1	April
0a09251c1d0948a4996c53e45a4ddf0f	0		user	Join the meeting.	CALENDAR	connect_to_meeting	Join the meeting.	[]		1	April
0a65118def574376bfd543eafaa7616c	0		user	Transfer the call to she.	COMMUNICATION	transfer	Transfer the call to she.	[]		1	April
0ac0d24b390044d1a5e533b0758b2c61	0		user	Call bob YIWEN.	COMMUNICATION	make_call	Call <contact_name>bob YIWEN</contact_name>.	[]		1	April
0b0d2f8370564b3aac765a4c3c001d37	0		user	Join the meeting.	CALENDAR	connect_to_meeting	Join the meeting.	[]		1	April
0b6fc9f66b504f20999b22374beafcce	0		user	Open file.	TEAMS	file_open	Open file.	[]		1	April
0b82b41785d041dbb8e53de0b3922cec	0		user	Open complaint anonang complaint file.	TEAMS	file_open	Open <file_title>complaint anonang complaint</file_title> file.	[]		1	April
0bb6f9884eb04e1d81f71b41a3776dce	0		user	What are my meetings today?	CALENDAR	find_calendar_entry	what are my meetings <start_date>today</start_date>	[]		1	April
0bd87ed970b94c7b96ffda4c2a195b09	0		user	Go to FedEx organization.	TEAMS	teamsuser_checkorg	Go to <teamsuser_contactname>FedEx</teamsuser_contactname> organization.	[]		1	April
0bf4f38195d2431fbb31be21f53a3536	0		user	Join my next meeting.	CALENDAR	connect_to_meeting	join my <start_time>next</start_time> meeting	[]		1	April
0c009c3278ad4f7f8b11dc08c24769b7	0		user	What's my next meeting?	CALENDAR	find_calendar_entry	what's my <start_time>next</start_time> meeting	[]		1	April
0c1f9848450a4bb3a012b3c50acb168f	0		user	Join the meeting.	CALENDAR	connect_to_meeting	Join the meeting.	[]		1	April
0c3ac7224390469b81f98b8ebde06f48	0		user	Play.	MEDIACONTROL	mediacontrol_not_judged	Play.	[]		1	April
0c3c33493aa34665a2a362abdaaff5f5	0		user	Join my next meeting.	CALENDAR	connect_to_meeting	join my <start_time>next</start_time> meeting	[]		1	April
0ca72a11480844d6a0a958e32fd49505	0		user	Join my meeting.	CALENDAR	connect_to_meeting	Join my meeting.	[]		1	April
0cf04652b19f4b109fd59fe9461659f9	0		user	Open monkey monkey monkey file.	TEAMS	file_open	Open <file_title>monkey monkey monkey</file_title> file.	[]		1	April
0d0e0d1c6b3642f3a72d85cd39b74043	0		user	Show my channel.	TEAMS	teamspace_search	Show my <teamspace_searchkeyword>channel</teamspace_searchkeyword>.	[]		1	April
0d2fc76333ad4e6ea475d10e8ed30fac	0		user	Message on my 9 AM meeting will be there.	COMMUNICATION	send_text_meeting	Message on my <time> 9 AM </time> meeting <message>will be there</message>.	[]		1	April
0d62cdf97fb24de38940633e61f2a2e9	0		user	Send a document.	TEAMS	file_share	Send a document.	[]		1	April
0d84602490424e0db4d963f71c075d16	0		user	Message everyone in my 10:30 AM meeting that I'm running late.	COMMUNICATION	send_text_meeting	Message everyone in my <time> 10:30 AM </time> meeting that <message>I'm running late</message>.	[]		1	April
0e0ad18cc03b4eddac0ab3a180e21d08	0		user	Send a message to my next meeting I'm going to bring cookies.	COMMUNICATION	send_text_meeting	Send a message to my <order_ref>next</order_ref> meeting <message>I'm going to bring cookies</message>.	[]		1	April
0e3ca7dae71248eb8eb6a3a4ed04e1ea	0		user	Message test meeting.	COMMUNICATION	send_text_meeting	Message <communication_other>test meeting</communication_other>.	[]		1	April
0e51e77b45e24652b6302e38cfbb1a44	0		user	Join my next meeting.	CALENDAR	connect_to_meeting	join my <start_time>next</start_time> meeting	[]		1	April
0ef530ccd29846ba82eb81e83f206263	0		user	Go to my email.	ONDEVICE	ondevice_not_judged	Go to my email.	[]		1	April
0f432db1c37240fe833a992465d35536	0		user	End my call.	COMMUNICATION	end_call	End my call.	[]		1	April
0f87fb7404cd48a392a455cc709af009	0		user	Where is send message to Erez?	WEB	web_not_judged	Where is send message to <contact_name>Erez</contact_name>?	[]		1	April
0f90b16a7541414e8832b3f499c81250	0		user	Go to my chat with home.	TEAMS	teamsuser_openchat	Go to my chat with <teamsuser_contactname>home</teamsuser_contactname>.	[]		1	April
0f994f76f4a14e49bef2fbf2a308d807	0		user	Join 5 PM meeting.	CALENDAR	connect_to_meeting	Join <start_time>5 PM</start_time> meeting.	[]		1	April
0fe35056192b4ad9a8da393728949124	0		user	What is on my calendar?	CALENDAR	find_calendar_entry	What is on my calendar?	[]		1	April
1059b7fec8e24452abe339617f781451	0		user	Present the deck.	TEAMS	start_presenting	Present the deck.	[]		1	April
10609330a9e74cabb24591756ca03c5d	0		user	Join my next meeting.	CALENDAR	connect_to_meeting	join my <start_time>next</start_time> meeting	[]		1	April
1075e803983d4ca299c30966495a42b2	0		user	Join meeting.	CALENDAR	connect_to_meeting	Join meeting.	[]		1	April
11636b3bd424430bbc4b4511de0c5c67	0		user	Do I have any meeting list released today?	CALENDAR	find_calendar_entry	Do I have <quantifier>any</quantifier> meeting list released <start_date>today</start_date>?	[]		1	April
1185f0aa2562454d83cdd4bd7a840f05	0		user	Write message.	COMMUNICATION	send_text	Write message.	[]		1	April
119c482039b64a98acde693cad9d51d6	0		user	When's my next meeting?	CALENDAR	find_calendar_when	when's my <start_time>next</start_time> meeting	[]		1	April
11e6667c4557497cb74b5f0e6b1c8b80	0		user	Join my meeting.	CALENDAR	connect_to_meeting	Join my meeting.	[]		1	April
11e7514b49e54bbcb5ef018fa9f814a416	0		user	Send message to know.	COMMUNICATION	send_text	Send message to know.	[]		1	April
1205e4cadf8b48fe97e0e18e3fb7fbeb	0		user	Can you help me?	TEAMS	teamspace_help	Can you help me?	[]		1	April
121058eaef5844cf811096d57174d872	0		user	Search for HK.	TEAMS	teamspace_search	Search for <teamspace_searchkeyword>HK</teamspace_searchkeyword>.	[]		1	April
122390d6f7534a659e75acc37bb00866	0		user	Exit Cortana.	ONDEVICE	ondevice_not_judged	Exit Cortana.	[]		1	April
125ed863a9cb4e06a2c3fa182f4e1839	0		user	Check my calendar.	CALENDAR	find_calendar_entry	Check my calendar.	[]		1	April
12c142e88a8243edb12e140e6f551f42	0		user	Message everyone on my 9 AM meeting I'm bringing cookies.	COMMUNICATION	send_text_meeting	Message everyone on my <time>9 AM</time> meeting <message>I'm bringing cookies</message>.	[]		1	April
12cc20b59e4945d38c3421cac786a8ac	0		user	Go to my calendar.	ONDEVICE	open_application	Go to my <app_name>calendar</app_name>.	[]		1	April
12f5f2dfc37d49fdb5d4d8aeb4e29571	0		user	Join my next meeting.	CALENDAR	connect_to_meeting	join my <start_time>next</start_time> meeting	[]		1	April
133d70c0ffd14923be9bab6eb9113871	0		user	Call 45555.	COMMUNICATION	make_call	Call <phone_number>45555</phone_number>.	[]		1	April
1354675b138141f8b5ff1a03caee0008	0		user	Call a person.	COMMUNICATION	make_call	Call <contact_name>a person</contact_name>.	[]		1	April
136a084c1da04ceba64a7572ec81d58e	0		user	Join my next meeting.	CALENDAR	connect_to_meeting	join my <start_time>next</start_time> meeting	[]		1	April
