ConversationId	MessageId	MessageTimestamp	MessageFrom	MessageText	CortanaResponse	JudgedDomain	JudgedIntent	JudgedConstraints	ConversationContext	MetaData	Dataset	SampleType	Frequency	GuidelineVersion
0b22f7c1-ce2a-4929-a9b6-e3f20463998c	0	3/11/2020 2:50	user	lt review		FILES	file_search	<file_keyword>lt review</file_keyword>	{"PreviousTurnDomain":["files"],"PreviousTurnIntent":["file_open"], "TaskFrameStatus":["PromptedForConfirmation"]}	[]	Teams	Speech	1	21.1
54bca236-db5b-4744-a6da-21390c0cba0d	0	3/31/2020 3:26	user	lt review		FILES	file_search	<file_keyword>lt review</file_keyword>	{"PreviousTurnDomain":["files"],"PreviousTurnIntent":["file_open"], "TaskFrameStatus":["PromptedForConfirmation"]}	[]	Teams	Speech	1	21.1
f80cb732-dc0a-4511-972c-d6402e6004b1	0	3/5/2020 10:04	user	lt review		FILES	file_search	<file_keyword>lt review</file_keyword>	{"PreviousTurnDomain":["files"],"PreviousTurnIntent":["file_share"], "TaskFrameStatus":["PromptedForConfirmation"]}	[]	Teams	Speech	1	21.1
afb9f8c1-6671-4772-9845-cda3d0047dff	0	3/18/2020 3:17	user	lt review		FILES	file_search	<file_keyword>lt review</file_keyword>	{"PreviousTurnDomain":["files"],"PreviousTurnIntent":["file_share"], "TaskFrameStatus":["PromptedForConfirmation"]}	[]	Teams	Speech	1	21.1
b84c9f13-e613-46de-a771-37a37167e87c	0	3/19/2020 22:50	user	lt review		FILES	file_search	<file_keyword>lt review</file_keyword>	{"PreviousTurnDomain":["files"],"PreviousTurnIntent":["file_navigate"], "TaskFrameStatus":["PromptedForConfirmation"]}	[]	Teams	Speech	1	21.1
97b94398-5667-409f-8616-481bc2463ffc	0	3/18/2020 4:56	user	lt review		FILES	file_search	<file_keyword>lt review</file_keyword>	{"PreviousTurnDomain":["files"],"PreviousTurnIntent":["file_navigate"], "TaskFrameStatus":["PromptedForConfirmation"]}	[]	Teams	Speech	1	21.1
c3c13ed4-9a2f-4ad0-803d-06e1afd72b23	0	3/25/2020 23:46	user	lt review		FILES	file_search	<file_keyword>lt review</file_keyword>	{"PreviousTurnDomain":["files"],"PreviousTurnIntent":["file_search"], "TaskFrameStatus":["PromptedForConfirmation"]}	[]	Teams	Speech	1	21.1
682bfbaf-9a08-4cad-ac28-9d5cd79b67dc	0	3/31/2020 21:35	user	lt review		FILES	file_search	<file_keyword>lt review</file_keyword>	{"PreviousTurnDomain":["files"],"PreviousTurnIntent":["file_search"], "TaskFrameStatus":["PromptedForConfirmation"]}	[]	Teams	Speech	1	21.1
fd798fa3-bc6b-4f94-b821-b2a76f15f5a6	0	3/3/2020 6:18	user	lt review		FILES	file_search	<file_keyword>lt review</file_keyword>	{"PreviousTurnDomain":["files"],"PreviousTurnIntent":["file_open"], "TaskFrameStatus":["PromptedForConfirmation"]}	[]	Teams	Speech	1	21.1
7d22b9ec-5116-4a4d-adc4-beae44b4514b	0	3/9/2020 6:16	user	lt review		FILES	file_search	<file_keyword>lt review</file_keyword>	{"PreviousTurnDomain":["files"],"PreviousTurnIntent":["file_open"], "TaskFrameStatus":["PromptedForConfirmation"]}	[]	Teams	Speech	1	21.1
af679cf0-9eb2-4e33-9410-f1239e02ee90	0	3/4/2020 10:56	user	lt review		FILES	file_search	<file_keyword>lt review</file_keyword>	{"PreviousTurnDomain":["files"],"PreviousTurnIntent":["file_share"], "TaskFrameStatus":["PromptedForConfirmation"]}	[]	Teams	Speech	1	21.1
2143f57d-144d-49d3-b287-64e3f73cdb97	0	3/17/2020 13:36	user	lt review		FILES	file_search	<file_keyword>lt review</file_keyword>	{"PreviousTurnDomain":["files"],"PreviousTurnIntent":["file_share"], "TaskFrameStatus":["PromptedForConfirmation"]}	[]	Teams	Speech	1	21.1
fff1e8bf-c3bd-4814-acca-cbc1823fef60	0	3/10/2020 20:09	user	lt review		FILES	file_search	<file_keyword>lt review</file_keyword>	{"PreviousTurnDomain":["files"],"PreviousTurnIntent":["file_navigate"], "TaskFrameStatus":["PromptedForConfirmation"]}	[]	Teams	Speech	1	21.1
34ad7ffa-3374-44cc-bc85-a994680dc1db	0	3/25/2020 5:54	user	lt review		FILES	file_search	<file_keyword>lt review</file_keyword>	{"PreviousTurnDomain":["files"],"PreviousTurnIntent":["file_navigate"], "TaskFrameStatus":["PromptedForConfirmation"]}	[]	Teams	Speech	1	21.1
