ConversationId	MessageId	MessageFrom	MessageText	CortanaResponse	JudgedDomain	JudgedIntent	JudgedConstraints	MessageTimestamp	Dataset	SampleType	ConversationContext	AppFlavor	RuleTreeNBestList	SelectionIgnore	MetaData	GuidelineVersion	Frequency
0a916122-dae8-4b14-8ef1-f5898279c5cb	0	user	Add 409-444-6721 to this meeting.	OK, Add (409) 444-6721, is that right?	CALENDAR	add_attendee	Add <phone_number>409-444-6721</phone_number> to this meeting.	6/4/2020 8:41:03 PM	TeamsVoiceSkill	Speech		ios			[]	1.13	12
0a9de715-3f2d-4f0a-9bef-e2669b98e7b6	0	user	Open my recent group chat.	. 	TEAMSACTION	teamsuser_openchat	Open my recent group chat.	6/25/2020 5:48:23 PM	TeamsVoiceSkill	Speech		android-phone	<#baseModel> !sent_start open my recent group chat !sent_end </#baseModel>,<#cortana_teams_clm> !sent_start open my recent group chat !sent_end </#cortana_teams_clm>,<#baseModel> !sent_start open my recent groupchat !sent_end </#baseModel>,<#baseModel> !sent_start open my recent groups chat !sent_end </#baseModel>,<#baseModel> !sent_start open my recent group chart !sent_end </#baseModel>		[]	1.13	2
0aa7e2b7-3357-4beb-a203-6747be8807b1	0	user	Open letter S plus a Yuyu runtime.	Sorry, I'm not able to help with this one.	NOTSURE	other_domain	Open letter S plus a Yuyu runtime.	6/29/2020 11:51:33 PM	TeamsVoiceSkill	Speech		android-phone	<#cortana_teams_clm> !sent_start open letter S plus a <#TEAMSUSER_CONTACTNAME> Yuyu </#TEAMSUSER_CONTACTNAME> runtime !sent_end </#cortana_teams_clm>,<#cortana_teams_clm> !sent_start open layers plus a <#TEAMSUSER_CONTACTNAME> Yuyu </#TEAMSUSER_CONTACTNAME> runtime !sent_end </#cortana_teams_clm>,<#cortana_teams_clm> !sent_start open letters plus a <#TEAMSUSER_CONTACTNAME> Yuyu </#TEAMSUSER_CONTACTNAME> runtime !sent_end </#cortana_teams_clm>,<#cortana_teams_clm> !sent_start open les plus a <#TEAMSUSER_CONTACTNAME> Yuyu </#TEAMSUSER_CONTACTNAME> runtime !sent_end </#cortana_teams_clm>,<#cortana_teams_clm> !sent_start open letter is plus a <#TEAMSUSER_CONTACTNAME> Yuyu </#TEAMSUSER_CONTACTNAME> runtime !sent_end </#cortana_teams_clm>		[]	1.13	1
0aaa5966-1e24-498e-b08c-971acb9eecaa	0	user	What do you think of slack?	Respect!	NOTSURE	other_domain	What do you think of slack?	6/11/2020 3:37:15 AM	TeamsVoiceSkill	Speech		ios			[]	1.13	2
0abf537d-cb82-47be-8a91-82edc77cb709	0	user	Open blue whale doc.	. 	FILES	file_open	Open <file_keyword>blue whale</file_keyword> <file_type>doc</file_type>.	6/2/2020 6:49:13 PM	TeamsVoiceSkill	Speech		ios			[]	1.13	2
0ac642f1-3c09-409c-8c2f-c66e2200d22e	0	user	Hey Cortana message my 2:30 PM meeting.	Actually, there aren't any meetings for today.	COMMUNICATION	send_text_meeting	Hey Cortana message my <time>2:30 PM</time> meeting.	6/30/2020 6:17:24 AM	TeamsVoiceSkill	Speech		ios	<#prefix> !sent_start hey cortana !sent_end </#prefix> <#cortana_teams_clm> !sent_start message my two thirty pm meeting !sent_end </#cortana_teams_clm>,<#prefix> !sent_start cortana !sent_end </#prefix> <#cortana_teams_clm> !sent_start message my two thirty pm meeting !sent_end </#cortana_teams_clm>,<#prefix> !sent_start hey cortana !sent_end </#prefix> <#cortana_teams_clm> !sent_start message my two thirty PM meeting !sent_end </#cortana_teams_clm>,<#prefix> !sent_start hey cortana !sent_end </#prefix> <#cortana_teams_clm> !sent_start message my /two\+thirty\+PM/two+thirty+PM/ meeting !sent_end </#cortana_teams_clm>,<#prefix> !sent_start hey cortana !sent_end </#prefix> <#cortana_teams_clm> !sent_start message <#FIRSTNAME> mike </#FIRSTNAME> two thirty pm meeting !sent_end </#cortana_teams_clm>		[]	1.13	3
0acbeef2-b963-44b7-af0a-8bb69e64c061	0	user	Check my email.	I'm sorry, but I can't help with that.	NOTSURE	other_domain	Check my email.	6/11/2020 3:45:45 AM	TeamsVoiceSkill	Speech		android-phone			[]	1.13	43
0ad03399-e9cd-4277-b9b7-b13992590c45	0	user	Presented that.	I'm sorry, but I can't help with that.	NOTSURE	other_domain	Presented that.	6/9/2020 6:40:38 PM	TeamsVoiceSkill	Speech		ios			[]	1.13	1
0ae5685c-5353-45f2-93ad-f52a0b6d817e	0	user	Play sevaral digital straws Google.	I'm sorry, but I can't help with that.	NOTSURE	other_domain	Play sevaral digital straws Google.	6/4/2020 8:58:24 AM	TeamsVoiceSkill	Speech		android-phone			[]	1.13	1
0aedd3b2-f4be-4787-b824-687e051a816f	0	user	Message Ravi Kalwani.	What's your message?	COMMUNICATION	send_text	Message <contact_name>Ravi Kalwani</contact_name>.	6/6/2020 7:56:26 AM	TeamsVoiceSkill	Speech		ios			[]	1.13	1
0b0552ce-45c6-4814-8712-08e242173a22	0	user	Who is Hao?	I'll look up '%SearchString%'.	PEOPLE	search_people_by_name	Who is <contact_name>Hao</contact_name>?	6/12/2020 3:37:56 AM	TeamsVoiceSkill	Speech		ios			[]	1.13	4
0b1c8064-c4d8-4b83-a902-1ab39ea58e44	0	user	Open chat with Idan.	. 	TEAMSACTION	teamsuser_openchat	Open chat with <contact_name>Idan</contact_name>.	6/10/2020 10:55:44 PM	TeamsVoiceSkill	Speech		ios			[]	1.13	5
0b205430-512c-4b41-bf55-58e03e983e62	0	user	When is my one on one with Nitin?		CALENDAR	find_calendar_when	When is my <title>one on one</title> with <contact_name>Nitin</contact_name>?	6/26/2020 2:31:10 AM	TeamsVoiceSkill	Speech		android-phone	<#cortana_teams_clm> !sent_start when is my one on one with <#TEAMSUSER_CONTACTNAME> Nitin </#TEAMSUSER_CONTACTNAME> !sent_end </#cortana_teams_clm>,<#cortana_teams_clm> !sent_start when is my one on one with <#FIRSTNAME> nathan </#FIRSTNAME> !sent_end </#cortana_teams_clm>,<#cortana_teams_clm> !sent_start when is my one on one with <#TEAMSUSER_CONTACTNAME> Nitin </#TEAMSUSER_CONTACTNAME> in !sent_end </#cortana_teams_clm>,<#cortana_teams_clm> !sent_start when is my one on one with <#TEAMSUSER_CONTACTNAME> Nitin </#TEAMSUSER_CONTACTNAME> and !sent_end </#cortana_teams_clm>,<#cortana_teams_clm> !sent_start when is my one on one with <#TEAMSUSER_CONTACTNAME> Nitin Pande </#TEAMSUSER_CONTACTNAME> !sent_end </#cortana_teams_clm>		[]	1.13	4
0b2205cd-9898-4d42-bc5e-3fad60673c21	0	user	Messages from.	I'm sorry, but I can't help with that.	NOTSURE	other_domain	Messages from.	6/26/2020 12:55:52 PM	TeamsVoiceSkill	Speech		android-phone	<#cortana_teams_clm> !sent_start messages from !sent_end </#cortana_teams_clm>,<#baseModel> !sent_start messages from !sent_end </#baseModel>,<#baseModel> !sent_start message is from !sent_end </#baseModel>,<#cortana_teams_clm> !sent_start message is from !sent_end </#cortana_teams_clm>,<#cortana_teams_clm> !sent_start /messages\+from/messages+from/ !sent_end </#cortana_teams_clm>		[]	1.13	2
0b41b79b-f9f3-49cd-b63b-d550c785131f	0	user	Well the can you do.	I didn't quite understand that.	NOTSURE	other_domain	Well the can you do.	6/2/2020 10:07:04 AM	TeamsVoiceSkill	Speech		android-phone			[]	1.13	1
0b426366-23ab-4aae-8095-07b5c8ef93fd	0	user	Search Arun.	I'll look up '%SearchString%'.	PEOPLE	search_people_by_name	Search <contact_name>Arun</contact_name>.	6/9/2020 10:07:49 AM	TeamsVoiceSkill	Speech		ios			[]	1.13	1
0b45b439-bb3e-4b0c-8f0a-7ccfb6053972	0	user	What do you think about black lives matter?	Of all the questions you could have asked…	NOTSURE	other_domain	What do you think about black lives matter?	6/11/2020 5:48:56 AM	TeamsVoiceSkill	Speech		ios			[]	1.13	2
0b473104-819a-410a-917b-e7f0302cd61b	0	user	Present play.	Sorry, I'm not able to help with this one.	NOTSURE	other_domain	Present play.	6/8/2020 1:47:01 AM	TeamsVoiceSkill	Speech		ios			[]	1.13	1
0b4eb0a0-9178-473d-9823-67ae28204743	0	user	Open my shopping list.	Sorry, I don't know the answer to this one.	NOTSURE	notsure_other	Open my <file_keyword>shopping</file_keyword> <file_type>list</file_type>.	6/11/2020 5:41:16 AM	TeamsVoiceSkill	Speech		android-phone			[]	1.13	1
0b6500fb-816d-4ed7-8ce0-4b80453a2e8b	0	user	Hey Cortana call Kruthika.	Calling Kruthika Ponnusamy	COMMUNICATION	make_call	Hey Cortana call <contact_name>Kruthika</contact_name>.	6/24/2020 3:16:44 PM	TeamsVoiceSkill	Speech		norden	<#prefix> !sent_start hey cortana !sent_end </#prefix> <#cortana_teams_clm> !sent_start call <#TEAMSUSER_CONTACTNAME> Kruthika </#TEAMSUSER_CONTACTNAME> !sent_end </#cortana_teams_clm>,<#prefix> !sent_start hey cortana !sent_end </#prefix> <#cortana_teams_clm> !sent_start /call\+chris/call+chris/ god !sent_end </#cortana_teams_clm>,<#prefix> !sent_start hey cortana !sent_end </#prefix> <#baseModel> !sent_start call chris god !sent_end </#baseModel>,<#prefix> !sent_start hey cortana !sent_end </#prefix> <#baseModel> !sent_start call chris got !sent_end </#baseModel>,<#prefix> !sent_start hey cortana !sent_end </#prefix> <#cortana_teams_clm> !sent_start call chris god !sent_end </#cortana_teams_clm>		[]	1.13	6
0b6cbf4b-1eea-4db8-8563-85345bd1758f	0	user	Tell McGillicuddy that I am going to office today.	Message Jotham McGillicuddy, Is that right?	COMMUNICATION	send_text	Tell <contact_name>McGillicuddy</contact_name> that <message>I am going to office today</message>.	6/22/2020 9:57:03 PM	TeamsVoiceSkill	Speech		ios	<#cortana_teams_clm> !sent_start tell <#TEAMSUSER_CONTACTNAME> McGillicuddy </#TEAMSUSER_CONTACTNAME> that i am /going\+to/going+to/ office today !sent_end </#cortana_teams_clm>,<#cortana_teams_clm> !sent_start tell <#TEAMSUSER_CONTACTNAME> McGillicuddy </#TEAMSUSER_CONTACTNAME> that i am going to office today !sent_end </#cortana_teams_clm>,<#cortana_teams_clm> !sent_start tell <#TEAMSUSER_CONTACTNAME> McGillicuddy </#TEAMSUSER_CONTACTNAME> that i'm going to office today !sent_end </#cortana_teams_clm>,<#cortana_teams_clm> !sent_start tell megalochori that i am /going\+to/going+to/ office today !sent_end </#cortana_teams_clm>,<#cortana_teams_clm> !sent_start tell <#TEAMSUSER_CONTACTNAME> McGillicuddy </#TEAMSUSER_CONTACTNAME> that i'm /going\+to/going+to/ office today !sent_end </#cortana_teams_clm>		[]	1.13	1
0b725f46-7c73-4520-b001-8f35d84be6f7	0	user	Share the potatoes presentation with Shwetambari Mokadam.	Should I share this?	FILES	file_share	Share the <file_keyword>potatoes</file_keyword> <file_type>presentation</file_type> with <to_contact_name>Shwetambari Mokadam</to_contact_name>.	6/29/2020 9:32:28 PM	TeamsVoiceSkill	Speech		android-phone	<#cortana_teams_clm> !sent_start share the potatoes presentation with <#TEAMSUSER_CONTACTNAME> Shwetambari Mokadam </#TEAMSUSER_CONTACTNAME> !sent_end </#cortana_teams_clm>,<#cortana_teams_clm> !sent_start share the potatoes presentation with <#TEAMSUSER_CONTACTNAME> Shwetambari Mokadam </#TEAMSUSER_CONTACTNAME> 's !sent_end </#cortana_teams_clm>,<#cortana_teams_clm> !sent_start share the potatoes presentation with <#TEAMSUSER_CONTACTNAME> Shwetambari Mokadam </#TEAMSUSER_CONTACTNAME> and !sent_end </#cortana_teams_clm>,<#cortana_teams_clm> !sent_start share the potatoes presentation with <#TEAMSUSER_CONTACTNAME> Shwetambari Mokadam </#TEAMSUSER_CONTACTNAME> in !sent_end </#cortana_teams_clm>,<#cortana_teams_clm> !sent_start share the potatoes presentation with <#TEAMSUSER_CONTACTNAME> Shwetambari Mokadam </#TEAMSUSER_CONTACTNAME> ping !sent_end </#cortana_teams_clm>		[]	1.13	1
0b770df6-cbc7-4528-b704-53b13b7452e1	0	user	Volume up.	Sorry, this isn't supported yet, please try again another time.	DEVICECONTROL	volume_up	volume up	6/30/2020 10:22:55 AM	TeamsVoiceSkill	Speech		ios	<#cortana_teams_clm> !sent_start volume up !sent_end </#cortana_teams_clm>,<#baseModel> !sent_start volume up !sent_end </#baseModel>,<#cortana_teams_clm> !sent_start volume app !sent_end </#cortana_teams_clm>,<#baseModel> !sent_start volume app !sent_end </#baseModel>,<#cortana_teams_clm> !sent_start /volume\+up/volume+up/ !sent_end </#cortana_teams_clm>		[]	1.13	29
0b8168f8-ff35-49d3-bbf2-049fba2000b5	0	user	I have an emergency.	If you need help, please call 911 immediatley.	NOTSURE	other_domain	I have an emergency.	6/30/2020 5:12:39 PM	TeamsVoiceSkill	Speech		android-phone	<#baseModel> !sent_start i have an emergency !sent_end </#baseModel>,<#cortana_teams_clm> !sent_start i have an emergency !sent_end </#cortana_teams_clm>,<#baseModel> !sent_start i have an image and see !sent_end </#baseModel>,<#baseModel> !sent_start i have an emergen C !sent_end </#baseModel>,<#baseModel> !sent_start i have an emergency room !sent_end </#baseModel>		[]	1.13	8
0b82d82b-c786-4c14-9e27-5bcea5b87e94	0	user	Send a message to Brian Stucker.	OK, What's your message?	COMMUNICATION	send_text	Send a message to <contact_name>Brian Stucker</contact_name>.	6/10/2020 12:19:22 AM	TeamsVoiceSkill	Speech		ios			[]	1.13	2
0b843cf5-cd35-4bde-8891-a8ab7cf50765	0	user	Go to channel getting started.	. 	TEAMSACTION	teamspace_navigate	Go to channel <teamspace_channel>getting started</teamspace_channel>.	6/4/2020 7:51:00 PM	TeamsVoiceSkill	Speech		ios			[]	1.13	1
0b8cd57f-274f-44e3-b124-2dca74f931b9	0	user	When is my next meeting with Mendes?		CALENDAR	find_calendar_when	When is my <start_time>next</start_time> meeting with <contact_name>Mendes</contact_name>?	6/18/2020 7:17:22 PM	TeamsVoiceSkill	Speech		android-phone			[]	1.13	2
0b8f8514-a52a-4798-8d2a-5cc177f7614d	0	user	Tell Maya that how is your presentation.	Which Maya do you wanna message?	COMMUNICATION	send_text	Tell <contact_name>Maya</contact_name> that <message>how is your presentation</message>.	6/29/2020 7:14:12 PM	TeamsVoiceSkill	Speech		ios	<#baseModel> !sent_start tell maya that how is your presentation !sent_end </#baseModel>,<#baseModel> !sent_start tell maya that how how is your presentation !sent_end </#baseModel>,<#baseModel> !sent_start tell maya that ha how is your presentation !sent_end </#baseModel>,<#baseModel> !sent_start tell maya that uh how is your presentation !sent_end </#baseModel>,<#baseModel> !sent_start tell mya that how is your presentation !sent_end </#baseModel>		[]	1.13	1
0b939477-844c-44b0-9005-67f7f44f572d	0	user	From gram on Geo parody.	Sorry, I'm not able to help with this one.	NOTSURE	other_domain	From gram on Geo parody.	6/26/2020 12:42:05 PM	TeamsVoiceSkill	Speech		android-phone	<#baseModel> !sent_start from gram on geo parody !sent_end </#baseModel>,<#baseModel> !sent_start from grandma on geo parody !sent_end </#baseModel>,<#baseModel> !sent_start from grandma angio parody !sent_end </#baseModel>,<#baseModel> !sent_start from graham on geo parody !sent_end </#baseModel>,<#baseModel> !sent_start from grandma mangio parody !sent_end </#baseModel>		[]	1.13	2
0b9ac19f-f77f-4264-a360-34ad5b29f9a9	0	user	Tell me something new.	I can help you join your meetings fast. Try something like "Join my meeting."	NOTSURE	notsure_other	Tell me something new.	6/16/2020 5:23:07 AM	TeamsVoiceSkill	Speech		android-phone			[]	1.13	8
0b9c4488-ead5-4a3c-90db-641bfd2f79cc	0	user	Set volume to Zaks.	{EarconCancel}	DEVICECONTROL	set_volume	Set volume to Zaks.	6/9/2020 9:23:31 AM	TeamsVoiceSkill	Speech		ios			[]	1.13	1
0ba34dcd-35ac-4ef4-8670-c961fc4ef28e	0	user	Send a message to everyone.	Alright, who's the message going to?	COMMUNICATION	send_text	Send a message to everyone.	6/22/2020 8:39:58 AM	TeamsVoiceSkill	Speech		android-phone	<#baseModel> !sent_start send a message to everyone !sent_end </#baseModel>,<#cortana_teams_clm> !sent_start send a message to everyone !sent_end </#cortana_teams_clm>,<#cortana_teams_clm> !sent_start /send\+a\+message/send+a+message/ to everyone !sent_end </#cortana_teams_clm>,<#baseModel> !sent_start send a message to every one !sent_end </#baseModel>,<#cortana_teams_clm> !sent_start send a message to every one !sent_end </#cortana_teams_clm>		[]	1.13	1
0ba3faa1-28ed-4b75-9564-c1bb8541451d	0	user	Tell everyone on my upcoming meeting that I'm on the way.	OK, Message everyone... on which meeting?	COMMUNICATION	send_text_meeting	Tell everyone on my <order_ref>upcoming</order_ref> meeting that <message>I'm on the way</message>.	6/16/2020 8:09:30 PM	TeamsVoiceSkill	Speech		android-phone			[]	1.13	4
0bbbbb98-378d-4012-8c83-dba633e91a8b	0	user	And that's Cortana so for example if I wanted too.	Sorry, I don't know the answer to this one.	NOTSURE	other_domain	And that's Cortana so for example if I wanted too.	6/4/2020 2:42:03 AM	TeamsVoiceSkill	Speech		android-phone			[]	1.13	1
0bca436d-a493-40de-bb3c-39c01e751fee	0	user	Send a message to my current meeting.	Sorry, I hit a snag sending your message. Try again later.	COMMUNICATION	send_text_meeting	Send a message to my <time>current</time> meeting.	6/3/2020 9:14:04 AM	TeamsVoiceSkill	Speech		ios			[]	1.13	31
0bd6f76d-5eca-40de-94cd-144dbdf3346e	0	user	Search.	OK, what do you want to search for?	TEAMSACTION	teamspace_search	Search.	6/9/2020 6:10:16 PM	TeamsVoiceSkill	Speech		ios			[]	1.13	37
0be380f9-53a8-44c7-9145-2a79d7538573	0	user	Messages from Malik in light bulb channel.	I'll look up '%SearchString%'.	COMMUNICATION	search_messages	<search_query>Messages from Malik in light bulb channel</search_query>.	6/12/2020 12:45:20 AM	TeamsVoiceSkill	Speech		ios			[]	1.13	4
0be51acb-d60a-4aa0-a6aa-56aa0390bca6	0	user	Call Jim Wall.	Calling Jim Wall (CELA)	COMMUNICATION	make_call	Call <contact_name>Jim Wall</contact_name>.	6/2/2020 11:57:28 PM	TeamsVoiceSkill	Speech		android-phone			[]	1.13	1
0be8e5bd-e3ed-4e81-a0cd-109fd322db1a	0	user	Send a message to Ross.	OK, message T.J. Ross, Is that right?	COMMUNICATION	send_text	Send a message to <contact_name>Ross</contact_name>.	6/16/2020 11:48:26 AM	TeamsVoiceSkill	Speech		android-phone			[]	1.13	2
0bed8e66-8a84-41c3-acb2-34d3048652a4	0	user	Share of PPT.	Alright, which PowerPoint should I share?	FILES	file_share	Share of <file_type>PPT</file_type>.	6/15/2020 10:58:19 PM	TeamsVoiceSkill	Speech		android-phone			[]	1.13	1
0bf52633-5476-4249-8ee5-e4992b6af361	0	user	Send message.	OK, who's the message going to?	COMMUNICATION	send_text	Send message.	6/1/2020 7:05:19 PM	TeamsVoiceSkill	Speech		android-phone			[]	1.13	26
0c016e85-b9dd-4938-9456-86193eb74603	0	user	Download the Iceland XLS I was working on.	. 	FILES	file_download	Download the <file_keyword>Iceland</file_keyword> <file_type>XLS</file_type> <contact_name>I</contact_name> was <file_action>working</file_action> on.	6/1/2020 7:12:14 PM	TeamsVoiceSkill	Speech		android-phone			[]	1.13	2
0c07edfe-369b-4aa3-8bae-d248b4f2f9c4	0	user	Call Ana.	Calling Ana Carolina de Souza Mendes (Zen3 Infosolutions America Inc)	COMMUNICATION	make_call	Call <contact_name>Ana</contact_name>.	6/4/2020 4:27:47 PM	TeamsVoiceSkill	Speech		ios			[]	1.13	7
0c11c6bc-0360-424e-b2ce-31226968b127	0	user	Tell Carrie Parker that how are you today please submit your report before meeting.	Send it, or change it?	COMMUNICATION	send_text	Tell <contact_name>Carrie Parker</contact_name> that <message>how are you today please submit your report before meeting</message>.	6/8/2020 5:46:45 PM	TeamsVoiceSkill	Speech		ios			[]	1.13	1
0c37f6f4-46d8-4236-8f9b-aebef4b5871a	0	user	Open review presentation.	Alright, which PowerPoint should I open?	FILES	file_open	Open <file_keyword>review</file_keyword> <file_type>presentation</file_type>.	6/10/2020 7:53:08 PM	TeamsVoiceSkill	Speech		android-phone			[]	1.13	4
0c38cafa-0504-4ec1-bb30-f1df9f4db9fe	0	user	Present my test deck.	Is this the one you wanna bring up?	INMEETING	start_presenting	Present my <deck_name>test</deck_name> deck.	6/8/2020 2:10:25 AM	TeamsVoiceSkill	Speech		android-phone			[]	1.13	1
0c3ce589-e757-4de8-a360-9764ac6e44a9	0	user	Share Mac pp DX with Rose.	I'm sorry, but I can't help with that.	NOTSURE	other_domain	Share Mac pp DX with Rose.	6/15/2020 7:25:03 AM	TeamsVoiceSkill	Speech		ios			[]	1.13	1
0c436a3a-703e-4ef6-9bd0-7fcee230e522	0	user	Phone Jotham.	OK, Which Jotham would you like to call?	COMMUNICATION	make_call	Phone <contact_name>Jotham</contact_name>.	6/23/2020 8:01:23 PM	TeamsVoiceSkill	Speech		ios	<#cortana_teams_clm> !sent_start phone <#TEAMSUSER_CONTACTNAME> Jotham </#TEAMSUSER_CONTACTNAME> !sent_end </#cortana_teams_clm>,<#cortana_teams_clm> !sent_start for <#TEAMSUSER_CONTACTNAME> Jotham </#TEAMSUSER_CONTACTNAME> !sent_end </#cortana_teams_clm>,<#cortana_teams_clm> !sent_start four <#TEAMSUSER_CONTACTNAME> Jotham </#TEAMSUSER_CONTACTNAME> !sent_end </#cortana_teams_clm>,<#cortana_teams_clm> !sent_start forward <#TEAMSUSER_CONTACTNAME> Jotham </#TEAMSUSER_CONTACTNAME> !sent_end </#cortana_teams_clm>,<#cortana_teams_clm> !sent_start phone <#TEAMSUSER_CONTACTNAME> Jotham </#TEAMSUSER_CONTACTNAME> in !sent_end </#cortana_teams_clm>		[]	1.13	4
0c55e4cc-b013-4b18-a476-a595d62eb75c	0	user	What do I have post 9?	Sorry, I'm not able to help with this one.	CALENDAR	find_calendar_entry	What do I have <start_time>post 9</start_time>?	6/4/2020 4:31:10 AM	TeamsVoiceSkill	Speech		android-phone			[]	1.13	3
0c5a345c-ac99-4179-abd1-2f920febd2f7	0	user	Hey Cortana join my meeting.	Which meeting would you like to join?	CALENDAR	connect_to_meeting	Hey Cortana join my meeting.	6/30/2020 5:49:37 AM	TeamsVoiceSkill	Speech		ios	<#prefix> !sent_start hey cortana !sent_end </#prefix> <#cortana_teams_clm> !sent_start join my meeting !sent_end </#cortana_teams_clm>,<#prefix> !sent_start cortana !sent_end </#prefix> <#cortana_teams_clm> !sent_start join my meeting !sent_end </#cortana_teams_clm>,<#prefix> !sent_start hey cortana !sent_end </#prefix> <#baseModel> !sent_start join my meeting !sent_end </#baseModel>,<#prefix> !sent_start cortana !sent_end </#prefix> <#baseModel> !sent_start join my meeting !sent_end </#baseModel>,<#prefix> !sent_start hey cortana !sent_end </#prefix> <#cortana_teams_clm> !sent_start join my meeting with !sent_end </#cortana_teams_clm>		[]	1.13	12
0c5b08b7-c2d1-40e6-af31-bc7fd1e6adcb	0	user	Send a message to Rose hello hello.	Send it, or change it?	COMMUNICATION	send_text	Send a message to <contact_name>Rose</contact_name> <message>hello hello</message>.	6/12/2020 8:04:59 AM	TeamsVoiceSkill	Speech		android-phone			[]	1.13	1
0c5ce927-c00e-4d97-b4ec-f65e8087eb6a	0	user	Share the Ice cream XLS with Maya.	OK, which Excel should I share?	FILES	file_share	Share the <file_keyword>Ice cream</file_keyword> <file_type>XLS</file_type> with <to_contact_name>Maya</to_contact_name>.	6/19/2020 11:03:21 PM	TeamsVoiceSkill	Speech		android-phone			[]	1.13	1
0c6c403d-1cdc-420f-9384-8a1274dd8384	0	user	Go to feed.	. 	TEAMSACTION	teamsuser_showactivity	Go to <teamsuser_activitytype>feed</teamsuser_activitytype>.	6/8/2020 6:59:49 AM	TeamsVoiceSkill	Speech		ios			[]	1.13	113
0c89349b-7941-46a4-9b37-471fe300914c	0	user	Join my 11:00 AM meeting.	Joining your 11:00 AM. 	CALENDAR	connect_to_meeting	join my <start_time>11:00 am</start_time> meeting	6/12/2020 4:56:58 PM	TeamsVoiceSkill	Speech		android-phone			[]	1.13	2
0c93623e-42bc-4602-b03c-d3caecb2f7f8	0	user	Search for Cortana.	I'll look up '%SearchString%'.	TEAMSACTION	teamspace_search	Search for <teamspace_keyword>Cortana</teamspace_keyword>.	6/22/2020 10:33:36 PM	TeamsVoiceSkill	Speech		ios	<#cortana_teams_clm> !sent_start search for <#TEAMSUSER_CONTACTNAME> Cortana </#TEAMSUSER_CONTACTNAME> !sent_end </#cortana_teams_clm>,<#cortana_teams_clm> !sent_start search for cortana !sent_end </#cortana_teams_clm>,<#baseModel> !sent_start search for cortana !sent_end </#baseModel>,<#cortana_teams_clm> !sent_start search for <#FILE_TITLE> Cortana </#FILE_TITLE> !sent_end </#cortana_teams_clm>,<#cortana_teams_clm> !sent_start /search\+for/search+for/ <#TEAMSUSER_CONTACTNAME> Cortana </#TEAMSUSER_CONTACTNAME> !sent_end </#cortana_teams_clm>		[]	1.13	7
0c9687f9-d6a1-4c4c-9c85-1f774816c667	0	user	Tell Jimmy Choo that is very hard to pronounce your name.	Send it, or change it?	COMMUNICATION	send_text	Tell <contact_name>Jimmy Choo</contact_name> <message>that is very hard to pronounce your name</message>.	6/9/2020 9:47:31 PM	TeamsVoiceSkill	Speech		android-phone			[]	1.13	1
0c9f1d6c-e21e-44b1-a76f-709763e0ac23	0	user	Go to Melissa Sims organization.	. 	TEAMSACTION	teamsuser_checkorg	Go to <contact_name>Melissa Sims</contact_name> organization.	6/29/2020 6:51:14 PM	TeamsVoiceSkill	Speech		ios	<#cortana_teams_clm> !sent_start go to <#TEAMSUSER_CONTACTNAME> Melissa Sims </#TEAMSUSER_CONTACTNAME> organization !sent_end </#cortana_teams_clm>,<#baseModel> !sent_start go to melissa 's organization !sent_end </#baseModel>,<#baseModel> !sent_start go to melisses organization !sent_end </#baseModel>,<#cortana_teams_clm> !sent_start go to <#TEAMSUSER_CONTACTNAME> Melissa </#TEAMSUSER_CONTACTNAME> organization !sent_end </#cortana_teams_clm>,<#baseModel> !sent_start go to melisses organizacion !sent_end </#baseModel>		[]	1.13	3
0ca949af-152a-41de-bd39-42cb07e28cf9	0	user	Share my recent PowerPoint with blah blah blah.	Sorry! Something went wrong. Please try again later.	FILES	file_share	Share <contact_name>my</contact_name> <file_recency>recent</file_recency> <file_type>PowerPoint</file_type> with <file_keyword>blah blah blah</file_keyword>.	6/8/2020 9:22:42 AM	TeamsVoiceSkill	Speech		android-phone			[]	1.13	2
0caaae52-81c3-4fe6-a474-64a89cce43e9	0	user	Am I available after 9:00 PM.	I found 1 event today after 9:00.	CALENDAR	check_availability	Am <relationship_name>I</relationship_name> <availability>available</availability> <start_time>after 9:00 PM</start_time>.	6/24/2020 8:24:48 AM	TeamsVoiceSkill	Speech		ios	<#baseModel> !sent_start am i available after nine PM !sent_end </#baseModel>,<#baseModel> !sent_start M I available after nine PM !sent_end </#baseModel>,<#baseModel> !sent_start N I available after nine PM !sent_end </#baseModel>,<#baseModel> !sent_start M i available after nine PM !sent_end </#baseModel>,<#baseModel> !sent_start N i available after nine PM !sent_end </#baseModel>		[]	1.13	8
0cb296b5-271a-4194-83ea-a1a1611ba918	0	user	Start Suggested Tasks from.	I found 3 suggested tasks for you to review. This will take about 2 minutes.	NOTSURE	other_domain	Start Suggested Tasks from.	6/1/2020 6:39:16 PM	TeamsVoiceSkill	Speech		android-phone			[]	1.13	1
0cb64ab3-f21d-4198-b73a-9c799fb5ab87	0	user	Search Catch Up.	I'll look up '%SearchString%'.	TEAMSACTION	teamspace_search	Search <teamspace_keyword>Catch Up</teamspace_keyword>.	6/1/2020 7:52:50 AM	TeamsVoiceSkill	Speech		android-phone			[]	1.13	1
0cbac979-0b1d-4cea-9e44-192510d3febc	0	user	Start adaptive guard stood.	I'm sorry, but I can't help with that.	NOTSURE	other_domain	Start adaptive guard stood.	6/2/2020 12:29:57 PM	TeamsVoiceSkill	Speech		ios			[]	1.13	1
