ConversationId	MessageId	MessageTimestamp	MessageFrom	MessageText	JudgedDomain	JudgedIntent	JudgedConstraints	MetaData	ConversationContext	Frequency	CortanaResponse
177873522	0		user	vte.txt	FILES	file_search	<file_name> vte </file_name> .<file_type> txt </file_type>	[]		1	
177873523	0		user	finite_dungeon_tables.txt	FILES	file_search	<file_name> finite_dungeon_tables </file_name> .<file_type> txt </file_type>	[]		1	
177873524	0		user	victoria 3.jpg	FILES	file_search	<file_name> victoria 3 </file_name> .<file_type> jpg </file_type>	[]		1	
177873525	0		user	azure sql db kpi reference (recovered) (2015_01_18 01_06_18 utc).docx	FILES	file_search	<file_name> azure sql db kpi reference (recovered) (2015_01_18 01_06_18 utc) </file_name> .<file_type> docx </file_type>	[]		1	
177873526	0		user	whatsnew.txt	FILES	file_search	<file_name> whatsnew </file_name> .<file_type> txt </file_type>	[]		1	
177873527	0		user	costsofbeers.xlsx	FILES	file_search	<file_name> costsofbeers </file_name> .<file_type> xlsx </file_type>	[]		1	
177873528	0		user	feedback.doc	FILES	file_search	<file_name> feedback </file_name> .<file_type> doc </file_type>	[]		1	
177873529	0		user	shark.jpg	FILES	file_search	<file_name> shark </file_name> .<file_type> jpg </file_type>	[]		1	
177873530	0		user	imp.txt	FILES	file_search	<file_name> imp </file_name> .<file_type> txt </file_type>	[]		1	
177873531	0		user	csharp.docx	FILES	file_search	<file_name> csharp </file_name> .<file_type> docx </file_type>	[]		1	
177873532	0		user	ben .ppt	FILES	file_search	<file_name> ben </file_name> .<file_type> ppt </file_type>	[]		1	
177873533	0		user	047.jpg	FILES	file_search	<file_name> 047 </file_name> .<file_type> jpg </file_type>	[]		1	
177873534	0		user	password.txt	FILES	file_search	<file_name> password </file_name> .<file_type> txt </file_type>	[]		1	
177873535	0		user	facebook.txt	FILES	file_search	<file_name> facebook </file_name> .<file_type> txt </file_type>	[]		1	
177873536	0		user	vte.txt	FILES	file_search	<file_name> vte </file_name> .<file_type> txt </file_type>	[]		1	
177873537	0		user	notes.txt	FILES	file_search	<file_name> notes </file_name> .<file_type> txt </file_type>	[]		1	
177873538	0		user	bk.ppt	FILES	file_search	<file_name> bk </file_name> .<file_type> ppt </file_type>	[]		1	
177873539	0		user	vte.txt	FILES	file_search	<file_name> vte </file_name> .<file_type> txt </file_type>	[]		1	
177873540	0		user	master.docx	FILES	file_search	<file_name> master </file_name> .<file_type> docx </file_type>	[]		1	
177873541	0		user	cc.txt	FILES	file_search	<file_name> cc </file_name> .<file_type> txt </file_type>	[]		1	
177873542	0		user	notes.txt	FILES	file_search	<file_name> notes </file_name> .<file_type> txt </file_type>	[]		1	
177873543	0		user	test.txt	FILES	file_search	<file_name> test </file_name> .<file_type> txt </file_type>	[]		1	
177873544	0		user	charter house.doc	FILES	file_search	<file_name> charter house </file_name> .<file_type> doc </file_type>	[]		1	
177873545	0		user	hi*.txt	FILES	file_search	<file_name> hi* </file_name> .<file_type> txt </file_type>	[]		1	
177873546	0		user	*sow*.doc	FILES	file_search	<file_name> *sow* </file_name> .<file_type> doc </file_type>	[]		1	
177873547	0		user	dns.txt	FILES	file_search	<file_name> dns </file_name> .<file_type> txt </file_type>	[]		1	
177873548	0		user	charter house.doc	FILES	file_search	<file_name> charter house </file_name> .<file_type> doc </file_type>	[]		1	
177873549	0		user	scott.jpg	FILES	file_search	<file_name> scott </file_name> .<file_type> jpg </file_type>	[]		1	
177873550	0		user	weight.xls	FILES	file_search	<file_name> weight </file_name> .<file_type> xls </file_type>	[]		1	
177873551	0		user	victoria 3.jpg	FILES	file_search	<file_name> victoria 3 </file_name> .<file_type> jpg </file_type>	[]		1	
177873552	0		user	test.txt	FILES	file_search	<file_name> test </file_name> .<file_type> txt </file_type>	[]		1	
177873553	0		user	master.doc	FILES	file_search	<file_name> master </file_name> .<file_type> doc </file_type>	[]		1	
177873554	0		user	allaboutwine.doc	FILES	file_search	<file_name> allaboutwine </file_name> .<file_type> doc </file_type>	[]		1	
177873555	0		user	federaltaxes2014.pdf	FILES	file_search	<file_name> federaltaxes2014 </file_name> .<file_type> pdf </file_type>	[]		1	
177873556	0		user	sa.txt	FILES	file_search	<file_name> sa </file_name> .<file_type> txt </file_type>	[]		1	
177873557	0		user	finite_dungeon_tables.txt	FILES	file_search	<file_name> finite_dungeon_tables </file_name> .<file_type> txt </file_type>	[]		1	
177873558	0		user	demo plan.ppt	FILES	file_search	<file_name> demo plan </file_name> .<file_type> ppt </file_type>	[]		1	
177873559	0		user	options.txt	FILES	file_search	<file_name> options </file_name> .<file_type> txt </file_type>	[]		1	
177873560	0		user	list.txt	FILES	file_search	<file_name> list </file_name> .<file_type> txt </file_type>	[]		1	
177873561	0		user	schedule.xlsx	FILES	file_search	<file_name> schedule </file_name> .<file_type> xlsx </file_type>	[]		1	
177873562	0		user	rgb.txt	FILES	file_search	<file_name> rgb </file_name> .<file_type> txt </file_type>	[]		1	
177873563	0		user	something.txt	FILES	file_search	<file_name> something </file_name> .<file_type> txt </file_type>	[]		1	
177873564	0		user	weight.xls	FILES	file_search	<file_name> weight </file_name> .<file_type> xls </file_type>	[]		1	
177873565	0		user	friends.txt	FILES	file_search	<file_name> friends </file_name> .<file_type> txt </file_type>	[]		1	
177873566	0		user	altchivala.txt	FILES	file_search	<file_name> altchivala </file_name> .<file_type> txt </file_type>	[]		1	
177873567	0		user	costsofbeers.xlsx	FILES	file_search	<file_name> costsofbeers </file_name> .<file_type> xlsx </file_type>	[]		1	
177873568	0		user	commands.txt	FILES	file_search	<file_name> commands </file_name> .<file_type> txt </file_type>	[]		1	
177873569	0		user	contas.xls	FILES	file_search	<file_name> contas </file_name> .<file_type> xls </file_type>	[]		1	
177873570	0		user	jack.docs	FILES	file_search	<file_name> jack </file_name> .<file_type> docs </file_type>	[]		1	
177873571	0		user	budget.xls	FILES	file_search	<file_name> budget </file_name> .<file_type> xls </file_type>	[]		1	
177873572	0		user	slot_patts.doc	FILES	file_search	<file_name> slot_patts </file_name> .<file_type> doc </file_type>	[]		1	
177873573	0		user	outline.docx	FILES	file_search	<file_name> outline </file_name> .<file_type> docx </file_type>	[]		1	
177873574	0		user	example.txt	FILES	file_search	<file_name> example </file_name> .<file_type> txt </file_type>	[]		1	
177873575	0		user	msft q1 2013 - thankyou awards 19 dec 2012.xls	FILES	file_search	<file_name> msft q1 2013 - thankyou awards 19 dec 2012 </file_name> .<file_type> xls </file_type>	[]		1	
177873576	0		user	server.txt	FILES	file_search	<file_name> server </file_name> .<file_type> txt </file_type>	[]		1	
177873577	0		user	info.xlsx	FILES	file_search	<file_name> info </file_name> .<file_type> xlsx </file_type>	[]		1	
177873578	0		user	rhonda.txt	FILES	file_search	<file_name> rhonda </file_name> .<file_type> txt </file_type>	[]		1	
177873579	0		user	jack.doc	FILES	file_search	<file_name> jack </file_name> .<file_type> doc </file_type>	[]		1	
177873580	0		user	fr.txt	FILES	file_search	<file_name> fr </file_name> .<file_type> txt </file_type>	[]		1	
177873581	0		user	contas.xlsx	FILES	file_search	<file_name> contas </file_name> .<file_type> xlsx </file_type>	[]		1	
177873582	0		user	tod.xlsx	FILES	file_search	<file_name> tod </file_name> .<file_type> xlsx </file_type>	[]		1	
177873583	0		user	facebook.txt	FILES	file_search	<file_name> facebook </file_name> .<file_type> txt </file_type>	[]		1	
177873584	0		user	snipbaptist.jpg	FILES	file_search	<file_name> snipbaptist </file_name> .<file_type> jpg </file_type>	[]		1	
177873585	0		user	outline.docx	FILES	file_search	<file_name> outline </file_name> .<file_type> docx </file_type>	[]		1	
177873586	0		user	victoria 3.jpg	FILES	file_search	<file_name> victoria 3 </file_name> .<file_type> jpg </file_type>	[]		1	
177873587	0		user	sano.ppt presentation	FILES	file_search	<file_name> sano </file_name> .<file_type> ppt </file_type>  <file_type> presentation </file_type>	[]		1	
177873588	0		user	en.txt	FILES	file_search	<file_name> en </file_name> .<file_type> txt </file_type>	[]		1	
177873589	0		user	en.txt	FILES	file_search	<file_name> en </file_name> .<file_type> txt </file_type>	[]		1	
177873590	0		user	tina.jpeg 2012	FILES	file_search	<file_name> tina </file_name> .<file_type> jpeg </file_type>  <date> 2012 </date>	[]		1	
177873591	0		user	devmgmt.msg	FILES	file_search	<file_name> devmgmt </file_name> .<file_type> msg </file_type>	[]		1	
177873592	0		user	address.doc	FILES	file_search	<file_name> address </file_name> .<file_type> doc </file_type>	[]		1	
177873593	0		user	outline.docx	FILES	file_search	<file_name> outline </file_name> .<file_type> docx </file_type>	[]		1	
177873594	0		user	msft q1 2013 - thankyou awards 19 dec 2012.xls	FILES	file_search	<file_name> msft q1 2013 - thankyou awards 19 dec 2012 </file_name> .<file_type> xls </file_type>	[]		1	
177873595	0		user	rhonda.txt	FILES	file_search	<file_name> rhonda </file_name> .<file_type> txt </file_type>	[]		1	
177873596	0		user	costsofbeers.xlsx	FILES	file_search	<file_name> costsofbeers </file_name> .<file_type> xlsx </file_type>	[]		1	
177873597	0		user	options.txt	FILES	file_search	<file_name> options </file_name> .<file_type> txt </file_type>	[]		1	
177873598	0		user	dns.txt	FILES	file_search	<file_name> dns </file_name> .<file_type> txt </file_type>	[]		1	
177873599	0		user	temp.txt	FILES	file_search	<file_name> temp </file_name> .<file_type> txt </file_type>	[]		1	
177873600	0		user	password.txt	FILES	file_search	<file_name> password </file_name> .<file_type> txt </file_type>	[]		1	
177873601	0		user	finance.xlsx	FILES	file_search	<file_name> finance </file_name> .<file_type> xlsx </file_type>	[]		1	
177873602	0		user	build.txt	FILES	file_search	<file_name> build </file_name> .<file_type> txt </file_type>	[]		1	
177873603	0		user	devmgmt.msg	FILES	file_search	<file_name> devmgmt </file_name> .<file_type> msg </file_type>	[]		1	
177873604	0		user	gameinfo.txt	FILES	file_search	<file_name> gameinfo </file_name> .<file_type> txt </file_type>	[]		1	
177873605	0		user	msinfo.txt	FILES	file_search	<file_name> msinfo </file_name> .<file_type> txt </file_type>	[]		1	
177873606	0		user	sicoob.txt	FILES	file_search	<file_name> sicoob </file_name> .<file_type> txt </file_type>	[]		1	
177873607	0		user	azure sql db kpi reference (recovered) (2015_01_18 01_06_18 utc).docx	FILES	file_search	<file_name> azure sql db kpi reference (recovered) (2015_01_18 01_06_18 utc) </file_name> .<file_type> docx </file_type>	[]		1	
177873608	0		user	sendafax.doc	FILES	file_search	<file_name> sendafax </file_name> .<file_type> doc </file_type>	[]		1	
177873609	0		user	project2.docs for editing.	FILES	file_search	<file_name> project2 </file_name> .<file_type> docs </file_type>  for editing.	[]		1	
177873610	0		user	schedulign.xlsx	FILES	file_search	<file_name> schedulign </file_name> .<file_type> xlsx </file_type>	[]		1	
177873611	0		user	hello.docx	FILES	file_search	<file_name> hello </file_name> .<file_type> docx </file_type>	[]		1	
177873612	0		user	azure sql db kpi reference (recovered) (2015_01_18 01_06_18 utc).docx sever	FILES	file_search	<file_name> azure sql db kpi reference (recovered) (2015_01_18 01_06_18 utc) </file_name> .<file_type> docx </file_type>  sever	[]		1	
177873613	0		user	wsfs.txt	FILES	file_search	<file_name> wsfs </file_name> .<file_type> txt </file_type>	[]		1	
177873614	0		user	osap.txt	FILES	file_search	<file_name> osap </file_name> .<file_type> txt </file_type>	[]		1	
177873615	0		user	schedule.xlsx	FILES	file_search	<file_name> schedule </file_name> .<file_type> xlsx </file_type>	[]		1	
177873616	0		user	shark.jpg	FILES	file_search	<file_name> shark </file_name> .<file_type> jpg </file_type>	[]		1	
177873617	0		user	master.docx	FILES	file_search	<file_name> master </file_name> .<file_type> docx </file_type>	[]		1	
177873618	0		user	c:\babs\immersion\mihr\pwd.txt	FILES	file_search	<file_name> c:\babs\immersion\mihr\pwd </file_name> .<file_type> txt </file_type>	[]		1	
177873619	0		user	test.pdf	FILES	file_search	<file_name> test </file_name> .<file_type> pdf </file_type>	[]		1	
177873620	0		user	spaaace.jpg	FILES	file_search	<file_name> spaaace </file_name> .<file_type> jpg </file_type>	[]		1	
177873621	0		user	list.txt	FILES	file_search	<file_name> list </file_name> .<file_type> txt </file_type>	[]		1	
177873622	0		user	2015_expenses.xlsx	FILES	file_search	<file_name> 2015_expenses </file_name> .<file_type> xlsx </file_type>	[]		1	
177873623	0		user	altchivala.txt	FILES	file_search	<file_name> altchivala </file_name> .<file_type> txt </file_type>	[]		1	
177873624	0		user	password.txt	FILES	file_search	<file_name> password </file_name> .<file_type> txt </file_type>	[]		1	
177873625	0		user	davidsr1.jpg	FILES	file_search	<file_name> davidsr1 </file_name> .<file_type> jpg </file_type>	[]		1	
177873626	0		user	charter house.docx	FILES	file_search	<file_name> charter house </file_name> .<file_type> docx </file_type>	[]		1	
177873627	0		user	*sow*.doc	FILES	file_search	<file_name> *sow* </file_name> .<file_type> doc </file_type>	[]		1	
177873628	0		user	c:\temp\legacyteststorun.txt	FILES	file_search	<file_name> c:\temp\legacyteststorun </file_name> .<file_type> txt </file_type>	[]		1	
177873629	0		user	server.txt	FILES	file_search	<file_name> server </file_name> .<file_type> txt </file_type>	[]		1	
177873630	0		user	jadual.xls	FILES	file_search	<file_name> jadual </file_name> .<file_type> xls </file_type>	[]		1	
177873631	0		user	june2012.doc	FILES	file_search	<file_name> june2012 </file_name> .<file_type> doc </file_type>	[]		1	
177873632	0		user	images (1).jpg	FILES	file_search	<file_name> images (1) </file_name> .<file_type> jpg </file_type>	[]		1	
177873633	0		user	birthday2012.ppt	FILES	file_search	<file_name> birthday2012 </file_name> .<file_type> ppt </file_type>	[]		1	
177873634	0		user	twitch.txt	FILES	file_search	<file_name> twitch </file_name> .<file_type> txt </file_type>	[]		1	
177873635	0		user	test.txt	FILES	file_search	<file_name> test </file_name> .<file_type> txt </file_type>	[]		1	
177873636	0		user	cc.txt	FILES	file_search	<file_name> cc </file_name> .<file_type> txt </file_type>	[]		1	
177873637	0		user	serial.txt	FILES	file_search	<file_name> serial </file_name> .<file_type> txt </file_type>	[]		1	
177873638	0		user	ed.txt	FILES	file_search	<file_name> ed </file_name> .<file_type> txt </file_type>	[]		1	
177873639	0		user	2015.jpg	FILES	file_search	<file_name> 2015 </file_name> .<file_type> jpg </file_type>	[]		1	
177873640	0		user	angeloni.txt	FILES	file_search	<file_name> angeloni </file_name> .<file_type> txt </file_type>	[]		1	
177873641	0		user	federaltaxes2014.pdf	FILES	file_search	<file_name> federaltaxes2014 </file_name> .<file_type> pdf </file_type>	[]		1	
177873642	0		user	12.txt	FILES	file_search	<file_name> 12 </file_name> .<file_type> txt </file_type>	[]		1	
177873643	0		user	id.txt file	FILES	file_search	<file_name> id </file_name> .<file_type> txt </file_type>  file	[]		1	
177873644	0		user	bk.ppt	FILES	file_search	<file_name> bk </file_name> .<file_type> ppt </file_type>	[]		1	
177873645	0		user	info.xlsx	FILES	file_search	<file_name> info </file_name> .<file_type> xlsx </file_type>	[]		1	
177873646	0		user	hi*.txt	FILES	file_search	<file_name> hi* </file_name> .<file_type> txt </file_type>	[]		1	
177873647	0		user	ti4o.txt	FILES	file_search	<file_name> ti4o </file_name> .<file_type> txt </file_type>	[]		1	
177873648	0		user	options.txt	FILES	file_search	<file_name> options </file_name> .<file_type> txt </file_type>	[]		1	
177873649	0		user	cover letter - office assistant.docx	FILES	file_search	<file_name> cover letter - office assistant </file_name> .<file_type> docx </file_type>	[]		1	
177873650	0		user	codes.docx	FILES	file_search	<file_name> codes </file_name> .<file_type> docx </file_type>	[]		1	
177873651	0		user	test.pdf	FILES	file_search	<file_name> test </file_name> .<file_type> pdf </file_type>	[]		1	
177873652	0		user	cover letter - office assistant.docx	FILES	file_search	<file_name> cover letter - office assistant </file_name> .<file_type> docx </file_type>	[]		1	
177873653	0		user	serial.txt	FILES	file_search	<file_name> serial </file_name> .<file_type> txt </file_type>	[]		1	
177873654	0		user	sicoob.txt	FILES	file_search	<file_name> sicoob </file_name> .<file_type> txt </file_type>	[]		1	
177873655	0		user	file.txt	FILES	file_search	<file_name> file </file_name> .<file_type> txt </file_type>	[]		1	
177873656	0		user	ron chase invoice #1.xls	FILES	file_search	<file_name> ron chase invoice #1 </file_name> .<file_type> xls </file_type>	[]		1	
177873657	0		user	exct.txt	FILES	file_search	<file_name> exct </file_name> .<file_type> txt </file_type>	[]		1	
177873658	0		user	davidsr.jpg	FILES	file_search	<file_name> davidsr </file_name> .<file_type> jpg </file_type>	[]		1	
177873659	0		user	hello.docx	FILES	file_search	<file_name> hello </file_name> .<file_type> docx </file_type>	[]		1	
177873660	0		user	c:\passwords.txt	FILES	file_search	<file_name> c:\passwords </file_name> .<file_type> txt </file_type>	[]		1	
177873661	0		user	*sow*.doc	FILES	file_search	<file_name> *sow* </file_name> .<file_type> doc </file_type>	[]		1	
177873662	0		user	angeloni.txt	FILES	file_search	<file_name> angeloni </file_name> .<file_type> txt </file_type>	[]		1	
177873663	0		user	DOC-20171116-WA0004(1).pdf	FILES	file_search	<file_name> DOC-20171116-WA0004(1) </file_name> .<file_type> pdf </file_type>	[]		1	
177873664	0		user	xdp critical issues-vikas.docx	FILES	file_search	<file_name> xdp critical issues-vikas </file_name> .<file_type> docx </file_type>	[]		1	
177873665	0		user	scheduling.xlsx	FILES	file_search	<file_name> scheduling </file_name> .<file_type> xlsx </file_type>	[]		1	
177873666	0		user	options.txt	FILES	file_search	<file_name> options </file_name> .<file_type> txt </file_type>	[]		1	
177873667	0		user	cc.txt	FILES	file_search	<file_name> cc </file_name> .<file_type> txt </file_type>	[]		1	
177873668	0		user	list.txt	FILES	file_search	<file_name> list </file_name> .<file_type> txt </file_type>	[]		1	
177873669	0		user	whatsnew.txt	FILES	file_search	<file_name> whatsnew </file_name> .<file_type> txt </file_type>	[]		1	
177873670	0		user	davidsr0.jpg	FILES	file_search	<file_name> davidsr0 </file_name> .<file_type> jpg </file_type>	[]		1	
177873671	0		user	12.txt	FILES	file_search	<file_name> 12 </file_name> .<file_type> txt </file_type>	[]		1	
177873672	0		user	commands.txt	FILES	file_search	<file_name> commands </file_name> .<file_type> txt </file_type>	[]		1	
177873673	0		user	jadual.xls	FILES	file_search	<file_name> jadual </file_name> .<file_type> xls </file_type>	[]		1	
177873674	0		user	047.jpg	FILES	file_search	<file_name> 047 </file_name> .<file_type> jpg </file_type>	[]		1	
177873675	0		user	serial.txt	FILES	file_search	<file_name> serial </file_name> .<file_type> txt </file_type>	[]		1	
177873676	0		user	spaaace.jpg	FILES	file_search	<file_name> spaaace </file_name> .<file_type> jpg </file_type>	[]		1	
177873677	0		user	liz.txt	FILES	file_search	<file_name> liz </file_name> .<file_type> txt </file_type>	[]		1	
177873678	0		user	sendafax.doc	FILES	file_search	<file_name> sendafax </file_name> .<file_type> doc </file_type>	[]		1	
177873679	0		user	charter house.doc	FILES	file_search	<file_name> charter house </file_name> .<file_type> doc </file_type>	[]		1	
177873680	0		user	DOC-20171116-WA0004(1).pdf	FILES	file_search	<file_name> DOC-20171116-WA0004(1) </file_name> .<file_type> pdf </file_type>	[]		1	
177873681	0		user	2015.jpg	FILES	file_search	<file_name> 2015 </file_name> .<file_type> jpg </file_type>	[]		1	
177873682	0		user	master.doc	FILES	file_search	<file_name> master </file_name> .<file_type> doc </file_type>	[]		1	
177873683	0		user	manh.txt	FILES	file_search	<file_name> manh </file_name> .<file_type> txt </file_type>	[]		1	
177873684	0		user	listahan.xls	FILES	file_search	<file_name> listahan </file_name> .<file_type> xls </file_type>	[]		1	
177873685	0		user	codes.docx	FILES	file_search	<file_name> codes </file_name> .<file_type> docx </file_type>	[]		1	
177873686	0		user	cultureshock.ppt	FILES	file_search	<file_name> cultureshock </file_name> .<file_type> ppt </file_type>	[]		1	
177873687	0		user	csharp.doc	FILES	file_search	<file_name> csharp </file_name> .<file_type> doc </file_type>	[]		1	
177873688	0		user	june2012.doc	FILES	file_search	<file_name> june2012 </file_name> .<file_type> doc </file_type>	[]		1	
177873689	0		user	conan.xls	FILES	file_search	<file_name> conan </file_name> .<file_type> xls </file_type>	[]		1	
177873690	0		user	expenses.xls	FILES	file_search	<file_name> expenses </file_name> .<file_type> xls </file_type>	[]		1	
177873691	0		user	en.txt	FILES	file_search	<file_name> en </file_name> .<file_type> txt </file_type>	[]		1	
177873692	0		user	passwords.doc	FILES	file_search	<file_name> passwords </file_name> .<file_type> doc </file_type>	[]		1	
177873693	0		user	federaltaxes2014.pdf	FILES	file_search	<file_name> federaltaxes2014 </file_name> .<file_type> pdf </file_type>	[]		1	
177873694	0		user	expenses.xls	FILES	file_search	<file_name> expenses </file_name> .<file_type> xls </file_type>	[]		1	
177873695	0		user	pw.txt	FILES	file_search	<file_name> pw </file_name> .<file_type> txt </file_type>	[]		1	
177873696	0		user	scheduling.xlsx	FILES	file_search	<file_name> scheduling </file_name> .<file_type> xlsx </file_type>	[]		1	
177873697	0		user	feedback.doc	FILES	file_search	<file_name> feedback </file_name> .<file_type> doc </file_type>	[]		1	
177873698	0		user	serial.txt	FILES	file_search	<file_name> serial </file_name> .<file_type> txt </file_type>	[]		1	
177873699	0		user	altchivala.txt	FILES	file_search	<file_name> altchivala </file_name> .<file_type> txt </file_type>	[]		1	
177873700	0		user	h:\note.txt	FILES	file_search	<file_name> h:\note </file_name> .<file_type> txt </file_type>	[]		1	
177873701	0		user	schedule.xls	FILES	file_search	<file_name> schedule </file_name> .<file_type> xls </file_type>	[]		1	
177873702	0		user	taxes.xlsx	FILES	file_search	<file_name> taxes </file_name> .<file_type> xlsx </file_type>	[]		1	
177873703	0		user	cover letter - office assistant.docx	FILES	file_search	<file_name> cover letter - office assistant </file_name> .<file_type> docx </file_type>	[]		1	
177873704	0		user	rgb.txt	FILES	file_search	<file_name> rgb </file_name> .<file_type> txt </file_type>	[]		1	
177873705	0		user	visa.txt	FILES	file_search	<file_name> visa </file_name> .<file_type> txt </file_type>	[]		1	
177873706	0		user	Sano.ppt presentation	FILES	file_search	<file_name> Sano </file_name> .<file_type> ppt </file_type>  <file_type> presentation </file_type>	[]		1	
177873707	0		user	harmony.jpg	FILES	file_search	<file_name> harmony </file_name> .<file_type> jpg </file_type>	[]		1	
177873708	0		user	azure sql db kpi reference (recovered) (2015_01_18 01_06_18 utc).docx	FILES	file_search	<file_name> azure sql db kpi reference (recovered) (2015_01_18 01_06_18 utc) </file_name> .<file_type> docx </file_type>	[]		1	
177873709	0		user	p.txt	FILES	file_search	<file_name> p </file_name> .<file_type> txt </file_type>	[]		1	
177873710	0		user	slot_patts.doc	FILES	file_search	<file_name> slot_patts </file_name> .<file_type> doc </file_type>	[]		1	
177873711	0		user	taxes.xlsx	FILES	file_search	<file_name> taxes </file_name> .<file_type> xlsx </file_type>	[]		1	
177873712	0		user	ben .ppt	FILES	file_search	<file_name> ben </file_name> .<file_type> ppt </file_type>	[]		1	
177873713	0		user	tmscripts.txt	FILES	file_search	<file_name> tmscripts </file_name> .<file_type> txt </file_type>	[]		1	
177873714	0		user	plan.ppt	FILES	file_search	<file_name> plan </file_name> .<file_type> ppt </file_type>	[]		1	
177873715	0		user	msft q1 2013 - thankyou awards 19 dec 2012.xls	FILES	file_search	<file_name> msft q1 2013 - thankyou awards 19 dec 2012 </file_name> .<file_type> xls </file_type>	[]		1	
177873716	0		user	taxes.xlsx	FILES	file_search	<file_name> taxes </file_name> .<file_type> xlsx </file_type>	[]		1	
177873717	0		user	passme.txt	FILES	file_search	<file_name> passme </file_name> .<file_type> txt </file_type>	[]		1	
177873718	0		user	047.jpg	FILES	file_search	<file_name> 047 </file_name> .<file_type> jpg </file_type>	[]		1	
177873719	0		user	master.doc	FILES	file_search	<file_name> master </file_name> .<file_type> doc </file_type>	[]		1	
177873720	0		user	e.txt	FILES	file_search	<file_name> e </file_name> .<file_type> txt </file_type>	[]		1	
177873721	0		user	federaltaxes2014.pdf	FILES	file_search	<file_name> federaltaxes2014 </file_name> .<file_type> pdf </file_type>	[]		1	
177873722	0		user	cc.txt	FILES	file_search	<file_name> cc </file_name> .<file_type> txt </file_type>	[]		1	
177873723	0		user	passwords.txt	FILES	file_search	<file_name> passwords </file_name> .<file_type> txt </file_type>	[]		1	
177873724	0		user	vte.txt	FILES	file_search	<file_name> vte </file_name> .<file_type> txt </file_type>	[]		1	
177873725	0		user	facebook.txt	FILES	file_search	<file_name> facebook </file_name> .<file_type> txt </file_type>	[]		1	
177873726	0		user	ron chase invoice #1.xls	FILES	file_search	<file_name> ron chase invoice #1 </file_name> .<file_type> xls </file_type>	[]		1	
177873727	0		user	history.txt	FILES	file_search	<file_name> history </file_name> .<file_type> txt </file_type>	[]		1	
177873728	0		user	table.jpg	FILES	file_search	<file_name> table </file_name> .<file_type> jpg </file_type>	[]		1	
177873729	0		user	cv.docx	FILES	file_search	<file_name> cv </file_name> .<file_type> docx </file_type>	[]		1	
177873730	0		user	codes.docx	FILES	file_search	<file_name> codes </file_name> .<file_type> docx </file_type>	[]		1	
177873731	0		user	snipbaptist.jpg	FILES	file_search	<file_name> snipbaptist </file_name> .<file_type> jpg </file_type>	[]		1	
177873732	0		user	azure sql db kpi reference (recovered) (2015_01_18 01_06_18 utc).docx sever	FILES	file_search	<file_name> azure sql db kpi reference (recovered) (2015_01_18 01_06_18 utc) </file_name> .<file_type> docx </file_type>  sever	[]		1	
177873733	0		user	schedulin.xlsx	FILES	file_search	<file_name> schedulin </file_name> .<file_type> xlsx </file_type>	[]		1	
177873734	0		user	friends.txt	FILES	file_search	<file_name> friends </file_name> .<file_type> txt </file_type>	[]		1	
177873735	0		user	fi*.excel	FILES	file_search	<file_name> fi* </file_name> .<file_type> excel </file_type>	[]		1	
177873736	0		user	victoria 3.jpg	FILES	file_search	<file_name> victoria 3 </file_name> .<file_type> jpg </file_type>	[]		1	
177873737	0		user	allaboutwine.doc	FILES	file_search	<file_name> allaboutwine </file_name> .<file_type> doc </file_type>	[]		1	
177873738	0		user	harmony.jpg	FILES	file_search	<file_name> harmony </file_name> .<file_type> jpg </file_type>	[]		1	
177873739	0		user	notes.txt	FILES	file_search	<file_name> notes </file_name> .<file_type> txt </file_type>	[]		1	
177873740	0		user	*sow*.doc	FILES	file_search	<file_name> *sow* </file_name> .<file_type> doc </file_type>	[]		1	
177873741	0		user	taxes.xlsx	FILES	file_search	<file_name> taxes </file_name> .<file_type> xlsx </file_type>	[]		1	
177873742	0		user	dxdiag.txt	FILES	file_search	<file_name> dxdiag </file_name> .<file_type> txt </file_type>	[]		1	
177873743	0		user	ed.txt	FILES	file_search	<file_name> ed </file_name> .<file_type> txt </file_type>	[]		1	
177873744	0		user	davidsr1.jpg	FILES	file_search	<file_name> davidsr1 </file_name> .<file_type> jpg </file_type>	[]		1	
177873745	0		user	dxdiag.txt	FILES	file_search	<file_name> dxdiag </file_name> .<file_type> txt </file_type>	[]		1	
177873746	0		user	master.doc	FILES	file_search	<file_name> master </file_name> .<file_type> doc </file_type>	[]		1	
177873747	0		user	outline.docx	FILES	file_search	<file_name> outline </file_name> .<file_type> docx </file_type>	[]		1	
177873748	0		user	jack.docs	FILES	file_search	<file_name> jack </file_name> .<file_type> docs </file_type>	[]		1	
177873749	0		user	conan.xls	FILES	file_search	<file_name> conan </file_name> .<file_type> xls </file_type>	[]		1	
177873750	0		user	cover letter - office assistant.docx	FILES	file_search	<file_name> cover letter - office assistant </file_name> .<file_type> docx </file_type>	[]		1	
177873751	0		user	resume.doc	FILES	file_search	<file_name> resume </file_name> .<file_type> doc </file_type>	[]		1	
177873752	0		user	readme.txt	FILES	file_search	<file_name> readme </file_name> .<file_type> txt </file_type>	[]		1	
177873753	0		user	finite_dungeon_tables.txt	FILES	file_search	<file_name> finite_dungeon_tables </file_name> .<file_type> txt </file_type>	[]		1	
177873754	0		user	something.txt	FILES	file_search	<file_name> something </file_name> .<file_type> txt </file_type>	[]		1	
177873755	0		user	vte.txt	FILES	file_search	<file_name> vte </file_name> .<file_type> txt </file_type>	[]		1	
